"rs" "chr" "pos" "hapflk_v1.4_ALL" "hapflk_v1.4_ALL_scaled" "hapflk_v1.4_ALL_log_pvalue" "hapflk_v1.4_PRUNED" "hapflk_v1.4_PRUNED_scaled" "hapflk_v1.4_PRUNED_log_pvalue" "hapflk_v1.4_PRUNED_KIN" "hapflk_v1.4_PRUNED_KIN_scaled" "hapflk_v1.4_PRUNED_KIN_log_pvalue"
1 1 26 29.9176656086 533.747678082 0.327418755992537 30.2821328785 525.434233828 0.242546969568857 29.577340848 525.834275073 0.246249321282834
2 1 56 29.9298557983 533.915204773 0.329303952272237 30.2827048104 525.444146015 0.242638250733101 29.5786262072 525.851056381 0.246405455769991
3 1 68 29.9325769171 533.952600419 0.329725732339606 30.2832815333 525.454141238 0.242730319975621 29.5789273344 525.854987818 0.246442043749529
4 1 95 29.9335850399 533.966454795 0.329882083081838 NA NA NA 29.5791974991 525.858515016 0.246474872783372
5 1 368 29.9346473222 533.981053472 0.330046885708008 NA NA NA 29.5795140891 525.86264833 0.246513346918143
6 1 422 29.9352683663 533.989588324 0.330143259389257 NA NA NA 29.5797470953 525.865690398 0.24654166597792
7 1 447 29.9357748636 533.996548987 0.330221871242596 30.2837833384 525.462838055 0.242810448300728 29.5804969671 525.875480525 0.246632818555939
8 1 580 29.9360901978 534.000882546 0.33027081943489 30.2840928252 525.46820179 0.24285987607854 29.5807478464 525.878755939 0.246663319886959
9 1 608 29.9394186482 534.046624597 0.330787770815634 30.284399793 525.473521869 0.242908908230655 29.5809219145 525.881028525 0.246684484168404
10 1 735 29.9425320913 534.089411856 0.331271805200425 30.2846942232 525.478624657 0.242955943999946 29.5811076653 525.883453638 0.24670707025671
11 1 825 29.944055492 534.110347566 0.331508809973214 30.2850775302 525.485267776 0.243017187201335 29.5813607415 525.886757733 0.246737844907992
12 1 1025 29.9456676884 534.132503574 0.331759749381272 30.2851153264 525.485922825 0.243023226685707 29.5815132413 525.888748731 0.246756390491634
13 1 1045 29.9471747158 534.153214269 0.331994430871826 30.2854942694 525.49249031 0.243083783832468 29.5812051679 525.884726606 0.246718926491821
14 1 1128 29.9503688362 534.197110257 0.332492191517393 NA NA NA 29.5809125796 525.880906651 0.246683349138882
15 1 1209 29.9281399097 533.89162375 0.32903816603484 NA NA NA 29.5779557364 525.842302893 0.246324004396886
16 1 1229 29.9338854943 533.970583864 0.329928690190508 30.2860234547 525.501661653 0.243168367499032 29.5789920075 525.855832172 0.246449902219194
17 1 1310 29.9426530879 534.091074682 0.33129062534728 NA NA NA 29.5813443841 525.886544175 0.246735855731807
18 1 1338 29.94291657 534.094695649 0.331331610497207 30.2874712244 525.526753044 0.243399876630566 29.5826351529 525.90339611 0.246892855485932
19 1 1480 29.9490404228 534.178854208 0.332285117260691 30.2889267573 525.551978979 0.243632776565103 29.5861824866 525.949709155 0.247324672980342
20 1 1496 29.9622397634 534.360249403 0.334346369060302 30.2899016434 525.568874791 0.243788851946464 29.5909880053 526.012448728 0.247910458053275
21 1 1576 29.9878878327 534.712724325 0.338375379536697 30.2903352399 525.57638948 0.243858290621458 29.6034706859 526.175419286 0.249436427333683
22 1 1594 30.0309983011 535.305180574 0.345218278962251 30.2906863156 525.582473996 0.243914523686285 29.6288891464 526.507275943 0.252563209128448
23 1 1701 30.0820466978 536.006725761 0.353436282048973 30.2916135914 525.598544673 0.244063090731723 29.6953195979 527.374574245 0.260858667586542
24 1 1836 30.143319165 536.848777761 0.363465747467591 NA NA NA 29.7174297491 527.663238498 0.263659517162779
25 1 1922 30.1862706913 537.43904971 0.370604458566362 NA NA NA 29.7204041188 527.702071076 0.264037825946764
26 1 2008 30.2177166325 537.871203316 0.37588760988182 30.2915181304 525.596890232 0.244047793272122 29.7227200703 527.732307524 0.264332641381701
27 1 2032 30.2423756535 538.210085998 0.380064131859229 NA NA NA 29.7427486429 527.99379524 0.266891394453002
28 1 2139 30.2674608324 538.554825258 0.384343221500852 NA NA NA 29.7455713978 528.030648376 0.267253337454786
29 1 2189 30.2840811856 538.783234562 0.387195269486487 30.2927759317 525.618689267 0.244249405454399 29.7511505222 528.10348794 0.267969672707873
30 1 2254 30.2992367711 538.991513935 0.389807727553977 NA NA NA 29.7489406898 528.074636956 0.26768578711993
31 1 2267 30.3254347274 539.351545815 0.394350125793806 NA NA NA 29.7208240091 527.707553052 0.264091260755238
32 1 2272 30.3459681808 539.633731865 0.397933877193822 NA NA NA 29.7102942962 527.570079923 0.262753436602
33 1 2325 30.4159206546 540.595070997 0.410298335362835 NA NA NA 29.7128397337 527.603312477 0.263076424886662
34 1 2375 30.3679503129 539.935826739 0.401793402444692 NA NA NA 29.7051231194 527.502566414 0.262098085677035
35 1 2382 30.3463064981 539.638381274 0.397993097676919 NA NA NA 29.6856018714 527.247702193 0.259633965090604
36 1 2390 30.3389987724 539.53795305 0.396715172061071 NA NA NA 29.6593624082 526.905126743 0.25634627597449
37 1 2422 30.3295450429 539.40803284 0.395065853809741 30.3014741071 525.769437904 0.245646696244666 29.640428873 526.657935544 0.253991365064137
38 1 2450 30.285509064 538.802857534 0.38744092233607 NA NA NA 29.5808289522 525.879814834 0.246673181084534
39 1 2524 30.2386812141 538.159314252 0.379436516265255 30.303666502 525.807434441 0.245999732345378 29.3642398348 523.052084939 0.221275047877936
40 1 2604 30.2615408168 538.473467982 0.383330605037228 30.3049624497 525.829894595 0.246208575945935 29.3929994131 523.42756234 0.22454055628539
