"rs" "chr" "pos" "hapflk_v1.4_ALL" "hapflk_v1.4_ALL_scaled" "hapflk_v1.4_ALL_log_pvalue" "hapflk_v1.4_PRUNED" "hapflk_v1.4_PRUNED_scaled" "hapflk_v1.4_PRUNED_log_pvalue" "hapflk_v1.4_PRUNED_KIN" "hapflk_v1.4_PRUNED_KIN_scaled" "hapflk_v1.4_PRUNED_KIN_log_pvalue"
1 1 6 30.288476525 549.832796985 0.541561985779393 28.2964819622 497.091188228 0.0662158109612663 30.5956165889 552.237069839 0.579485453169005
2 1 71 30.2932187528 549.911607166 0.542780208121471 28.3200097895 497.439773675 0.0674924731900172 30.6126038624 552.524015003 0.584116639284483
3 1 244 30.2957435519 549.953566321 0.543429485541731 28.3466012716 497.83374986 0.0689576254891177 30.6590922826 553.309286837 0.59690558365274
4 1 395 30.2964844833 549.965879718 0.543620113995363 NA NA NA 30.6697636113 553.489544496 0.599865049532096
5 1 404 30.2970781118 549.975745117 0.543772873700597 28.3597580741 498.028679455 0.0696913419926208 30.6713107185 553.51567788 0.600294844622591
6 1 448 30.2982149215 549.994637541 0.544065484973142 28.3754444666 498.261087151 0.070573784950054 30.7028517045 554.048461049 0.609097867596817
7 1 558 30.3392438834 550.676490041 0.554690989689402 NA NA NA 30.7164439495 554.278058164 0.612915409400981
8 1 629 30.3632580054 551.07557616 0.560968613215256 28.3794091933 498.319828062 0.0707981456886801 30.7620393811 555.048245836 0.625827019949014
9 1 814 30.3564049134 550.96168593 0.559172707587327 28.3856485859 498.412270149 0.0711523129537715 30.7688553472 555.163379586 0.627771140214731
10 1 823 30.3890420745 551.504076691 0.567757126825622 NA NA NA 30.7739630769 555.249658197 0.629230406637193
11 1 924 30.397629817 551.646794748 0.570029226868064 NA NA NA 30.7776941214 555.312682153 0.630297650049199
12 1 954 30.389780805 551.516353512 0.567952358317997 28.3880110832 498.447272623 0.0712867624302473 30.7785608226 555.327322273 0.630545721080239
13 1 1024 30.3948925704 551.601304968 0.569304418426519 NA NA NA 30.8259271275 556.127423134 0.644192740822116
14 1 1039 30.3895608205 551.512697632 0.567894216581095 NA NA NA 30.8334404575 556.254336598 0.646373643238656
15 1 1177 30.4172241674 551.972429523 0.575234164513584 NA NA NA 30.8072005151 555.811097452 0.638776244322499
16 1 1200 30.2644372824 549.433293392 0.53541245552902 28.4171209637 498.878561094 0.0729591047533173 30.4647765805 550.026950143 0.544566175989213
17 1 1222 30.2621205195 549.39479155 0.534822081068463 NA NA NA 30.4596692606 549.940678456 0.543230007514185
18 1 1390 30.214680436 548.606393842 0.52282114003633 28.4264604528 499.016933836 0.0735018348703577 30.1771728967 545.168814055 0.472447963395893
19 1 1437 30.2117239418 548.557260428 0.522078789254395 28.4266433404 499.019643475 0.0735124928224643 30.1237550498 544.266491921 0.459748948000329
20 1 1465 30.2524718789 549.234442632 0.532367655217827 NA NA NA 30.1280179762 544.338500305 0.460754426580423
21 1 1498 30.2808202789 549.705559289 0.539598736512307 NA NA NA 30.1553287707 544.799828041 0.467228792536999
22 1 1536 30.3458980378 550.787074165 0.556426144187164 28.4265469567 499.018215467 0.073506875824517 30.0420931604 542.887077838 0.440752947283104
23 1 1664 30.2875289594 549.817049572 0.541318768994029 NA NA NA 29.9672049386 541.622083008 0.423774067353304
24 1 1756 30.2410677544 549.04491966 0.5294756304175 28.4269258177 499.023828626 0.0735289567502206 29.8465685666 539.58432082 0.397304865486936
25 1 1945 30.1375620298 547.324777742 0.503670095481264 28.4270004668 499.024934618 0.0735333080629607 29.7723062482 538.329898609 0.381547832751366
26 1 1984 30.0783385039 546.34055325 0.489262520633181 28.4272247295 499.028257267 0.0735463815499739 29.7635011299 538.181164551 0.379706537541916
27 1 2086 30.0583444276 546.008275506 0.484457052974583 28.4273832264 499.030605537 0.073555622237706 29.7504798623 537.961212257 0.3769940297035
28 1 2203 30.0519369567 545.901790967 0.482923297931719 NA NA NA 29.8479418275 539.607517631 0.397600086171485
29 1 2215 30.0115641266 545.230842596 0.473328894155757 NA NA NA 29.9066881496 540.599847157 0.410360366338398
30 1 2254 29.9378178278 544.005266908 0.456112921213005 28.4279704187 499.039305307 0.0735898643289516 29.9110937747 540.674265976 0.41132765969289
31 1 2336 29.8764648099 542.985652793 0.442093734273292 28.4356024887 499.152381134 0.0740360154314527 29.8830265234 540.200160344 0.405189975523683
32 1 2381 29.8162753651 541.985375878 0.428607135209062 28.4400538489 499.218331948 0.0742971640724943 29.8747430718 540.06023816 0.403389769084894
33 1 2406 29.687415825 539.843883733 0.400616237938946 NA NA NA 29.8957745261 540.415496709 0.407970411968873
34 1 2440 29.5984528328 538.365424715 0.381988482650054 NA NA NA 29.8596799403 539.805795166 0.400129226673105
35 1 2446 29.5178078644 537.025201351 0.365590046460643 NA NA NA 29.850367736 539.648495526 0.39812194440573
36 1 2469 29.4690459417 536.214836249 0.355898199245904 NA NA NA 29.809054245 538.950637422 0.389294125839515
37 1 2566 29.3220064812 533.77121547 0.327683199195541 28.4459684473 499.305961924 0.0746452230683015 29.5756310071 535.007705118 0.341771317668936
