"rs" "chr" "pos" "hapflk_v1.4_ALL" "hapflk_v1.4_ALL_scaled" "hapflk_v1.4_ALL_log_pvalue" "hapflk_v1.4_PRUNED" "hapflk_v1.4_PRUNED_scaled" "hapflk_v1.4_PRUNED_log_pvalue" "hapflk_v1.4_PRUNED_KIN" "hapflk_v1.4_PRUNED_KIN_scaled" "hapflk_v1.4_PRUNED_KIN_log_pvalue"
1 1 27 31.1273879386 534.77764845 0.339120924192754 NA NA NA 33.2048063531 535.380743847 0.346097431545966
2 1 35 31.128844355 534.798916622 0.339365385093364 NA NA NA 33.2050475341 535.383767857 0.346132644998677
3 1 117 31.2952041208 537.228282279 0.368045196413103 NA NA NA 33.2199470718 535.570583343 0.348312540968324
4 1 137 31.307400045 537.406380385 0.370207021700251 35.9209859148 510.655074438 0.130867572869107 33.3280828332 536.926426402 0.364399725150483
5 1 153 31.3233606122 537.639453891 0.3730484635964 35.9332633806 510.806311928 0.131777332669425 33.379005479 537.564911904 0.372138190432767
6 1 200 31.5095509697 540.358407347 0.407232092776963 35.9450510609 510.951516096 0.132655039762702 33.4114050215 537.971148418 0.377116296149001
7 1 243 31.5372300423 540.762607173 0.412477793481314 NA NA NA 33.6030552716 540.374124622 0.40743527467749
8 1 268 31.5379052197 540.772466846 0.412606285258706 NA NA NA 33.6054263168 540.403853596 0.407819766156253
9 1 282 31.5386062808 540.7827045 0.412739729779605 NA NA NA 33.607018371 540.423815314 0.40807806489218
10 1 415 31.603686167 541.733071553 0.425246927393757 35.9493216254 511.004122185 0.132974051646171 33.693020169 541.502135191 0.422185948356928
11 1 471 31.5869081049 541.488060102 0.421999840386184 35.9529361557 511.048647049 0.133244485003172 33.7292833502 541.956815326 0.428225924252763
12 1 548 31.618826526 541.95416749 0.428190593221296 NA NA NA 33.749302028 542.207816335 0.43158349059885
13 1 561 31.6262492945 542.062562803 0.429638457662673 35.9538127912 511.059445707 0.133310132529618 33.7964735777 542.799269315 0.439560761539469
14 1 561 31.6244170473 542.035806343 0.429280777561202 35.9565663727 511.093365146 0.133516486628719 33.8706218755 543.728965963 0.45228674096753
15 1 623 31.6471636433 542.367976798 0.43373457111877 35.9613690627 511.152526115 0.133876946411734 33.963185572 544.889561163 0.468494699236403
16 1 674 31.6955713198 543.074878171 0.44330956303989 35.9636553205 511.180688922 0.134048782111919 34.0139057912 545.52550857 0.477527755968926
17 1 780 31.7807802046 544.319190684 0.460484664423467 NA NA NA 34.0553666206 546.045358591 0.484991892378297
18 1 781 31.9134167164 546.256092827 0.488038237677205 35.9650871775 511.198326964 0.134156480876079 34.0901585379 546.481591516 0.491311174966737
19 1 790 31.9421624881 546.675869749 0.494141889761168 NA NA NA 34.1398297088 547.1043856 0.500421309797162
20 1 979 31.9584233403 546.913328341 0.497615496379775 NA NA NA 34.1768180809 547.568158425 0.507272911906335
21 1 987 31.9840626565 547.287741433 0.503123234084446 35.9659080173 511.208438315 0.134218249091689 34.3275430492 549.457999487 0.535791501787537
22 1 1011 32.0136236416 547.719422986 0.509520136246898 35.9700286995 511.259198109 0.134528636858562 34.3598231758 549.862738724 0.54202461735024
23 1 1045 32.0134236191 547.716502041 0.509476683682745 NA NA NA 34.3314533511 549.507028186 0.536544199679572
24 1 1061 32.040305215 548.109056248 0.515336974878865 35.978534426 511.363974188 0.135170942374624 34.4150599912 550.555316755 0.552793495183422
25 1 1246 32.0161681804 547.7565811 0.510073107929195 NA NA NA 34.4099769995 550.491584471 0.551797088641135
26 1 1274 32.1884593492 550.272563534 0.548381261851608 NA NA NA 34.4167378863 550.576354777 0.553122650924624
27 1 1312 32.2914910496 551.777144124 0.572109260843525 35.9857312583 511.452626918 0.135716111112329 34.4177845284 550.589477932 0.553328033445341
28 1 1564 32.4278988116 553.76911815 0.604472672495757 NA NA NA 34.4519129264 551.017391427 0.560050672723289
29 1 1587 32.5328725243 555.302058109 0.630117666712903 35.9970497848 511.592051908 0.136576667848649 34.4362830078 550.821418176 0.556965705455616
30 1 1620 32.5704058401 555.850160277 0.63944363323757 NA NA NA 34.5444633047 552.177819637 0.578531975068858
31 1 1709 32.5571393765 555.656428992 0.636137853039333 NA NA NA 34.5936481273 552.794515719 0.588502996023241
32 1 1747 32.5850292363 556.063706962 0.64309950339049 NA NA NA 34.6297998765 553.247798681 0.595898105499421
33 1 1757 32.578227193 555.964376152 0.641397421617163 36.001255777 511.643862577 0.136897440280728 34.6301770447 553.252527744 0.595975554100634
34 1 1784 32.5456233096 555.488258899 0.633276611678777 NA NA NA 34.61714952 553.089184196 0.593303993779753
35 1 1818 32.5018622652 554.849212686 0.622474781302584 36.0068619729 511.712921372 0.137325833004499 34.6126918843 553.03329284 0.592391539280277
36 1 2182 32.2009019863 550.454264412 0.551214129172835 NA NA NA 34.3987723874 550.351097224 0.549604568273047
37 1 2286 32.3268555008 552.29357418 0.580395635677421 NA NA NA 34.3961356289 550.318036646 0.5490893851861
38 1 2319 32.5094989498 554.960731834 0.624351715403577 36.0136605668 511.796668483 0.137846620147065 34.4602323566 551.121703281 0.561696983050716
39 1 2395 32.5478791858 555.521201649 0.633836486271257 NA NA NA 34.5937151519 552.795356097 0.588516654473099
40 1 2436 32.5078680544 554.936915731 0.623950589366272 36.0164579372 511.831127326 0.138061312089296 34.7581989783 554.857710413 0.622617682974518
41 1 2502 32.4908463405 554.68834621 0.619773316395652 NA NA NA 34.7742943967 555.05952026 0.62601723627905
42 1 2534 32.5006024409 554.830815366 0.622165471481572 36.0218599894 511.897671419 0.138476580198693 34.8021782277 555.409137244 0.631933127780019
43 1 2598 32.5529636944 555.595451156 0.635099479119202 36.0244649326 511.929759888 0.138677145099961 34.8906088601 556.517910674 0.650917117557427
44 1 2614 32.5362320137 555.351117016 0.630949039241772 NA NA NA 34.8706948183 556.268221626 0.646612515082428
45 1 2630 32.473831065 554.439870711 0.615614569471521 NA NA NA 34.7997721407 555.378968904 0.631421323217987
46 1 2722 32.5567935804 555.651379303 0.636051824513637 36.0450854048 512.183769023 0.140272087301931 34.8729252649 556.296187726 0.647093792555592
47 1 2778 32.5509605377 555.566198891 0.634601713683024 NA NA NA 34.8600116694 556.134272661 0.64431033103104
48 1 2876 32.4966081648 554.772486615 0.621185418128955 NA NA NA 34.4848696543 551.430614122 0.566589749384181
49 1 2885 32.4870710228 554.633214929 0.618849119134012 NA NA NA 34.4434260311 550.910979839 0.55837427042708
50 1 2915 32.567872894 555.813171452 0.63881166808503 NA NA NA 34.4179419236 550.591451407 0.553358923144947
51 1 3022 32.5072456578 554.927826821 0.623797549202648 36.0835249694 512.657279062 0.143279980414116 34.1943755762 547.788300289 0.510545433613989
52 1 3023 32.5205957359 555.122779135 0.62708515533078 36.1761327928 513.798049892 0.150713658075254 34.1463258184 547.185836037 0.501620446090298
53 1 3140 32.7610320838 558.633891353 0.688086798708365 NA NA NA 34.4318022693 550.765237148 0.556083240551976
54 1 3147 33.0333610767 562.610734549 0.761299901883687 36.181215234 513.860656921 0.151129345156608 34.4937137434 551.541504328 0.568352445923966
55 1 3323 33.2015278153 565.066487582 0.808707021053288 NA NA NA 34.581287309 552.639531562 0.585987376344925
56 1 3387 33.1862754657 564.843756237 0.804337940127534 36.2118047509 514.237467727 0.15364831251083 34.7228234316 554.414159744 0.615185210598306
57 1 3398 33.2007564543 565.055223333 0.808485729927402 NA NA NA 34.6171745915 553.089498551 0.593309128203177
