"rs" "chr" "pos" "hapflk_v1.4_ALL" "hapflk_v1.4_ALL_scaled" "hapflk_v1.4_ALL_log_pvalue" "hapflk_v1.4_PRUNED" "hapflk_v1.4_PRUNED_scaled" "hapflk_v1.4_PRUNED_log_pvalue" "hapflk_v1.4_PRUNED_KIN" "hapflk_v1.4_PRUNED_KIN_scaled" "hapflk_v1.4_PRUNED_KIN_log_pvalue"
1 1 119 30.0332142083 519.07147562 0.188624493424371 29.7280124779 510.433330098 0.129541809178995 28.3556555178 510.802415213 0.131753835702264
2 1 219 30.0420540098 519.207306745 0.189680234815416 NA NA NA 28.3561328451 510.809650605 0.13179746707595
3 1 252 30.0571993202 519.440027415 0.191498508788711 29.7288301546 510.449857321 0.129640289431023 28.3564860765 510.815004935 0.131829761778779
4 1 296 30.082181593 519.823901442 0.194523951328211 29.7295707868 510.464827286 0.129729536692808 28.3746614745 511.090510086 0.133499108662158
5 1 333 30.0957663121 520.032642289 0.196182839656558 NA NA NA 28.3707540372 511.031280621 0.133138958855885
6 1 378 30.098800289 520.079261943 0.196554656136805 29.7301605203 510.476747226 0.129800631855576 28.3661220512 510.961068348 0.132712925551786
7 1 551 30.1112502424 520.270566144 0.198085481255384 29.7307762127 510.489191855 0.129874886193067 28.3805053746 511.179092717 0.134039038645196
8 1 561 30.118118458 520.376102162 0.198933481181211 NA NA NA 28.3816579017 511.196562879 0.134145706510365
9 1 673 30.2272584169 522.053131138 0.21274469623533 29.7316481294 510.506815398 0.12998009390418 28.3946181852 511.393016616 0.135349366263984
10 1 744 30.2274810116 522.056551496 0.212773514858923 NA NA NA 28.4407475138 512.092251244 0.139695947102131
11 1 782 30.2185774985 521.91974139 0.21162288108583 NA NA NA 28.4674312249 512.496726559 0.142255023920738
12 1 793 30.2551437664 522.481613426 0.216375678330102 NA NA NA 28.533526121 513.498601969 0.148736585647638
13 1 919 30.2830247039 522.910027917 0.22004804296642 NA NA NA 28.589116309 514.341245587 0.154347223331708
14 1 939 30.2846809568 522.935477662 0.220267522031646 29.7324008735 510.522030174 0.130070970935565 28.5988884802 514.489373485 0.155348688726043
15 1 956 30.3488818787 523.921979833 0.228890126392951 29.733082616 510.535809837 0.130153315295728 28.6605241956 515.423656028 0.161770682022192
16 1 998 30.3613396141 524.113403611 0.230589358009585 29.7337507036 510.549313502 0.130234046491278 28.8027880599 517.580111002 0.177298733994962
17 1 1207 30.3363524572 523.729454537 0.227189687517776 29.735041594 510.575405515 0.130390138072464 28.8017529865 517.564421219 0.177182155329682
18 1 1353 30.3252998849 523.559622295 0.225696802717861 29.7361292702 510.597390079 0.130521761204821 28.8166633648 517.790434758 0.178866633723725
19 1 1457 30.2539244337 522.462877334 0.216216031597128 29.7369546324 510.614072643 0.130621704224024 28.8550727087 518.372648807 0.183256980386569
20 1 1710 30.2677255386 522.674943136 0.218027693204252 29.7379643618 510.634481713 0.13074404660587 28.8436873024 518.200067274 0.181947883740563
21 1 1843 30.3382307112 523.758315519 0.227444048989176 NA NA NA 28.8834435287 518.80269755 0.186547396605631
22 1 2009 30.2730823103 522.757254522 0.218733646562325 29.7389696402 510.654800817 0.130865930999301 28.9011606844 519.071256601 0.188622794390431
