pos	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
5	-9.65845425	-9.64212673	39.31117459	-9.90664741	-9.90651224	39.50597609
212	-12.82224457	-12.82071527	32.15992636	-13.62531620	-13.62493373	31.76147526
263	-16.24285823	-16.24285142	37.26521329	-16.21853363	-16.21643470	36.54776827
296	-13.59228645	-13.58733038	36.97917752	-12.64593541	-12.64761453	36.08397735
351	-13.20013254	-13.19798080	40.72589525	-13.16630264	-13.16734989	40.57653127
383	-11.13040471	-11.12400619	43.85235524	-10.54360583	-10.54013929	44.69074411
411	-6.87359165	-6.94775655	41.28196385	-8.23452407	-8.22533700	41.97955033
421	-11.23213837	-11.23008037	41.47771513	-11.52864068	-11.52512751	42.47104192
517	-11.63319902	-11.63167967	38.79968303	-10.02078520	-10.01632975	38.73772457
537	-12.24707552	-12.24170728	39.04787385	-12.54551986	-12.54362298	38.84385758
617	-10.59661196	-10.60104394	43.72126881	-10.53091393	-10.54343240	43.81945217
634	-9.68839310	-9.69295119	41.83913100	-10.98531981	-10.99181968	42.20668392
671	-13.51915530	-13.50966526	45.39688926	-14.04263828	-14.04293820	45.02695351
714	-11.60253766	-11.60226372	38.35348978	-12.18038577	-12.17854472	38.26444834
736	-12.15056167	-12.14639997	37.38792741	-11.48863884	-11.48102583	38.60519431
826	-12.28305241	-12.27905528	40.44170517	-12.42966381	-12.42539791	40.98953638
860	-17.23184094	-17.22999651	38.05001949	-17.09950274	-17.08581280	37.11053628
1008	-15.97242675	-15.97488898	34.38054728	-15.80432390	-15.80574462	34.33499752
1153	-13.43217144	-13.43403476	38.47991314	-14.39411759	-14.39171373	37.58300428
1189	-15.57853115	-15.58529697	37.46278563	-14.92958441	-14.94657353	38.92935448
1258	-11.04253146	-11.04454769	40.12111324	-11.12803176	-11.13299591	39.33747909
1369	-15.65168795	-15.64352706	35.39871579	-14.68077898	-14.67542799	34.64635928
1390	-15.53418814	-15.52944149	34.84027473	-15.39553139	-15.39251938	34.46942505
1404	-17.29821845	-17.29680586	36.77256178	-16.65496769	-16.65663355	36.88180648
1476	-15.11744825	-15.11729878	42.87179596	-13.90773137	-13.91024251	43.56908225
1477	-14.21352607	-14.20959846	36.39565838	-14.67340953	-14.67178921	35.79084286
1738	-15.96744583	-15.95923159	39.18062181	-16.19891656	-16.19408597	38.52255014
1852	-14.99435664	-14.98320457	39.11124555	-14.75129135	-14.74544508	38.19710377
1963	-14.40187036	-14.38468107	39.24297726	-14.78419831	-14.77631190	39.64874789
2008	-13.04262532	-13.03808967	33.86640562	-13.04949980	-13.04791721	32.11636711
2036	-14.51977105	-14.52969686	42.35151825	-12.90554799	-12.91300063	42.55927927
2079	-10.26876698	-10.25194236	40.04849619	-11.00905784	-11.00982857	40.47437132
2145	-11.47807149	-11.47155294	35.44351074	-12.09318033	-12.08736447	35.54737556
2424	-12.45417628	-12.44626179	36.32240990	-12.87447826	-12.87147174	37.55257964
2451	-10.43909700	-10.42646763	42.24197284	-7.12198658	-7.12523058	41.76313774
2497	-14.04230124	-14.04740946	40.59433546	-15.03299625	-15.02906586	41.32117075
2638	-15.29231720	-15.29208128	40.64408095	-15.22076222	-15.22385481	41.28148538
2677	-10.14051063	-10.14823972	38.58215304	-11.16056006	-11.16434414	37.10948540
2732	-11.30941592	-11.31195308	44.77380066	-8.76855784	-8.79488093	45.33157060
2884	-17.28250999	-17.28029137	36.59460185	-14.94591691	-15.02068001	37.04172685
2979	-17.06825612	-17.06213743	39.41050361	-15.77450169	-15.77231830	39.78948261
3041	-7.63238157	-7.63168271	40.24296492	-5.49696466	-5.49980929	42.08375558
3155	-14.19531708	-14.20225464	40.13623139	-13.80984995	-13.81085554	40.03511865
3166	-11.28415157	-11.28609277	38.24131874	-11.41385227	-11.41414422	36.83319500
3167	-11.92866067	-11.93037715	32.04019017	-11.28403470	-11.28605172	31.63054777
3177	-12.98998717	-12.98304874	37.63448120	-12.71265202	-12.70896030	37.32777636
3246	-7.84654025	-7.84463000	38.39487990	-7.76052241	-7.76888850	38.52073320
3254	-8.04087414	-8.04174691	39.18668430	-7.99902669	-8.00453708	37.40849012
3394	-14.40519500	-14.39672511	40.66071536	-14.13464597	-14.12998254	40.20572258
3493	-14.42934164	-14.42229178	33.19996972	-10.50587347	-10.50802018	32.43758173
3575	-11.07240850	-11.07511932	37.02348854	-10.18182448	-10.19064436	35.73358914
3623	-9.62125967	-9.61995873	40.66416623	-10.25347487	-10.26000397	40.47450739
3805	-16.05768802	-16.05893952	37.87535505	-16.38135372	-16.38382791	36.52250431
3952	-11.27744079	-11.27676278	35.31851330	-11.41474976	-11.40370763	36.18898804
3965	-15.51436465	-15.51837558	37.70169034	-14.32420419	-14.33441442	37.21580633
3966	-11.06596635	-11.06614255	35.44276571	-11.65024878	-11.64264457	35.57992831
3978	-10.98648793	-10.98235571	39.76897343	-10.83725830	-10.83302163	38.48064216
3991	-8.89719035	-8.89174462	40.56837014	-10.88940507	-10.88578718	39.99182185
3995	-15.18003279	-15.18243679	36.26816628	-12.65120852	-12.63207189	35.52350937
4018	-6.03100655	-6.02470656	36.10528699	-9.88935365	-9.89126573	36.52578098
4086	-13.49173305	-13.48781699	35.18571566	-13.53064266	-13.53042846	34.26704225
4108	-10.80984953	-10.81131598	40.86750404	-10.79321265	-10.79390782	38.96767017
4228	-8.66099484	-8.69221187	39.09913973	-10.05324743	-10.06204784	38.18332012
4239	-18.06460288	-18.06327732	37.79235367	-16.24736433	-16.26317433	38.59637020
4274	2.91462911	2.87601873	45.22086142	-4.66655187	-4.67967133	45.25164116
4280	-9.79010790	-9.80596925	38.35507504	-9.80977891	-9.82361145	38.76924648
4315	-9.83330350	-9.83448149	43.65477493	-9.48012480	-9.48340163	43.22569673
