vcf_ord pos chrom a_freq_old muttype unique for_relatedness a_freq_final keep_loci simID quasi_indep Hscan_v1.3_H12 pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p CHR rehh_2.0.2_ALL_iHS rehh_2.0.2_ALL_log10p Spearmans_ALL_rho selCoef originGen freq_old freq_final pa2 prop He tajD pi thetaW
1 42 1 0.3925 MT=1 10908_42_MT=1_1 FALSE 0.392028254288597 TRUE 10908 TRUE NA 0.212514986878798 -0.0972961223300891 -0.793276730172301 0.324154998657959 -1.4470550024596 2.07823206491761 0.254668220959025 0.108598292078815 0.0126171873653514 0.476684204256064 0.230397950884697 0.253881083321194 0.0445396132510839 0.123476642244819 1 NA NA -0.105272008927427 NA NA NA NA NA NA NA 1.4989546709805173 0.0032287461654248928 0.0017104119304135936
2 90 1 0.0405 MT=1 10908_90_MT=1_2 FALSE 0.0408678102926337 TRUE 10908 TRUE NA 0 0 0 0 0 NA NA 0.200619255311498 0.0247126257096995 0.078395264749038 NA NA 0.139190193778585 0.292690474525665 NA NA NA -0.0411126712270763 NA NA NA NA NA NA NA 1.4989546709805173 0.002946451418721077 0.001560867717918416
4 160 1 0.8775 MT=1 10908_160_MT=1_4 FALSE 0.876387487386478 TRUE 10908 FALSE NA -0.366325423150556 0.325272594666697 -1.76763490209001 NA NA 8.64438355763654 1.46328471534114 1.08604455038892 0.0108678050174943 0.216664918677787 0.204666095690177 0.22655511841767 0.645829232116799 0.166671851244921 1 NA NA -0.0612419975804234 NA NA NA NA NA NA NA 1.1972057354629149 0.0029466175157066305 0.0017798863130013603
5 161 1 0.1225 MT=1 10908_161_MT=1_5 FALSE 0.123612512613522 TRUE 10908 TRUE NA 0.366325423150556 -0.325272594666697 1.76763490209001 -1.98819777655697 -0.897719135010017 8.44420331311994 1.42400078087678 1.08604455038915 0.0108678050174943 0.216664918677787 0.204666095690176 0.226555118417669 0.645829232116799 0.166671851244921 1 NA NA 0.0612419975804234 NA NA NA NA NA NA NA 1.1972057354629149 0.0029418649068103293 0.0017770155286255516
6 228 1 0.0395 MT=1 10908_228_MT=1_6 FALSE 0.0393541876892028 TRUE 10908 TRUE NA 0 0 0 0 0 NA NA 0.0974748443142769 0.0305174171298644 0.0756108712010517 NA NA 0.0479825962447623 0.134886446383612 NA NA NA 0.0346555464907879 NA NA NA NA NA NA NA 1.1972057354629149 0.0026549581400617237 0.0016037112485412547
8 335 1 0.0355 MT=1 10908_335_MT=1_8 FALSE 0.0358224016145308 TRUE 10908 FALSE NA 0 0 0 NA NA NA NA 0.230930953952877 0.00384512981682036 0.069078314314196 NA NA 0.378143883217841 0.392950706972149 NA NA NA 0.0253826588824859 NA NA NA NA NA NA NA 0.9745969667166122 0.0023396643537766243 0.0015417710995631708
12 533 1 0.4085 MT=1 10908_533_MT=1_12 TRUE 0.409687184661958 TRUE 10908 TRUE NA 0.237466458574903 0.0134298812602316 0.568049988305197 -1.29922164703104 -2.06523728953833 1.29177416957463 0.136030759089794 0.62401415191958 0.0170750879134199 0.483687190771433 0.420063096176905 0.452879805545367 0.612706958702311 0.519388211511595 1 NA NA 0.0167575700697469 NA NA NA NA NA NA NA 1.1793180926476055 0.0025177639639140954 0.0015898263026664385
14 628 1 0.9035 MT=1 10908_628_MT=1_14 FALSE 0.904641775983855 TRUE 10908 TRUE NA -0.213763811878899 0.304615735843881 1.05732151842576 -1.94395865959678 1.15466237180804 4.09987507529841 0.600534950911603 0.971306999095831 0.0276366628215413 0.172530066257264 1.1891025018453 1.24179640159655 0.663042101807114 0.357875633949432 1 NA NA 0.0372593234284735 NA NA NA NA NA NA NA 1.210545877787087 0.002542335314162119 0.0015898263026664385
15 634 1 0.0175 MT=1 10908_634_MT=1_15 FALSE 0.0171543895055499 TRUE 10908 FALSE NA 0 0 0 NA NA NA NA 0.849484535816193 0.0110900206005283 0.0337202328524837 NA NA 0.969972435727682 0.767578902006761 NA NA NA -0.10149097542913 NA NA NA NA NA NA NA 1.210545877787087 0.002542335314162119 0.0015898263026664385
17 768 1 0.0175 MT=1 10908_768_MT=1_17 FALSE 0.0171543895055499 TRUE 10908 FALSE NA 0 0 0 NA NA NA NA 0.849484535816193 0.0110900206005283 0.0337202328524837 NA NA 0.969972435727682 0.767578902006761 NA NA NA -0.10149097542913 NA NA NA NA NA NA NA 1.2484054522635386 0.002033646383527265 0.0012229433097434143
