position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
18 -1.201611011 34.18008570 -1.362204318 34.80872904 0.40801610 0.42859017
40 -1.238653569 36.27117783 -1.195736358 35.35053446 0.05405470 0.07259449
87 -1.450452443 40.34700512 -1.529295933 39.91992751 0.03223078 0.03196679
127 -1.581750066 38.24316102 -1.561862239 38.30733175 0.00804854 0.08182850
208 -1.40218869 33.32500211 -1.314324364 32.97528936 0.18065963 0.07673592
273 -1.318457449 35.37146365 -1.258012232 34.96101658 0.11593767 0.05984185
280 -1.45371431 33.03701739 -1.45043331 32.87542516 0.19088454 0.17017926
322 -1.141748312 34.70752402 -1.198607405 35.72367474 0.30955750 0.32713196
323 -1.230698796 38.78882959 -1.052258402 38.24656004 0.33396150 0.33080528
426 -0.877057263 44.46409386 -0.947482287 43.21273921 0.45405082 0.48257119
643 -1.174399947 44.97971072 -1.294743469 42.45078871 0.06795035 0.00961252
715 -1.272459865 41.36120288 -1.271209908 41.17783693 0.09337263 0.06751593
799 -1.111925319 39.78191063 -1.328039352 37.32204314 0.52561053 0.49524608
844 -1.367016863 36.54386538 -1.376052979 33.74245367 0.40013273 0.32808357
941 -0.953711803 44.45579923 -1.000200934 44.11754297 0.36962742 0.43472121
946 -1.342920464 41.03296289 -1.121419607 39.39493633 0.35651173 0.26283269
950 -0.906904082 45.12534845 -1.035821236 42.90005736 0.35533916 0.46366071
988 -1.624689728 39.85205137 -1.660271787 38.41576872 0.35567945 0.24747515
1055 -0.832181083 43.20036897 -1.004160049 43.78147516 0.30097825 0.24277883
1132 -1.828193456 37.80458934 -1.785667654 37.60615842 0.16466589 0.13034023
1299 -1.237290233 41.87660244 -1.283425962 41.63418670 0.01171764 0.02623207
1324 -1.404621981 35.61313943 -1.334441707 35.43876316 0.21602541 0.10463338
1405 -1.198668307 41.88537255 -1.239982631 41.55889309 0.11756771 0.12137271
1413 -1.060119589 37.99638243 -1.056235179 36.90253092 0.24482789 0.20108770
1479 -1.159404766 38.99795210 -1.182909064 36.70166106 0.00265920 0.05445112
1527 -1.175523238 37.05909536 -1.179823818 36.07334917 0.01575065 0.03904721
1636 -1.267692776 38.47506066 -1.313054974 35.61686417 0.03026054 0.01165961
1651 -1.202338576 37.34105372 -1.262937967 36.39286242 0.04710759 0.00865318
1734 -1.470797969 35.26246365 -1.487685989 35.37823942 0.06165532 0.16925930
1799 -1.333615581 36.53840155 -1.160531727 36.68853237 0.51785332 0.39999326
1803 -1.720826818 42.17276315 -1.586588482 41.93702012 0.20692574 0.11526328
1833 -1.30374751 37.06506950 -1.285410882 37.60830421 0.11831076 0.07447360
1915 -1.270828788 38.82394037 -1.036117703 38.74674797 0.08246210 0.09779045
1936 -1.14869413 38.90221559 -1.119644155 37.02950187 0.21693415 0.21243097
1959 -1.18403302 41.34319222 -1.201076028 39.86976650 0.16565043 0.12894392
2069 -1.20011596 41.71638653 -1.212480889 40.88239119 0.00186824 0.03106027
2101 -1.269439313 42.62778244 -1.158777872 42.42222555 0.11841620 0.06460397
2220 -1.715291151 36.59528991 -1.677103714 36.84602200 0.21028406 0.15319998
2226 -1.668545751 38.27063791 -1.656235975 38.02892709 0.16901477 0.18509061
2303 -1.212229081 42.23445806 -1.243010941 40.46445016 0.08322040 0.00039023
2333 -1.339717243 32.16539888 -1.293113824 31.68794988 0.30739465 0.27120824
2336 -0.954032391 45.27835886 -0.778334635 43.10420491 0.54246411 0.53367420
2386 -0.941286468 33.97936374 -0.796823066 33.63091926 0.55489952 0.56549896
2441 -1.385521948 38.41063139 -1.399869588 39.05745066 0.05126403 0.03560922
2457 -0.961232426 38.34958825 -0.346703922 38.84100592 0.48618557 0.40405028
2477 -1.157374239 36.39073709 -1.166791358 35.29051451 0.18201021 0.21280951
2537 -1.667848089 38.54291269 -1.689340321 38.28771880 0.18231228 0.14334766
2580 -1.395388779 35.64347261 -1.209992857 36.22486309 0.25094106 0.23135700
2599 -1.224696675 35.11328620 -1.154134361 35.12378806 0.04641646 0.00515668
2624 -1.036417166 35.31197234 -1.214085272 33.93515648 0.00873650 0.00933319
2651 -1.590131147 36.01017364 -1.392723968 35.45296474 0.56304265 0.37207425
2674 -1.179710134 36.93232829 -1.169689305 36.02724122 0.09773565 0.08345517
2693 -0.813761522 40.04641990 -0.779429896 38.07769829 0.66383550 0.46985108
2747 -1.6254989 34.01673565 -1.520965482 34.88376614 0.38587035 0.24083153
2750 -0.774269049 38.76304836 -0.822265306 38.35829239 0.52983042 0.44699498
2756 -1.343781817 41.81442945 -1.293044476 40.98099488 0.36662027 0.21621416
2778 -1.132897984 37.27727738 -1.178387432 37.42117148 0.19817592 0.21614507
2844 -1.587218053 37.46420476 -1.603349127 37.63377386 0.35942546 0.41201630
2873 -1.486168641 39.40112909 -1.368513737 41.16638415 0.15508821 0.11937102
3364 -1.595207171 37.39089823 -1.530825126 35.96386499 0.16871215 0.10749984
3608 -1.748541731 37.46629077 -1.766753632 37.38977977 0.09442831 0.04292136
3729 -1.324693792 36.06739029 -1.356856127 35.85127567 0.07504990 0.07673479
3838 -1.374784474 31.59503609 -1.495274054 31.22815395 0.07503545 0.08661434
3843 -1.456380044 43.80460096 -1.398784926 42.08771881 0.04173979 0.09087271
3980 -1.396987763 33.89431200 -1.567140745 34.15683906 0.28989376 0.16273853
4020 -1.269929803 32.17072095 -1.332984305 33.58318133 0.36057211 0.24485660
4021 -1.60347305 43.61211741 -1.448605369 41.07434350 0.12453707 0.15048209
4108 -1.56774518 38.65204579 -1.529401229 39.70454814 0.14574037 0.11321069
4122 -1.239306321 41.37254371 -1.202715852 41.39870114 0.27636497 0.21749560
4216 -1.310683982 33.52901113 -1.308573922 32.19992364 0.08575100 0.11961938
4285 -1.457066139 34.41957244 -1.416910081 33.80992472 0.18523340 0.07038012
4322 -1.184996221 38.25212454 -1.183773169 36.23542321 0.05091064 0.00089650
4323 -1.226004301 37.37516409 -1.226333243 36.72179094 0.07086942 0.08815945
4327 -0.920496517 39.53266819 -0.97699196 39.63864644 0.55451917 0.50727499
4328 -1.523300409 33.64959041 -1.411682895 34.74355400 0.14695608 0.13360056
4363 -1.185926212 37.75693439 -1.220886302 37.78466435 0.03865030 0.01112658
4370 -1.796472827 38.93913597 -1.784585416 38.99572372 0.00978073 0.05312146
4384 -1.355357155 41.83783851 -1.283458831 41.09988967 0.07711621 0.07282846
4447 -1.198320378 39.70672238 -1.194510247 40.53136857 0.04023025 0.05753300
4559 -1.153536696 44.26065899 -1.194121452 41.44336779 0.01689604 0.00768759
4589 -1.319915861 38.96842954 -1.358787117 38.52352950 0.10351691 0.11313120
4683 -1.281349184 34.94383937 -1.43123542 35.09399030 0.11781880 0.11336854
4690 -1.500915727 38.62592079 -1.514190782 39.03376915 0.00287719 0.02316539
4742 -1.350605833 38.91450566 -1.314587397 39.15462059 0.40960429 0.27157116
4842 -1.330198266 42.58997324 -1.38649684 42.24732067 0.41211206 0.47632479
4873 -1.524305183 38.89516554 -1.562260108 39.70177685 0.01508619 0.02134564
4880 -1.381016023 38.95826027 -1.275347402 39.58019239 0.37498413 0.34450229
4885 -1.173236498 38.81226260 -1.306666055 38.48248711 0.09427268 0.14917080
4896 -1.595338142 38.23551708 -1.545155215 39.13022445 0.03133923 0.04828336
5016 -0.998256595 35.04134790 -0.998876431 33.71854359 0.63590257 0.40318508
5085 -1.189941722 36.51920111 -1.125702528 37.35695526 0.12478869 0.17109432
5106 -1.21719955 35.19109535 -1.117517055 34.56225837 0.33985986 0.23244146
5272 -1.168485171 31.50949972 -1.121280353 30.54156824 0.18365621 0.12826878
5296 -1.533233744 36.47275633 -1.540461798 35.84633488 0.11837050 0.11808102
5343 -1.157905604 39.66955393 -1.270728081 39.25802315 0.20408302 0.17786270
5361 -1.420892841 34.06394274 -1.4998336 34.01915129 0.02995885 0.03877156
5517 -1.810156633 39.24256389 -1.758902245 39.80554594 0.01697156 0.00163612
5578 -0.854108716 39.55708453 -0.830440751 37.93683646 0.41128882 0.42059897
5601 -1.325881444 38.78179014 -1.37096144 38.10062684 0.40779083 0.36244795
5755 -1.113494476 39.69294861 -1.28201668 39.68956776 0.13468444 0.19149492
5772 -1.136875873 38.21596558 -1.154981773 38.35693022 0.17034950 0.21987505
5816 -1.487355911 34.22744764 -1.505945976 34.52495085 0.08217170 0.11534695
5848 -1.262936835 41.29706054 -1.447728697 39.24286598 0.11985314 0.02301193
5908 -1.31653503 41.47795915 -1.460766289 41.56824235 0.12955624 0.30028253
5975 -1.293172098 39.35383353 -1.462493756 38.85080124 0.02524520 0.01442667
5999 -1.842565428 40.53964510 -1.730890341 40.31654932 0.28203915 0.14395538
6061 -1.684877248 38.10508044 -1.632669277 38.04084207 0.11313595 0.06492701
6089 -0.881354579 34.86463537 -0.805303501 35.69030612 0.65339627 0.63509644
6098 -0.685093547 35.62173339 -0.721169531 34.98180902 0.55926248 0.51453231
6147 -1.081057232 36.96400139 -1.017566656 36.06010842 0.20852694 0.10650163
6254 -0.718356995 36.53026707 -0.897715144 36.15359327 0.72389947 0.65306840
6306 -1.179269408 38.86580623 -1.105513897 37.22111944 0.23511949 0.24583089
6412 -1.412990423 41.50151496 -1.470142698 41.66680745 0.31898725 0.33161810
6477 -1.578757113 38.20911380 -1.634581444 37.99354623 0.17388254 0.14367495
6488 -1.462488297 36.77648932 -1.53491878 37.30670571 0.35097393 0.36479416
6523 -1.251113355 36.00825185 -1.17151259 34.66682786 0.01249850 0.02996573
6792 -1.592452293 39.82292855 -1.295784391 40.05745375 0.55044612 0.43589286
6929 -1.353554269 38.90628075 -1.320969623 40.02612508 0.25702872 0.18752244
7076 -1.168606258 37.71388860 -1.147191246 38.78709934 0.00611067 0.11697042
7312 -1.115292321 45.14524789 -1.166910842 45.70464503 0.11291844 0.13540074
7579 -1.06591772 45.73622565 -1.265752297 45.86999563 0.06188827 0.18918670
7629 -1.02909419 46.28182608 -1.14293872 47.06376793 0.19090531 0.11171806
7650 -1.860304454 40.92296622 -1.61008291 40.60773744 0.30188101 0.20288590
7661 -1.722215346 46.80717634 -1.681431609 44.68018601 0.09993346 0.09344316
7724 -1.777856156 37.50273058 -1.546394004 38.16191886 0.17114732 0.15037677
7745 -1.198090518 40.86480358 -1.196462574 39.45283970 0.04199712 0.03961233
7793 -1.774518885 37.90537938 -1.756133072 37.67738652 0.16107375 0.12814152
