"position_index" "position" "RDAvegan_v2.5.2_ALL_loading_RDA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA2_envi" "RDAvegan_v2.5.2_ALL_loading_PCA3_envi" "RDAvegan_v2.5.2_PRUNED_loading_RDA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA2_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA3_envi"
1 2 -0.02240098780952 0.00685585993699736 0.0188175195047351 -0.0110758282171052 -0.0268620959067896 0.0826332683692444 0.0326815439735072 -0.0479373087318692
2 12 -0.0224009878095803 0.00685585993698827 0.0188175195047394 -0.0110758282171068 NA NA NA NA
3 77 0.0559199761096824 0.0175927723798407 -0.0100935123606306 0.00257250016776886 0.0670563179683832 0.0258790198991567 0.0366195447214655 -0.0234720378158494
4 142 0.0469380265058989 -0.0357295475472918 -0.00360068472155393 0.00939699900738137 0.0562856325978114 -0.107100548985436 -0.0038126139350157 -0.0403804707854055
5 316 -0.0525385609717297 -0.0268793727369938 -0.0141950636898337 0.0154133573545991 -0.0630015013456264 0.0656474083210112 0.127076626221599 0.0822746541022327
6 572 0.00942543599129632 -0.00962124195807626 -0.0214371135559377 0.023177988674315 0.0113024911094978 -0.0134037898223325 -0.0382456875652194 -0.0212806274385025
7 598 -0.073158809049845 0.037325320276811 -0.024096028137943 -0.0207990940121181 -0.0877282270688453 0.082499150185162 -0.0987711777479844 -0.0386096979423738
8 621 0.0624867947492182 0.00537686922991866 -0.00659174706159489 0.0168226065020039 0.0749309042856179 -0.0521903741919072 0.0470083301424171 0.0283675136875303
9 794 0.00156232672965659 0.000331025164398053 -0.0250499298381467 -0.0206699373869547 0.00187346070657953 0.0399131523044076 -0.055316024669022 -0.0341948463785999
10 1062 0.0102793840564132 0.0203809123619973 -0.0131984514021847 0.0126348673481931 NA NA NA NA
11 1099 0.0320671633849212 -0.0334388944460374 -0.0624383644812865 0.019215122639207 NA NA NA NA
12 1182 0.0458273413612715 -0.0556848520331488 -0.023343883733922 0.0133094592597267 NA NA NA NA
13 1457 -0.0141095103719498 0.0334305228476729 0.0334442095082785 -0.0208537761949081 -0.0169193887355013 0.0126151794066344 -0.0162875324494709 0.00516809367594487
14 1519 -0.049593333658966 -0.00313357668004038 -0.0024256174968493 0.0279963133219206 -0.0594697384066286 -0.034145110239294 -0.0259142615870266 0.0212536125222607
15 1646 0.0153588251386307 -0.00837790238873758 -0.0190816532248859 -0.0187251515382699 NA NA NA NA
16 1710 0.0173369894505251 -0.0031610061147635 -0.0630196720335534 -0.0215977519379243 0.0207896132667982 -0.00686392641072124 -0.0386199644529531 0.0428994629611798
17 1757 0.0226454294492126 0.00043441704749855 0.0350505360768989 0.00388722882867765 0.0271552175683789 0.0284143474015622 -0.0341309334563918 -0.00101865075023215
18 1782 0.0266729513527968 -0.002250557051648 -0.0231033033964509 0.0103125251823801 0.0319848117166602 0.026962621346442 -0.0602560742772125 -0.00846147929804617
19 1898 -0.0120070305543161 0.0189390499051723 -0.00648162306069714 -0.0019453706335265 -0.0143982046259656 0.0315207497016923 -0.0525694424577911 0.0105118913778411
20 1914 -0.022367058300385 0.014291898209583 -0.0185537684293464 -0.0105286398104256 NA NA NA NA
21 1938 -0.0351156897668007 0.0751619126569312 0.0337419580376688 -0.0156024559997363 NA NA NA NA
22 2023 0.0162241188241213 -0.0577079163193586 -0.0365328503193865 0.00920922909163145 0.0194551168708162 -0.0746466498759853 -0.0430540772850747 -0.0749626133535791
23 2171 0.108399545113044 -0.0607003490990297 0.0500349247353261 -0.00511367701770297 0.129987079223194 -0.109330864889169 0.12553990940794 -0.199954551918405
24 2212 0.042855419542695 0.0468866553694585 0.00210441463851488 0.00419601971234739 NA NA NA NA
25 2216 0.0222776684472742 0.0679318639962325 -0.0144662840438418 -0.0243939118315155 0.0267142177611902 -0.0137791819002189 -0.0333882777529457 0.0135543035577459
26 2220 0.0325932700070747 -0.00106612924605163 -0.0215170384084676 0.0118498413528549 NA NA NA NA
27 2268 -0.0548345973625438 0.00358631464475116 -0.0164200900279778 0.034172826559521 -0.0657547883997456 0.0458558912407136 -0.0781232229952876 0.0802592977512417
28 2544 0.00508533317854635 -0.0062384054461476 0.0173104091244907 0.0243519665019077 NA NA NA NA
29 2548 -0.00439091909922833 0.0073121360546903 -0.0162192411469601 -0.0233063240237924 NA NA NA NA
30 2569 0.0332998775617868 0.00502456294827037 0.0155422487809686 0.0151999531526573 0.0399314758953346 -0.0454772628074887 -0.0448429958810507 -0.0782345432546008
31 2619 -0.0346353285221315 -0.0157486915281427 -0.0207511952375287 -0.0104396533879251 NA NA NA NA
32 2649 0.0201919653464659 0.00275992539610138 0.0301993602942777 -0.0407407301123358 NA NA NA NA
33 2653 0.0259371014743303 -0.00657182385796283 -0.0144038446288905 0.00858065640980147 0.0311024189321812 -0.00518522004866077 -0.0234689931908824 -0.00458810954000311
34 2716 -0.0537355637534036 0.0022512398007555 0.0223370966543078 0.0184783984089167 -0.0644368846329792 -0.0292741033866574 0.00321418970122354 -0.0495452798420018
35 2823 0.00510889206428894 -0.00731801900219063 -0.00382622530305102 -0.00350072165783747 0.0061263168291982 0.0655535251901432 0.0114880125538206 0.0174542033075012
36 2841 0.006083326440194 0.0496212427914587 -0.000267395758623242 -0.0157611881923326 NA NA NA NA
37 2958 0.0150747743076343 -0.00114412022063787 -0.0332371678741736 0.033960914461097 0.0180768828887126 -0.0300556663928392 -0.149990972054813 -0.0332413561679016
38 3225 -0.0420054964278487 0.0311266742760694 0.0439196236941767 -0.00263660527401189 -0.0503707998615883 0.0564652970085464 -0.0528248397276206 -0.0540982470036386
39 3292 -0.0478289224095564 -0.00523050255621661 -0.0388467365847269 0.0121199487276455 NA NA NA NA
40 3340 -0.0262840507424646 0.0118690323177191 -0.061213497947852 0.0229248316856548 NA NA NA NA
41 3385 -0.0274587496362853 0.0624439973296258 -0.0334241601520068 -0.0120742739076734 NA NA NA NA
42 3405 -0.0440862498482225 0.0286131407741411 0.0444006879418476 -0.00398325592654097 NA NA NA NA
43 3453 0.0105248626290252 0.0231062644032065 -0.0156586012874122 0.0138278271121293 NA NA NA NA
44 3510 -0.0544095105441882 0.00300439569527726 -0.0394927057633414 -0.039377464713983 -0.0652450464642356 0.050521449808149 0.0521100576279271 0.101074188910042
45 3532 -0.0110021389486763 -0.00871591273416143 -0.0807909697940172 0.0214541747758066 -0.0131931910383458 -0.0655918092992242 0.00483957677543901 0.0345472681316744
46 3635 -0.0372469229275005 0.00653210538174375 0.0309787137681398 0.015805788022138 NA NA NA NA
47 3743 0.00260525299517508 0.0322846652926734 -0.0412383079112801 0.0287774794003609 NA NA NA NA
48 3788 -0.00797601066905353 -0.0293719212245031 0.0413520263186862 -0.0331328525015364 NA NA NA NA
49 3823 0.0231769902913572 -0.0142533511161813 0.0594763763240112 0.0106952652513413 NA NA NA NA
50 3971 0.0431970590167744 -0.032513140857655 0.0562615965584376 0.0148959352926813 NA NA NA NA
51 4012 0.0113156774250564 0.000743141157637083 -0.0387858081735731 -0.00429020015677536 0.0135691700217099 -0.0811878576202684 -0.0365872769973106 0.131132750364022
52 4269 -0.0495597889173204 0.0290375905748074 0.0225174400679592 -0.00858033308433844 -0.0594295133024989 0.0305786478502067 -0.030433192463947 -0.0240241389462367
53 4407 -0.00961394049878145 0.0414270205981075 -0.0199851615204953 0.0107656376870659 -0.0115285358804683 -0.0284487756320311 -0.0178457775288843 0.00865200495945966
54 4450 0.0047355822393044 0.00169539700452599 -0.0564462141116837 0.00493848401062267 0.00567866316289862 -0.0343994208625158 -0.105180109304342 0.0815044467830201
55 4450 -0.0279871430521414 -0.00932658575643585 0.0142996399172179 -0.00458407821881052 -0.0335607218402598 0.022189470521182 -0.045461217095751 -0.00613819729996577
56 4639 0.042453125645227 -0.0288232106579471 -0.0363314765451261 0.0205704968454723 0.0509075734659541 -0.0297533599099171 -0.111661323120801 -0.0336984811127385
57 4713 -0.0586259300013157 0.0109386984286281 0.047708505427402 -0.0112524731885282 -0.0703011567038153 0.107096050214826 -0.0475496964250149 -0.05148591591897
58 4740 -0.00712197944339395 0.00121419898268521 0.0143902295358285 0.0121314449794165 NA NA NA NA
59 4744 -0.0288254182858496 -0.00805319095799609 0.0257690810996608 0.0127112263188508 NA NA NA NA
60 4761 -0.0160158260029022 -0.0105863721144487 0.00528490343283165 0.00904012894111585 -0.0192053429863851 -0.0109162844495407 -0.012517598667036 -0.0119423031560756
61 4823 -0.0109856199785069 0.000217240082168803 0.00990156776137373 0.0338421137448106 NA NA NA NA
62 4896 0.0314840442533425 0.0059646639248574 0.017326555653153 0.0589324815419714 0.0377540233250785 -0.116180286072487 -0.0371886462359562 -0.0624900246687025
63 4943 -0.0143964227424838 0.00196856354647621 0.0319485202273669 0.028213949540984 NA NA NA NA
64 5087 0.0493653582008995 -0.00409244270588227 0.0157001434386551 0.0378704568806703 NA NA NA NA
65 5169 0.0398113063545004 0.00499242323204446 -0.0130499874728149 0.00495021108989932 0.0477396415979843 -0.0744898089318304 -0.0189817794451001 0.00869473048289051
66 5344 0.0615446281384563 -0.0107282455131877 -0.0588026398468932 0.0256629656858552 NA NA NA NA
67 5364 -0.0113369146489718 -0.0152478280461364 0.0151891229264663 0.0445931912854288 -0.0135946365926691 -0.00887294943210984 0.00993209224365113 -0.00566522206156075
68 5403 -0.000763455494239319 0.00582489840127614 -0.0334653977782254 0.0254664812698197 -0.000915495998710854 0.000632008514126871 -0.0393619167302358 0.0324009725161081
69 5619 0.0199629949596685 -0.00698868363400634 0.0333344183578095 0.0534573145790296 NA NA NA NA
