position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
69 -1.363674596 39.91495046 -1.60355753 39.13399731 0.08583677 0.20112745
133 -1.736851089 38.96161239 -1.764802814 39.27268460 0.07088226 0.11963547
166 -1.477652102 38.06450733 -1.435374296 37.76659936 0.33540830 0.28937475
236 -1.084930327 42.50766649 -1.066010746 41.27827354 0.01861340 0.15016255
263 -1.26869926 42.81571530 -1.275289453 43.40244765 0.07364372 0.07529432
353 -1.109781805 46.39626893 -0.91191611 45.59495426 0.27083690 0.21018657
494 -0.459256816 43.16620007 -0.256115039 43.05143813 1.24868978 1.23271052
608 -0.894056688 38.31030490 -0.763565409 38.57496701 1.01129725 0.92885747
741 -1.624318884 37.89482313 -1.609404357 38.63947495 0.05427291 0.12423929
779 -1.34528186 40.86011428 -1.289092855 39.70987159 0.07913483 0.00366572
944 -1.182868219 39.47025670 -1.349968937 39.24625308 0.54236393 0.54680095
1020 -1.448149361 36.15442536 -1.533295583 37.06209734 0.20974235 0.10606528
1048 -1.104999854 42.62488594 -1.068930753 41.21859757 0.34231327 0.35576060
1175 -1.566102056 38.50991338 -1.607614695 38.04172912 0.24752118 0.20468245
1201 -1.447035621 37.45487280 -1.001965286 37.50474353 0.54207997 0.49330560
1267 -1.842578458 38.42203135 -1.759240312 38.54666170 0.11953710 0.15552632
1331 -1.122267189 37.11318524 -1.162577094 37.10285664 0.30147603 0.33030436
1645 -1.220517051 40.75506963 -1.137480048 38.51917839 0.78236655 0.54243002
1771 -1.466198937 36.56266635 -1.438180596 36.97710456 0.38621927 0.36240761
1788 -0.882466131 34.00175894 -0.840771947 33.73834730 0.52851124 0.31743414
1877 -1.070648566 40.93856743 -1.076285998 40.19399027 0.12225889 0.09708549
1956 -1.701766012 37.17676300 -1.639134419 37.23732999 0.33572065 0.22875108
2076 -0.643427996 43.27716244 -0.481712121 44.01282139 1.14453650 0.83200475
2131 -1.23376366 38.99024206 -1.274217565 37.33040466 0.60316275 0.34428930
2180 -1.218492643 41.45026109 -1.268781352 40.60096121 0.09552517 0.08247624
2181 -1.489066726 36.91360131 -1.526868605 35.78081909 0.32142062 0.28045989
2208 -0.880340224 39.91784081 -0.751932105 38.87767508 0.85271341 0.45655924
2246 -1.296145956 36.60985495 -1.390442245 34.33670168 0.02955885 0.08481820
2307 -1.516245304 41.88200655 -1.181531397 41.85667684 0.32183259 0.13593058
2316 -1.581187076 37.43478501 -1.556046871 37.91842868 0.00349117 0.12509750
2375 -1.132186061 41.17925746 -1.004996443 41.93004448 0.46063018 0.37139130
2430 -1.443376458 37.95554869 -1.47413984 37.17782650 0.10704335 0.12466652
2449 -1.094221687 33.97281021 -0.804843026 34.71349494 0.66022534 0.50553915
2457 -0.564342771 34.08560529 -0.947189377 34.06864114 0.73373460 0.43463883
2479 -1.181538057 36.33814744 -1.249210669 36.69475598 0.70134422 0.63884413
2540 -1.020949772 39.66475038 -0.899376075 41.36799102 0.67174515 0.39085608
2577 -1.501878913 36.54953183 -1.45593231 36.98263210 0.06622000 0.15102049
2606 -1.3778838 34.84599944 -1.365549227 34.25077077 0.12615885 0.08312874
2684 -0.666552113 42.02315938 1.049152949 42.05737462 0.92607202 0.80134569
2842 -1.455312809 37.19798677 -1.363066991 36.70745092 0.52537786 0.30828325
2901 0.19641169 39.77844140 -0.260999144 37.32208138 1.17314537 1.09874889
2904 -1.31274518 31.96793028 -1.312987044 33.31639820 0.03637056 0.02466596
2995 -1.185680998 35.24536310 -1.049528287 35.46181215 0.20662684 0.16731293
