position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
22 -1.568455368 36.26948774 -1.523633946 37.03069004 0.16432134 0.19453500
91 -0.821494489 38.13081799 -0.977302288 35.78678094 0.38914894 0.41498530
133 -1.056399407 36.69323148 -1.170022175 36.47314953 0.02772175 0.00340024
141 -1.102274871 37.10317789 -1.153892548 37.34992240 0.15347675 0.11412854
214 -0.97094417 37.52905157 -0.797255286 37.14389585 0.50905227 0.37549189
260 -1.628647822 36.28005222 -1.546344793 36.65839043 0.20571076 0.21823309
270 -0.710614556 41.02216149 -1.427561694 41.94460762 0.20210364 0.13542411
386 -1.040769311 37.46972309 -1.072679255 35.30306445 0.22236899 0.13757236
413 -1.421357761 41.57335472 -1.397704552 41.02727309 0.31594517 0.23771794
421 -0.937251692 38.37382948 -0.81731041 37.44904645 0.63316822 0.41652723
455 -1.052360988 36.64057459 -1.074077377 34.85071693 0.19095525 0.24636615
461 -1.166935504 38.32773157 -1.09606643 38.70356916 0.09316575 0.04125964
465 -1.157060898 37.98189646 -1.172227265 37.61967250 0.00424452 0.06345084
482 -1.580583865 37.89097233 -1.562576598 36.96616951 0.14524405 0.13105441
500 -1.11647011 39.14363662 -1.18064338 38.60224527 0.19993720 0.20693315
525 -0.988801282 38.86894291 -0.990487744 39.03394714 0.27525468 0.23473272
543 -1.211276907 35.10549340 -1.076248947 33.61496344 0.26609679 0.12611446
569 -1.350311711 44.56271913 -1.21421722 44.41857391 0.09667397 0.05633263
594 -1.149437293 39.85747914 -1.085730094 39.07187198 0.19908760 0.17071330
643 -1.614025728 38.24031960 -1.565255258 36.19726243 0.07793820 0.14624462
659 -1.184510724 41.78243049 -1.148579394 42.95295900 0.19747413 0.21018274
769 -1.276766048 33.12236302 -1.20391362 30.86515280 0.20984557 0.18615377
827 -1.384362821 46.99467672 -0.894272855 45.29479583 0.16152515 0.14362893
943 -1.727127911 39.29750041 -1.719925469 39.03811528 0.13054887 0.03144609
947 -1.242367603 36.85424073 -1.150759989 35.36675763 0.19737964 0.13526021
979 -1.443077859 42.64870407 -1.420140883 41.64412075 0.15314406 0.15543311
1011 -1.19049444 41.78226088 -1.142624564 40.96024209 0.25501109 0.05003478
1013 -1.339551193 39.35624652 -1.284199104 39.70316216 0.32743064 0.20537420
1039 -1.342452347 37.46830031 -1.192253878 37.22847626 0.12107560 0.10012640
1139 -1.268899941 36.48447653 -1.605723734 36.36681240 0.37912326 0.39661485
1170 -1.506158921 34.61129692 -1.438049716 32.54798988 0.02536524 0.02479953
1218 -1.473065557 41.05379997 -1.363238194 40.47684164 0.19318790 0.15187361
1258 -1.449054366 37.60278664 -1.423945607 37.78936630 0.04329789 0.02969719
1489 -1.674953515 37.72558958 -1.649971223 36.71551094 0.01050768 0.01458863
1613 -0.807643953 41.01401994 -1.082513094 38.84988771 0.29393984 0.24103799
1654 -1.140862023 39.87395154 -1.127599221 39.26595727 0.21912669 0.20386013
1761 -1.40830507 39.33225884 -1.383023039 37.45015868 0.03519147 0.02953028
1877 -1.326853408 37.96485386 -1.33827254 37.40255127 0.43564784 0.40877318
2051 -1.196228712 34.14678631 -1.200088776 33.00232480 0.08505743 0.14160872
2058 -1.62617193 39.08762130 -1.531446826 40.17841682 0.07918297 0.02762120
2073 -1.433636615 38.97489042 -1.424518111 39.09466738 0.26911818 0.21346637
2089 -1.668459244 36.70250300 -1.72365988 35.35631341 0.04251558 0.05990046
2207 -1.139711306 43.31194915 -1.068486396 42.40157918 0.08712354 0.03967790
2307 -1.601903825 38.25458542 -1.452648095 38.77088257 0.32211242 0.21289180
2309 -1.57648125 39.00896829 -1.543468828 39.34271715 0.00608953 0.07133666
2348 -1.778884206 37.61964679 -1.504107477 37.98492436 0.10387163 0.06648646
2423 -0.902671224 39.27379832 -1.075544556 38.74872632 0.87966300 0.76514368
2494 -1.443134721 38.45559940 -1.564073135 37.97009245 0.19545300 0.25747138
2588 -1.329175746 36.42618131 -0.991030704 37.15421181 0.55525551 0.41414853
2589 -1.751890704 34.62907781 -1.683246249 34.90788558 0.03630853 0.03016453
2637 -0.981206103 36.58634937 -1.005354841 35.26402453 0.30397169 0.19534460
2727 -1.209258707 34.19994390 -1.065588161 34.71871942 0.12921811 0.08222052
2766 -0.858917074 38.24876389 -0.906288089 37.36030735 0.36427753 0.25900643
2805 -1.138589749 31.89633765 -0.920216774 31.38826091 0.38597811 0.24942365
2829 -0.799904849 45.75570019 -0.763066163 45.20643095 0.94847931 0.79100673
2902 -0.939390512 37.28921735 -0.864224963 37.25266518 0.28203561 0.33298495
3040 -1.482108849 39.96068938 -1.459659921 40.10851912 0.16359783 0.23956422
3061 -1.090149911 38.01786953 -1.125108184 37.17528223 0.04681684 0.06531999
3079 -1.488461428 41.50953996 -1.416875115 39.49928771 0.10326540 0.21296270
3080 -1.435996654 33.08460145 -1.416117385 32.03433007 0.13879929 0.13434727
3083 -1.13402846 37.76917738 -1.122947179 36.89745291 0.06538593 0.01858092
3165 -1.439040278 37.04306665 -1.387666186 37.11357997 0.17881637 0.15344280
3278 -0.671165583 40.50293079 -0.852656232 38.70830558 0.44869715 0.38714362
3440 -1.248248413 36.30761363 -1.170911652 35.54144199 0.17651342 0.14379043
3449 -1.47678662 41.48852905 -1.542801515 41.50424865 0.09372136 0.14834943
3498 -1.134098358 38.76401229 -1.047707038 37.24714043 0.17192096 0.08743065
3567 -1.683580861 38.53352682 -1.739414252 38.22660923 0.10729373 0.13431636
3670 -1.756657268 38.77875458 -1.664907383 37.08143806 0.02483747 0.06157581
3685 -1.559154474 37.85866296 -1.769041722 37.23001428 0.05066675 0.03095488
3708 -1.070317793 34.58875406 -1.331396027 33.29795602 0.30764585 0.22488541
3963 -1.187793145 33.05913991 -1.189160365 34.06856758 0.27748320 0.23692083
4025 -1.052084081 40.83998872 -1.124455941 40.09058762 0.31599274 0.36068851
4028 -0.967817639 40.94049446 -1.092017379 41.84339735 0.30288835 0.28678477
4037 -1.092431198 42.34864734 -0.955714407 40.18501479 0.35863382 0.36497303
4048 -1.134438562 39.54293539 -1.074533873 40.00425491 0.30268430 0.20805841
4081 -1.174059155 33.49839953 -1.145844328 33.34338024 0.14039512 0.09911825
4122 -1.209431778 35.64225541 -1.152521946 35.33666610 0.00580291 0.09245227
4123 -1.173484691 35.04515989 -0.809531266 35.22825665 0.24955395 0.14379263
4166 -1.465958105 34.15144363 -1.457300545 33.78491862 0.04774746 0.17339399
4180 -0.129057745 37.53934791 -0.360018664 37.79647649 0.94211710 0.67660562
4253 -1.519647776 33.77334682 -1.403926037 33.50123825 0.00552728 0.03314414
4262 -0.726205894 36.41471536 -0.682575123 34.91928287 0.67026735 0.58053854
4270 -1.305275598 38.63224164 -1.314002256 39.62805992 0.12998234 0.09147726
4306 -1.134678949 37.31792217 -1.069640075 37.40223642 0.02984728 0.01216720
4307 -1.200738857 37.69824585 -1.149143485 38.28721753 0.05851053 0.03828751
4328 -1.378326066 38.00500704 -1.156446275 39.00928961 0.12019666 0.10267172
