"position" "RDAvegan_v2.5.2_PRUNED_loading_RDA1" "RDAvegan_v2.5.2_PRUNED_loading_RDA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA1" "RDAvegan_v2.5.2_PRUNED_loading_PCA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA3" "RDAvegan_v2.5.2_ALL_loading_RDA1" "RDAvegan_v2.5.2_ALL_loading_RDA2" "RDAvegan_v2.5.2_ALL_loading_PCA1" "RDAvegan_v2.5.2_ALL_loading_PCA2" "RDAvegan_v2.5.2_ALL_loading_PCA3"
"1" 69 NA NA NA NA NA 0.0147899116445018 0.014298534933829 0.0398166848522535 0.0134251669566817 -0.000154482784893121
"2" 110 NA NA NA NA NA -0.0537833785842304 -0.0170882290822419 -0.0282106368058541 0.0562326086792135 0.00251773908468785
"3" 116 -0.0776070987243807 -0.0039209624699379 0.0288213984136316 0.0524294561839042 0.0641601691340513 -0.0645295091414917 -0.00205820304099131 -0.053915702062497 0.0334593851412186 0.0220813548446276
"4" 136 0.00875423289069613 -0.00222586211358532 -0.0259895216493555 0.0206039578603845 0.0300516093997616 0.00723783398387359 -0.00198429111246456 -0.0114862490656359 0.00126556402117768 -0.00961147486187525
"5" 225 -0.0135105574608715 -0.0270247235079549 -0.0776391489460324 -0.0859926915008852 -0.0935270802575654 -0.0116408582542712 -0.0222409582775531 0.0228106832069515 0.00501911357261579 -0.00834745216254338
"6" 244 NA NA NA NA NA -0.0114810925783933 0.0125972383337418 0.0425151636238084 -0.00848090539156796 0.0474500749844162
"7" 312 0.075382437750717 0.033784383680827 -0.0274366080199846 -0.00959432307675858 -0.00785078451503885 0.063142832201954 0.026900392067123 -0.0196419273491315 -0.0168994719275766 -0.00127283513320775
"8" 313 -0.0397863638793874 0.0176965353746094 0.0555964898474642 0.0065792456004207 0.070679518086999 -0.0327775001797949 0.0153153473548398 0.032619071355214 -0.0355944150211558 0.021571300032642
"9" 341 NA NA NA NA NA -0.0142596270117907 -0.0170109370016272 0.0537096155867916 -0.00638089653587769 0.0395275806043346
"10" 402 NA NA NA NA NA -0.01345992155853 -0.0186463621764503 0.056542527143068 -0.00730954404067236 0.0401176425269993
"11" 438 NA NA NA NA NA -0.0280466582387836 -0.0151259013087865 0.0607849931767529 -0.000366872487323677 0.0396729275437211
"12" 553 NA NA NA NA NA -0.0486746894175945 0.0211502481142333 0.0215384280731399 -0.0036413956825844 0.0229844157874706
"13" 568 -0.0128194347786322 0.0334735169226584 0.0885113086087058 -0.0299013196286764 -0.00918773608660088 -0.0101320797790961 0.0280048108599958 0.0264268135107337 -0.00958694806847204 0.00125646861302308
"14" 596 NA NA NA NA NA -0.0353194224698698 -0.0181653845303351 0.074824557028781 -0.00755224963357471 0.0149328182116244
