vcf_ord pos chrom a_freq_old muttype unique for_relatedness a_freq_final keep_loci simID quasi_indep Hscan_v1.3_H12 pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p CHR rehh_2.0.2_ALL_iHS rehh_2.0.2_ALL_log10p Spearmans_ALL_rho selCoef originGen freq_old freq_final pa2 prop He tajD pi thetaW
2 71 1 0.0905 MT=1 10917_71_MT=1_2 FALSE 0.0901309164149043 TRUE 10917 TRUE NA 0.243678750119347 -0.0385025139720019 -0.173960284995396 -0.347622754065001 1.23857942685265 0.521797571326929 0.0390171534514031 0.187523446469037 0.0105382515626119 0.164014668642227 0.164330310686441 0.138483734162512 0.185287955820263 0.160632422949022 1 NA NA -0.038091294387179 NA NA NA NA NA NA NA 0.38726498524653546 0.0012507387101901224 0.0009771370201286536
3 172 1 0.0105 MT=1 10917_172_MT=1_3 FALSE 0.0105740181268882 TRUE 10917 FALSE NA 0 0 0 NA NA NA NA 0.602242521852585 0.0161342245630658 0.0209244165350806 NA NA 0.542122195921834 0.291393269134965 NA NA NA 0.0613852585783974 NA NA NA NA NA NA NA 0.38726498524653546 0.001040897165789454 0.0008131987493097266
4 217 1 0.027 MT=1 10917_217_MT=1_4 FALSE 0.027190332326284 TRUE 10917 TRUE NA 0 0 0 0 0 NA NA 0.0436469050180728 0.0140531947719095 0.0529020363085402 NA NA 0.0275073218557577 0.0751148805437894 NA NA NA 0.0149034560802401 NA NA NA NA NA NA NA 0.38726498524653546 0.0009685009177824595 0.0007566393308878754
7 342 1 0.263 MT=1 10917_342_MT=1_7 TRUE 0.263846928499496 TRUE 10917 TRUE NA -0.220293959746869 -0.00830000868249735 -0.285760783844146 -1.40343541947834 -0.720343365834556 0.426932308386451 0.0293628835462486 0.580641098370703 0.0177851737573548 0.388463453641756 0.501116892619752 0.471461220855417 0.584771142353707 0.805234808271471 1 NA NA -0.0831986083092524 NA NA NA NA NA NA NA 0.38726498524653546 0.000811684059333227 0.0006341264858606935
12 1038 1 0.2855 MT=1 10917_1038_MT=1_12 FALSE 0.285498489425982 TRUE 10917 FALSE 2532.8 0.23031511231542 -0.37480724819535 -0.198182604591678 NA NA 1.48275840765399 0.163514250593783 0.0465775549182235 0.0104539335593462 0.407978203922929 0.166797330960789 0.140797313147533 0.0356181307531713 0.0840142422125482 1 NA NA -0.00731751778841463 NA NA NA NA NA NA NA 1.6664245488909721 0.000862041760928426 0.0003667924428704711
14 1127 1 0.2915 MT=1 10917_1127_MT=1_14 TRUE 0.291540785498489 TRUE 10917 TRUE 2686.37 0.240774261721565 -0.330526655064269 0.150786069586937 0.536907752306078 -1.17476304358113 1.25498199477145 0.130856457327075 0.166277343908755 0.0111992012727979 0.413089511778826 0.192929499072536 0.165487764132511 0.11836156545634 0.0472649447445215 1 NA NA -0.00703957323682063 NA NA NA NA NA NA NA 1.6664245488909721 0.000862041760928426 0.0003667924428704711
19 1433 1 0.021 MT=1 10917_1433_MT=1_19 FALSE 0.0211480362537764 TRUE 10917 TRUE 2652.54 0 0 0 0 0 NA NA 0.769593358110271 0.00620353042203688 0.0414015936327707 NA NA 0.801802559184723 0.522559848604072 NA NA NA -0.0568682088037741 NA NA NA NA NA NA NA 2.7707704554861423 0.0025163849419787077 0.0009781131809879229
22 1727 1 0.2255 MT=1 10917_1727_MT=1_22 FALSE 0.224068479355488 TRUE 10917 FALSE 2793.83 -0.121804520268076 0.2738860974494 -0.172241556020564 NA NA 0.697664608655361 0.0586112610479213 0.475193876320429 0.0134171692551075 0.347723591829615 0.248445169052639 0.21887373858055 0.367924538972247 0.256646058264188 1 NA NA -0.0787518675684419 NA NA NA NA NA NA NA 1.839772185920606 0.002831043863865555 0.0014671697714818844
25 1854 1 0.014 MT=1 10917_1854_MT=1_25 FALSE 0.014098690835851 TRUE 10917 TRUE 2118.72 0 0 0 0 0 NA NA 0.746577290108176 0.010258477974045 0.0277998355051319 NA NA 1.19207313530759 1.62279628279538 NA NA NA -0.0995128481836121 NA NA NA NA NA NA NA 1.3413779497997247 0.0030100521642068136 0.0018339622143523555
26 1886 1 0.358 MT=1 10917_1886_MT=1_26 FALSE 0.357502517623364 TRUE 10917 TRUE 2181.61 -0.0475841206353535 0.207437930707636 -1.09406468242048 -2.72508506615679 1.08485590872648 1.60885774482752 0.182181493095786 1.64681469968539 0.0145207709938749 0.45938893503264 0.303266975748844 0.272557525751002 1.73804892745948 1.49525947846728 1 NA NA -0.103207492468094 NA NA NA NA NA NA NA 1.473499678863732 0.003689370613507075 0.0022007546572228266
27 1904 1 0.289 MT=1 10917_1904_MT=1_27 TRUE 0.288016112789527 TRUE 10917 FALSE 1754.24 -0.0558790612369865 0.267211130175848 -0.919363454130775 NA NA 1.44361582878774 0.157800579937007 0.756081123135342 0.00713671461443516 0.410125663126275 0.0832381654200102 0.0647000282793155 0.537521840259572 0.118749419689489 1 NA NA -0.083328429855228 NA NA NA NA NA NA NA 1.473499678863732 0.003689370613507075 0.0022007546572228266
28 1916 1 0.289 MT=1 10917_1916_MT=1_28 TRUE 0.288016112789527 TRUE 10917 FALSE 1956.3 -0.0558790612369865 0.267211130175848 -0.919363454130775 NA NA 1.44361582878774 0.157800579937007 0.756081123135342 0.00713671461443516 0.410125663126275 0.0832381654200102 0.0647000282793155 0.537521840259572 0.118749419689489 1 NA NA -0.083328429855228 NA NA NA NA NA NA NA 1.473499678863732 0.003689370613507075 0.0022007546572228266
29 1944 1 0.1045 MT=1 10917_1944_MT=1_29 TRUE 0.103222557905337 TRUE 10917 TRUE 2093.88 0.154949095589172 0.530821713234172 0.326233209982633 0.0111999289776341 0.566127107228218 2.33311469827635 0.295672102204284 0.0267936686579065 0.0110459142772646 0.185135322889633 0.196076595360247 0.168482293057879 0.072833144391885 0.23988041832834 1 NA NA 0.0329976912827544 NA NA NA NA NA NA NA 1.6248527483093445 0.003647989543718082 0.0020784905095993364
30 2081 1 0.0305 MT=1 10917_2081_MT=1_30 FALSE 0.0307150050352467 TRUE 10917 FALSE 1847.32 0 0 0 NA NA NA NA 0.269310440006695 0.0290740062040286 0.0595431870018628 NA NA 0.166522335406925 0.165943695438238 NA NA NA -0.0400299285976647 NA NA NA NA NA NA NA 1.4453184733615625 0.004032976214062458 0.002445282952469807
31 2108 1 0.026 MT=1 10917_2108_MT=1_31 FALSE 0.0261832829808661 TRUE 10917 TRUE 1777.94 0 0 0 0 0 NA NA 0.139365179350168 0.023623281378453 0.0509954373464196 NA NA 0.115010436523704 0.60876872051866 NA NA NA 0.00325784688467523 NA NA NA NA NA NA NA 1.4453184733615625 0.004032976214062458 0.002445282952469807
33 2150 1 0.0715 MT=1 10917_2150_MT=1_33 FALSE 0.0720040281973817 TRUE 10917 TRUE 1807.22 0.496221952337131 -0.343237091970148 0.593651905760716 1.04835726891253 2.26638176894657 3.11423448439288 0.42672725647066 0.551717406666484 0.0486803041508515 0.133638896241465 2.96936176032443 3.11521847037102 0.601204543807689 0.547215401166768 1 NA NA 0.0957390624554126 NA NA NA NA NA NA NA 1.4453184733615625 0.004032976214062458 0.002445282952469807
34 2155 1 0.398 MT=1 10917_2155_MT=1_34 TRUE 0.395770392749245 TRUE 10917 TRUE 2013.85 0.12842623069163 -0.366521033476356 -0.710236682658131 -1.09501246529517 1.99277942603408 1.72183279467984 0.199220514140483 0.330746692347489 0.0133597022600636 0.478272377944707 0.248744735493661 0.219164733576624 0.0727689603336213 0.293276721516056 1 NA NA -0.0259389619675608 NA NA NA NA NA NA NA 1.4453184733615625 0.004032976214062458 0.002445282952469807
36 2217 1 0.131 MT=1 10917_2217_MT=1_36 TRUE 0.131419939577039 TRUE 10917 FALSE 2007.93 0.118572343384268 -0.217991160130727 1.1390471936003 NA NA 1.8974457763531 0.226240936569606 1.15581967602311 0.0174631320264722 0.228297478117213 0.449860044667666 0.419332281240776 0.804933239018643 0.312927711525786 1 NA NA 0.096094715567208 NA NA NA NA NA NA NA 1.4453184733615625 0.004032976214062458 0.002445282952469807
37 2293 1 0.015 MT=1 10917_2293_MT=1_37 FALSE 0.0151057401812689 TRUE 10917 FALSE 1819.95 0 0 0 NA NA NA NA 0.046241739549059 -0.00226582506726263 0.0297551135896894 NA NA 0.177470491075662 0.66120023720446 NA NA NA 0.00872281687747535 NA NA NA NA NA NA NA 1.1788637087525689 0.003914353825697971 0.0025675471000932977
38 2296 1 0.026 MT=1 10917_2296_MT=1_38 FALSE 0.0261832829808661 TRUE 10917 FALSE 1838.17 0 0 0 NA NA NA NA 0.139365179350168 0.023623281378453 0.0509954373464196 NA NA 0.115010436523704 0.60876872051866 NA NA NA 0.00325784688467523 NA NA NA NA NA NA NA 1.1788637087525689 0.003914353825697971 0.0025675471000932977
39 2300 1 0.053 MT=1 10917_2300_MT=1_39 FALSE 0.0518630412890232 TRUE 10917 TRUE 1915.99 0.0274215512801666 0.194465905135945 -1.05457769865308 -1.91621252757863 1.94904563370031 1.45212828985022 0.159039755742437 0.991426504308958 0.0104633870045618 0.0983465324745523 NA NA 0.844745190571688 0.426642841925569 1 NA NA -0.149925377720111 NA NA NA NA NA NA NA 1.1788637087525689 0.003914353825697971 0.0025675471000932977
42 2360 1 0.017 MT=1 10917_2360_MT=1_42 FALSE 0.0166163141993958 TRUE 10917 TRUE 1870.71 0 0 0 0 0 NA NA 1.08834672936722 0.0151962455882062 0.0326804246036454 NA NA 1.19105382524155 0.886899260731937 NA NA NA -0.0733420074309862 NA NA NA NA NA NA NA 1.3120390596922638 0.00388656777129233 0.002445282952469807
43 2362 1 0.203 MT=1 10917_2362_MT=1_43 FALSE 0.202920443101712 TRUE 10917 FALSE 1857.21 -0.354242362830996 0.320588267134353 0.29702112079179 NA NA 1.87606565692423 0.222918653949489 0.0338836164960144 0.000994061292526992 0.323487473746234 0.0191689980067532 0.0122326850610097 0.0621937668413659 0.0209037490823391 1 NA NA 0.0239274108483186 NA NA NA NA NA NA NA 1.3120390596922638 0.00388656777129233 0.002445282952469807
45 2385 1 0.203 MT=1 10917_2385_MT=1_45 TRUE 0.202920443101712 TRUE 10917 FALSE 1780.19 -0.354242362830996 0.320588267134353 0.29702112079179 NA NA 1.87606565692423 0.222918653949489 0.0338836164960144 0.000994061292526992 0.323487473746234 0.0191689980067532 0.0122326850610097 0.0621937668413659 0.0209037490823391 1 NA NA 0.0239274108483186 NA NA NA NA NA NA NA 1.3120390596922638 0.00388656777129233 0.002445282952469807
48 2510 1 0.7885 MT=1 10917_2510_MT=1_48 FALSE 0.788519637462236 TRUE 10917 TRUE 2199.31 0.317269059504741 -0.272986375763519 -0.172295628197926 0.0125560139199412 -1.60545256005049 1.35659469886393 0.14524473878796 0.0149451149021535 0.000445423689560314 0.33351283759732 0.0161544322544437 0.010061837072982 0.100335828986338 0.17242313579577 1 NA NA -0.0340074629672722 NA NA NA NA NA NA NA 0.2899470842552974 0.002493676238606113 0.0022007546572228266
49 2542 1 0.012 MT=1 10917_2542_MT=1_49 FALSE 0.0110775427995972 TRUE 10917 TRUE 2128.87 0 0 0 0 0 NA NA 0.354638701659849 0.00256893668321356 0.0219096616902403 NA NA 0.248228614943352 0.140638253528329 NA NA NA -0.0766648300586299 NA NA NA NA NA NA NA 0.4855988233245977 0.002835055873326285 0.002323018804846317
50 2571 1 0.015 MT=1 10917_2571_MT=1_50 FALSE 0.0151057401812689 TRUE 10917 TRUE 2162.36 0 0 0 0 0 NA NA 0.15905572379083 -0.00259750911857479 0.0297551135896894 NA NA 0.292596768321685 0.20112590420397 NA NA NA 0.00705688807063217 NA NA NA NA NA NA NA 0.4855988233245977 0.002835055873326285 0.002323018804846317
51 2740 1 0.0265 MT=1 10917_2740_MT=1_51 FALSE 0.026686807653575 TRUE 10917 FALSE 2179.28 0 0 0 NA NA NA NA 2.09762182471468 0.0335429747575366 0.051949243901672 NA NA 1.71481424208183 0.614505497548718 NA NA NA -0.162922506783674 NA NA NA NA NA NA NA -0.0016305559304233802 0.0019547238903894182 0.0019562263619758457
52 2789 1 0.098 MT=1 10917_2789_MT=1_52 FALSE 0.0981873111782477 TRUE 10917 TRUE 2367.99 -0.0350299259970809 0.0673525418966584 -0.673688040272505 -0.585652735539435 -1.23254845119956 0.529649847185775 0.0398476537640068 0.208687895761521 0.016660145459825 0.177093126203667 0.380475868102976 0.349374392059678 0.0746803039961919 0.315114128495355 1 NA NA -0.0362711203690078 NA NA NA NA NA NA NA -0.0016305559304233802 0.0019547238903894182 0.0019562263619758457
55 2969 1 0.0185 MT=1 10917_2969_MT=1_55 FALSE 0.0181268882175227 TRUE 10917 TRUE 2212.78 0 0 0 0 0 NA NA 0.104638345865554 0.0290806970476332 0.0355966082821439 NA NA 0.176651032888494 0.354747635165306 NA NA NA 0.0263876967571771 NA NA NA NA NA NA NA 0.7452360010233364 0.002175754898212606 0.0015894339191053748
56 2980 1 0.0185 MT=1 10917_2980_MT=1_56 FALSE 0.0181268882175227 TRUE 10917 FALSE 2198.04 0 0 0 NA NA NA NA 0.104638345865554 0.0290806970476332 0.0355966082821439 NA NA 0.176651032888494 0.354747635165306 NA NA NA 0.0263876967571771 NA NA NA NA NA NA NA 0.7452360010233364 0.002175754898212606 0.0015894339191053748
57 3012 1 0.78 MT=1 10917_3012_MT=1_57 TRUE 0.78147029204431 TRUE 10917 TRUE 2526.53 -0.232869294680993 -0.599711232265543 0.313571586794938 -0.0521101664288437 -0.00156182616327235 2.75238473069492 0.365121535369243 0.0423358328936417 0.00883412477908841 0.341548949392982 0.166678337026071 0.140685647313295 0.0777350812679709 0.247108766258517 1 NA NA 0.0226441624918422 NA NA NA NA NA NA NA 0.43262628351022253 0.0019298064531575686 0.0015894339191053748
