position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
74 -1.265313234 38.13505949 -1.273858866 37.44052723 0.17647001 0.16379168
76 -1.671298854 42.01455214 -1.618607635 42.94184598 0.03313256 0.07855994
148 -1.06492913 40.69913846 -1.014742107 39.55166509 0.39204574 0.30592789
226 -1.059721655 40.82904352 -1.065791861 40.31280679 0.23601004 0.17012867
355 -1.462318966 35.34464782 -1.51548946 35.69083589 0.44096750 0.33287910
499 -1.465403156 36.05187310 -1.331023379 35.29256418 0.27827889 0.24713184
560 -0.294217785 38.08697498 -0.579496993 37.59368457 0.99259095 1.08086503
623 -0.728053592 39.88045205 -0.764892528 37.49123500 0.57011450 0.50351357
666 -1.376109177 34.19947794 -1.345561429 34.62830230 0.45368882 0.31550751
689 -1.553339157 35.76363246 -1.567660319 34.83289955 0.07077346 0.09223779
781 -1.626336522 39.73063186 -1.410181196 39.65410713 0.22437847 0.29816406
801 -1.567523851 41.16807600 -1.587928423 39.07129992 0.31470823 0.22404597
1100 -0.843472539 35.78010957 -0.798900521 36.32197155 0.75311149 0.61649673
1105 -1.187266574 36.16439149 -1.188396157 35.58115855 0.06041553 0.02965506
1308 -1.464469315 34.29389331 -1.386962204 33.18179515 0.10540894 0.08589403
1317 -0.493287007 32.89444776 -0.838878998 32.48938565 0.39550132 0.22188199
1397 -1.482614981 35.46647242 -1.442889289 35.01233426 0.19297575 0.28757155
1576 -0.786669473 44.56031992 0.199218734 45.03165101 0.96532976 0.82756383
1611 -1.368809123 34.38919005 -1.449199841 35.53162450 0.13485912 0.25365463
1861 -0.722498694 39.49606335 -0.708232775 39.75644653 0.46849219 0.34351687
1877 -0.954527856 38.88377886 -0.67308397 38.18600157 0.70251810 0.47815800
2117 -1.037410102 35.72590155 -1.115262247 34.59369675 0.41789270 0.50698604
2448 -1.62824875 36.64881368 -1.720333611 37.37171204 0.17609192 0.23388147
2673 -0.468156054 45.39349109 -0.617716233 45.70461409 0.73812257 0.70186726
2697 -0.874880109 36.08018205 -1.061371972 34.31666409 0.50648643 0.52667935
2785 -1.201123014 41.07430325 -1.198315958 40.82315218 0.26521128 0.15292264
2822 -1.12904221 43.07967850 -1.137407708 42.51408688 0.12530708 0.27117802
2843 -1.606267852 39.52858786 -1.617949907 38.06106374 0.22069673 0.21055172
2940 -1.327301524 37.41649720 -1.207054561 36.13630036 0.19712680 0.31418471
3312 -1.096372072 40.24157406 -1.210173317 39.84749804 0.01932072 0.05697057
3903 -1.572158851 36.39275349 -1.397636718 35.81799250 0.02007551 0.03946617
3953 -1.757100868 39.52299964 -1.720785948 40.05254660 0.00645983 0.01320369
4029 -0.047890284 38.86704661 -0.61329508 38.66574243 0.89800126 0.78520322
4152 -1.076285744 43.07049609 -1.064603991 43.15434420 0.29139892 0.19543026
4225 -1.252634025 42.39370364 -1.224408749 40.21787826 0.19779101 0.12915300
4262 -1.153268893 39.55581536 -1.102672167 38.18296815 0.03908354 0.02276167
4410 -1.15372716 36.90551426 -1.094489005 36.93363051 0.06700296 0.01778622
4432 -1.606232716 32.90222760 -1.573246934 33.21277117 0.11512856 0.05113899
4458 -1.339563034 41.70277176 -1.284516616 40.95736447 0.12600272 0.08817070
4461 -1.557459321 34.26165389 -1.46889732 34.06404819 0.27630852 0.15886283
4569 -1.456528262 34.37049825 -1.554322498 34.86634853 0.22620356 0.24310963
4575 -1.653711807 38.11163257 -1.722519015 38.27218890 0.06648415 0.09144178
4605 -1.496290132 37.78638242 -1.402487323 37.32674381 0.16433015 0.27113360
4634 -1.279106117 37.93190024 -1.304468958 36.97334634 0.05086643 0.12867506
5038 -1.368316037 38.25887063 -1.332807624 38.14854322 0.31826459 0.30440299
5046 -1.357108211 37.46921907 -1.334499846 37.54375825 0.29402404 0.39452955
5175 -1.5991033 35.16934343 -1.568536919 35.17373399 0.10852599 0.22629393
5239 -1.607043891 35.17989481 -1.513584443 35.07591979 0.25355243 0.22022839
5324 -1.119557103 35.60610777 -0.716868733 35.21648171 0.66822076 0.59241844
5328 -1.058400271 35.52512317 -1.139558784 34.56191379 0.06910844 0.04982134
5391 -1.469668005 39.40399161 -1.387235643 38.45267059 0.30857641 0.24257292
5445 -1.600320674 39.79501356 -1.595092295 38.60598884 0.13587901 0.02613768
5482 -1.259075105 37.67060749 -1.109680445 37.95061791 0.32685185 0.31462865
5485 -1.06235518 37.36297087 -1.068405137 37.13995231 0.30602669 0.30837151
5619 -1.519654492 41.16198905 -1.400349216 39.56365769 0.16459104 0.17210107
5712 -1.561921016 36.87013982 -1.603730752 37.91656734 0.01517195 0.03926145
5760 -1.304843509 39.31149872 -1.381182845 38.17413320 0.13852553 0.08084595
