vcf_ord pos chrom a_freq_old muttype unique for_relatedness a_freq_final keep_loci simID quasi_indep Hscan_v1.3_H12 pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p CHR rehh_2.0.2_ALL_iHS rehh_2.0.2_ALL_log10p Spearmans_ALL_rho selCoef originGen freq_old freq_final pa2 prop He tajD pi thetaW
1 5 1 0.0165 MT=1 10924_5_MT=1_1 FALSE 0.0162932790224033 TRUE 10924 TRUE NA 0 0 0 0 0 NA NA 1.55092250824896 0.0283682761100941 0.0320556161622028 NA NA 1.40224483838518 0.684920720622977 NA NA NA 0.138974808728431 NA NA NA NA NA NA NA 0.9443001780794059 0.003004937043066527 0.001956942626985507
5 212 1 0.085 MT=1 10924_212_MT=1_5 FALSE 0.0835030549898167 TRUE 10924 TRUE NA 0.127073312063836 0.252611090803358 0.979991513676055 0.579816258576174 -0.761260867876376 1.00663661824443 0.0971021790074474 0.180005437945258 -0.0012465753604066 0.153060589594369 0.00332001859955776 0.00386179333762432 0.234362073838741 0.0161072216413374 1 NA NA 0.0209695390784465 NA NA NA NA NA NA NA 1.5775034259205734 0.004006049211200001 0.002250276717788949
6 263 1 0.016 MT=1 10924_263_MT=1_6 FALSE 0.0162932790224033 TRUE 10924 TRUE NA 0 0 0 0 0 NA NA 0.0229995496516145 0.0023930725383718 0.0320556161622028 NA NA 0.0557625111916 0.0188828624723157 NA NA NA 0.038602989525964 NA NA NA NA NA NA NA 1.8942518195090985 0.0046137290330639895 0.0024220065615606205
7 296 1 0.118 MT=1 10924_296_MT=1_7 FALSE 0.119653767820774 TRUE 10924 TRUE NA 0.731502606097697 -0.793984236509983 0.49361555081154 -0.385525932227281 -1.49695030125351 4.77115313446089 0.722752701272971 0.0940450680667697 0.00889357862825738 0.210673487334132 0.0874441474493962 0.0918092483423556 0.184579569183051 0.200262638037728 1 NA NA 0.0107942426215789 NA NA NA NA NA NA NA 1.8942518195090985 0.00442149032335299 0.0023210896214955943
9 351 1 0.099 MT=1 10924_351_MT=1_9 FALSE 0.10030549898167 TRUE 10924 TRUE NA 0.113112292622793 0.372782972278525 -0.0288255440915892 0.468908112757184 0.532620805439367 0.245481213251234 0.0132581987194149 0.154585874335884 0.0204133599166293 0.180488611711417 0.422969653288555 0.427719649194757 0.104157695788622 0.076701183109141 1 NA NA -0.00661170545023558 NA NA NA NA NA NA NA 1.9615772560434608 0.0044525189028721 0.0023150608172839175
11 383 1 0.528 MT=1 10924_383_MT=1_11 FALSE 0.533604887983707 TRUE 10924 TRUE NA 0.473138795630202 -1.82409674615091 0.0122353480082732 -1.85760952545612 -1.27780563547712 4.91315769852346 0.748927253074904 0.900919965841817 0.0310621657699308 0.497741423007205 1.08625548477257 1.08100541060734 0.932713127648071 0.334039325347966 1 NA NA -0.0642533653760024 NA NA NA NA NA NA NA 1.7653964090051295 0.004313370853156935 0.0023702048285033513
12 411 1 0.012 MT=1 10924_411_MT=1_12 FALSE 0.0122199592668024 TRUE 10924 TRUE NA 0 0 0 0 0 NA NA 0.206624096603758 0.0326285913282789 0.0241412637246403 NA NA 0.152876295159523 0.51032831412067 NA NA NA 0.123045164733202 NA NA NA NA NA NA NA 1.7653964090051295 0.00418021276728219 0.002297034227402917
13 421 1 0.2475 MT=1 10924_421_MT=1_13 FALSE 0.24949083503055 TRUE 10924 FALSE NA -0.609341171589157 1.52059686517943 -1.84939943940264 NA NA 10.3095476788412 1.79290188949636 0.270248837336276 0.0322582438169047 0.374490316532618 1.09384150434706 1.08844701326906 0.126557687433136 0.346795038143712 1 NA NA 0.0455263801631301 NA NA NA NA NA NA NA 1.7653964090051295 0.004134627022818916 0.0022719847810844553
17 517 1 0.177 MT=1 10924_517_MT=1_17 FALSE 0.168533604887984 TRUE 10924 FALSE NA 0.0502953937793173 1.49856016643734 2.3597773790975 NA NA 6.47230713259382 1.04210042408813 1.40446629765455 0.0228262398312596 0.28026005782289 0.635217977017486 0.637526970378052 1.87863538493696 1.39597298130225 1 NA NA 0.0896644049362694 NA NA NA NA NA NA NA 1.7935008883250303 0.003814829582882762 0.0020813287155389067
18 537 1 0.1655 MT=1 10924_537_MT=1_18 FALSE 0.165478615071283 TRUE 10924 FALSE NA 0.31521171797876 -0.382632227562236 0.649802109265813 NA NA 1.24886509754841 0.130000226651309 0.0946044377467319 0.0137208858442959 0.276190886050746 0.208921674277143 0.214520962175613 0.112790170527757 0.500963188046747 1 NA NA 0.00825392958359275 NA NA NA NA NA NA NA 1.7935008883250303 0.003814829582882762 0.0020813287155389067
19 617 1 0.66 MT=1 10924_617_MT=1_19 FALSE 0.656313645621181 TRUE 10924 TRUE NA 0.508958876169451 -0.371425179976373 1.96156419475952 0.454097775217593 -2.73502646622201 5.69080701730999 0.893940567054912 0.153513168279394 0.0309201188864754 0.451132088385231 1.15049729175192 1.14401078382245 0.292369350762551 0.512724411437249 1 NA NA -0.00544318989746294 NA NA NA NA NA NA NA 1.7935008883250303 0.003814829582882762 0.0020813287155389067
