position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
175	-0.802648956	-0.799036321	36.98111574	-1.074616908	-1.074157965	36.27850508	0.51135336	0.51015873	0.42583098	0.42550083
208	-1.390519988	-1.392677935	38.92995021	-1.273079814	-1.275996744	39.22970637	0.61729608	0.61945150	0.69612739	0.69842378
230	-1.683919847	-1.685077013	37.52286832	-1.398616623	-1.402576576	37.30661279	0.23411287	0.23540696	0.22542722	0.22756113
232	-1.06858185	-1.070157712	36.28309932	-1.146674079	-1.147492187	34.70846672	0.19249393	0.19407832	0.21146532	0.21311169
299	-0.558438228	-0.566378328	36.15546624	-0.699682856	-0.707414618	37.68044798	0.86830400	0.87163361	0.95127248	0.95541389
339	-0.819919978	-0.817671559	37.41464920	-0.858959309	-0.854564273	36.35826069	0.97282438	0.96906174	0.99477678	0.99265995
419	-1.127971964	-1.127918955	34.14274828	-1.193710251	-1.192290767	33.77162347	0.69381628	0.69390260	0.52307727	0.52282162
454	-0.885853347	-0.883631341	32.15729042	-1.17911368	-1.177541246	30.85755464	0.40731640	0.40543412	0.49284703	0.49101535
551	-1.727287941	-1.726973568	34.93134538	-1.692533606	-1.692497109	34.98840439	0.17185253	0.17142790	0.06137688	0.06122867
596	-1.297066286	-1.296397547	38.73537767	-1.32333032	-1.324452529	37.36478790	0.53238698	0.53240194	0.62648922	0.62672266
600	-1.120783174	-1.123150705	38.78543652	-1.079990655	-1.082065554	39.11594834	0.49237028	0.49555877	0.44133462	0.44455960
631	-1.155951084	-1.1571113	38.16982209	-1.088653268	-1.089725779	37.25589637	0.15810467	0.16031453	0.08120667	0.08351009
668	-1.416818807	-1.415569553	39.65552696	-1.435664224	-1.434428515	40.16702855	0.35826485	0.35584373	0.18522659	0.18340364
678	-1.127438683	-1.127063936	36.99969986	-1.146378574	-1.146487042	35.49357613	0.23302405	0.23216930	0.22537895	0.22424629
681	-1.08241068	-1.084082284	40.72491941	-1.165127702	-1.167379259	40.14812831	0.30517578	0.30860468	0.30546928	0.30867276
