position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
72 -1.179910411 41.21692623 -1.129227019 41.91637074 0.01140521 0.01941902
88 -1.577372621 37.88963260 -1.679245986 36.80700855 0.05934722 0.08733979
125 -1.302847786 38.93544176 -1.472998607 39.39154704 0.33527810 0.28703970
148 -0.993642065 38.96198074 -1.122868377 37.64409151 0.65111506 0.57036957
163 -1.444207097 40.22561185 -1.03922544 39.55126515 0.35492460 0.28811726
280 -0.831303031 36.22784440 1.432311142 35.97660682 1.17743677 1.31724715
285 -1.031738888 38.13624250 -1.015109594 37.36093284 0.23341502 0.15140748
298 -1.102308928 37.52641167 -1.074537755 37.72552723 0.06808510 0.01181400
318 -1.304290532 35.54919121 -1.287749115 35.05182361 0.22362716 0.20288187
498 -1.505420061 33.86133211 -1.532962847 34.68646572 0.24936473 0.27575171
744 -0.559963981 39.82866340 -0.625155992 38.36010265 0.67608561 0.84820531
774 -1.637143097 37.22467174 -1.52365861 37.46607943 0.35682983 0.29976429
906 -1.20190394 43.37970947 -1.260294501 42.27609522 0.44661265 0.46720105
1024 0.057580073 41.46245341 -0.164466762 42.29236203 2.11879976 1.78690121
1043 -1.262335933 34.92257512 -1.329314835 35.18406642 0.29337365 0.28101836
1107 -1.285449387 35.85757067 -1.226352564 34.76652969 0.33833223 0.28444765
1198 -1.114373605 38.28490819 -1.066333751 37.16176966 0.53787959 0.29717407
1272 -1.037807028 38.22553020 -1.039042407 37.05722192 0.26060619 0.31023496
1278 -1.446009012 37.83426086 -1.417639516 38.58895951 0.16017284 0.10504556
1279 -0.64602234 43.70312266 -0.758323482 42.05517699 0.66019529 0.77858840
1295 -0.652465019 44.08408648 -0.673355693 42.24924026 0.72218879 0.74755230
1347 -1.297170638 48.00070734 -1.195469782 48.17695865 0.30983702 0.22251393
