pos	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
88	-12.92169580	-12.92183127	36.89498652	-12.85944743	-12.86846027	36.98648797
242	-11.31114792	-11.31212576	41.37131969	-10.78105362	-10.78652273	41.73150132
401	-11.06041805	-11.07475675	40.64134260	-10.52445435	-10.52318183	40.63963713
454	-11.11038549	-11.12156766	40.34783198	-11.44158496	-11.43631155	40.64301118
535	-14.76503360	-14.81242535	40.96601475	-12.91953435	-12.91748502	41.53343787
544	-14.49099440	-14.50082651	33.66649440	-15.02876126	-15.02503667	32.39764805
563	-13.45379381	-13.44954748	34.74765318	-13.51534691	-13.51233200	34.36686368
578	-9.77698937	-9.72967211	38.75193800	-10.94695558	-10.94597446	37.76423045
583	-11.18823213	-11.19342899	38.00478847	-10.82027281	-10.82026170	38.35407845
694	-16.13716608	-16.14047695	34.31681888	-16.06769772	-16.06955106	33.34796266
736	-12.19366642	-12.17886562	34.16605200	-12.13335907	-12.12795903	35.45676025
860	-10.19372036	-10.24821401	43.27498549	-10.05119813	-10.07953790	43.08092833
875	-9.39763376	-9.41519914	39.74374702	-10.09183061	-10.12002947	38.77730928
989	-13.36809147	-13.37021603	36.02273884	-12.88578472	-12.87840909	35.31390331
1024	-11.35004001	-11.35803497	36.02761527	-10.53340963	-10.56018792	34.65733612
1062	-11.20510352	-11.22308548	35.54490747	-11.50857560	-11.50917887	34.54242398
1236	-9.33120685	-9.35224434	35.81141927	-11.61099686	-11.61773811	34.64421396
1238	-2.84585578	-2.93998974	42.67607219	14.48086710	14.29488799	43.04167984
1340	-15.84926825	-15.84950928	38.18825851	-15.73965502	-15.74850500	37.62901991
1436	-11.89114001	-11.87527309	36.72133916	-11.99902725	-11.99269851	36.35784063
1438	-17.20108425	-17.22064287	37.02609173	-16.48540373	-16.51179201	37.69944676
1444	-8.88108490	-8.81658527	36.78540530	-12.00690344	-11.99607642	36.12334155
1469	-16.27362832	-16.30251685	37.94684829	-15.14165794	-15.14145229	36.79794612
1488	-11.25828195	-11.25945779	42.58400500	-11.29386680	-11.29563082	38.76255521
1529	-16.67198295	-16.67743334	36.71418010	-15.72314257	-15.73167377	35.61971102
1547	-14.23329495	-14.27292412	37.80685794	-13.43925051	-13.46636392	37.55812038
1552	-16.17230382	-16.16778771	37.53788635	-15.45651702	-15.46275687	37.55941531
