position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
44 -1.325861248 37.48555146 -1.319564072 37.33749915 0.04937881 0.05856858
88 -0.962637047 41.18998571 -0.979763719 41.81507054 0.23106039 0.26232818
151 -1.687541441 43.09756996 -1.625460898 40.67204820 0.21743640 0.31944736
246 -1.34575752 42.89115887 -1.416782562 41.59867802 0.22799843 0.14112356
274 -1.258284285 36.18956335 -1.538705663 36.70362203 0.37010738 0.41553467
375 -1.04250572 44.39446057 -0.988162198 44.47236166 0.27630985 0.25859047
419 0.321526497 42.78139341 -0.325921233 42.68708950 1.31786568 0.98189286
473 -1.224049688 45.35502094 -1.229169424 45.47716490 0.31082436 0.20654052
510 -1.026213461 34.08492359 -1.199830694 33.95036969 0.52027626 0.43022456
521 -1.085462321 43.74874740 -0.887827996 43.35718509 0.56221728 0.28593698
604 -1.116401426 40.45782409 -1.176442219 41.30864941 0.02347942 0.00634476
629 -0.490348067 41.41092660 -0.791940631 39.57709738 0.51651032 0.62343361
797 -1.179321541 37.73198030 -1.134644888 37.05039567 0.15461537 0.05527271
801 -0.550562063 38.08822044 -0.614473518 36.95500481 0.80423047 0.66429137
824 -0.581846474 37.55455272 -0.573523499 37.78007489 0.83473829 0.71970237
836 -1.526386714 42.25120472 -1.626524572 42.30860758 0.26844958 0.28380314
899 -1.369794107 37.78545191 -1.334777757 37.71356363 0.06370353 0.00424380
940 -1.538616256 36.60620462 -1.53379799 37.68764988 0.55845843 0.38119420
991 -0.549638353 36.35096195 -0.530795134 36.53032115 1.10139218 0.79354180
995 -1.382394749 38.14920265 -1.337917269 38.04769897 0.07350056 0.03356683
1003 0.206668736 39.46831665 0.100861264 38.36320018 2.02302532 1.54474000
1026 -0.445371669 39.10381545 0.301888429 36.92362601 0.89978998 0.88936698
1066 -1.500403064 42.56827615 -1.390907611 42.94120394 0.34419837 0.22650009
1073 -1.015435064 36.21554710 -1.10573036 35.20661303 0.75561424 0.61900110
1154 -1.34155712 38.19902577 -1.385255431 37.85518098 0.05907114 0.03449124
1175 -0.749569034 40.10208690 -0.49737709 40.11175033 1.68253195 1.21205162
1198 -0.960461943 36.63062324 -1.248592719 36.61827966 0.89018731 0.60279413
1282 -0.311121762 45.21130937 -0.278968446 42.98439175 1.33868722 1.01128584
1305 -1.05435299 34.41774594 -1.093324393 35.57010207 0.13412346 0.16653821
1387 -1.518490483 37.23912920 -1.633213092 36.59164445 0.28604788 0.18510791
1414 -1.429606724 42.96845073 -1.386774216 42.96187849 0.34830422 0.20324986
1445 -1.358440994 42.76957032 -1.3046763 40.79010715 0.53157261 0.30086107
1614 -1.086534048 34.35098303 -1.049943486 34.74550291 0.26693312 0.18414811
1620 -0.880940204 38.46329150 -0.743845536 36.83434432 0.78651032 0.40981146
1653 -1.654497016 39.67935137 -1.681799399 39.22400376 0.06041309 0.08507500
1727 -1.200267842 36.88238986 -1.086384468 37.42798628 0.33325300 0.27094707
1755 -0.957085084 38.68423107 -1.035286819 37.62290958 0.73089111 0.54630272
1801 -1.551770253 37.13670606 -1.52313747 37.61203606 0.31653197 0.23510040
1810 -1.058275657 36.82241620 -1.045804859 36.69477680 0.30520740 0.18508183
1828 -1.320364992 40.73298499 -1.371036171 40.72591081 0.40439528 0.29791006
2047 -1.033777693 38.50518619 -0.59652541 37.64173186 0.85088932 0.59263485
2061 -1.438017308 40.49698358 -1.346670412 39.46356131 0.26635793 0.22009793
2084 -1.196656244 38.47685635 -1.092521485 37.71432993 0.07859040 0.02252586
2156 -1.451131627 44.35069903 -1.5536576 40.39004188 0.06797813 0.15076392
2228 -1.106862026 40.32243796 -1.195772518 39.30833006 0.55714654 0.48055122
2285 -0.851843291 37.79534050 -0.728103649 38.39449100 1.11799988 0.86331049
2327 -1.168858288 36.29969747 -1.176784183 34.68092275 0.10510041 0.13134798
2366 -1.125199745 35.48260137 -1.162152351 35.60740335 0.09635383 0.08453630
2496 -1.148125324 39.37634524 -0.954975551 38.78326601 0.37804933 0.19549698
2576 -1.009051709 45.28228893 -0.983335718 45.24829203 0.38027205 0.25248959
2593 -0.969058126 45.12826897 -1.021782796 43.52347204 0.33011777 0.23712574
2602 -1.185055957 39.91192119 -1.153089706 39.71208539 0.05031620 0.05552182
2609 -0.919220667 38.26918389 -0.846549565 37.26474989 0.59479040 0.40551232
2669 -1.149282628 36.95643501 -1.158644575 35.81720023 0.04656908 0.06108570
2720 -1.086397255 39.19341277 -1.076976526 37.34003683 0.14284319 0.04925392
2737 -1.208569604 37.63328764 -0.847407433 38.26495268 0.50367542 0.23201823
2817 -1.227457347 37.90085449 -1.20664722 36.33065190 0.19308300 0.04197940
2843 -1.656323702 35.84558127 -1.552906941 37.22282514 0.28978169 0.24960903
2872 -1.144774515 42.15409303 -1.188684029 41.45699952 0.64188740 0.43558943
2904 -1.454462116 35.05648806 -1.369399525 34.20849173 0.30684967 0.20444064
2909 -0.97973318 40.18223318 -0.940851594 39.57353892 0.40968720 0.34461243
2986 -0.934135827 36.42668757 -0.835225237 35.65929287 1.07573407 0.63966623
2989 -1.020217408 39.35400854 -1.075840524 38.23218945 0.02865114 0.11481578
3030 -1.252123818 39.69225819 -1.209318526 38.04983037 0.14132601 0.07836346
3032 -0.795183671 36.25548545 -0.711033813 34.46340256 1.27967798 0.65330158
3055 -0.85828479 39.82986929 -0.616353151 39.66997334 0.58154979 0.44695136
3075 -1.392462733 31.75457657 -1.260769479 31.76068816 0.10774025 0.09219874
3131 -0.944462949 38.79329495 -0.975991796 37.86563568 0.22830028 0.21073465
3157 -0.937371256 34.39658599 -1.006812328 32.63534188 0.39382455 0.30384960
3169 -1.28739696 34.93399344 -1.298635117 33.38232374 0.38115835 0.31155187
3186 -0.999155134 36.28583754 -0.923732753 35.64579597 0.45308294 0.35711112
3370 -1.180944949 38.50489558 -1.048518017 37.94748619 0.23572388 0.09967350
3372 -1.149323623 37.02003982 -1.070707359 37.19261176 0.47403876 0.33086324
3385 -0.980532467 39.15786268 -0.981403818 38.57405219 0.44029187 0.41567596
3574 -0.913908611 37.41702719 -1.026736166 37.45874079 0.29612096 0.20029128
3668 -1.377095176 40.74839245 -1.310893878 39.41798925 0.42914410 0.48965705
3694 -1.414894607 41.37153799 -1.416456749 41.72979483 0.07031661 0.12188012
3738 -1.436509398 36.03111404 -1.413715208 34.94507363 0.16253515 0.09791462
3781 -1.096395545 33.89892950 -1.073957411 34.55805342 0.08570175 0.02968273
3786 -1.451617428 38.33587712 -1.425677318 38.03404567 0.55533653 0.37975169
3935 -0.868219462 45.29440802 -1.17288022 43.70011393 0.71194686 0.68098001
3987 -1.112209739 31.17183000 -0.959123415 31.82117426 0.11841138 0.11021242
4000 -1.070721458 32.21105832 -1.052790252 31.03056571 0.18139419 0.07804401
4115 -1.003893783 36.37790934 -1.011720198 36.18529079 0.18018510 0.18807213
4151 -1.304422976 38.28003513 -1.324090228 36.43353907 0.40160507 0.32676364
4181 -1.190595338 32.20042518 -1.153112681 32.63406038 0.29093646 0.14991308
4189 -1.235963078 34.78696302 -1.18956641 34.69352264 0.06957882 0.08432724
4219 -0.996236707 37.72979167 -0.99653381 36.89418398 0.21795981 0.19939245
4240 -1.230521327 40.45858556 -1.168691248 40.50909894 0.78424851 0.59780306
4325 -1.283098924 37.45519951 -1.194889937 37.30260956 0.24349373 0.13401429
4335 -1.433475559 38.52065261 -1.484875433 38.46099715 0.13790993 0.18547878
4346 -1.488700176 42.10396723 -1.548082186 40.37250175 0.01970815 0.04562173
4532 -1.167188326 36.94592750 -1.166668539 35.53369296 0.03441518 0.02286088
4544 -1.162884687 36.47999903 -1.162401031 35.11275082 0.01897521 0.03531564
4566 -1.759296206 36.81984108 -1.679339736 37.06323101 0.34755882 0.16551376
4572 -1.083703728 40.55843983 -1.068906185 41.50010719 0.05447410 0.11222722
4702 -1.043690057 36.52200159 -1.06497891 37.00501629 0.12043226 0.09995169
4813 -1.029692335 38.55901189 -1.084489319 37.88596090 0.01097802 0.05568560
