vcf_ord pos chrom a_freq_old muttype unique for_relatedness a_freq_final keep_loci simID quasi_indep Hscan_v1.3_H12 pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p CHR rehh_2.0.2_ALL_iHS rehh_2.0.2_ALL_log10p Spearmans_ALL_rho selCoef originGen freq_old freq_final pa2 prop He tajD pi thetaW
1 21 1 0.0585 MT=1 10905_21_MT=1_1 FALSE 0.0586172344689379 TRUE 10905 TRUE NA -0.0886624415398883 0.593266269887883 -0.087087905089239 0.446985717650518 0.0879958398668298 1.53322838755385 0.170939022954935 0.184572014097723 -0.00340784850900568 0.110362508584303 0.000901603195604848 0.00131701880702985 0.196565591398779 0.387372587460465 1 NA NA -0.0105396601983629 NA NA NA NA NA NA NA 0.30676454421861027 0.0028392273970098384 0.0024413414820169915
4 113 1 0.056 MT=1 10905_113_MT=1_4 FALSE 0.0551102204408818 TRUE 10905 TRUE NA -0.157046511894374 1.80790382061568 1.64942848956748 2.53983796437681 -1.23813361399737 9.65936702437339 1.66363981380082 1.39755770486834 0.0122625797936596 0.104146168087678 0.227330791957062 0.224658600052152 1.51254850335916 0.927192624641513 1 NA NA -0.0928404123289417 NA NA NA NA NA NA NA 0.25779596130391835 0.002571442275524265 0.002268841974265707
5 115 1 0.312 MT=1 10905_115_MT=1_5 TRUE 0.311623246492986 TRUE 10905 TRUE NA -0.344056990283589 -0.353885930604016 -0.691912415214545 -1.05001850805664 0.719066430298583 1.04258829620057 0.101851869524883 0.463583223416254 0.0170214314900642 0.429028397476315 0.370653837550936 0.358600855047448 0.246884731510344 0.369325067998354 1 NA NA 0.107101705319351 NA NA NA NA NA NA NA 0.25779596130391835 0.0025627987720771247 0.002261215614688343
7 379 1 0.0425 MT=1 10905_379_MT=1_7 FALSE 0.0425851703406814 TRUE 10905 TRUE NA 0 0 0 0 0 NA NA 0.192757144050639 0.0227847944211327 0.081543347215473 NA NA 0.140571167263966 0.452271627817867 NA NA NA 0.00195762291325915 NA NA NA NA NA NA NA 0.5087208624887596 0.0028243023403002085 0.002278206440028895
8 383 1 0.0395 MT=1 10905_383_MT=1_8 FALSE 0.0395791583166333 TRUE 10905 TRUE NA 0 0 0 0 0 NA NA 0.0937663213785999 0.0129937631978709 0.0760252970871602 NA NA 0.114003821066516 0.0696032772882817 NA NA NA -0.0276000474695131 NA NA NA NA NA NA NA 0.5087208624887596 0.0028112117153161983 0.002267646966378703
10 393 1 0.0225 MT=1 10905_393_MT=1_10 FALSE 0.0225450901803607 TRUE 10905 TRUE NA 0 0 0 0 0 NA NA 0.70107740302287 0.015948341980009 0.0440736181782404 NA NA 0.852333018260535 0.255134495421329 NA NA NA -0.0977113050087236 NA NA NA NA NA NA NA 0.5087208624887596 0.0027790099774546153 0.002241671628848592
11 417 1 0.294 MT=1 10905_417_MT=1_11 FALSE 0.294589178356713 TRUE 10905 TRUE NA 0.398451224773226 -0.164005336411719 -0.0615078622017259 0.00778175830317059 0.802089927291665 1.32389396894386 0.140581160809513 0.0506801230269133 0.0135734964853868 0.41561278870366 0.254863310380002 0.250545889943503 0.0189459248670387 0.129450638262974 1 NA NA -0.00897410712561308 NA NA NA NA NA NA NA 0.46655591266335134 0.002820818374580361 0.0023180496546642945
12 417 1 0.015 MT=1 10905_417_MT=1_12 FALSE 0.0150300601202405 TRUE 10905 TRUE NA 0 0 0 0 0 NA NA 0.225413154045827 0.0051751235178182 0.0296083148260449 NA NA 0.292690257681775 0.126053235742196 NA NA NA -0.0512079142565343 NA NA NA NA NA NA NA 0.46655591266335134 0.002820818374580361 0.0023180496546642945
13 421 1 0.0255 MT=1 10905_421_MT=1_13 FALSE 0.0255511022044088 TRUE 10905 FALSE NA 0 0 0 NA NA NA NA 0.658674153164444 0.0270395121860595 0.0497964867610974 NA NA 0.73844600008659 0.675430500881872 NA NA NA 0.0955272140512296 NA NA NA NA NA NA NA 0.46655591266335134 0.0028082953185333895 0.002307758646208515
14 437 1 0.0425 MT=1 10905_437_MT=1_14 FALSE 0.0425851703406814 TRUE 10905 FALSE NA 0 0 0 NA NA NA NA 0.192757144050639 0.0227847944211327 0.081543347215473 NA NA 0.140571167263966 0.452271627817867 NA NA NA 0.00195762291325915 NA NA NA NA NA NA NA 0.46655591266335134 0.0027592956183190662 0.002267492410287756
17 581 1 0.054 MT=1 10905_581_MT=1_17 FALSE 0.0541082164328657 TRUE 10905 TRUE NA 0.527423624904576 0.573622550470809 0.742610115044935 1.23198994327001 0.0736374220393344 2.52016916175557 0.326373633631331 0.526786796149477 0.0187827005029386 0.10236103469464 0.496899375498396 0.475421236725431 0.346934887158715 0.177731646213218 1 NA NA -0.0156947767048153 NA NA NA NA NA NA NA 0.5830551439825379 0.002788268030029749 0.0021994023461367864
18 745 1 0.123 MT=1 10905_745_MT=1_18 FALSE 0.123246492985972 TRUE 10905 FALSE NA 0.203006385824207 -0.262972227998743 -0.327688319813085 NA NA 0.612171005644107 0.0488371402639521 0.0892941679726383 0.011048305110014 0.216113589905261 0.153218031169889 0.154397433274297 0.0771665189439456 0.0805943774711812 1 NA NA -0.0575375852793524 NA NA NA NA NA NA NA 0.8425439341876025 0.0033690454577341134 0.0024437803845964294
19 765 1 0.0175 MT=1 10905_765_MT=1_19 FALSE 0.0170340681362725 TRUE 10905 TRUE NA 0 0 0 0 0 NA NA 0.485384522561301 0.00620594373777659 0.0334878173180027 NA NA 0.356278960034631 0.393540422487092 NA NA NA 0.0697501296189295 NA NA NA NA NA NA NA 0.7299080154663021 0.0033996099179096754 0.002565969403826251
20 790 1 0.1785 MT=1 10905_790_MT=1_20 FALSE 0.178356713426854 TRUE 10905 TRUE NA -0.0964940052490771 -0.354760743613295 -0.192628435932025 -0.368169862862037 -1.23814348990515 0.396184094608324 0.0263966977771651 0.132178118142951 0.00887605661364453 0.29309119240485 0.102423338149147 0.105499302461475 0.219234345913965 0.486131888509543 1 NA NA 0.0458569408722126 NA NA NA NA NA NA NA 0.7299080154663021 0.0033996099179096754 0.002565969403826251
21 816 1 0.201 MT=1 10905_816_MT=1_21 FALSE 0.201402805611222 TRUE 10905 FALSE NA -0.0448023642498594 -0.922742655284057 -1.28600548336464 NA NA 2.47234585492305 0.318478783926804 0.81326369255223 0.00668036346571185 0.321679431006301 0.065083271314997 0.0688659793295949 0.705660498846817 0.00630925138826176 1 NA NA 0.0756497526879341 NA NA NA NA NA NA NA 0.7299080154663021 0.0033996099179096754 0.002565969403826251
22 834 1 0.0185 MT=1 10905_834_MT=1_22 FALSE 0.0185370741482966 TRUE 10905 TRUE NA 0 0 0 0 0 NA NA 0.660115988473097 0.00215076810536505 0.0363869020606344 NA NA 0.903261875425913 0.308850409169944 NA NA NA 0.0372662355751802 NA NA NA NA NA NA NA 0.7299080154663021 0.0033996099179096754 0.002565969403826251
25 909 1 0.055 MT=1 10905_909_MT=1_25 FALSE 0.0551102204408818 TRUE 10905 TRUE NA -0.0179711225718028 -0.341238555600487 0.31159972065544 -0.0176227736908838 1.9163533148995 0.716299062228945 0.060798490841207 0.000646054529059598 0.013059187942725 0.104146168087678 0.241479786031514 0.237973833472388 0.0488395925628135 0.0336339087733453 1 NA NA -0.00975697550475025 NA NA NA NA NA NA NA 0.9888115991198819 0.0031980681234075243 0.0021994023461367864
27 949 1 0.103 MT=1 10905_949_MT=1_27 TRUE 0.103206412825651 TRUE 10905 FALSE NA 0.0412681209967955 -0.355637605175375 -0.883009118913218 NA NA 0.732743673643279 0.0627446686123639 0.362324820151567 0.00965349784105168 0.185109698354625 0.110696872711695 0.113523049877645 0.441134053894491 0.214088170779371 1 NA NA -0.000651061165106578 NA NA NA NA NA NA NA 1.0955670275844995 0.0026217944565918713 0.0017106462692175006
30 992 1 0.1035 MT=1 10905_992_MT=1_30 FALSE 0.103707414829659 TRUE 10905 FALSE NA 0.0414728284261786 -0.373904833411382 -0.878597566306109 NA NA 0.746384412710055 0.0643701427335767 0.362577522495709 0.0102396248823719 0.185904373878016 0.123678447211251 0.126061116121914 0.430469940132699 0.183590953408299 1 NA NA 0.000311381736820484 NA NA NA NA NA NA NA 0.9360644223218059 0.0026533288109071252 0.0018328352884473221
31 1120 1 0.581 MT=1 10905_1120_MT=1_31 FALSE 0.580160320641283 TRUE 10905 TRUE 1679.6 -0.14440328981911 -0.580613126157882 0.110308991128659 -0.10999292412875 -0.711927558621967 1.51745224722306 0.168611312887292 0.0946300337959608 0.0165147684442539 0.487148645989373 0.35919665911385 0.347955722828819 0.0929981898681685 0.155491755413443 1 NA NA 0.0253353348780478 NA NA NA NA NA NA NA 1.618841184609784 0.003834376380973334 0.0021994023461367864
32 1150 1 0.016 MT=1 10905_1150_MT=1_32 FALSE 0.0160320641282565 TRUE 10905 TRUE 1334.41 0 0 0 0 0 NA NA 0.107120533702033 0.00524550710626344 0.0315500740960879 NA NA 0.0303941125237617 0.200606068979448 NA NA NA -0.0090814370957605 NA NA NA NA NA NA NA 1.618841184609784 0.003834376380973334 0.0021994023461367864
33 1176 1 0.3395 MT=1 10905_1176_MT=1_33 FALSE 0.340180360721443 TRUE 10905 FALSE 1661.32 -0.154556965300317 -0.647479579519708 -1.27292417024341 NA NA 1.52799987220339 0.170166894070923 0.734114712839041 0.0145483922846621 0.448915365801744 0.269527098285971 0.264297216185697 0.64253940320799 0.0862626320220749 1 NA NA 0.0156626996772142 NA NA NA NA NA NA NA 1.618841184609784 0.003834376380973334 0.0021994023461367864
