position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
63 -1.273197254 35.29714123 -1.296527535 34.34744193 0.30934347 0.39657810
73 -0.982536674 36.31978914 -0.926727354 36.69330346 1.06402688 0.65640235
150 -1.199514073 37.90507181 -1.227393607 36.49563889 0.73685302 0.71533567
160 -1.757119826 37.92156057 -1.75964429 37.51723428 0.14532827 0.11369875
185 -1.045911004 41.27688327 -0.971245065 40.95417800 0.42713969 0.26152498
219 -0.840126166 37.18750110 -0.913300461 37.38778432 0.41677296 0.56588900
224 -1.747339483 38.66280181 -1.579937546 39.26406070 0.41153983 0.28838622
355 -1.133176106 37.55676408 -1.552499766 38.02962549 0.40223593 0.39877100
422 -1.226348552 41.04927992 -1.168428574 39.16133382 0.02903199 0.04554094
445 -0.961438717 36.01383358 -0.801389139 35.90842794 0.56069242 0.56030498
636 -1.007164487 37.27869267 -1.1553045 37.15910927 0.72103299 0.52664751
694 -1.109997066 38.87295279 -1.153027855 37.52188811 0.00290451 0.00866327
968 -0.882253604 38.32705802 -0.714848618 37.59802894 0.72083301 0.74926499
982 -0.898074407 37.01408656 -0.709242775 35.45408146 0.84203473 0.52262867
1063 -0.673134894 42.63590728 -0.628647558 43.48215606 0.83031399 0.58167658
1065 -0.478067045 43.56184964 -0.752302627 42.05365963 0.65429799 0.64231643
1129 -1.181947346 38.67955922 -1.2990433 37.02024117 0.28294225 0.35205028
1158 -1.270220272 37.74344452 -1.326197111 36.28732599 0.12870809 0.18370039
1314 -1.581115831 41.30969797 -1.617549271 40.52893862 0.21088444 0.25500259
1384 -1.338076987 39.83663682 -1.329615341 38.39094949 0.17474929 0.18296840
1466 -1.633010195 38.54013776 -1.474446073 38.03055663 0.46774599 0.28442260
1555 -1.047745642 34.17966404 -1.144814819 33.54981304 0.07390713 0.06294006
1572 -0.891397222 39.45990268 -1.028583276 38.89244124 0.33139094 0.23958100
1624 -1.057391075 46.37112006 -1.109545034 44.58413107 0.18640735 0.32529993
1721 -1.047561691 38.19921276 -0.647405874 38.11106926 0.76839876 0.63050850
1780 -1.66496277 38.12934712 -1.615597709 37.80925943 0.12164220 0.15734286
1807 -1.405334822 39.04761297 -1.408255753 38.66633162 0.11091070 0.06195824
1857 -1.340300138 35.01709354 -1.322808067 33.06764453 0.02256953 0.02441771
1894 -1.268393509 36.61407028 -1.229259674 37.23285622 0.51216872 0.36128195
1943 -0.990821719 39.47649375 -1.063456767 39.05722854 0.52755554 0.48796509
2123 -1.210164757 36.50737780 -1.235592045 36.34467757 0.05529910 0.07328047
2165 -1.405007878 35.54955730 -1.151418398 35.42628248 0.11124483 0.17121957
2175 -1.797105237 36.53165147 -1.704260279 36.31146059 0.01554667 0.04122039
2219 -0.677435265 40.99460476 -1.190516062 39.28964230 0.45878470 0.37167910
2225 -0.512359889 40.06830063 -0.653508368 39.04208812 0.83646211 0.61844787
2270 -1.196348523 37.05568820 -1.241650894 35.77944136 0.03903731 0.03524116
2704 -1.767853354 40.55946188 -1.673529314 40.71617363 0.17325577 0.09294772
2817 -1.138250712 36.31114309 -1.177493241 35.69647722 0.11414140 0.15318947
2947 -1.211355591 45.20016755 -1.183176156 43.71995332 0.08165371 0.01921397
3133 -1.011591928 37.42029168 -1.278677788 36.34106983 0.01092678 0.05541921
3196 -1.628245761 37.21657756 -1.393275661 37.67576949 0.30492469 0.26889946
3324 -1.210791848 36.90048133 -1.155204487 36.80015326 0.41661689 0.28667479
3456 -1.108551351 35.25099743 -1.084267071 34.77548354 0.46840793 0.41435565
3650 -1.440817649 34.50450764 -1.396914941 34.26010351 0.30314626 0.17984863
3685 -1.386457305 35.75585964 -1.395807575 36.47594679 0.23604861 0.26859999
3729 -1.44290962 38.71535951 -1.397358957 38.72335825 0.37297878 0.19530905
3733 -0.906505101 40.51821180 -0.902639032 40.19536607 0.61655569 0.41203290
3747 -1.235383434 37.26333374 -1.291421952 36.33072012 0.20907017 0.29767601
3970 -1.471499637 39.12112013 -1.360868179 37.78719195 0.14302662 0.01930113
3992 -1.664565685 38.02912457 -1.702675497 38.18884539 0.02239157 0.06901709
4010 -0.40346497 35.80896037 -0.53624232 34.33955245 0.97696623 1.01413854
4101 -1.416169308 40.19822952 -1.483430026 38.57452024 0.53369267 0.60727220
4152 -1.148967361 43.47785409 -1.217980048 41.91299804 0.59390267 0.38749794
4154 -1.477116312 45.71222322 -1.553172761 44.90318925 0.19025608 0.25357927
4174 -1.792831826 39.29609955 -1.686066422 40.60660812 0.08571463 0.15228189
4186 -1.042961057 37.16197388 -0.975796168 36.62422533 0.42295072 0.25311913
4193 -1.434281003 35.35128345 -1.456240816 35.39339264 0.01390253 0.11807692
4352 -1.3048084 43.01993602 -1.33042264 39.12002600 0.29575051 0.26457724
4631 -1.595307267 38.50239079 -1.486211917 37.39827593 0.21704068 0.16071902
4642 -1.530215575 35.63995122 -1.482193425 35.19452850 0.00523287 0.01776762
4760 -1.522551885 40.97053049 -1.637268119 39.92452541 0.07637619 0.13788065
4768 -1.584977216 37.01088830 -1.654439036 37.97518643 0.07684702 0.18085942
