sk-allel_v1.1.10_tajD sk-allel_v1.1.10_pi sk-allel_v1.1.10_thetaW sk-allel_v1.1.10_H12 sk-allel_v1.1.10_H2/H1 sk-allel_v1.1.10_ihs sk-allel_v1.1.10_nsl
-0.24115145983751715 0.0010249096341044528 0.0012208204728074113 0.8221595579114475 0.10626972110851471 NA -1.66761007531928
-0.33140902448389714 0.0010196009384688272 0.0012853892613867177 0.6539920664702232 0.1643450054912777 NA -1.66761007531928
0.5879050851867067 0.0020951340934054143 0.0015708020722350257 0.5216708299421837 0.2288339386293864 NA 0.6361536646570132
0.445008826693572 0.0018040950264528214 0.0014505084352802683 0.29045411057646364 0.5911831230969986 NA -1.2357065127696514
1.0437055982967802 0.0024372343672086085 0.0015955592788082951 0.14988999093569572 0.7316564417177915 NA -1.2199108701929702
1.2511418578605669 0.002214290215775857 0.0013442440810472816 0.14988999093569572 0.7316564417177915 NA -0.8696968723979942
2.0588111792858976 0.003208096162825882 0.001588652095783151 0.13134186913800577 0.7026148073143129 NA 0.23606183122399566
2.0588111792858976 0.003208096162825882 0.001588652095783151 0.13134186913800577 0.7026148073143129 NA -0.8086349333446505
1.773638893496489 0.003186014803909129 0.0017108561031510857 0.10281597047914053 0.6913308669133086 NA -0.7354174491622323
2.0042563977627754 0.0031651838170239335 0.001588652095783151 0.10494019671854078 0.6954012052013954 NA -0.32394618928131313
2.0042563977627754 0.0031651838170239335 0.001588652095783151 0.10494019671854078 0.6954012052013954 NA 2.7976825813547377
2.0042563977627754 0.0031651838170239335 0.001588652095783151 0.10494019671854078 0.6954012052013954 NA 1.7118956789839697
2.1258389940296807 0.00347894424101973 0.0017108561031510857 0.08641320149012734 0.647619913541572 NA 0.390078472255556
2.1258389940296807 0.00347894424101973 0.0017108561031510857 0.08641320149012734 0.647619913541572 NA -0.196515569162431
2.4077504878965037 0.003943654785291587 0.0018330601105190202 0.07516078828260106 0.6875578058106162 NA -0.06306592608334947
2.0755982492415317 0.00322130073501599 0.001588652095783151 0.08853290060753977 0.7325083060546445 NA -0.6088771981438619
2.576327846990795 0.004091426939499506 0.0018330601105190202 0.06259450367149595 0.7975195263152113 NA -1.5882985161136185
2.425221437725068 0.004189475312327059 0.001955264117886955 0.07704306500242956 0.7319429188550541 NA -1.6806405545053942
2.2226904472668156 0.004223947269843614 0.0020774681252548896 0.07629256877955834 0.7281997285787825 NA 0.22191499053970307
2.2226904472668156 0.004223947269843614 0.0020774681252548896 0.07629256877955834 0.7281997285787825 NA -0.964201049453632
1.6812573197561527 0.0033068227631848244 0.0018330601105190202 0.14345795661809904 0.39604546468046237 NA 2.0201128306535963
1.9137913682000731 0.0033025814529885197 0.0017108561031510857 0.1443985919644591 0.40347800097528735 NA 0.9619623869311118
1.9137913682000731 0.0033025814529885197 0.0017108561031510857 0.1443985919644591 0.40347800097528735 NA 1.7561956595361408
1.8007454600450081 0.003614183011884395 0.001955264117886955 0.13482272293309217 0.3940747794650137 NA -1.1402840456373848
1.8045712499770263 0.0040223326982752276 0.0021996721326228244 0.13349778523132086 0.3848351521116159 NA 0.9580901828421858
1.8045712499770263 0.0040223326982752276 0.0021996721326228244 0.13349778523132086 0.3848351521116159 NA -1.0656057158041659
1.8045712499770263 0.0040223326982752276 0.0021996721326228244 0.13349778523132086 0.3848351521116159 NA 1.1197435887942737
1.8045712499770263 0.0040223326982752276 0.0021996721326228244 0.13349778523132086 0.3848351521116159 NA 1.1593094962308024
1.440021908502484 0.0036541290549174715 0.0021996721326228244 0.0844715691709029 0.7093909626719056 NA -1.29036109883273
1.2159738874124508 0.003955152476481642 0.0025662841547266285 0.08940009597498615 0.6699402073385813 NA -1.1091151105710724
0.7239165103767358 0.0030850262719981257 0.0023218761399907595 0.12253007769547358 0.6582839446847135 NA -1.5328152832885977
0.7239165103767358 0.0030850262719981257 0.0023218761399907595 0.12253007769547358 0.6582839446847135 NA -1.5328152832885977
0.7239165103767358 0.0030850262719981257 0.0023218761399907595 0.12253007769547358 0.6582839446847135 NA -0.49295686252736426
0.7239165103767353 0.0030850262719981252 0.0023218761399907595 0.13336851074789063 0.613025142232491 NA 1.487088258479647
0.6158776678260577 0.0031204650431120606 0.0024440801473586938 0.13228049243014905 0.6077555542964348 NA 0.6530251751029291
0.3614399921656022 0.002564735258048514 0.0021996721326228244 0.20168076949001462 0.5736430879586799 NA -0.55853555216514
0.7444363187918533 0.002951570802137052 0.0021996721326228244 0.20143278380779248 0.5685391014975041 NA 0.9318367454672535
0.7444363187918533 0.002951570802137052 0.0021996721326228244 0.20143278380779248 0.5685391014975041 NA -1.0896825147851752
0.8102216283780584 0.0031760088110775898 0.0023218761399907595 0.197278394863628 0.5606096002418612 NA -0.6402491930693645
0.8102216283780584 0.0031760088110775898 0.0023218761399907595 0.197278394863628 0.5606096002418612 NA -0.12507266124831515
0.809915976108646 0.003333566747843698 0.0024440801473586938 0.1964413803094338 0.5572347133302252 NA -1.5735777156890924
0.809915976108646 0.003333566747843698 0.0024440801473586938 0.1964413803094338 0.5572347133302252 NA -1.1868946969248593
0.7061758133747926 0.0032196345778336103 0.0024440801473586938 0.1864937842615107 0.539423100113354 NA -0.7370789896211137
0.48605795503546184 0.0028342766547345155 0.0023218761399907595 0.22851654260675705 0.59105094500554 NA -0.7370789896211137
0.6057407153813242 0.0028114848914427776 0.0021996721326228244 0.22910154737029542 0.5929378206069166 NA 0.5585207556530908
0.6057407153813242 0.0028114848914427776 0.0021996721326228244 0.22910154737029542 0.5929378206069166 2.374110612585242 1.6500626837778771
0.6144183994027429 0.002820249561980022 0.0021996721326228244 0.11047485485543893 0.6997848165458258 2.3496022292821204 1.6095922270071779
0.3101049327599387 0.002240945211351664 0.001955264117886955 0.22687219129806674 0.48873270052894713 NA -1.3458992681359414
0.7246937959398072 0.002468314832401573 0.0018330601105190202 0.3060072896724275 0.43505533697442145 NA -0.5318528543186242
0.69419125969216 0.0021346972738024972 0.001588652095783151 0.3933968404712634 0.46229118681052245 NA -1.918642976985828
0.5463853088495644 0.002165291921665911 0.0017108561031510857 0.3255684807682827 0.5589579471564793 NA -1.4587617192741307
0.5463853088495644 0.002165291921665911 0.0017108561031510857 0.3255684807682827 0.5589579471564793 NA -1.7374646632185875
0.5463853088495644 0.002165291921665911 0.0017108561031510857 0.3255684807682827 0.5589579471564793 NA 1.4877487540465213
0.6257490503316373 0.0017793910143311586 0.0013442440810472816 0.20090763765720435 0.5447963390287537 NA -1.1174302746132325
0.6138108842556538 0.0016205258932940224 0.0012220400736793469 0.24592181760929727 0.5779514937928989 NA 0.8185583856686772
1.101785447684477 0.0017636278803121025 0.0010998360663114122 0.2982483055988426 0.5598010737152677 NA 0.33220006082059556
2.0007206327987697 0.0027355485460860284 0.0013442440810472816 0.2223053312394556 0.5906488695386495 NA -1.487742795999396
1.985300140749143 0.0027248251101949675 0.0013442440810472816 0.22962769954799206 0.5485042911837048 -1.3807501068977686 -1.7266991114622305
1.439408649140003 0.0023452112564406797 0.0013442440810472816 0.30090622921925253 0.14930961487575467 -1.5742854884232236 -1.9482370357890302
1.7962633731917355 0.0025933686267422046 0.0013442440810472816 0.23319607770150974 0.22406132006158824 -0.6122653023710014 -0.03575641904489697
1.759503440678219 0.002770546393890083 0.0014664480884152163 0.22421577671831946 0.21786987328019536 1.9295130069997826 2.202725795007062
1.759503440678219 0.002770546393890083 0.0014664480884152163 0.22421577671831946 0.21786987328019536 NA 0.6271215228122736
1.759503440678219 0.002770546393890083 0.0014664480884152163 0.22421577671831946 0.21786987328019536 NA -0.3101456320004622
1.759503440678219 0.002770546393890083 0.0014664480884152163 0.22421577671831946 0.21786987328019536 NA -0.49738020220645224
1.7129140630499542 0.00293601631483818 0.001588652095783151 0.15603782259516766 0.3707275157532939 NA -1.1752265501900083
1.7623828796264993 0.003377936101344661 0.0018330601105190202 0.09382611223842037 0.42981659504718017 NA -1.4651004546192334
0.9933944747797854 0.0030368012276608108 0.0020774681252548896 0.09343124659837083 0.4264925400845135 1.3497532175691558 1.0548958308961829
0.8779750334967741 0.002764089909117566 0.001955264117886955 0.10225460735264974 0.4735602486843182 NA -0.5770823549786493
0.3458731870258245 0.0019985233634208658 0.0017108561031510857 0.16652314013253397 0.6562363164808515 NA 0.387943781518485
0.3458731870258245 0.0019985233634208658 0.0017108561031510857 0.16652314013253397 0.6562363164808515 NA 0.387943781518485
0.7206187342347007 0.0024647426999993985 0.0018330601105190202 0.13382625308221555 0.691930406349464 0.5525682714776202 0.6279637264440279
0.7206187342347007 0.0024647426999993985 0.0018330601105190202 0.13382625308221555 0.691930406349464 NA -0.6095090769537553
0.9169527656766596 0.002799997758279528 0.001955264117886955 0.13200131990756622 0.6859177823093063 -1.3152696363127307 -1.7902408847492512
0.8775084205816123 0.0027636600465976704 0.001955264117886955 0.10551061408900722 0.7327474526928676 NA -1.375698918577462
