position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
64 -1.132246695 37.19594710 -0.956149552 36.12077595 0.09058142 0.11197602
89 -1.163943338 37.12363661 -1.085624177 36.73433988 0.24436586 0.22169742
93 -1.127358771 37.40651208 -1.159348467 37.68101238 0.16640585 0.30841025
136 -1.248426882 36.17897366 -1.316413645 36.59187008 0.28752783 0.16599020
150 -1.459875561 35.35844899 -1.424233606 34.16679889 0.25588640 0.26320972
194 -1.338840505 36.19760583 -1.478345592 35.22973662 0.24136143 0.28842257
221 -1.18516273 33.68987343 -1.209606365 33.61580640 0.05608289 0.11733091
223 -1.166379349 35.80765287 -1.166698269 35.46407178 0.08040828 0.08802051
241 -1.204012366 35.08600996 -1.175007956 35.34252860 0.06362395 0.09367441
258 -1.469699958 34.72671029 -1.557299999 34.31165456 0.10753427 0.19465093
327 -1.452156782 34.55856634 -1.446181119 33.41533495 0.06992438 0.19783047
344 -1.058885069 37.79346094 -1.166905545 37.09093967 0.01164629 0.04187845
431 -1.710895004 40.82261142 -1.779310765 40.00174366 0.12514460 0.14487534
471 -1.09447224 34.45592742 -1.115822578 33.88915070 0.10056326 0.06831628
509 -1.171587667 38.37493372 -1.155653887 36.26444409 0.01265591 0.00137161
555 -1.106804904 38.38102863 -1.131665476 37.10379898 0.13568601 0.08788203
571 -1.187940309 40.72066092 -1.192402988 39.01283624 0.00655760 0.01328044
680 -1.289899617 36.55680662 -1.316358105 36.29733900 0.09244236 0.04176526
856 -1.512122421 36.70516235 -1.573857421 35.90112812 0.04875887 0.02662069
900 -1.401059038 40.43739971 -1.233094086 39.92266592 0.37024485 0.37329621
979 -1.162998512 36.44660520 -1.043732972 34.78605236 0.00556282 0.02956133
1002 -1.080638262 38.56449532 -1.131567681 37.42721655 0.09354876 0.10616126
1142 -1.21014695 39.35631161 -1.271929497 39.42798141 0.08502829 0.14479166
1152 -1.340695961 39.85488767 -1.381756087 38.89636829 0.15186370 0.21577876
1259 -1.056235559 32.48196536 -1.122563857 31.46424463 0.22799168 0.23890911
1317 -1.176416295 32.96435014 -1.189637023 33.07731001 0.03970941 0.05570882
1353 -0.775836786 38.62288711 -0.924236011 38.16981652 0.47120195 0.32729130
1367 -0.692679057 33.70122634 -0.601871367 33.36417291 1.11312993 0.86480520
1391 -0.670939361 38.16194887 -0.923321783 38.68272356 0.64782589 0.56691325
1441 -1.153100646 39.70850684 -1.102811444 40.04150442 0.01702938 0.03223723
1467 -1.134506479 39.10255619 -1.118585029 40.56322794 0.05286882 0.01369438
1476 -1.174265354 36.35268413 -1.145639161 35.64751558 0.29503647 0.26267841
1485 -1.170364123 38.84954697 -1.186139627 39.25200526 0.01910912 0.02562960
1527 -0.775022647 35.33553676 -1.041873058 34.86963009 0.41226296 0.48553004
1569 -1.50120325 37.25044557 -1.552161148 35.95752019 0.16005911 0.12929222
1570 -1.293341597 39.92103844 -1.293809543 38.82625367 0.00829568 0.00095012
1673 -1.277602474 34.99132970 -1.401609606 33.38867744 0.30327402 0.31798852
1749 -1.124631152 41.42502164 -1.097735636 40.80983607 0.21036128 0.11106884
1759 -1.643865289 39.84245952 -1.748469189 38.63683519 0.13720000 0.13177075
1845 -1.509438656 41.26979073 -1.541421866 40.84839628 0.32516341 0.41379220
1975 -1.62998678 38.98889085 -1.583385132 39.26991273 0.03415040 0.01085504
2019 0.030504666 38.11179366 -0.09880226 37.42405673 1.74156401 1.53328680
2062 -1.178550473 34.38073442 -1.192151608 32.69951305 0.46736070 0.53238702
2128 -1.718693153 35.71462141 -1.571009408 36.79179110 0.07263913 0.06395196
2157 -1.233528029 36.04256622 -1.264787121 34.56322149 0.22303908 0.19541567
2197 -1.386251167 32.81179779 -1.357035587 33.26047791 0.00995142 0.02143585
2361 -0.399253371 34.70945608 -0.464781004 33.94707110 0.92309749 0.69865581
2459 -1.052020786 39.05064026 -0.894693658 38.47290263 0.55278685 0.28857460
2630 -1.188528277 31.80171329 -1.212337055 31.57626816 0.00856260 0.09859248
2648 -1.109009865 32.18538985 -1.145341612 31.72308701 0.29341255 0.23373205
2667 -1.200812932 32.39544747 -1.150418245 32.71424196 0.26081165 0.25740390
2817 -1.433565606 34.81489892 -1.418927841 33.65768358 0.19810509 0.22005873
2864 -0.975399895 36.58993361 -0.956464772 36.25054898 0.25462928 0.23972505
3036 -1.320658266 46.34011480 -1.251777769 46.42450965 0.42583026 0.46176132
3046 -1.447263013 34.83501278 -1.450329997 32.05832250 0.04850283 0.07134662
3059 -1.442258599 39.28803520 -1.556532865 38.72104572 0.22843814 0.14529143
3121 -1.142295572 39.68676653 -1.081995737 40.81401914 0.06198681 0.04331188
3388 -1.091766031 37.08354660 -1.153343029 36.32925964 0.08675001 0.10963682
