"position_index" "position" "RDAvegan_v2.5.2_ALL_loading_RDA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA2_envi" "RDAvegan_v2.5.2_ALL_loading_PCA3_envi" "RDAvegan_v2.5.2_PRUNED_loading_RDA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA2_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA3_envi"
1 7 0.0400852448049597 0.0149747159657573 -0.0233549237532091 -0.00171823538117175 0.0475686028463571 0.00412639977747593 -0.0139542296833785 -0.0292980223013307
2 15 0.0112199303057105 -0.0196523705734701 0.0139543650241065 0.0412484105353093 0.0133145353426698 0.0466807594762666 0.032673122008897 -0.049601005504693
3 35 -0.013622540537316 -0.0164649207307504 -0.020234060025534 0.00232572319215692 -0.0161656795095128 0.0469088090585326 0.0191886211947157 0.0188852622796527
4 220 -0.0351839670353155 0.0233788766294995 -0.00619012320213268 0.00207072875002719 -0.0417523246422517 -0.0263018796820187 0.073335161663266 -0.0105791962488856
5 240 -0.0170841190828632 -0.0159398923649822 -0.0335102514570736 0.0254810161933537 -0.020273486655403 0.0147686748308667 -0.091008518517511 -0.0151887136733913
6 261 -0.0178007060755856 0.0196659169484607 0.00691968179590528 -0.0335570753150049 NA NA NA NA
7 279 0.00506854114317387 -0.0494240018071864 0.031725504093955 0.000155671618397038 NA NA NA NA
8 495 -0.0370761077512468 0.0294453060290625 -0.0296593670946594 0.0163733429745984 -0.0439977017300913 0.0232282566864334 0.027548897995783 -0.00472828220013087
9 540 -0.00214570869361957 0.0250121527897189 -0.0273527059223592 0.0214490132779485 -0.00254628268250079 0.070439847938673 0.0371643224808543 -0.0225975288046569
10 582 -0.00866110506735586 -0.0627310614835825 0.060758624844783 -0.00329406345046162 NA NA NA NA
11 620 0.0211947817376382 -0.0263799576373729 0.0178317299540947 -0.0335301611829334 0.0251515528917847 -0.0875269703645546 -0.0230291139960345 0.158068348745443
12 721 0.0107026165910055 0.0131346585533342 -0.024623570162564 0.0486385602210669 NA NA NA NA
13 737 0.0186809048228969 0.0211268106661059 -0.013034790026889 0.0694571682450417 0.0221683700986226 0.0138734724281361 0.0206233483057344 -0.0798899385802144
14 844 -0.00257984154818004 -0.00809941060255598 -0.0162603387396103 -0.00678962552600295 NA NA NA NA
15 885 0.0331208106077644 -0.00122158746416659 0.0023342060648283 -0.00529419458506153 0.039304005586462 -0.015324305378367 0.0127212539339407 0.0131550081085881
16 891 0.0166763593821749 0.035224742248365 0.0148664145296465 -0.0163546689733981 0.0197896038862405 -0.0183179663405266 -0.0703566935688287 0.0186326202275854
17 912 0.0585334225978702 0.0294536333811497 -0.0313806616252438 0.0185244210669312 0.0694607990132364 -0.0539046344450683 0.02049507105341 -0.0163763602038801
18 916 0.0310682874781546 -0.0217294095995555 -0.0156390965895096 0.00159890410416152 0.0368683049175408 -0.0230007184860812 -0.0189103413317161 0.0171164103944749
19 1004 0.00764890095438285 0.014641864496186 -0.0115788153981718 0.053209535952213 NA NA NA NA
20 1037 0.029023157566242 -0.0117669652636214 -0.0398856239588703 -0.0182105310050903 0.0344413776772996 -0.0756867628983564 0.10704751653107 0.0444803770641976
21 1042 0.0290231575662424 -0.0117669652636284 -0.0398856239588785 -0.0182105310050909 NA NA NA NA
22 1094 -0.000333137586174096 -0.0509702063121394 0.0184374269685755 0.0341779570754975 -0.000395329743076321 0.000833133198567355 0.0421087195673197 0.0594272046876393
