"position" "RDAvegan_v2.5.2_PRUNED_loading_RDA1" "RDAvegan_v2.5.2_PRUNED_loading_RDA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA1" "RDAvegan_v2.5.2_PRUNED_loading_PCA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA3" "RDAvegan_v2.5.2_ALL_loading_RDA1" "RDAvegan_v2.5.2_ALL_loading_RDA2" "RDAvegan_v2.5.2_ALL_loading_PCA1" "RDAvegan_v2.5.2_ALL_loading_PCA2" "RDAvegan_v2.5.2_ALL_loading_PCA3"
"1" 17 -0.0459477163093323 -0.00954631120953277 0.0244102517467311 -0.0579395928870058 0.00987265070442098 -0.038676228724747 -0.00783760521740898 0.0239013277164182 0.00429256284552119 0.00906215567185273
"2" 266 NA NA NA NA NA -0.00553738450220471 0.0535181220641124 -0.032219882479162 -0.0504876555083638 -0.00181945973596993
"3" 314 0.0134125046425235 0.0139610743032607 0.0248266224615344 0.00948011812697894 -0.0244204880046632 0.0113360480941422 0.0116842842145519 0.00759391105957998 -0.00755907718466912 -0.0298482623002061
"4" 322 NA NA NA NA NA -0.00408983145511891 0.0290309843230971 0.0108355043132877 -0.0151039245533075 -0.075448969898296
"5" 331 NA NA NA NA NA 0.00408983145512775 -0.0290309843230998 -0.0108355043132873 0.0151039245533099 0.0754489698982968
"6" 391 NA NA NA NA NA 0.0286327228796164 0.0117276581079869 -0.000660205184298682 -0.00329132398492467 -0.0968585879312887
"7" 452 NA NA NA NA NA -0.0293108924797168 -0.0701051697651569 0.0121827095043067 0.0277469589291947 -0.0465321197946162
"8" 479 -0.149816571770116 -0.000676789156861755 0.0327606328353054 -0.0390503147439322 -0.0870903132428939 -0.125981493832758 4.9616176018454e-05 0.00795882424222271 0.0769222344676902 0.0162411531762705
"9" 500 NA NA NA NA NA 0.023033387148782 -0.0429871701647786 -0.0298159975611516 -0.00873191226645845 0.0638193903621309
"10" 551 -0.00237106320155231 0.0448881145309508 0.0202775288956665 0.0728507280883454 0.0260246205181642 -0.0018084136446368 0.0377555914872994 0.0162965922373037 -0.0155904935103811 -0.0537346565784612
"11" 674 0.0413546125722625 0.0417847146116157 -0.0134926846134408 0.0969263432064652 0.0288209680243467 0.0349470903755323 0.0349654049260862 0.00345922136358067 -0.0436300094896403 -0.0393156673135225
"12" 699 NA NA NA NA NA -0.00256134025733314 -0.0370701943539155 -0.0175346305079324 -0.00974358306926916 -0.0343894412662391
"13" 793 NA NA NA NA NA 0.0459977104872107 -0.00653933603093166 -0.00774184721854439 -0.0368403998975257 -0.0776471903663823
"14" 801 0.0314455228558597 -0.000689237187286537 -0.0313432221357362 0.0253978660060207 0.0647129899389113 0.0264392621029758 -0.000709435155991021 -0.0072257735841172 -0.0409750985594907 -0.0132957327524026
"15" 811 NA NA NA NA NA 0.0299170083254876 0.0275673390190621 0.0331833450779676 -0.00453379067822184 -0.0928352667856683
"16" 943 NA NA NA NA NA -0.0039564940055633 0.013784598159585 -0.0167721125380172 -0.0195525351190191 -0.0368590862257392
"17" 951 NA NA NA NA NA 0.109997799315838 -0.0464322664287406 0.00481509848328199 -0.0451574020853412 0.0398071715861238
"18" 1096 0.0278564874858696 -0.0124440298127066 0.039781362495209 -0.0242555151365773 0.0111265651621953 0.0233727460783651 -0.0105790567750708 0.00202277428024435 -0.00245720458775523 -0.0312199549203297
"19" 1139 0.029457736330049 -0.0214211665996328 0.00970820232070093 0.0548117593326694 0.0216507920256696 0.0246821400888815 -0.0181344207838507 0.0232306058918976 -0.0338745251158579 -0.0202721585713557
"20" 1206 NA NA NA NA NA 0.0598343954503563 -0.043722388316758 -0.0360047123595749 0.00985594615832763 -0.0243086336240827
"21" 1256 -0.0803112743760291 -0.0099369432068189 -0.00765958284278807 0.0424301187146287 -0.0300966924797277 -0.0675736862731412 -0.00802416620964011 0.0333583275455379 0.0016867899444824 0.000876996432923432
"22" 1352 -0.15085065582992 -0.0624956853245532 -0.125129837659726 0.00657815490084316 -0.011540845096325 -0.127106343247127 -0.0519287744726712 0.0193965891564924 0.00106966918735085 0.0839575004845647
"23" 1392 NA NA NA NA NA 0.0124237128646391 0.012007665149351 -0.0247753595110834 -0.0238325943508023 -0.0320578138824988
"24" 1395 NA NA NA NA NA 0.00263037883545731 0.0514210308441893 -0.0100184449518427 -0.0437051500436123 0.0431883349977742
"25" 1411 -0.0161306573754144 -0.063884189604319 0.0682449683258204 -0.0398701229849488 -0.0292234334656833 -0.0138278800351607 -0.0536527210766462 0.0286185701393725 0.0569949067569507 -0.0105002779545355
"26" 1488 -0.116395582737085 -0.00851841729020287 0.0591009087167799 -0.0642963288436465 -0.029664408181353 -0.0979106275870666 -0.00668232471661073 -0.019479103090529 0.0535595992136923 -0.000500661325780325
"27" 1651 0.0355382901083955 0.0349361445672698 0.0797949444268659 0.124686479707814 0.0672386823914577 0.0300279411336576 0.0292305568775258 0.0248321509343644 -0.0218281760693272 -0.0778433007494009
"28" 1693 0.0628306427561706 -0.0335172099858992 0.0488366213731765 0.0529153012170488 0.0285714754114446 0.052695004264266 -0.0284436424924053 0.0198546954864206 -0.01871230695483 -0.0531711222798894
"29" 1764 NA NA NA NA NA 0.074012385483474 -0.0165549979764484 -0.00221332859737427 -0.0127778383302337 -0.0934572056186682
"30" 1846 0.0606548204161355 -0.0191488159920053 0.135378287992965 -0.0422480375730399 -0.0150639857639058 0.0509247243324461 -0.0163524714011682 0.00425910862259014 0.046267522094987 -0.074498424193011
"31" 1853 NA NA NA NA NA 0.0276113195746626 -0.0246986612659376 0.00663563676509895 -0.0094808088353092 -0.0999800012657837
"32" 1865 0.0212124376500393 0.037326181330367 0.048856546920856 -0.0791424130816712 -0.0319135249146698 0.0179913989160094 0.0312994695041076 0.0228465598739411 0.0158126660517625 -0.0249571808870735
"33" 2033 -0.0377510166731073 0.0151693410125312 -0.0929485849964336 -0.111331001868607 0.0167354411523681 -0.0316816647515341 0.0129115964050267 -0.0461432375423806 0.0182528041499495 0.0964816359932846
"34" 2034 NA NA NA NA NA -0.0711337572410136 0.00796155396451741 0.0182590256373291 0.0204183281071507 0.0356631878106145
"35" 2050 -0.0320857391400687 0.00270282254956811 -0.0284322456568707 0.132135025886909 0.00307612110004419 -0.0269692953976862 0.0024052754410011 0.0123110004527284 -0.0376712302015012 -0.025429398049369
"36" 2114 0.0490084396944664 -0.0093507791794804 -0.0273002125735398 0.0490787451369573 -0.0428261167464193 0.0411719069949751 -0.00806533901321031 0.00256705499053942 -0.0440235951276984 -0.0237247746213967
"37" 2120 NA NA NA NA NA 0.02733693186689 -0.00464585061163209 0.0358978819758861 -0.0511900219882749 -0.0768098429381737
"38" 2128 -0.0990741736335585 0.0126302513099288 -0.0408078912012295 -0.0551095355109681 0.0687519062819033 -0.0832579517513246 0.011029765723442 -0.0189299182449807 -0.0190378725807613 0.0353359038724809
"39" 2244 NA NA NA NA NA 0.0231178155499105 -0.0162240561186545 0.0280730493059742 -0.0413241236684972 -0.0742002506630352
"40" 2306 NA NA NA NA NA -0.0292953643819628 0.0077656921498488 -0.136570767016147 0.0210747637018864 0.0199579726562101
"41" 2413 NA NA NA NA NA 0.0258676128627596 -0.0145217217569842 0.0311639548481567 -0.0486580623705286 -0.0708382816120432
"42" 2553 NA NA NA NA NA -0.0467408444335096 0.0279890284271591 -0.0259641335953109 0.0646579392074209 0.0431862815300434
"43" 2738 NA NA NA NA NA 0.104144893219315 -0.00599868594468845 0.0148195170838139 -0.00749857415257616 0.129527978923378
"44" 2754 0.0619026250760289 -0.0350162037454168 -0.00871413718843863 0.13948396690549 -0.0381557530861812 0.0519084563265586 -0.0297002932022794 0.0250179745537571 -0.0605287199213753 -0.0397431540736553
"45" 2797 NA NA NA NA NA -0.0673959760279552 -0.0164240504771309 -0.0681828825385769 0.0195989604598657 0.0383500789811696
"46" 2814 NA NA NA NA NA -0.0326324760314555 0.0335438660602452 0.00496872917988904 0.0464839192726757 -0.0209063198556194
