position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
36 -1.164079507 32.16188959 -1.132893033 31.66241019 0.02763434 0.02541679
122 -1.032988887 33.31818468 -1.073559762 32.38053674 0.17662483 0.15062635
128 -1.125587527 35.02092995 -1.144945391 32.39981601 0.01113184 0.04127055
131 -1.520382398 35.09616961 -1.484122672 34.69238492 0.44224581 0.42036984
225 -1.287514567 39.19283287 -1.404626523 39.57737385 0.19387324 0.16587543
258 -1.224130257 40.91825114 -1.163381431 39.72961497 0.04459546 0.01751071
286 -1.027404889 43.35252733 -1.236965094 44.07620363 0.02039206 0.05005329
324 -1.256325638 44.13243001 -1.254784695 43.05775506 0.00112612 0.06244673
379 -1.736495333 41.93897744 -1.618601102 42.96139692 0.00108295 0.00183185
419 -1.232423521 44.71842578 -1.226131067 43.65769461 0.09396240 0.00734735
460 -1.186053605 43.46820996 -1.241771139 42.46745115 0.05073556 0.07131264
462 -1.299062394 42.09197163 -1.304022764 42.70138106 0.02491052 0.05907507
531 -1.292210742 36.27504579 -1.216796118 35.02179237 0.02733208 0.00983872
532 -1.235299748 45.87822863 -1.225678173 44.88307545 0.12095100 0.14641029
823 -1.612329449 45.22879338 -1.473131603 44.85553722 0.26198108 0.26494411
888 -1.225208386 37.19358928 -1.231465408 34.82207385 0.16647762 0.10363384
905 -1.187037185 32.41665459 -1.142967979 31.91685514 0.01948372 0.00355599
946 -1.155873027 40.41199255 -1.194051078 38.85242807 0.01811984 0.00635357
979 -1.264955015 36.23654358 -1.251942012 35.32710949 0.19796940 0.15157210
1021 -1.186040677 34.55931168 -1.103224124 34.17733204 0.20451281 0.16070217
1025 -1.188862295 36.11544798 -1.186491534 34.88434181 0.28221819 0.15268954
1043 -1.389716933 39.16223520 -1.416708629 38.41254460 0.20154313 0.13876371
1126 -1.661512383 35.53355636 -1.660070909 35.60648603 0.08776289 0.10347777
1128 -1.288316901 37.59002645 -1.227464678 38.79167267 0.70130469 0.56210169
1163 -1.355202701 43.71894813 -1.295479327 42.82337894 0.00026804 0.08714404
1236 -1.340335661 36.91779921 -1.320488793 35.65737847 0.20973189 0.19692683
1256 -1.919013808 37.34852888 -1.939959867 36.71330492 0.10164128 0.04552666
1316 -1.137214475 37.33992062 -0.97776513 36.42367670 0.75608479 0.64142663
1396 -1.259179682 33.90758919 -1.214997476 33.04455822 0.05007818 0.12213722
1438 -1.209966775 41.90474069 -1.185921641 41.67885585 0.06251610 0.08832710
1467 -1.606963038 38.11621955 -1.560728644 38.65608295 0.25329623 0.22993156
1513 -1.052777154 36.61938641 -1.292012074 36.93421085 0.73135020 0.47013147
1527 -1.19999403 36.72344651 0.331965281 37.21692496 0.62920518 0.39262918
1530 -1.213463187 40.78358844 -1.237891723 41.40659149 0.02082155 0.07645646
1627 -1.364263121 39.33462730 -1.493468627 40.36234533 0.48053476 0.55046844
1779 -1.419708888 35.59590778 -1.414863537 35.13621350 0.12894237 0.03129164
1783 -1.527624623 36.87155535 -1.484853113 34.90548029 0.23798141 0.17776559
1909 -1.464601652 39.72319000 -1.353517848 39.13174285 0.09261694 0.10129353
2002 -1.698677888 37.65238195 -1.455965846 38.38003081 0.51871503 0.40116620
2006 -1.347111786 35.41038485 -1.233643464 34.66614519 0.26278956 0.28416291
2054 -1.049444169 38.59748361 -1.160876917 38.68177831 0.71587697 0.59146224
2074 -1.20472129 40.90568088 -1.261783876 39.69223917 0.35902746 0.23589158
2110 -1.265428357 41.34145563 -1.263870772 39.16334546 0.19285108 0.11721825
2194 -0.6196409 39.04700762 -1.829079647 37.60896541 0.14066771 0.11849652
2251 -1.136824204 37.98016183 -1.143222653 36.70921437 0.22189821 0.19613816
2435 -0.963332687 40.51614908 -0.891045232 39.88540263 0.74724435 0.74638794
2461 -1.601478018 40.74908347 -1.572370841 41.53213810 0.26816071 0.30460038
2508 -0.780954888 37.59578739 -1.05912931 38.14210451 0.95773982 0.73946072
2556 -1.53655425 41.26429695 -1.673231978 39.77360211 0.22317069 0.23260312
2661 -1.335493265 41.54848983 -1.262437298 40.77677830 0.48289370 0.34334767
2707 -1.674673684 36.97214422 -1.615328901 37.51543164 0.08973205 0.03459487
2870 0.17744733 43.93214484 0.497390122 43.60300500 1.70415976 1.12124691
2886 -1.679378766 39.62161877 -1.050819653 39.38595625 0.30875066 0.30700745
2909 -1.141047914 38.81098202 -1.364688231 38.91174186 0.55530127 0.48009630
2910 -1.663099025 35.36898147 -1.468000566 37.16491372 0.22562977 0.15080655
2935 -1.444337557 38.93814130 -1.421897849 37.93922518 0.00638570 0.04131507
2957 -1.631791343 39.04676095 -1.595889568 38.95435230 0.03770410 0.02297934
2975 -1.200733712 35.57913550 -1.273227693 35.52180508 0.31495555 0.27734493
3184 -1.095797434 32.18696496 -0.983076444 32.07269561 0.36778556 0.26474030
3343 -0.87480659 40.03892298 0.032191398 37.51185516 1.12780656 0.82852068
3361 -1.74049206 38.54441427 -1.776482631 37.96348731 0.00591096 0.02001302
3544 -1.100408768 32.73502434 -1.104847336 33.23032648 0.27294071 0.27035902
3594 -1.225647489 42.30018837 -1.189580249 39.54771409 0.38902204 0.37274365
3603 -1.286564576 36.46425669 -1.261695974 35.33671076 0.27729336 0.33004463
3794 -1.726658375 41.23956943 -1.690341603 41.15614902 0.12658358 0.05762502
3801 -1.742242962 40.99104830 -1.733243156 40.41712927 0.15254945 0.02057645
3855 -1.60040787 39.37193295 -1.548043618 39.30563138 0.23710402 0.26049234
3972 -1.470432904 38.00820849 -1.540258171 38.27006471 0.22686984 0.04433385
4055 -1.4377765 38.09234731 -1.07109586 39.44134552 0.76022453 0.71966221
4140 -0.703886203 37.16300056 -0.336097167 36.87510712 0.65076534 0.58979494
4201 -0.983876314 35.40284304 -0.986687449 33.43909228 0.36007007 0.28154881
4408 -1.403374797 40.11350301 -1.374235318 38.44971656 0.33097339 0.21927509
4409 -1.600461702 43.82070524 -1.542520877 42.11264503 0.07465717 0.05338451
4446 -0.995681141 37.95474981 -1.065424212 37.73832362 0.28240809 0.31652677
4466 -1.662188252 37.08813334 -1.545473013 38.34906982 0.21288726 0.20981394
4556 -1.166903626 38.93754236 -0.944856548 40.00409884 1.03998774 0.72905935
4650 -1.104099219 36.92370234 -1.109825041 36.15526225 0.09976302 0.09171436
4990 -1.323486538 37.44551141 -1.341128275 37.44777215 0.42875117 0.34477442
5021 -1.539584664 34.16972621 -1.54165058 33.81123870 0.09264921 0.08317190
5041 -1.588868824 35.59361881 -1.437885208 35.26278085 0.12472805 0.00249353
5060 -1.106104119 38.68454468 -1.210540877 37.54342895 0.52735871 0.50238473
5185 -0.540256229 41.37732403 -0.547001126 40.26843644 0.73437158 0.66692529
5196 -1.698783405 40.27762247 -1.423545643 39.36566387 0.35016764 0.27947200
5227 -1.128816939 37.66659256 -0.902129847 37.22303031 0.84873685 0.60646827
5520 -0.411399856 38.25963204 -0.098686235 37.56948585 1.22585995 0.84813418
5567 0.074087501 34.20531646 0.499456568 33.86595261 1.94255097 1.52675141
5664 -1.234799647 37.87729507 -1.236529083 37.35270122 0.41376396 0.29648981
5678 -1.504407824 40.43551082 -1.664024557 39.81142132 0.12523192 0.19595402
5718 -1.357154125 43.49421942 -1.488395042 42.05618400 0.31036348 0.33092265
5748 -1.687693718 39.70983158 -1.647447417 39.56796050 0.16359986 0.15526285
5945 -1.557380071 41.63393705 -1.569902967 41.06623531 0.19306525 0.15006000
6019 0.262385502 43.33611990 0.152108814 42.07985523 1.93198731 1.37276209
6081 -0.869936352 41.19451114 -0.769282496 38.99797779 0.53062912 0.44739697
6104 -0.930685125 47.67975421 -0.776711768 46.85140851 0.54544422 0.49686493
6110 -1.526039498 38.57963983 -1.490895855 38.47785914 0.04053663 0.02863600
6166 -1.273534574 41.57703357 -1.219030173 40.69251966 0.14514556 0.14074700
6183 -1.426093597 35.21990519 -1.513745107 34.43681473 0.05762297 0.13380566
6376 -0.733170047 36.37207425 -1.219122244 35.72468879 0.31483592 0.27431733
6395 -1.292664066 39.04410392 -1.290104337 40.27727056 0.00231747 0.09432435
6399 -1.025214035 38.02617050 -0.966643614 37.65865479 0.40393793 0.20071915
6422 -1.74060936 36.39570549 -1.75130922 37.74432424 0.05681655 0.05501895
