pos	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
16	-11.32614280	-11.32164001	36.01072474	-10.66843824	-10.67011961	33.55920586
21	-11.32264361	-11.32200103	34.73893937	-11.19088203	-11.18855784	33.87759419
181	-8.48116917	-8.47775314	41.86801491	-7.62018582	-7.62111759	42.32594116
183	-16.33563101	-16.33736896	33.59749244	-16.81610744	-16.81791057	34.08732949
272	-7.48593705	-7.44521903	38.25224982	-10.12100006	-10.16166417	39.33822727
682	-9.85582335	-9.83244178	39.37127931	-8.79228434	-8.76439981	39.87830435
789	-11.43232519	-11.43294968	43.88462759	-11.11232765	-11.11462508	44.19879563
872	-11.85453602	-11.86032047	39.15103187	-12.57555967	-12.57748671	38.23575256
924	-11.04602353	-11.05294685	40.19295037	-11.80983601	-11.81175951	39.63518426
943	-16.79268516	-16.79198856	38.59228003	-16.25230569	-16.25399535	38.02816845
988	-8.28367114	-8.28861608	51.41380060	-7.68342753	-7.68192115	51.11698349
989	-8.87311869	-8.85368838	43.77916475	-10.37763416	-10.37690122	43.87221421
1040	-16.01621249	-16.01234207	39.04629030	-16.59073575	-16.59083880	39.52126178
1058	-11.66591853	-11.65970961	42.58492928	-11.32627005	-11.31768921	41.73721839
1060	-13.36701975	-13.38367885	36.24418622	-12.41943678	-12.43896198	37.05556761
1156	-12.52733664	-12.53059108	44.95771359	-12.49837807	-12.49793092	42.71629670
1363	-9.94396726	-9.91836807	41.83173764	-7.94610344	-7.94750356	41.83273283
1499	4.86244291	4.90107878	35.93695160	0.28854940	0.31750714	35.85108560
1560	-5.55424833	-5.51120368	34.71246636	-4.83849718	-4.79241997	34.57913045
1633	-10.91292910	-10.95540278	39.46073129	-11.31489366	-11.32901550	38.61501264
1641	-15.98776717	-15.99132386	35.95477176	-16.16603616	-16.16840053	37.06467350
1780	-9.19359014	-9.15502208	37.34133901	-6.78272159	-6.73362371	37.42851918
1853	-11.68056642	-11.67900116	35.56438312	-11.52548412	-11.52022508	35.30524615
1944	-12.94696100	-12.97432700	40.06938319	-11.68670670	-11.72395641	40.67728485
2057	-11.99402934	-11.99195055	38.54815662	-10.85315496	-10.85399201	37.65333901
2191	-15.36860626	-15.35211207	38.47719279	-14.84743881	-14.82205860	39.93515925
2405	-7.56441904	-7.57240753	34.00034246	-9.37397696	-9.36849652	32.48831582
2496	-9.83329340	-9.82749120	41.36684435	-8.77299191	-8.77785831	42.72986339
2600	-17.45371840	-17.45586097	37.05697448	-16.69909145	-16.70528366	37.22651261
2686	-12.50953674	-12.51053635	37.33322523	-12.22949320	-12.22778431	37.32029630
2707	-17.18377707	-17.18319132	38.51953306	-16.71126139	-16.71518273	37.37842712
2816	-17.41629168	-17.42103558	37.03031718	-16.15267456	-16.13648821	36.11920262
2969	-10.08491863	-10.03329675	38.78948617	-12.55052100	-12.51931125	37.91033858
3043	-8.02560470	-7.98578126	38.25848081	-7.82341362	-7.76401259	37.24700411
3045	-16.05202347	-16.04841926	37.90416514	-16.86292524	-16.86081523	38.54467395
3053	-13.65124085	-13.64145731	40.12219034	-13.70080250	-13.69524884	38.26921994
3217	-11.73334299	-11.73050826	36.18889085	-11.26486237	-11.26218144	35.32233659
3288	-15.88330749	-15.90529272	38.72355074	-14.78408036	-14.79687200	39.01416251
3332	-13.29914290	-13.29857548	41.39848341	-12.81198890	-12.81284910	41.42560199
3389	-9.98614098	-9.98377110	35.00837585	-10.14223295	-10.13939535	33.99291582
3422	-10.86050402	-10.83346410	34.87330319	-10.61323784	-10.59816651	35.01266853
3492	-11.32157935	-11.33287912	40.86436594	-12.38891761	-12.38678690	40.66085632
3503	-17.50213086	-17.50337618	38.51295757	-17.33860226	-17.34324276	41.66839187
3525	-15.13984510	-15.13849050	32.98572609	-15.17080943	-15.16704796	33.34010320
3539	-10.09055148	-10.12719787	42.00236283	-10.65458495	-10.68098901	41.38263404
3628	-10.00919179	-10.03879791	40.98194166	-9.99118364	-10.03446171	41.30793628
3629	-17.74305532	-17.74545394	38.59066542	-17.03045333	-17.04983233	37.76140557
