"position_index" "position" "RDAvegan_v2.5.2_ALL_loading_RDA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA2_envi" "RDAvegan_v2.5.2_ALL_loading_PCA3_envi" "RDAvegan_v2.5.2_PRUNED_loading_RDA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA2_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA3_envi"
1 59 0.0236026718123005 -0.0271178139314861 -0.0657268290250109 -0.00644310362032616 0.0278183720131438 -0.0868984342469943 -0.00382992514701919 -0.0942059801894059
2 89 0.00780822145635942 0.00738094617472895 -0.0146022019784302 -0.0454560560977538 NA NA NA NA
3 130 -0.0220508425446265 0.000384207583443733 -0.0214347500704891 -0.0339218311807358 -0.0259893687455327 -0.00514467377607831 0.042894023441269 0.0784299716747453
4 132 0.0180489646853419 0.00756243427440316 0.039423747350567 0.00988796709132187 0.0212727109058586 0.0362142475213209 -0.132022658204978 0.0540585049729042
5 185 0.086497947297096 0.0160296363016437 0.00490572085874437 -0.0110501985824561 0.101947444569808 0.00703070026479673 -0.00481286723747138 0.0115058879959734
6 229 0.0131190701875949 -0.00716932616142388 -0.0476016989761413 0.00804882932218565 0.0154622823147869 -0.0494472058566061 0.0290458364949686 0.00253027938704203
7 253 0.0341649586962912 -0.00486838085131653 0.0526173705064964 -0.023615631806906 0.0402672010349183 0.0681780182992994 -0.00626508196534787 -0.0263494785879583
8 266 0.0143993013989555 0.0199460090543059 0.0454220878638496 0.00592197522070324 NA NA NA NA
9 304 -0.0768560182366713 -0.00735535276591162 -0.164871929304472 -0.00243745716184314 NA NA NA NA
10 329 0.0240465916390689 0.0481901967053875 0.00664525833958454 0.0212153201166425 0.0283415808677704 0.0228227956009318 0.0212818458488473 0.00224551462852284
11 380 -0.0121422495762522 -0.0362579957055472 0.0231804974384946 -0.00869452015248175 NA NA NA NA
12 437 0.00973445927015533 0.0350809684672058 -0.0240899278835008 0.00905992874956698 0.011473142171254 -0.0520770734526324 -0.122344780540271 0.0123314831701816
13 536 0.0610725074349789 0.0366090349366166 0.0880233132834034 0.0137628550063957 0.0719807378212287 0.102518921700318 -0.0266205424878241 0.0388870057253156
14 576 0.0106278021526092 -0.0162221484799477 0.0669177280959888 -0.0185261851632786 0.0125260460474349 0.0888004695151583 0.0675203216123539 0.0474196399397383
15 745 0.0413270507807633 0.0369706098392548 0.0516873605309643 0.0308649643788387 0.0487085225760839 0.0766656655180093 0.0252970033710598 0.0615739754701314
16 895 0.011688191911514 -0.0291937858424179 0.0327285983843377 -0.00295200844693564 NA NA NA NA
17 1030 0.0394364030944431 0.00855032331289373 0.10494916091767 0.013152281213843 0.0464801841446512 0.124883561382078 -0.0281306206589759 0.0643651729876528
18 1031 -0.0394364030944431 -0.00855032331289189 -0.10494916091767 -0.0131522812138419 NA NA NA NA
19 1087 -0.00167726781942297 0.00827926841337744 0.0900487293008588 -0.0306384100493031 -0.00197684654252006 0.0914145760951332 -0.00336710273983767 0.00338317367470837
20 1160 -0.0112718774064826 0.0368466055234024 -0.0112238643493307 0.00116754308341685 -0.0132851603188697 -0.00756770533863024 -0.0435519830532448 0.0116507090847253
21 1218 -0.0556622193340691 0.0180891044818525 -0.0880160783956231 -0.0332853478231773 NA NA NA NA
22 1388 -0.0191411642242227 0.0192096461709101 0.0381623853287836 0.0364728554147108 -0.0225599894532532 0.053783529649392 -0.0426569511478263 0.00816151299836726
23 1433 0.00302218018611578 -0.029955521038183 0.0287676142582379 -0.00689399061703449 NA NA NA NA
24 1438 0.0210433357091767 0.010744014268445 0.0492905331393488 0.00989902159951674 0.0248019099621706 0.0592868197506071 0.0164949923693132 0.00415709789630493
25 1449 0.0104534260631156 0.0131774035302746 -0.0151461191956293 -0.0173609931152437 NA NA NA NA
26 1495 0.00268027148390874 -0.0302827805246802 0.0135700201452096 0.015420635192317 NA NA NA NA
27 1599 -0.0145636864140315 0.00316453444422973 -0.0363162451794155 -0.030222343752974 -0.0171649230972721 -0.0675461426817915 -0.0403542497279685 -0.00922234977074247
28 1611 0.0200521248113265 0.0176632179174213 -0.0374750418677558 -0.0493450281156276 NA NA NA NA
29 1752 0.00976431448011615 0.0185543408638982 -0.0289669747308443 -0.0575548490316478 NA NA NA NA
30 1796 0.0343303043132076 0.0248597017561382 0.0880537912334651 0.0422733670731765 NA NA NA NA
31 1816 -0.0354045339518693 -0.0443035633524784 -0.054258282647651 0.0434094486129697 -0.0417281782442862 -0.0618311240769425 0.0392856192194393 -0.00619606057972638
32 2002 0.00888014958003601 -0.0120782398922147 0.0282305740562416 0.0450839196763256 0.010466243250523 0.0245119766614398 -0.0403117861343037 0.0129974050323806
33 2062 0.00623769719559112 -0.0139429507067786 -0.00179553295819999 0.0269200699196508 NA NA NA NA
34 2064 0.00356097034277715 -0.0178095693041881 0.0233020625464677 0.0243346209539932 NA NA NA NA
35 2106 -0.0121598163494286 0.0184971709290055 0.0336638184375518 0.0283224701575049 NA NA NA NA
36 2115 -0.0213091366761357 0.00896143258301919 -0.103102493685311 -0.0524511091238583 -0.0251151859437681 -0.127517167164293 -0.0243084020495723 -0.013331558269631
37 2147 0.00428062860305222 -0.0138391299631007 -0.0265883022040732 -0.0314987301192816 NA NA NA NA
38 2161 -0.0128632581462142 0.0410857680029746 0.0211333569051678 0.00221689771983835 NA NA NA NA
39 2248 0.0376004598110244 -0.00844234651577585 0.100079950383786 -0.0205657902387052 0.0443163209320738 0.119872783230955 -0.0195480223299698 -0.0369516405458674
40 2291 0.0188432391989476 0.0307221430865068 0.0201097883164095 0.00708806790297295 0.0222088516985517 0.0179530393408051 -0.0147961806570061 0.00182542335355116
41 2314 -0.000315569009054342 0.0293079741478674 0.0214072652644592 -0.0079918173579413 NA NA NA NA
42 2364 0.0101899387859642 -0.0122847518917036 0.116378660183607 0.0588422772631016 0.012009975404199 0.152198891889426 0.0168980586593201 0.0222527462330775
43 2367 -0.034081725667188 -0.042577057377195 0.0631839274633318 -0.00528942029212046 -0.0401691016593143 0.0697000307401531 0.0136363708026876 -0.0786463534301854
44 2455 -0.0262648361739914 -0.0405461350531233 0.0804813289266953 -0.00300366706496911 NA NA NA NA
45 2605 -0.0529028441427873 -0.0245824280983815 -0.0117856537131189 0.0377660106971007 -0.0623518816268266 -0.0219742493833852 -0.0343663440496588 0.0439485718714708
46 2661 -0.0357704069616318 -0.0147189522080824 -0.0323310622736743 -0.0208433980199113 -0.0421594002506794 -0.0424915033344731 -0.0167918994865386 0.0223728873753468
47 2741 -0.0179501849047643 0.00352729841028508 -0.0596605726721258 0.0346087525829133 -0.0211562879557225 -0.0649563163030326 0.0248861276433967 0.0735910601321704
48 2768 0.0662420932773849 -0.0329647761651843 0.00764877241864709 -0.0571234059080625 0.0780736693021037 0.00505957383572553 0.105893872275802 -0.054441627738374
49 2833 -0.0607100140680203 -0.0324027114622534 -0.0372084292340076 0.0042446380748523 -0.071553499099505 -0.0530707487886064 0.0703586341074847 0.0424184681123979
50 3008 -0.0743331055808543 -0.0252329967896695 -0.0856695767020947 -0.0432542430877257 -0.0876098265647544 -0.109480546298556 -0.0432831357693853 0.0556324349476321
51 3009 -0.0184712489059856 0.00613808256406879 -0.0700709066349391 0.00296767891729368 NA NA NA NA
