"LEA_1.2.0_ALL_K3_log10p" "LEA_1.2.0_ALL_K3_z"
0.260067079805183 0.602271333333333
0.358115916053325 0.79523
0.14516462386978 0.118199
0.2188348531814 -0.521626333333333
0.163229790432351 -0.410811333333333
0.124992592463188 0.0587286666666667
0.22957341266717 -0.541848333333333
1.02008440569981 1.67356
0.259585987826903 -0.602191
0.0616933048097434 -0.0815466666666667
0.65084426046821 1.23705666666667
0.271046467081449 -0.667761733333333
0.190582829166356 0.403247
0.162965303437185 0.410409333333333
0.34323568782238 -0.768433
0.15756051784288 0.329638666666667
0.328212727448289 0.754125333333333
0.619818918674663 1.21227466666667
0.0985770992971272 0.067934
0.386078582374648 -0.897046666666667
0.240621529584972 -0.573108666666667
0.0999755255276377 -0.0537703333333333
0.267109498462426 0.525275333333333
0.270739071175748 0.64541
0.238486115711268 0.557348
1.31667253292303 2.04598666666667
0.102455010954021 -0.2766343
0.940037936124151 1.57905666666667
0.22228350290667 0.550214333333333
0.180899797858773 -0.358731333333333
0.960049326594949 1.66399333333333
0.134073836811006 -0.353166
0.788383303962338 1.43345333333333
0.0836564376913116 -0.080982
0.333958694503919 0.755632666666667
0.0445798985850708 -0.122670133333333
2.10888124267215 2.76999
0.106165953986628 0.251267933333333
0.100988125163032 0.2714566
0.961797910238493 -1.65538333333333
0.115112917306415 0.298263666666667
0.177213186728827 0.369033333333333
0.0630374504556684 0.141091933333333
0.461580022260623 0.983153
1.44120905729445 2.18147
0.671864798441705 1.36271733333333
0.929317761359996 -1.61043333333333
0.323690873037426 -0.732261
0.666972780165944 1.25547
0.114806762270708 -0.224948133333333
0.272588616980936 -0.710907333333333
0.112862638887077 -0.0931597666666667
0.262453278580134 -0.661185833333333
0.129228875124882 -0.091266
1.17752353281404 -1.87211333333333
0.19922222551738 0.495849666666667
0.0454944199672035 0.12129657
0.156419468648664 -0.404477243333333
0.135156601206342 -0.346601
0.251391841258356 0.598265666666667
0.224236198735307 -0.547179333333333
0.28574766000666 -0.661398333333333
0.336784826472396 -0.752912
0.156706993940776 0.403161566666667
0.175903684352718 -0.442464
0.33247887289739 0.747590333333333
0.117945870375086 0.303303333333333
0.244071813192102 -0.6195159
0.266396726938097 -0.61382
0.408416035027721 0.886654666666667
0.160290516279792 -0.412567666666667
0.0991957013676484 0.176819333333333
0.0756531622725934 0.201991
0.222163727308951 -0.251067
0.845613158063928 -1.67488033333333
0.931799290833044 -1.58580666666667
0.25691271499583 0.595935333333333
0.218508153342797 0.546501466666667
2.08326731508668 2.69224666666667
0.194966083766006 0.391998
0.27114997177621 0.632225666666667
0.0800338206937717 0.140904
0.14476481350637 0.364596333333333
0.207877609859143 0.512535666666667
0.111740171842101 0.170959333333333
0.0475281913930068 -0.131780666666667
0.307426546222568 0.697690666666667
0.530671937416696 -1.049638
0.241615280608007 0.620568666666667
0.383356122421838 0.824238
0.99350598980145 -2.22877
1.82674728087183 2.49803333333333
0.608319464506004 1.35239333333333
0.573497413767899 -1.14624666666667
0.106628890362909 -0.113095
0.101727993203172 0.0477966333333333
0.0826981191865983 0.128601333333333
0.549835551421169 -1.36957066666667
0.18430915504713 -0.451466333333333
0.0799732523306771 0.213897466666667
0.136964781688718 -0.00844376666666669
0.262606694915569 -0.624201
0.0554913367608673 -0.124945233333333
0.720112011311885 1.49065566666667
1.18371228933739 2.09418
0.546084660690786 -1.107381
0.401880231965094 -0.884139
0.426623562721255 -0.904370333333333
1.09858091400564 1.77364666666667
1.36830330443923 -2.05824
0.356749712412139 0.785767333333333
1.5259903907244 2.35601
0.110284000777036 0.173032446666667
0.0673287506528482 0.184837703333333
0.159801240836604 -0.409368333333333
1.38191492878553 2.08139666666667
0.491117153565734 -1.02868166666667
0.0320095309833698 -0.0020137
0.984253213105304 1.66990666666667
0.457088718148685 -0.939098
0.172532935529029 -0.128137
0.195089022827935 0.399968666666667
0.875118485459277 1.59841333333333
0.0945194797453275 -0.225892933333333
0.160039950110091 0.415714926666667
0.389371771501987 -0.866968333333333
1.25278039116944 1.92623
0.233052051124083 -0.594959333333333
0.325036342362588 0.779407333333333
0.20104359185681 -0.511185
0.487050253039015 -0.999793666666667
0.48320161716919 1.05437833333333
0.781348978362945 -1.38816666666667
0.180653077038983 0.46888691
1.06128785362025 -1.72584666666667
0.190974110979824 0.267827
0.117203662452078 0.116493
0.106086289190746 -0.275678333333333
0.506160105078361 -1.025663
0.206256398745774 -0.496577666666667
0.130226532713093 -0.198875333333333
0.169391017670892 -0.254494333333333
0.131297385320943 0.0956976666666667
0.136168183323859 -0.272130333333333
0.899254147685816 1.58115
0.128343210129894 0.195349
0.165372478116874 -0.416535
0.104473036924886 -0.274686666666667
0.176033935967311 0.434234666666667
0.0757525978382965 -0.213662826666667
0.250128728943388 -0.583608333333333
0.166795283584347 -0.358195333333333
0.165575905061962 -0.0616453333333333
0.494991190327861 -1.022806
0.0928361357568062 0.162251
0.244009601810252 -0.6128631
0.585237725888641 1.21502966666667
0.429657130714688 1.007199
0.256392255692609 0.597443666666667
0.151985457244364 0.3920146
0.136092723031254 -0.355895266666667
0.32192403144968 -0.777797
0.267605704011335 -0.625318
0.623957419966924 -1.20123766666667
0.375151936596135 -0.883178
2.2478078360188 2.80573
0.692154670245896 1.348176
0.42118435793203 -0.926712
0.326309572431771 -0.723847333333333
0.0252748201095513 -0.026394
0.430462626643344 -0.895275
0.807339267922423 -1.58194866666667
1.00168107371742 -1.82968666666667
0.225006180484651 0.269989333333333
0.124450285335063 -0.1653215
0.116765310285635 -0.3038175
0.197640020386286 -0.390345666666667
0.12351946760928 0.315781333333333
0.0362729151883567 0.0409187
0.147326284294066 -0.383598
1.27562936074935 -1.94436666666667
0.831036258759847 -1.46283333333333
0.466244883411766 -0.965476333333333
0.630955543319273 1.19125666666667
0.11722205524366 0.142529066666667
0.072144449673687 -0.150391066666667
0.153222836092929 -0.398184033333333
2.74854429457103 -3.14258
0.0670575247122741 0.0665069333333333
0.169663085513211 -0.0105113333333333
3.57838385602795 4.26693
0.348854491881817 0.760986666666667
0.154129809441407 -0.3989663
0.22229340519043 -0.528197666666667
0.885594759526026 -1.61365333333333
0.368902045391125 -0.804670333333333
0.87054245950078 1.52188333333333
1.83393654161702 -2.58412333333333
0.538221937978941 1.13016833333333
0.846887075503927 1.48818666666667
0.307453872861256 0.696250666666667
1.07765365574205 -1.85118
0.338937016657376 0.800327333333333
1.18724301751967 -1.93541333333333
0.116018497081977 0.0123706666666667
1.93974372795189 2.62740333333333
0.470629540648985 0.990014333333333
0.253291608940167 -0.633167466666667
0.146990676862331 0.377868343333333
0.0895851456164726 0.243977266666667
0.516459296509319 -1.045473
0.162164185375336 0.414736666666667
0.201095802447979 -0.488780333333333
1.01028357651898 1.67170666666667
0.0803191973936184 0.0528853333333333
0.209581822858197 -0.127583
0.237811012231784 0.622086
0.0417149064041245 -0.115444266666667
0.171479735905932 -0.0333281
0.116846579543344 -0.0916393333333333
0.374915047192927 0.809463333333333
0.087175204670254 -0.175562533333333
0.126149498609732 0.347730633333333
0.0852708573654006 0.142158666666667
0.243043549784572 0.574453666666667
0.161804100773512 0.4122695
0.247422266169876 0.603653
0.100260456734725 0.0553431666666667
0.367194264728238 0.817154666666667
0.740264166490733 -1.497517
0.229986962018061 0.562900666666667
0.651528981315364 -1.308688
0.0767637552068745 -0.0118941666666667
0.115525237639246 0.0669786666666667
0.446206348548675 -0.936162666666667
0.11777780890265 0.305386666666667
0.139802987303836 -0.165408
0.179416756999488 -0.453437566666667
0.593402485125069 -1.17476533333333
0.736025936512651 -1.41522233333333
0.408631864121059 -0.866712333333333
0.175746349087158 -0.441350666666667
1.29669772882303 2.01016666666667
