position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
130 -0.733839425 41.19996179 -0.829671881 40.50594930 1.07177899 1.06248811
140 -1.253429632 38.70806863 -1.241712583 39.74974516 0.30234325 0.37394826
155 -1.234333581 39.08602020 -1.259053655 39.68584074 0.09384034 0.07337294
190 -1.295955431 40.45892700 -1.307702635 40.10646680 0.17896667 0.18612109
357 -0.533635146 36.20075914 -0.615426475 35.78249733 1.39777941 1.05724776
419 -1.310674922 38.81770725 -1.150284381 36.69717131 0.94730239 0.81384713
423 -0.954765555 35.48595572 -0.947404381 34.72661951 0.46303499 0.37429105
517 -1.586709069 45.18802906 -1.53423826 43.75277305 0.20445460 0.07970271
618 -1.353509347 35.09032209 -1.23344736 34.44103409 0.14027503 0.10513088
661 -1.29123391 37.97463020 -1.28321527 36.44405954 0.20158625 0.15950879
878 -0.814651719 40.22349486 -0.706950749 40.02030884 0.80346048 0.64152359
1021 -0.365895213 43.06926539 -0.595173983 41.09364072 0.99936129 1.01644769
1030 -1.281913827 42.81194432 -1.135351358 42.98873896 0.27086599 0.22693764
1032 -1.585847352 37.64252112 -1.599174118 37.59041305 0.02691861 0.23858968
1130 -1.756672812 39.73634447 -1.754444831 37.70308055 0.15239481 0.06608450
1131 -1.687525277 40.95416527 -1.638371992 41.08638324 0.03551672 0.07178058
1159 -1.567571224 38.41927026 -1.680869207 37.85565611 0.17172938 0.17287122
1189 -0.698139604 39.24082446 -0.790313465 36.61796520 0.76538812 0.62103951
1256 -1.218566288 33.75723987 -1.207075831 34.10793834 0.01167999 0.00658667
1503 -1.060227571 35.20616248 -0.796005553 35.32178097 0.42218354 0.34604672
1649 -0.877446885 38.35137141 -0.73175719 39.87834099 0.62983199 0.50012807
1745 -1.497225248 38.63728961 -1.65074597 36.54274231 0.16270441 0.18316418
1747 -1.170822924 34.20594513 -1.098610993 34.24377960 0.26521279 0.09750041
1799 -1.170323279 38.03068347 -1.15172051 38.17351989 0.13250900 0.02470068
1845 -1.630619306 38.59450237 -1.653580109 38.39540332 0.20227290 0.23240126
1909 -1.492795428 34.17429317 -1.472779112 34.77324285 0.06733797 0.03063860
2018 -1.537608449 38.01633784 -1.419307234 37.43322597 0.31927687 0.27601568
2059 -1.630021951 39.46798862 -1.549461319 38.11992593 0.31317147 0.24428887
2070 -1.541267267 36.00285271 -1.616158699 35.96308644 0.24758367 0.28846282
2132 -1.123787682 35.30343654 -1.217875735 33.12944250 0.24079113 0.22435616
2265 -1.283330744 37.51039151 -1.285703428 37.11753301 0.28069619 0.29189524
2417 -1.341423224 37.04003645 -1.276758565 37.35575389 0.36858227 0.27819084
2424 -1.32714171 37.05867029 -1.334335278 37.47181672 0.29752383 0.26070442
2501 -1.853428684 40.35375826 -1.809922041 39.23036578 0.11313090 0.07428675
2508 -0.950664742 34.81043046 -1.493108471 34.67501514 0.25100787 0.34356119
2571 -0.715588868 39.79945763 -1.026376724 39.64801040 0.47665382 0.59250479
2735 0.129718136 41.82603538 -0.545531768 40.54448335 0.84601490 0.82701908
