"position_index" "position" "RDAvegan_v2.5.2_ALL_loading_RDA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA2_envi" "RDAvegan_v2.5.2_ALL_loading_PCA3_envi" "RDAvegan_v2.5.2_PRUNED_loading_RDA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA2_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA3_envi"
1 5 0.0852531207849801 -0.0153356787732794 0.115308489565219 0.0396691886260885 0.0999763333587038 0.0994617792539062 -0.00118265075373251 0.0654685789316635
2 212 0.0151052130384353 -0.0110432192099303 0.0643136122729842 -0.0126881606865217 0.0177138830846283 0.0387040802950899 0.0355276791986972 -0.00553877496547906
3 263 0.0247301648586053 0.0196069665967037 0.0318866004081022 -0.0378724849348925 0.029001063927682 -0.019768018408635 0.0285907151170921 -0.014085259992648
4 296 0.000733062860811303 -0.0591000323352528 0.0363477206031846 -0.0488018430967783 0.000859662804957017 0.0139699549943945 0.0901376426406286 0.00881123935566377
5 351 -0.00257008565353171 -0.00840058060359619 -0.019815873634254 0.0124550484747032 -0.00301393940411827 0.00554638838992907 -0.0211423137849134 0.094029778277428
6 383 -0.0445372583358277 -0.0383401097404031 -0.0209923825295519 -0.0901532632296857 -0.0522288421264439 -0.0707009103892196 0.111989978866068 0.0668781694358758
7 411 0.0741539414113003 -0.0198285092348754 -0.0170375089579805 -0.0482709887529829 0.0869603258876128 -0.0541988867662237 -0.0234411566801658 0.17601964252921
8 421 0.0332115356123852 0.0543357470338315 -0.0917147390880753 0.0948634945308839 NA NA NA NA
9 517 0.0658829548430963 -0.00732787008687247 0.131731675086047 0.0352529517273104 NA NA NA NA
10 537 0.00900668756487442 -0.0245033614342509 0.0442125790984123 -0.051874195115765 NA NA NA NA
11 617 -0.00209412077582337 -0.0417255162207657 0.091023788678403 -0.0529942151035012 -0.00245577539976681 0.0662001426442576 0.145388816443887 0.0514273265259768
12 634 -5.93069747767081e-05 0.0512017860848875 -0.065847249226309 0.0990346693591359 NA NA NA NA
13 671 -0.0124998873022609 0.0357753858749361 0.0474501093948338 0.0113413594826965 NA NA NA NA
14 714 0.0136927895145755 0.0348593847209992 -0.082978609817572 0.0900548516453602 NA NA NA NA
15 736 0.00772278311347331 0.00517200823023456 -0.00222777000396115 0.0633234031078583 0.00905650763163144 0.0480479856391162 -0.0387547818434126 -0.0711165826297778
16 826 -0.00803735368102126 0.0342212838331689 -0.11132263463272 0.037481669892387 NA NA NA NA
17 860 -0.00720920379059464 -0.0083568684457465 -0.00969840856024992 -0.0333002212601903 -0.00845423316804019 -0.0422312105349811 0.0518256904766787 -0.0182629116474715
18 1008 0.0225519279146612 -0.0266697095770492 0.0366692783238786 0.0228940763677874 NA NA NA NA
19 1153 -0.0139166823639042 0.0136521589198348 0.00699808946526869 -0.0208797649672018 -0.016320093181926 -0.0293036759058016 0.0339533732714704 0.0103938213731851
20 1189 -0.0176018274139031 0.0105163294537197 0.0436501643981034 0.00714314989733188 -0.0206416627221553 0.0295815532457107 -0.00568561810023845 -0.014614949297063
21 1258 -0.0214622044793099 0.0136418086278834 -0.056374354543459 0.00121808062936315 -0.0251687268440051 -0.0543486927639519 -0.107990862839235 -0.0508166930809505
22 1369 -0.0231817553856536 0.0438112430696352 -0.0269484604538454 -0.0271602697655005 -0.027185244163922 -0.0631907408982655 0.0213198668822353 -0.0286726685348971
23 1390 -0.0306107034398653 0.0246100800032071 -0.00456916341354227 -0.0310891721465103 -0.0358971714263338 -0.0416903829477093 0.0324701211371581 -0.0406252817514796
24 1404 0.0217169261081409 -0.0257940596471287 0.00230088983722416 0.00517984712706049 NA NA NA NA
25 1476 -0.0675229209991877 -0.00491837224241041 -0.0202678217229014 -0.035178886539695 NA NA NA NA
26 1477 -0.0311232772150426 -0.0142582915011306 0.0380900568758703 -0.0504123977880452 -0.0364982666841519 -0.00931676795046307 0.0530234680585891 0.0374119367691843
27 1738 -0.0573959947071853 -0.00315605138376518 0.0300828738674235 -0.0489589917271638 NA NA NA NA
28 1852 -0.0653684806794211 -0.00418323401656055 0.0165461114987708 -0.0473036483603413 -0.0766576162301513 -0.0174516891845087 0.0659652771821881 0.002953054828932
