"LEA_1.2.0_ALL_K3_log10p" "LEA_1.2.0_ALL_K3_z"
0.950005128355645 -1.51710333333333
0.0333596759020604 0.107756666666667
0.0716127209227882 -0.0864466666666667
0.190470000863514 0.415587
0.736176369984759 1.31809333333333
0.791276699738825 1.37021
0.557640404677206 -1.09189333333333
1.18987323741228 -1.72694666666667
0.784826247974763 -1.44618333333333
0.0294059953564741 0.0952325333333333
0.111216208296649 0.189954333333333
0.375782631567306 0.786884333333333
1.81365991415473 2.54613666666667
0.169072606092826 0.471162
0.13826465228974 -0.29902
0.0265314952244738 0.0931457666666667
1.37066255619691 -2.02895666666667
0.224874297797234 -0.533985666666667
0.259707498773333 -0.561332333333333
0.99351151461319 -1.62437333333333
1.39227939029637 -2.12714666666667
0.196176837833785 -0.490424333333333
0.0384201675213253 -0.0519436
0.2435786583455 0.544514
0.869492323994995 -1.57192666666667
0.412701530739495 0.853016
0.23583254232734 -0.593108333333333
0.188548336741338 -0.456903
0.448179111974011 -0.948374
0.218001746899371 -0.540371666666667
0.314700018630092 0.695265
0.580855337220736 -1.11432
0.873827116523411 1.51726666666667
0.0391758677843543 -0.140056133333333
0.735654877466537 -1.32950333333333
0.430403500596679 -0.932005666666667
0.138114707878945 -0.311556966666667
1.00178682632039 1.68497333333333
0.0420464078160601 -0.1550114
0.225225308965263 -0.495985666666667
0.219000756057936 0.272888666666667
0.84124571910638 -1.49334
0.255015368438341 -0.654044666666667
0.879458747788041 -1.46096666666667
1.01493418936433 1.57819333333333
0.298748008619541 -0.726892666666667
0.0634689707627609 0.188481
0.479002813397581 -0.941944
0.708202576419447 1.34872666666667
0.0381813555602701 -0.047008
2.99098649376281 -3.24693333333333
2.26171583036201 3.08987
3.12598050116563 -3.29804
2.7679090189229 3.31136666666667
1.29671878757719 1.90520666666667
0.248080525167025 -0.631961
0.760978856695865 1.34485333333333
0.951546135344905 -1.4962
0.145809670243683 -0.279202
0.493678486956767 0.874448666666667
0.101012796050562 0.274586
0.074093883142686 0.139212386666667
0.193753259258979 -0.450241666666667
0.878263033159003 1.60169
0.159586177182912 -0.395077333333333
0.0316513290481994 0.137636266666667
2.21109584881395 -2.68082
0.0317705632085471 0.101988866666667
0.118986869295367 0.403068666666667
0.793408298165782 -1.51940333333333
0.366524819858654 0.759630333333333
0.27530899700809 -0.599717666666667
0.240983107167704 -0.544073333333333
0.483312223944991 0.96568
0.173196888780891 0.463518666666667
0.189232309747658 0.444288
0.378296501417192 -0.896865666666667
0.0131091478548871 -0.00269133333333334
0.657903532287217 1.27252366666667
0.120847476342141 0.287808
0.13717921271929 0.502108333333333
0.579248001027581 -1.035424
1.28352783810855 1.93540666666667
0.050076341865025 -0.124667
0.367886773981217 -0.828999666666667
0.518873389852152 1.11654766666667
0.081295722720144 -0.1753503
0.762590719000034 1.33545033333333
0.858821501494813 -1.63091666666667
1.25743974914543 2.03592333333333
0.593549566290581 1.15605
0.572781932693604 1.09527033333333
0.230275773016648 0.422192
1.34849897067269 -1.99142333333333
0.399608745834338 -0.895455333333333
0.0271385338458056 -0.0359966666666667
1.6224194602811 2.3051
0.106603806988698 0.172260333333333
1.04814433055692 1.80236333333333
0.17797712386962 0.447832333333333
0.193755646453958 0.423655333333333
1.40324294155337 -1.93622
0.0121191500143604 0.1668734
2.41315020404912 -3.07219666666667
0.187824262926473 0.449481333333333
0.350640201013686 0.745282666666667
0.00918927508515492 -0.0492314333333333
0.0329341589436927 0.0578756333333333
2.88371082250128 3.26995666666667
0.820587535503665 -1.41905
1.55455488090856 -2.13834666666667
0.0371009251346835 0.108384966666667
0.551295166266884 1.07215166666667
1.79509611997758 2.3346
9.10389318930857 -6.11585666666667
0.11992183918397 -0.369476
0.586871415805369 1.09606533333333
0.934248614007054 -1.52654
0.162626236804633 -0.400907
0.362574621096613 -0.875608666666667
0.191425566187553 0.456330333333333
0.271605456730161 -0.576626
0.358279450751964 0.830192333333333
0.183877637266064 -0.402364333333333
0.559844006372599 -1.06118166666667
0.0745762207390237 0.254736
1.63401492322747 2.29977666666667
0.300223848710299 -0.771580666666667
0.698166087681175 -1.17000866666667
0.0486264394628828 -0.183098466666667
0.566853560323772 1.04476933333333
0.485072831460752 -0.885399
0.0102391165848031 0.0658553666666667
0.268177163131281 -0.590090666666667
0.0387239398503476 0.145526333333333
0.409974148553996 -0.862092666666667
0.180815354293025 -0.444313666666667
0.424387682523759 -0.891063666666667
0.324753267680933 0.722277
0.374608111466822 -0.830308
0.096951487847142 -0.222967866666667
0.147520941251038 -0.462459333333333
0.0809447997745141 -0.197489366666667
0.0781468788298787 -0.1369887
0.203806715889085 -0.43676
0.791886598291347 1.42071666666667
0.0811391053775398 0.154293366666667
0.0507916359074365 0.1448265
0.586370254499662 -1.14444
0.0590016769091209 0.2392477
0.313948092166666 -0.715849
0.114890532538099 0.282658333333333
0.0768240687150358 0.1327885
0.0160806182521823 -0.0287425333333333
0.182753053491432 0.432154333333333
0.266633986406539 -0.552719666666667
0.300942018202675 -0.551952666666667
0.443231395459272 -1.10502866666667
0.0782830876984275 0.174502833333333
0.0730097672898792 0.277734333333333
2.62079316886896 -3.10449333333333
0.0790658332215904 -0.21666
0.194319237903907 -0.412206
0.442892747159137 0.996419333333333
0.568247400288231 -1.01183666666667
0.216662522223549 -0.502421333333333
0.788072245057268 -1.39881
2.94878954808204 -3.28228
0.400460859798734 -0.732330333333333
0.80354644985937 -1.43788
3.80552198252866 3.86102666666667
0.0944163624461681 -0.2343742
0.437915920742607 -0.852257333333333
0.00377384906794211 0.0478529666666667
0.835604925693564 1.53983
0.0502829391312066 -0.154808666666667
0.0868331813568438 -0.265617333333333
0.192269425729873 0.511406
1.35442058803026 2.16111666666667
0.733532240109891 -1.26571333333333
0.0437036081247497 0.150280633333333
0.0317447339561319 0.158691133333333
0.0155582035177218 -0.0438809
0.506800583499139 1.06804733333333
4.48084011227177 -4.19645666666667
0.0872409278129711 -0.230578
1.204767376046 -1.80812
0.0392797322133421 0.109714066666667
0.29270676305659 -0.695033333333333
1.36195780558259 2.06041
0.0660490848351226 0.194427733333333
0.118031503491197 -0.301815
0.400796614493314 0.719678333333333
0.163883466445099 -0.405102
0.846275062160946 -1.49127
0.295964348209139 -0.716329333333333
0.254853995912406 -0.648231666666667
0.0773040023240408 -0.176672333333333
0.741030952427258 1.41281666666667
0.0082478119256906 0.024549
0.181840164858329 0.429346666666667
0.0568646494056606 0.218698
0.304196218493936 0.812619666666667
0.525384777372902 1.07656333333333
0.196296114852391 -0.513290333333333
0.0485652183986554 0.119963233333333
0.246560524112539 0.650723666666667
0.25014806486485 0.619740666666667
0.0556204602114712 -0.260709033333333
1.27246660691952 1.90010666666667
0.256136026231567 -0.561959
0.324114712487847 -0.695903
2.02400563966806 -2.55788
1.62076153839776 2.34657
1.21655708410975 -1.99689
0.683142635338437 1.26709333333333
0.101681782487382 -0.178190833333333
0.118494463595325 -0.283644333333333
