position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
95	0.13705649	0.13713468	35.03477677	0.12497254	0.12495032	35.86305985
146	0.13376369	0.13364693	37.44466419	0.12272225	0.12261526	37.22002274
235	0.14684686	0.14675218	36.91084990	0.12903165	0.12905556	35.77626167
277	0.13830718	0.13835867	34.81835364	0.13402227	0.13399605	34.38670942
300	0.12855171	0.12854663	37.52507892	0.11343956	0.11343605	36.34603278
315	0.12709455	0.12712306	36.61108524	0.12462066	0.12459937	33.58887915
352	0.12145640	0.12147600	37.97661482	0.13112278	0.13114393	36.57421599
680	0.13735200	0.13733044	36.10008387	0.12202637	0.12193574	35.17193433
686	0.13157365	0.13156497	35.26920573	0.12684886	0.12681005	35.87652187
724	0.12046340	0.12045280	37.11635580	0.12351917	0.12348063	36.84122336
978	0.12768545	0.12766884	36.36678340	0.11337550	0.11339126	35.02542861
1013	0.13019360	0.13026635	37.14137363	0.11858114	0.11853534	35.79730372
1020	0.13050602	0.13053184	38.56871261	0.11882429	0.11874623	36.30218063
1126	0.12820824	0.12834405	37.24471871	0.13216532	0.13228479	37.50113242
1183	0.11523934	0.11523119	44.83502565	0.11524198	0.11527267	46.47260296
1194	0.12583648	0.12591385	38.94071179	0.12646949	0.12643016	35.54919198
1215	0.13713198	0.13708964	32.33208656	0.13602995	0.13600554	31.31673570
1307	0.12129973	0.12116208	39.95082665	0.12065205	0.12061077	39.97003057
1625	0.13570347	0.13574440	32.39261490	0.11972257	0.11962190	33.61868535
1678	0.11528957	0.11531331	45.57579642	0.10534494	0.10531844	44.22054987
1682	0.11414990	0.11412993	44.93576753	0.09881405	0.09870245	44.45914993
1762	0.12926979	0.12931595	40.91506381	0.11876188	0.11874131	38.91688454
1870	0.12364229	0.12368662	39.06286825	0.11429169	0.11422136	37.61155559
1905	0.11770856	0.11772121	40.40976223	0.11717654	0.11715357	39.38110468
2134	0.12623802	0.12636899	41.60430832	0.11553744	0.11557363	43.31467400
2338	0.11048554	0.11050996	42.21383205	0.10734599	0.10723675	42.09802428
2449	0.12772711	0.12762348	39.43060207	0.11950419	0.11944841	39.73572324
2555	0.12487052	0.12485857	37.66515503	0.12568666	0.12572331	37.06280522
2607	0.12347041	0.12343125	37.90341218	0.11781213	0.11774369	36.59396216
2616	0.13362671	0.13356603	38.37900316	0.12227170	0.12218936	37.59991716
2622	0.13376972	0.13380328	37.18136368	0.12289121	0.12287315	37.31423805
2833	0.13743489	0.13746799	38.05436056	0.12763586	0.12756245	37.27899692
2937	0.12211787	0.12203560	41.85886569	0.11202445	0.11199641	40.77807690
2956	0.12622648	0.12622938	39.31334561	0.13705746	0.13695855	39.26522989
2991	0.12062337	0.12059377	42.17728541	0.10907067	0.10907871	41.76716314
3040	0.13309048	0.13307467	37.45421053	0.12490848	0.12486731	37.60098997
3055	0.13403523	0.13395968	35.88531742	0.11618957	0.11616369	35.12070028
3065	0.13979744	0.13977810	38.32367807	0.12164059	0.12172422	39.92966667
3210	0.13643611	0.13653526	32.86666425	0.14152766	0.14152042	33.27608421
3303	0.12030884	0.12023588	38.17588043	0.10958652	0.10951771	37.82672722
3509	0.13411595	0.13407358	36.90644280	0.13139298	0.13129827	36.17358647
3523	0.12646181	0.12648389	41.79156785	0.11997013	0.11996650	40.30485193
3618	0.12703795	0.12699615	35.16969427	0.12114853	0.12117553	34.20739340
3694	0.14040493	0.14046449	34.67222177	0.12207886	0.12206727	33.43417362
3696	0.12235822	0.12233209	40.89595867	0.12972505	0.12970498	40.67595964
3706	0.14346482	0.14350531	34.31171704	0.12862998	0.12861643	32.86646070
3781	0.13003122	0.12998695	37.58956613	0.12419659	0.12420127	37.67184779
3784	0.13122943	0.13128410	37.38966256	0.11719541	0.11722048	37.68450306
3848	0.12917031	0.12906404	36.31162331	0.12197315	0.12203576	36.62426001
3852	0.12653198	0.12651022	36.44052012	0.12265781	0.12265269	35.38399619
3873	0.11896297	0.11892020	42.76305486	0.11648235	0.11658594	42.58547328
3874	0.12770060	0.12770896	34.60080710	0.13009271	0.13000173	33.66625538
3876	0.13152915	0.13146436	34.80512042	0.12266371	0.12268298	34.12615079
3892	0.13478767	0.13475397	33.65277289	0.13406981	0.13403974	31.83492321
3899	0.12406819	0.12403211	38.55858964	0.11354890	0.11349345	39.15903169
3962	0.12890686	0.12898311	39.40317152	0.11314938	0.11316956	39.82466968
3991	0.12619376	0.12611439	36.76015871	0.12848683	0.12848878	36.35268204
4047	0.13107347	0.13106950	40.54290739	0.12112019	0.12110941	39.02226580
4079	0.12464188	0.12461479	37.95023874	0.12301937	0.12294965	37.43374469
