"position" "RDAvegan_v2.5.2_PRUNED_loading_RDA1" "RDAvegan_v2.5.2_PRUNED_loading_RDA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA1" "RDAvegan_v2.5.2_PRUNED_loading_PCA2" "RDAvegan_v2.5.2_PRUNED_loading_PCA3" "RDAvegan_v2.5.2_ALL_loading_RDA1" "RDAvegan_v2.5.2_ALL_loading_RDA2" "RDAvegan_v2.5.2_ALL_loading_PCA1" "RDAvegan_v2.5.2_ALL_loading_PCA2" "RDAvegan_v2.5.2_ALL_loading_PCA3"
"1" 19 -0.0143764706867774 -0.0480168283388297 -0.00268294295936762 0.0164814104547391 0.0122982254865993 -0.0128166619405315 -0.0405775188119816 0.00617833836957756 0.0426838900836602 -0.00218077676458909
"2" 294 0.052651640889619 0.00389751112269332 -0.0744135538294098 -0.0594257943075555 -0.0411943502381973 0.0447451133503802 0.00263678097549793 0.0145112101744825 -0.0131110264830859 0.0569793764979396
"3" 339 0.0226890685193979 0.0167918461328601 -0.11351481903819 0.0468707831081969 -0.0552916029330365 0.0194747390704556 0.0139649237561901 0.0289061276883311 0.00660408394749191 0.0423641879044874
"4" 352 -0.00330838443800514 0.0418175053368417 -0.017101182884347 0.0583277145448705 -0.0347212358717675 -0.00227490865600418 0.0355406209826407 -0.0281080703362125 0.0128925120336178 -0.0111846143141604
"5" 380 0.0231634147636959 -0.0120884851643059 0.0423206725074843 -0.00629607919015318 0.0458101826390125 0.0195089275494044 -0.0105573167380759 -0.0160672577809173 -0.0396648041203555 -0.0139176110979412
"6" 602 NA NA NA NA NA -0.012533893570912 0.00793332053153649 -0.0127361428078793 0.0403002903738345 -0.0161048337398789
"7" 621 NA NA NA NA NA -0.0238391227228372 0.0171354365727687 0.0158855921600909 -0.00183391450443706 -0.00932115909966202
"8" 645 0.0179179223059521 -0.0128262203166399 0.0176475469098158 -0.0175897331448404 0.108388372670602 0.0150466753779994 -0.0111166455598433 -0.0270507017349127 -0.00536312171958612 0.00291772696166129
"9" 736 NA NA NA NA NA 0.0266123963699541 -0.0140452654445817 -0.0282741460877193 -0.00636267316137549 0.00142975286619078
"10" 810 NA NA NA NA NA -0.0340485068086122 3.40533565582479e-05 -0.0230077718720033 0.00256563812381946 -0.0218277586822793
