position baypass_2.1_ALL_BF_env baypass_2.1_ALL_XTX baypass_2.1_PRUNED_BF_env baypass_2.1_PRUNED_XTX baypass_2.1_PRUNED_eBPis_env baypass_2.1_ALL_eBPis_env
34 -1.523197463 40.28279836 -1.502731495 39.82091574 0.29957922 0.24462576
59 -0.885835252 39.48549078 -1.024275399 38.49814492 0.29002542 0.38508388
85 -0.843633004 34.95529217 -1.011534913 34.76471365 0.39234856 0.48721404
119 -1.026155846 40.14050892 -0.977113737 40.28918004 0.46507054 0.39581104
302 -1.15325458 36.74190809 -1.148132422 35.70154078 0.00454246 0.05124847
456 -1.000470693 35.10895081 -1.050475113 34.02933525 0.30216862 0.32313576
488 -1.220488026 39.68292387 -1.212537186 39.04920600 0.06543514 0.11569307
505 -1.211315271 33.94107441 -1.235855985 35.30806394 0.14097500 0.12295101
514 -1.435536911 36.33101530 -1.394266097 36.59267080 0.37521375 0.31591127
519 -1.589827899 38.34964282 -1.654724412 37.82534581 0.15700255 0.14111859
560 -1.266322531 39.14028359 -1.279962266 36.91480878 0.15505631 0.10677710
707 -0.926885088 38.98928730 -1.015759801 37.75038551 0.33920859 0.44206589
726 -1.024171461 40.94266216 -1.101700303 39.97088322 0.36202717 0.32506064
745 -1.239148989 31.93759809 -1.242311036 32.05848210 0.24860721 0.23994853
809 -0.880884365 37.58329609 -0.873427725 36.46195877 0.54885903 0.50157440
1000 -1.073406661 36.71308829 -0.973007146 36.42750671 0.77954960 0.46319356
1029 -1.504141577 36.67321926 -1.487873809 36.76585131 0.29732538 0.31078713
1063 -1.416549686 37.94229140 -1.270363416 37.13143848 0.52724854 0.53882427
1134 -1.079949595 35.24089154 -1.3454045 34.61195015 0.48107386 0.54688635
1169 -1.766249749 38.48343024 -1.798499606 37.86597773 0.09029279 0.05254558
1218 -1.620684604 36.51909196 -1.63880774 37.09664208 0.05505610 0.01709609
1324 -0.814098787 34.64581168 -0.776339091 35.26557151 1.10222339 1.09660093
1452 -1.076407819 34.94936982 -0.979424865 34.22851070 0.69658611 0.54505196
1476 -1.246436479 38.24696959 -1.081801287 39.02643415 0.95390693 0.72850159
1509 -0.041861927 38.18348137 -0.04650316 35.94680417 1.81181139 1.78112976
1534 -1.241720943 37.80343265 -1.294227337 38.81522689 0.63623956 0.48696249
1565 -0.243182837 38.56101944 -0.243594356 37.57653847 1.28200791 1.33324676
1667 0.297590044 36.06742084 -0.138607807 34.03334207 1.63445994 1.72522484
1713 -0.637007528 43.45134414 -0.619262106 40.01179403 1.06081965 1.07116781
1744 -0.994381982 36.66207880 -0.69121922 36.86189027 1.07116824 1.02383685
1747 -0.466360359 35.17152428 -0.521565842 34.37163394 1.27645276 1.13577799
1802 -0.880472342 37.33145136 -0.885705997 36.31965372 0.81657313 0.93215479
1893 -0.970163256 36.81998130 -0.957452575 36.33441777 1.01731529 0.68990710
1942 -1.264820912 37.54722035 -1.271323852 37.80109098 0.16580135 0.17732239
1958 -1.429301569 43.67451823 -1.338319951 43.60543820 0.63560107 0.67619252
2024 -1.492406997 41.27561353 -1.628289009 41.52866972 0.28199908 0.40792468
2091 -1.391926933 34.44889000 -1.485611439 32.60864756 0.07540484 0.21362856
2125 -1.495215759 40.26236073 -1.482283038 41.34568577 0.25424930 0.27747575
2153 -1.64234963 39.93508388 -1.615470838 39.10176953 0.06434478 0.03245793
2582 -1.217093986 35.26256794 -1.161189608 34.67537017 0.58872671 0.51157242
2656 -1.106971833 37.62138609 -1.01827164 36.56363324 0.44950169 0.29172056
2681 -1.388566963 36.43931672 -1.405354265 36.41823425 0.17560272 0.11756955
2725 -1.254515861 33.60362995 -1.229391388 32.59274615 0.07302437 0.04992395
2972 -1.704933429 37.40638111 -1.673538862 38.12604754 0.26389799 0.30438363
2998 -0.969771307 39.44922724 -1.049056191 37.96289644 0.44181761 0.50961700
3016 -1.064968633 38.91105312 -1.095718171 37.92981714 0.45184405 0.48898358
