pos	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
6	-11.29174834	-11.26900547	41.76450289	-12.30575870	-12.30053732	40.35021041
71	-13.37481200	-13.36862393	37.11626124	-12.42528498	-12.41692480	36.92563401
244	-2.25946148	-2.32385048	39.60609319	-2.93435742	-2.95751812	37.08873447
395	-11.88992925	-11.86572474	38.00457788	-10.64748714	-10.61159974	39.38806987
404	-15.35877790	-15.39021781	33.89661950	-15.90435226	-15.92299920	33.34295592
448	-11.73019992	-11.73139730	47.40693722	-10.80711149	-10.78183029	46.92497109
558	-12.39660612	-12.39786596	43.51849567	-11.85713694	-11.85554742	43.21143187
629	-5.93693074	-5.90542106	37.99012838	-2.08212134	-2.04760818	38.05682124
814	-12.61757578	-12.65134624	39.60819487	-13.00701698	-13.02752611	39.33166483
823	-18.07725338	-18.07716715	38.38034295	-17.34979951	-17.33951924	38.82381225
924	-11.92738286	-11.92363559	34.42924746	-11.33847329	-11.33992751	33.26154352
954	-11.33886789	-11.33233509	38.52080357	-11.29544290	-11.29995040	36.63046421
1024	-11.11690437	-11.11057993	43.45191488	-11.10209382	-11.10099421	43.51381997
1039	-11.41648632	-11.41234245	44.08349675	-11.07938700	-11.07430610	42.05002524
1177	-12.43872424	-12.43347207	45.94656604	-11.49939280	-11.49299289	44.49368302
1200	-12.09937031	-12.09919861	40.41023825	-11.90916471	-11.90472085	39.18427974
1222	-11.96885021	-11.96627659	40.14127807	-12.03822191	-12.03334624	40.07520176
1390	-9.96696884	-9.99873204	39.75854145	-10.86914915	-10.88145592	39.15445490
1437	-18.53259588	-18.53344440	37.25783088	-18.27998169	-18.27386833	37.71584454
1465	-16.33929691	-16.33666964	37.96426721	-17.00799999	-17.00223013	37.38309317
1498	-11.63189150	-11.63528530	36.89385240	-12.00895606	-12.01111719	36.52183726
1536	-8.50193850	-8.49025136	39.69189731	-8.87375867	-8.87281447	40.15770493
1664	-16.19528986	-16.19511733	36.88247759	-15.39602430	-15.39747915	37.29155757
1756	-11.20405896	-11.17728609	37.86620450	-9.79275737	-9.76309665	36.72012671
1945	-15.94832406	-15.94402848	37.26298250	-16.47291632	-16.47310242	36.16586020
