"position_index" "position" "RDAvegan_v2.5.2_ALL_loading_RDA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA1_envi" "RDAvegan_v2.5.2_ALL_loading_PCA2_envi" "RDAvegan_v2.5.2_ALL_loading_PCA3_envi" "RDAvegan_v2.5.2_PRUNED_loading_RDA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA1_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA2_envi" "RDAvegan_v2.5.2_PRUNED_loading_PCA3_envi"
1 17 -0.0019482380792967 0.0195281262430959 -0.0448334729822951 0.0458812740790123 -0.00231360801605905 0.0559613924929037 -0.00606087969775611 -0.0178210137031833
2 168 0.0113778401940127 0.018325371242036 -0.0315579663351967 -0.00196145721350032 0.0135116249692727 -0.0243696028264247 -0.0520075695797412 0.0372667284078152
3 313 0.0156522474738295 0.0127663355493496 -0.0567461074171297 0.0145243001983264 0.0185876488143964 0.0491343107050655 -0.00707332073040435 0.0680257252183603
4 314 0.00228441753971402 0.00428230548035233 0.0110478965748797 0.010079834422155 0.00271283411820876 -0.00431711212007759 0.0760294538511324 0.00738247457920766
5 448 0.0167194769433445 0.0126806767396488 -0.0195203136737297 -0.0412142096317863 0.0198550250564911 -0.0208208050394149 -0.023551837050186 -0.00138412609867136
6 536 0.014133841459491 0.000357430803694245 0.0131061129573444 -0.0135059533576734 0.0167844829879307 -0.0283176552979472 -0.042150989143555 0.00916580727467529
7 672 -0.0377092920946259 0.0128481793623891 0.0269490751852631 -0.00643636697026356 -0.0447812417779839 0.0174084226964673 0.077189838635631 0.00224540181013446
8 848 -0.00481113021069315 0.042870985268803 0.0305515711245484 0.0128742045906458 -0.00571340306918987 0.00506899068002269 0.152072721692479 -0.0176380729831264
9 855 -0.00460120027556586 0.043119118078584 0.0159182847837704 -0.00887525495087106 -0.00546410315770436 -0.0285452815001914 0.0603551170181204 -0.0344361949300595
10 856 -0.0400011432647574 0.0207864855304416 0.0298915426727745 -0.0277034870817049 -0.0475029036196137 -0.0516730585313053 0.178237651130942 0.0286876351122127
11 1011 -0.0134439169744786 -0.0162820606802054 0.0571813828853059 0.0675335452866114 -0.015965170997285 0.0917126394629729 -0.00507039729093728 -0.102832207544835
12 1283 -0.0230554881020606 -0.0108146746455902 0.0320660825707666 0.0268386735008882 NA NA NA NA
13 1429 0.0226461563707642 0.0113068137835316 0.0388553108505823 -0.0155116059955407 NA NA NA NA
14 1440 -0.0715033925949647 -0.0169970571428306 -0.0320528706193152 0.0475697035177587 -0.0849130422206349 0.0942310642913023 -0.14433764002132 -0.00117828222859278
15 1457 -0.0292724050822218 -0.0174109076914109 -0.060654938415922 -0.00603124992974317 -0.0347621123759275 -0.0110184448630703 -0.0622307588148206 0.0192489701320669
16 1498 0.0607768714611385 0.00359113882959169 0.0274034890179838 -0.044821586876686 NA NA NA NA
17 1533 0.0268624648441707 -0.0339376023526514 0.0389351880093369 0.00855066933505489 0.0319002152021527 0.00416467545804634 0.011359903330635 -0.0443071146105244
18 1592 0.0393323566827624 0.0019882658572868 0.0109716963438269 -0.0200744975760126 0.0467086937057539 -0.0462345376590856 0.040208590551381 0.0397799111947465
19 1611 -0.00121104413154471 -0.0191926194688689 0.0135103155301747 0.035143742975004 -0.00143816171150667 0.0392193480727663 -0.0442857690814906 0.0561898785387558
20 1689 0.00381762554000865 0.0195228739053555 0.0226711139067696 -0.00453573133792997 NA NA NA NA
21 1824 -0.0636199469868178 -0.0232106535900522 -0.0488890638210977 0.0509601788898506 NA NA NA NA
22 1973 -0.00624292836573479 -0.0170437788518997 0.00554372425875158 -0.0129201510844151 -0.00741371871545809 -0.0121569321123684 -0.0411307635583738 0.0211489321025557
23 2034 -0.0290759671172413 0.0168610912931488 -0.0197545516263263 0.00861326496120836 -0.0345288347004386 0.0309962369248917 -0.0486329608793408 0.0483421497908253
24 2074 0.00174618663881417 -0.0124583362457372 0.0147059200540996 0.0316392618604107 NA NA NA NA
25 2145 0.00989437180763165 -0.00841875447073412 0.0230566207009067 -0.0427376939628018 NA NA NA NA
26 2179 -0.00704042941632067 -0.0472992141754975 0.0155807361727511 0.0174910118800027 NA NA NA NA
27 2261 0.0129986354132358 -0.0335887969451014 0.00140354320577819 -0.00247277197498648 0.0154363819337498 -0.0172268295864255 -0.00671654201695778 0.0229708866765
