unique position a_freq_old a_freq_final vcf_ord chrom for_relatedness keep_loci vcf_ord_final quasi_indep pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p Spearmans_ALL_rho selCoef originGen type descrip fixed_since pa2 prop He seed simID RDAvegan_2.52_ALL_RDA1 RDAvegan_2.52_ALL_PC1 RDAvegan_2.52_ALL_PC2 RDAvegan_2.52_ALL_PC3 RDAvegan_2.52_PRUNED_RDA1 RDAvegan_2.52_PRUNED_PC1 RDAvegan_2.52_PRUNED_PC2 RDAvegan_2.52_PRUNED_PC3 sk-allel_v1.1.10_tajD sk-allel_v1.1.10_pi sk-allel_v1.1.10_thetaW sk-allel_v1.1.10_H12 sk-allel_v1.1.10_H2/H1 sk-allel_v1.1.10_ihs sk-allel_v1.1.10_nsl
10001_0.0220 10001 0.022 0.0221327967806841 326 1 FALSE TRUE 135 FALSE NA NA NA NA NA NA NA 0.471909346500788 0.0230132241651672 0.043285872174698 NA NA 0.11616071723274 0.137063225662613 0.0189037455819179 NA NA NA NA NA NA NA NA 10937 10937 -0.0134122354411046 -0.00103362003449707 -0.0203249501030448 -0.0375274933766162 NA NA NA NA 0.016621275865720098 0.0022182978987389406 0.0021982874263972454 0.22142361209510586 0.7174991432339715 NA 0.40527753786062193
100331_0.0675 100331 0.0675 0.067907444668008 3321 3 FALSE TRUE 1471 TRUE 0.00059635769876699 0.00145127628958614 -0.00842072867823537 -0.0122321471513354 0.00684706610342195 0.510307271921158 0.0378101102762663 0.308295619913605 0.014732703108757 0.126592047253339 0.206172308782095 0.223461395045737 0.648529999617382 1.33278243225912 0.026322964238954 NA NA NA NA NA NA NA NA 10937 10937 -0.0155085168746271 -0.00611903874674662 -0.0104116429302956 -0.0346089232780866 -0.0186112838426558 0.0504245953249009 0.0265769676898248 0.0829263698516858 0.5624747606352358 0.0031471101996031962 0.0024231947208471286 0.19415638701423835 0.6527245260537458 NA -0.5654938293400643
100477_0.6660 100477 0.666 0.666498993963783 3324 3 FALSE TRUE 1472 FALSE -0.00197206287806138 0.00239719187446345 -0.00326578590140489 NA NA 0.912023230712616 0.0848506819455746 0.0863074925212872 0.00795815284625728 0.444556170018097 0.0473775981201456 0.0650061542678932 0.120903626847448 0.565588934906698 -0.00411682706228917 NA NA NA NA NA NA NA NA 10937 10937 0.00181551847504414 0.0206454625244282 -0.0169559460282787 -0.0121796199832527 NA NA NA NA 0.8406256684978061 0.0035179058414480254 0.0024518846401285605 0.18312035189001208 0.6171999230722325 NA -0.18315761651615248
100499_0.4165 100499 0.4165 0.415492957746479 3325 3 FALSE TRUE 1473 TRUE 0.00334350370993948 -0.00244550770998974 0.0065865148824538 0.010300507702246 0.0224084595901202 1.91929911008556 0.229645703150599 0.279426490698451 0.0157755587326964 0.485717119619123 0.26746432211579 0.279779706080802 0.0993605099346543 0.111998934264983 -0.0529994938901363 NA NA NA NA NA NA NA NA 10937 10937 0.0311929794245477 -0.0320902897218057 0.0169360149761822 0.0108757579120751 0.0374337145622341 -0.0201644024710631 0.0339777069556335 0.0368148297958945 1.1446570093202744 0.0037085222963346262 0.002349529601333376 0.16801918148731423 0.6379764439780333 NA -2.4808810606738385
100540_0.1585 100540 0.1585 0.159456740442656 3326 3 FALSE TRUE 1474 TRUE -0.00596538753767206 0.00116370906491125 0.0244697398255845 0.0369301612233628 -0.00853828310105064 7.7813025956456 1.29452538005409 1.17516159235148 0.0181633298116404 0.268060576740119 0.360998401876392 0.363469031911337 1.69448122676296 2.14268404905221 -0.0486654706274326 NA NA NA NA NA NA NA NA 10937 10937 0.0371503300215638 0.0617085366949967 -0.00698617325962404 0.0905197150931496 0.0445829438410624 -0.108049265566826 -0.0196270345431215 -0.053454950076126 1.3924894259442362 0.0040534206857228625 0.002399437909858431 0.16801918148731423 0.6379764439780333 NA -0.8097030597555815
10070_0.0110 10070 0.011 0.0110663983903421 327 1 FALSE TRUE 136 FALSE NA NA NA NA NA NA NA 0.56728523459899 0.00614039001542032 0.0218878664340163 NA NA 0.564725242512396 0.45080998138328 -0.0632738864716538 NA NA NA NA NA NA NA NA 10937 10937 0.0411144535349809 0.026898405873266 0.0180527659899535 0.0391585219610222 NA NA NA NA 1.1260533986455035 0.004294808092067125 0.0028312133692159893 0.12308660818026874 0.5424487999378611 NA 0.48545112233674326
100716_0.0990 100716 0.099 0.0995975855130785 3329 3 FALSE TRUE 1475 FALSE -0.0057713252237905 0.000689669063102054 0.0445326391456524 NA NA 14.2471661936846 2.58715128185642 3.34780339614616 0.0323086082632473 0.179355812946087 1.39401100137 1.22805821281064 3.70422894575313 2.54547346895884 -0.14372003640226 NA NA NA NA NA NA NA NA 10937 10937 0.0948455128333108 0.0611997878605152 -0.00309324781967917 0.156385585818132 NA NA NA NA 1.0933349311528595 0.00419976130385824 0.0028163713096151896 0.06741404159362614 0.6836026635688502 NA -1.7713749938874763
100750_0.3860 100750 0.386 0.38430583501006 3330 3 FALSE TRUE 1476 FALSE 0.00126702311723977 0.00105239377337796 0.0134873387984079 NA NA 1.1786951446798 0.120262905776299 0.563969269579161 0.019193560164148 0.473229720374561 0.406633547168747 0.403593432561034 0.483635165785421 0.122263979644717 -0.109736552081869 NA NA NA NA NA NA NA NA 10937 10937 0.067383375814242 -0.0101734997371335 -0.00751117373374175 0.0322608550395368 NA NA NA NA 1.0933349311528595 0.004023806585504754 0.002698375598738258 0.06741404159362614 0.6836026635688502 NA -1.4263838950941408
100762_0.0515 100762 0.0515 0.0518108651911469 3331 3 FALSE TRUE 1477 FALSE -0.0016754067769593 0.000446390624296322 -0.0163428206233277 NA NA 1.62851012419028 0.185124891680428 0.768285449754583 0.00770801153432168 0.0982529988785832 NA NA 0.494107237081464 0.00996616565481537 0.0913405762930741 NA NA NA NA NA NA NA NA 10937 10937 -0.0600311566270515 0.0145211035662309 -0.00365556021017238 -0.0575545721194167 NA NA NA NA 1.0933349311528595 0.003911674783550708 0.0026231797085269023 0.06741404159362614 0.6836026635688502 NA -0.6988027899002053
100830_0.2015 100830 0.2015 0.202213279678068 3332 3 FALSE TRUE 1478 FALSE 0.00103755937805795 -0.000591515444836302 -0.0206868422175038 NA NA 2.16362876649058 0.268292119549004 0.943897077540895 0.0135274444471379 0.322646138399815 0.175206366061261 0.194368981886592 0.657309621975313 0.014450455051708 0.0609696872083842 NA NA NA NA NA NA NA NA 10937 10937 -0.0383234060171903 -0.0121555026932637 0.00253884799256084 -0.0778731293371432 NA NA NA NA 1.3817754808676406 0.003962781822694191 0.0024449816863692307 0.06958703933864759 0.697093519750561 NA 1.7371963400051587
100831_0.4845 100831 0.4845 0.483400402414487 3333 3 FALSE TRUE 1479 TRUE 0.0027536857338332 -0.0010079652183096 -0.00361550135636375 -0.00854186732566744 0.0214426455617149 1.12496198416212 0.112916425589124 0.162345979293056 0.0154487479617897 0.499448906719998 0.243073656035641 0.257540780845676 0.570597408435376 2.3357425975845 -0.00313773395256547 NA NA NA NA NA NA NA NA 10937 10937 0.00322167844020868 -0.0276613595546947 0.00631555377515553 -0.0103705905432626 0.00386623507490815 0.0319728527074122 0.0403203345673956 0.150213255477972 1.498175771524331 0.003902382837290725 0.0023227326020507687 0.07553166078968783 0.713519153376062 NA -0.549111499316403
