unique position a_freq_old a_freq_final vcf_ord chrom for_relatedness keep_loci vcf_ord_final quasi_indep pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p Spearmans_ALL_rho selCoef originGen type descrip fixed_since pa2 prop He seed simID RDAvegan_2.52_ALL_RDA1 RDAvegan_2.52_ALL_PC1 RDAvegan_2.52_ALL_PC2 RDAvegan_2.52_ALL_PC3 RDAvegan_2.52_PRUNED_RDA1 RDAvegan_2.52_PRUNED_PC1 RDAvegan_2.52_PRUNED_PC2 RDAvegan_2.52_PRUNED_PC3 sk-allel_v1.1.10_tajD sk-allel_v1.1.10_pi sk-allel_v1.1.10_thetaW sk-allel_v1.1.10_H12 sk-allel_v1.1.10_H2/H1 sk-allel_v1.1.10_ihs sk-allel_v1.1.10_nsl
100083_0.1220 100083 0.122 0.120795107033639 3443 3 TRUE TRUE 1489 TRUE 0.0010913432569049 -0.00166127277420831 0.000871530025230815 -0.0165895702159994 -0.00162717058436838 0.28934066715385 0.01681563415791 0.361083873709428 0.016454880350563 0.212407298300742 0.318627052570643 0.315428647772623 0.259552296567134 0.282071050615387 -0.0408906572426052 NA NA NA NA NA NA NA NA 11017 11017 -0.0296834883928586 -0.0114346785384842 -0.0173878789542907 0.0103220453600951 -0.0359390157250599 0.0531824527300296 0.00354385770840963 0.00135487190803922 1.1950161327743198 0.0029235399840908576 0.0017125386866922066 0.2091070814382545 0.5658672129891394 NA 2.450985485869543
100192_0.0475 100192 0.0475 0.0479102956167176 3449 3 FALSE TRUE 1490 TRUE NA NA NA NA NA NA NA 0.447682034683609 0.0689119545690894 0.0912297983812729 NA NA 0.806458580687335 0.897347683104263 -0.0518585213678875 NA NA NA NA NA NA NA NA 11017 11017 -0.0285134570245639 0.0274471897166335 -0.019660063594667 0.0220034497972517 -0.0345224108035821 0.0437220087348092 -0.120570451637081 -0.137775676727163 1.1950161327743198 0.002784588463934448 0.0016311442624197632 0.2091070814382545 0.5658672129891394 NA 0.8347471591217824
100201_0.4550 100201 0.455 0.454128440366972 3450 3 FALSE TRUE 1491 TRUE 0.000837690792983913 0.00166733005043426 -0.000783574151313531 -0.0190256203903898 -0.00173265134274422 0.199727075139741 0.00982399392049497 0.327502559394948 0.0117102380819037 0.495791600033667 0.156628230577543 0.158997232027963 0.49947665568571 0.522800482735076 -0.0162220738867049 NA NA NA NA NA NA NA NA 11017 11017 -0.00880830744450855 -0.00812001191773692 0.00583519355395049 -0.0045136035685653 -0.010664578757378 0.0702310532975912 0.00848386877265056 -0.00322949889364439 1.5786729420695496 0.0035942306584508415 0.0019285307038699197 0.20503584413749104 0.5517001561686621 NA -1.0758867096146543
100264_0.0205 100264 0.0205 0.0208970438328237 3452 3 FALSE TRUE 1492 TRUE NA NA NA NA NA NA NA 1.09686528948755 0.0193143495873876 0.0409207147837454 NA NA 0.509702167617256 0.447413018988127 0.0963759554935862 NA NA NA NA NA NA NA NA 11017 11017 0.0694041330407598 -0.0226006016786758 -0.0178194586346537 0.00437514572017067 0.0840304278164326 -0.0850044649518019 0.00702172860062292 0.0072941996117498 2.2299535406694804 0.004106265945812219 0.0019526898575676368 0.09623467700790037 0.7515294318587643 NA -0.775397908865475
1003_0.0125 1003 0.0125 0.0127420998980632 33 1 FALSE TRUE 15 FALSE NA NA NA NA NA NA NA 0.278635710653258 0.0321020340831701 0.0251594775765018 NA NA 0.255061771245199 0.223790470848454 -0.0775922666960999 NA NA NA NA NA NA NA NA 11017 11017 -0.0461847289589174 -0.0210988258461596 0.0208330145574865 -0.00954754960196021 NA NA NA NA 2.0191564581606958 0.003947119582291859 0.0019929892730146236 0.09602685478734073 0.7507554164135631 NA -0.9833531080871853
100317_0.1390 100317 0.139 0.136085626911315 3453 3 FALSE TRUE 1493 FALSE -6.05034768626212e-05 0.00243982866574307 -0.000172904910355949 NA NA 0.153963461461685 0.00671602179252593 0.525629781012645 0.00811368345994168 0.235132658118939 0.0952429163081467 0.098670834207591 0.520797729009146 0.524554380189818 -0.0294025330087123 NA NA NA NA NA NA NA NA 11017 11017 -0.018971365574814 0.00066569802996318 0.00922857984991408 0.00133810758827847 NA NA NA NA 2.0191564581606958 0.003718238468657867 0.001877422061340909 0.09602685478734073 0.7507554164135631 NA -0.8084634372499399
100554_0.0130 100554 0.013 0.0132517838939857 3458 3 FALSE TRUE 1494 TRUE NA NA NA NA NA NA NA 0.25660342377778 0.0374186832558902 0.0261523482352257 NA NA 0.212542347673836 0.254240500774602 0.0362110865753191 NA NA NA NA NA NA NA NA 11017 11017 0.0323979694778203 -0.041111575603645 0.0340032724138906 -0.00717088158220548 0.0392255492047734 -0.0285648179834533 -0.0295078043454745 0.0714279500366349 2.0191564581606958 0.0036192438342420555 0.0018274374484191596 0.09602685478734073 0.7507554164135631 NA -0.08158515172005747
100598_0.0135 100598 0.0135 0.0132517838939857 3459 3 FALSE TRUE 1495 TRUE NA NA NA NA NA NA NA 1.59586703410662 -0.000437264837675122 0.0261523482352257 NA NA 1.46197759282948 1.39912509422403 0.096388698122913 NA NA NA NA NA NA NA NA 11017 11017 0.0619238981988175 0.0285287187537356 -0.0335700420436477 0.00959798289215791 0.0749738009788545 -0.140948252590116 0.0253360792659092 -0.0668646097901438 1.4823500614329284 0.002758804212846103 0.001591803120654537 0.16484354623680722 0.6492944901577021 NA 1.3303000796354576
100820_0.8200 100820 0.82 0.82059123343527 3462 3 TRUE TRUE 1496 TRUE 0.00313337548945823 0.00602308855984043 0.00111119565630927 -0.0179482356180855 -0.0167556281598947 2.58115373269978 0.336484584723635 0.515855071974309 0.0085342334114373 0.294442522088904 0.0707895345176048 0.0743045472888623 0.390189866141128 0.336797553876291 -0.0181773096151309 NA NA NA NA NA NA NA NA 11017 11017 -0.0164966568496089 -0.0315162539242045 0.0378504511074882 0.00559108133378869 -0.0199731784243947 0.0944397540728945 -0.0441334394652374 0.0558666083862725 1.763347802564325 0.003383794105622044 0.0018366959084475428 0.16448037690637923 0.6505269263740381 NA -1.5318492086652276
100849_0.0200 100849 0.02 0.0203873598369011 3463 3 FALSE TRUE 1497 FALSE NA NA NA NA NA NA NA 1.37346263202742 0.0243500729970242 0.0399434307915636 NA NA 0.976896577000562 0.92353004963872 0.106075864135165 NA NA NA NA NA NA NA NA 11017 11017 0.0758645624956912 -0.0222426407633257 -0.0174995867514238 0.00789293897645911 NA NA NA NA 1.8075063190826735 0.0032188889727404525 0.00171424951455104 0.2057980321313935 0.609115739160123 NA 0.45600032237294263
