unique position a_freq_old a_freq_final vcf_ord chrom for_relatedness keep_loci vcf_ord_final quasi_indep pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p Spearmans_ALL_rho selCoef originGen type descrip fixed_since pa2 prop He seed simID RDAvegan_2.52_ALL_RDA1 RDAvegan_2.52_ALL_PC1 RDAvegan_2.52_ALL_PC2 RDAvegan_2.52_ALL_PC3 RDAvegan_2.52_PRUNED_RDA1 RDAvegan_2.52_PRUNED_PC1 RDAvegan_2.52_PRUNED_PC2 RDAvegan_2.52_PRUNED_PC3 sk-allel_v1.1.10_tajD sk-allel_v1.1.10_pi sk-allel_v1.1.10_thetaW sk-allel_v1.1.10_H12 sk-allel_v1.1.10_H2/H1 sk-allel_v1.1.10_ihs sk-allel_v1.1.10_nsl
100052_0.9825 100052 0.9825 0.982394366197183 3404 3 FALSE TRUE 1450 TRUE NA NA NA NA NA NA NA 0.646823331345043 0.0134865987705605 0.034591350922436 NA NA 0.658500617904336 0.670920228776236 -0.0605590456765964 NA NA NA NA NA NA NA NA 10941 10941 -0.0396909424952525 0.0042374683067767 0.00164955946392638 0.0618960861047293 -0.047505768558883 -0.0685471701350145 0.0276312125387467 0.0531240796131213 0.7098024064871706 0.002741344524862839 0.0019540332679086627 0.30822257488593535 0.5729721783758016 NA 1.155352661016569
100157_0.0255 100157 0.0255 0.0256539235412475 3407 3 FALSE TRUE 1451 TRUE NA NA NA NA NA NA NA 0.446136319759577 0.0190487695882604 0.0499915994963744 NA NA 0.432624725909367 0.446356135001236 0.0894768091253945 NA NA NA NA NA NA NA NA 10941 10941 0.0585753065101629 -0.0146102909271365 -0.0102938453833547 -0.0266492267760583 0.0701083113526537 0.0210803303456508 -0.0298059814597416 -0.0352650186595896 0.7098024064871706 0.0027196309048639253 0.0019385557766777028 0.30822257488593535 0.5729721783758016 NA 0.531297266145305
100209_0.0800 100209 0.08 0.0804828973843058 3410 3 FALSE TRUE 1452 FALSE -0.000905345333841035 -0.0027151640691987 0.00169471592484037 NA NA 0.568098816743527 0.0439781322253577 0.0267150220996949 0.00647982138017202 0.148010801225866 0.0314991460628344 0.0450948978170399 0.0662991195771133 0.0403456803949373 -0.0301757664140247 NA NA NA NA NA NA NA NA 10941 10941 -0.0148227998492483 -0.00973332082555489 0.0224443695932983 -0.00830526998472828 NA NA NA NA 0.7098024064871706 0.002687697860971198 0.001915793869319452 0.30822257488593535 0.5729721783758016 NA -0.32671643942024237
100254_0.9895 100254 0.9895 0.98943661971831 3413 3 FALSE TRUE 1453 FALSE NA NA NA NA NA NA NA 0.757226418822902 0.0273992259461851 0.0209035905574291 NA NA 0.730202294636047 0.738794390117174 -0.0487560779653124 NA NA NA NA NA NA NA NA 10941 10941 -0.0336718694961688 -0.00456227413550485 0.000607483009125701 0.0787270626803204 NA NA NA NA 0.7759925760018176 0.0033805243555718417 0.002412338113674874 0.17097808177029988 0.5928935268662099 NA 0.6850902758827999
100335_0.0140 100335 0.014 0.0135814889336016 3417 3 FALSE TRUE 1454 TRUE NA NA NA NA NA NA NA 0.64372867760766 0.0556091331428912 0.0267940641838957 NA NA 0.6221651371813 0.624353094972721 0.0914805594653347 NA NA NA NA NA NA NA NA 10941 10941 0.0616631649181565 0.0238515534928127 -0.00735743467026666 -0.0213592941264143 0.0738041441459992 0.0324064204921283 -0.012097245614717 -0.0626085179330501 0.7759925760018176 0.0030278211724062403 0.0021606495464375278 0.17097808177029988 0.5928935268662099 NA 0.3187655614267295
100377_0.1355 100377 0.1355 0.135814889336016 3418 3 FALSE TRUE 1455 TRUE -0.00229786071385606 0.000429552623250068 -0.00666989770558278 -0.00894085699217704 0.00224852499580506 0.977925396675848 0.0933454730704497 0.191021820126287 0.027580731927783 0.234738410341323 0.951816524266554 0.849657926624676 0.00691111796534645 0.000216130653362834 0.0195602792467149 NA NA NA NA NA NA NA NA 10941 10941 0.0104459105342168 -0.0238188724389473 -0.00384293379254138 -0.0370989728200203 0.0125026259652226 0.0267943031590373 0.032208191264421 -0.0265842318082786 1.0236904555322752 0.0033430786045837687 0.0022187271049318546 0.12898619078657053 0.7196021360112715 NA 0.5328238003362705
100411_0.0105 100411 0.0105 0.0105633802816901 3419 3 FALSE TRUE 1456 FALSE NA NA NA NA NA NA NA 0.0423021449551619 0.00587278182791427 0.0209035905574289 NA NA 0.0163439883376366 0.0269616829920009 -0.0380697812010291 NA NA NA NA NA NA NA NA 10941 10941 -0.0172522714416345 0.029953209937046 -0.00436287131645001 -0.0201869339938062 NA NA NA NA 1.0236904555322752 0.0032174326972973987 0.002135338703672671 0.12898619078657053 0.7196021360112715 NA -1.1895524238136228
100547_0.0100 100547 0.01 0.0100603621730382 3424 3 FALSE TRUE 1457 TRUE NA NA NA NA NA NA NA 0.0147522659593797 0.0152554951323083 0.0199183025719707 NA NA 0.155761267670107 0.141297577154825 0.00759073040360761 NA NA NA NA NA NA NA NA 10941 10941 0.00763735852393546 -0.000309518756992749 -0.0222267120432692 0.00477011177890361 0.00914109274383414 -0.0144535358482993 0.0434368072181097 0.0355788897655747 1.7536171511059884 0.004115310148047503 0.0022385000012703654 0.12797408191604354 0.7190814166949243 NA 0.5661107131127638
100559_0.0450 100559 0.045 0.0447686116700201 3426 3 FALSE TRUE 1458 TRUE NA NA NA NA NA NA NA 0.0201782226408079 0.0131054603271491 0.0855287661583179 NA NA 0.0260678818591289 0.0221237822451242 0.0516524131084342 NA NA NA NA NA NA NA NA 10941 10941 0.0334579053342906 0.0262462706486857 0.00746019819655953 0.0516069007671747 0.0400454967141672 -0.0561389740614783 0.0378200414185189 0.0398559667764044 1.6495100133452594 0.0028869356435153835 0.0015892380961399998 0.0984645296325235 0.7916511220800092 NA -0.09445683171127368
100638_0.0145 100638 0.0145 0.0145875251509054 3427 3 FALSE TRUE 1459 TRUE NA NA NA NA NA NA NA 0.994390200413606 0.0134173673141248 0.028749458521754 NA NA 0.993221127085863 0.987896627182396 -0.0822155395499127 NA NA NA NA NA NA NA NA 10941 10941 -0.0516527800054237 0.0216858420818554 0.0418705753003522 0.095862279221357 -0.0618227952801591 -0.106984946589527 -0.0197563767132541 -0.0331726486392274 1.6495100133452594 0.0028869356435153835 0.0015892380961399998 0.0984645296325235 0.7916511220800092 NA 0.696448828231739
10071_0.8085 10071 0.8085 0.809356136820926 324 1 FALSE TRUE 134 TRUE -0.000530665868696449 -0.000476502316452448 -0.0251579120651074 -0.0339737747430473 0.0187590189839891 3.05871513639371 0.417186078609599 1.03682089883746 0.0348870008061392 0.308597561222466 1.53017700432643 1.31721696283927 1.20403343386925 1.21290975752597 0.0934022647042017 NA NA NA NA NA NA NA NA 10941 10941 0.0533583722520871 -0.00409659873802326 -0.00379222293988365 -0.0880542951495769 0.0638642048671324 0.0837499410120525 -0.00131170775898757 -0.102192062233239 1.6495100133452594 0.0028869356435153835 0.0015892380961399998 0.0984645296325235 0.7916511220800092 NA -0.14941778589511556
100784_0.0545 100784 0.0545 0.0548289738430583 3431 3 FALSE TRUE 1460 TRUE -0.000301171761104005 -0.00768319054418435 -0.00429543097580741 -0.0132781278165378 0.0347807754550882 3.02257390346465 0.410991679569696 0.35023817616608 0.014910617340966 0.103645514940751 0.22603493523476 0.236152292782625 0.119764080923683 0.119495443997448 -0.0151270517001491 NA NA NA NA NA NA NA NA 10941 10941 -0.00882865982070619 -0.00363819336887916 0.0568810301212053 -0.0536806658422857 -0.0105669516459012 0.108454348843056 -0.0178780423489989 -0.0402056867490918 1.7856277472719126 0.0025866564013411883 0.0013447399275030767 0.12844066410535648 0.6939183851059689 NA -0.345758754215749
100832_0.0190 100832 0.019 0.0191146881287726 3432 3 FALSE TRUE 1461 FALSE NA NA NA NA NA NA NA 0.826715383199124 0.0217499087932006 0.0374986336530245 NA NA 0.660620671385065 0.652779935083627 0.0831672487185235 NA NA NA NA NA NA NA NA 10941 10941 0.0551043053915882 0.0365056457065881 -0.0285247454646244 -0.087189536811661 NA NA NA NA 1.7856277472719126 0.0025866564013411883 0.0013447399275030767 0.12844066410535648 0.6939183851059689 NA -0.12854078520900156
100876_0.0135 100876 0.0135 0.0130784708249497 3433 3 FALSE TRUE 1462 TRUE NA NA NA NA NA NA NA 0.191245966546706 -0.00378311444294123 0.0258148488516612 NA NA 0.143107404807396 0.164737514971814 0.00577744547620597 NA NA NA NA NA NA NA NA 10941 10941 0.000135639437529837 0.00713204541661439 0.00255257103538188 0.018555241953515 0.00016234574745914 -0.0413758798169396 0.0500832032640265 0.0102819036145555 2.3585835968444924 0.0025214178898235935 0.0011002417588661538 0.13761087652676623 0.6636010759096108 NA -0.4572623524685933
100969_0.0015 100969 0.0015 0.00150905432595573 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.0138767 10881 m2 QTL NA 2.90149218047204e-07 0 0.0030135541619941 10941 10941 NA NA NA NA NA NA NA NA 2.3585835968444924 0.0025214178898235935 0.0011002417588661538 0.13761087652676623 0.6636010759096108 NA -0.4102134655306535
