unique position a_freq_old a_freq_final vcf_ord chrom for_relatedness keep_loci vcf_ord_final quasi_indep pca_ALL_PC1_loadings pca_ALL_PC2_loadings pca_ALL_PC3_loadings pca_PRUNED_PC1_loadings pca_PRUNED_PC2_loadings pcadapt_3.0.4_ALL_chisq pcadapt_3.0.4_ALL_log10p pcadapt_3.0.4_PRUNED_log10p OutFLANK_0.2_FST OutFLANK_0.2_He OutFLANK_0.2_ALL_log10p OutFLANK_0.2_PRUNED_log10p LFMM_ridge_0.0_ALL_log10p LFMM_lasso_0.0_ALL_log10p Spearmans_ALL_rho selCoef originGen type descrip fixed_since pa2 prop He seed simID RDAvegan_2.52_ALL_RDA1 RDAvegan_2.52_ALL_PC1 RDAvegan_2.52_ALL_PC2 RDAvegan_2.52_ALL_PC3 RDAvegan_2.52_PRUNED_RDA1 RDAvegan_2.52_PRUNED_PC1 RDAvegan_2.52_PRUNED_PC2 RDAvegan_2.52_PRUNED_PC3 sk-allel_v1.1.10_tajD sk-allel_v1.1.10_pi sk-allel_v1.1.10_thetaW sk-allel_v1.1.10_H12 sk-allel_v1.1.10_H2/H1 sk-allel_v1.1.10_ihs sk-allel_v1.1.10_nsl
100001_0.6950 100001 0.695 0.693661971830986 3425 3 FALSE TRUE 1494 TRUE -0.000107410652474821 -0.0111443117660096 0.00356591462437533 0.0193583438954373 -0.00171425943291599 1.78578163504852 0.208987710645235 0.565657251605627 0.00404998280948903 0.424990081333069 0.0246843408508747 0.0298361941569764 0.359206114296908 0.158307920016906 0.0464607191539866 NA NA NA NA NA NA NA NA 10940 10940 0.0286468187354752 -0.00241925384556505 0.0413166330405367 -0.00268000380014364 0.0347135233129807 0.0786250461244864 -0.00595828756655906 -0.0461244858793609 0.6712272527354689 0.003006382694436006 0.0021982874263972454 0.32556506038241523 0.15191460942054835 NA -1.5017264215752242
100047_0.9665 100047 0.9665 0.966297786720322 3428 3 FALSE TRUE 1495 TRUE NA NA NA NA NA NA NA 0.444025556339533 0.0120847389680452 0.0651327481994584 NA NA 0.34076666191639 0.2055896157866 0.048770250938914 NA NA NA NA NA NA NA NA 10940 10940 0.0322091958080479 -0.017320604181789 0.0270948447457433 -0.0102652154005791 0.0390303258417461 0.0601752287250654 0.0171464876396244 0.0341391907122548 0.6712272527354689 0.0028909745295824163 0.002113900193138234 0.32556506038241523 0.15191460942054835 NA -0.4207799271656779
10007_0.8150 10007 0.815 0.815392354124749 341 1 FALSE TRUE 144 FALSE -0.00493126333482165 -0.00769365069344356 -0.00557536943097637 NA NA 4.94625100932566 0.755041696935119 0.546208043621679 0.0167072870599369 0.301055325919299 0.409971509590353 0.382215059843831 0.225527306396842 0.342321424309078 -0.0754654898528689 NA NA NA NA NA NA NA NA 10940 10940 -0.0449701414439611 -0.0460758485836719 0.0551412682165282 -0.0203576120774624 NA NA NA NA 0.6712272527354689 0.002815322859649419 0.002058583178738355 0.32556506038241523 0.15191460942054835 NA -1.1597437496410687
100074_0.0145 100074 0.0145 0.0145875251509054 3430 3 FALSE TRUE 1496 TRUE NA NA NA NA NA NA NA 0.346404004376328 0.00747706263974237 0.028749458521754 NA NA 0.358470251940878 0.421879588416122 0.0139473720757139 NA NA NA NA NA NA NA NA 10940 10940 0.0098646635171617 -0.0207526472984104 -0.0034710847203937 -0.00407559816127555 0.0119537610839015 0.0503249438638978 0.0142278740664124 -0.029332056637165 0.8157761566885358 0.0030676567020321544 0.0021852023821924997 0.17224473602176438 0.4259453458985806 NA -0.5434190691904399
100117_0.8680 100117 0.868 0.867203219315895 3432 3 TRUE TRUE 1497 FALSE 0.00457570621052156 -0.0127664533670851 0.000360345337094854 NA NA 4.67031962044989 0.704230508106146 0.439092756077743 0.0119206693525799 0.230323591448085 0.191995296213638 0.189119863229052 0.194185265800268 0.00985591045052028 0.064331878038445 NA NA NA NA NA NA NA NA 10940 10940 0.0317892496002184 0.0440850289708311 0.0504207152400551 0.00389509894185195 NA NA NA NA 0.5145583726542821 0.002906245187227867 0.00233923695871503 0.16920284281139555 0.42266167156398343 NA -0.7853653625663333
100131_0.0545 100131 0.0545 0.0548289738430583 3433 3 TRUE TRUE 1498 TRUE 0.00444272328678292 -0.00704365766287519 0.00567467272453145 0.013693420438289 0.0308562302286305 2.58402143578902 0.336961210143356 0.302737506399602 0.00511203734169836 0.103645514940751 0.0330212804404277 0.0386174187564195 0.496647332412988 0.467533712163488 0.00727174544959707 NA NA NA NA NA NA NA NA 10940 10940 0.00412211198474791 0.0454258180091597 0.0309978318914587 -0.036087540572189 0.00499507578145364 0.0673777980220127 0.0870235886222576 0.107446400396992 0.5145583726542821 0.0028584338680490303 0.002300753624494101 0.16920284281139555 0.42266167156398343 NA -0.35127765865445415
100175_0.1290 100175 0.129 0.129778672032193 3435 3 FALSE TRUE 1499 FALSE -0.00423117769374422 0.0123967781379368 -0.000329835872295871 NA NA 4.12052265238402 0.604253472513775 0.447963690864637 0.00969160084983748 0.225872336635507 0.120116496080206 0.123176668483693 0.195531032021324 0.0132816401729401 -0.0629429335689687 NA NA NA NA NA NA NA NA 10940 10940 -0.0316268866094374 -0.0409361949216869 -0.0488388554189568 -0.00509194891819968 NA NA NA NA 0.5145583726542821 0.002638315858687337 0.0021235806230417353 0.16920284281139555 0.42266167156398343 NA 1.307818165371634
100270_0.0160 100270 0.016 0.0160965794768612 3439 3 FALSE TRUE 1500 FALSE NA NA NA NA NA NA NA 0.44232095856364 0.0239145933200911 0.0316749592120122 NA NA 0.294537496652519 0.0324312270650488 0.0693710631994583 NA NA NA NA NA NA NA NA 10940 10940 0.0441139803442225 -0.0178041764908474 0.0698728182144535 0.000514224641452957 NA NA NA NA 0.47616842214534305 0.0027348687582619334 0.0022393031946687405 0.16536441991992196 0.4066095931037211 NA -0.11809408594325745
100278_0.8700 100278 0.87 0.869215291750503 3440 3 TRUE TRUE 1501 FALSE 0.0045998934226703 -0.01253118102245 0.000625216661998943 NA NA 4.5651870227924 0.684977040733679 0.491448562770377 0.0122593534530934 0.227360136675182 0.200754692867766 0.197039580416389 0.180624421715988 0.00410292117976659 0.0623755236575484 NA NA NA NA NA NA NA NA 10940 10940 0.0307309921059951 0.0444828080091785 0.0494989132736494 0.0039952830823605 NA NA NA NA 0.5766600903060243 0.0029573423707006555 0.0023438057809000196 0.1587831819893202 0.40577491854821596 NA 0.18098222087954724
100400_0.0100 100400 0.01 0.0100603621730382 3441 3 FALSE TRUE 1502 TRUE NA NA NA NA NA NA NA 0.863822313077634 0.0105072667327576 0.0199183025719707 NA NA 0.750723641906453 0.835659601121902 -0.0593625299331514 NA NA NA NA NA NA NA NA 10940 10940 -0.031755164480973 -0.0166695746044665 0.00801935873121198 0.0535433826927694 -0.0384801416414419 -0.103247305765194 -0.0205000390057438 0.0398779817900965 0.4718058685354073 0.0029632330387034766 0.0024449816863692307 0.23569485322397157 0.3436341784632212 NA -0.563631675997009
