position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
97	-1.240674552	-1.240758295	40.14367707	-1.216278077	-1.216418045	41.11292702	0.13072701	0.12986274	0.11290758	0.11242505
133	-1.425515913	-1.423494683	37.25219422	-1.473640597	-1.473282415	38.46446776	0.06680265	0.06336233	0.06869033	0.07208702
184	-1.113581219	-1.113544719	36.01058240	-1.103986575	-1.103758835	34.82236116	0.11386939	0.11363611	0.18929765	0.18972554
199	-1.017276585	-1.016071076	36.10213454	-1.050983163	-1.05012982	35.88772573	0.28968458	0.28794892	0.16332837	0.16209992
268	-1.733655729	-1.734283901	38.55062697	-1.673767797	-1.672773802	39.39363242	0.00915073	0.01010870	0.03485582	0.03633021
271	-1.68559032	-1.68644921	41.94455662	-1.660009786	-1.6601505	42.43551597	0.03528476	0.03535416	0.04279666	0.04349979
314	-1.132707741	-1.132347064	36.42069136	-1.042528799	-1.040908998	35.92966939	0.77807719	0.77622092	0.61224918	0.61175587
328	-1.634864071	-1.634800813	38.26484981	-1.565402144	-1.56429967	38.65574054	0.11317574	0.11161013	0.19299196	0.19177189
332	-1.227313663	-1.225820086	35.14556620	-1.127981903	-1.124355019	34.19509748	0.49807869	0.49476961	0.42909077	0.42789316
475	-1.474401577	-1.471847284	44.29921403	-1.531265969	-1.529510954	43.39300251	0.30176362	0.29887251	0.25891859	0.25621841
495	-1.392020509	-1.393612742	42.38458500	-1.308826818	-1.308794804	42.41798832	0.48344900	0.48522046	0.35392451	0.35464843
731	-1.255764267	-1.255967618	40.85162378	-1.200420127	-1.200575785	39.28048326	0.09271585	0.09277547	0.04588960	0.04556871
739	-0.88682986	-0.892409	36.61705203	-0.945107232	-0.949133419	34.48687879	0.25470353	0.25792397	0.15986523	0.16325846
742	-1.709227397	-1.708844108	40.73484398	-1.742386624	-1.742115471	40.04898277	0.12245773	0.12245206	0.08814691	0.08713258
789	-1.601116436	-1.601320269	37.81346822	-1.55079469	-1.551664296	37.62513357	0.18480575	0.18647431	0.01616390	0.01764391
837	-1.102953234	-1.102224835	43.90522570	-1.147164692	-1.147233196	41.80842212	0.00285613	0.00170624	0.02749171	0.02602357
1019	-1.150286005	-1.152817149	38.81982812	-1.154996881	-1.156639813	37.82526526	0.35386035	0.35661223	0.19845133	0.20145992
1144	-1.583233122	-1.583935474	36.19024642	-1.585394855	-1.585827881	35.85386705	0.01869597	0.02068433	0.04365548	0.04494568
1242	-1.619277324	-1.619177839	40.97259237	-1.439229807	-1.4387723	41.87282506	0.34665280	0.34595851	0.25550540	0.25569640
1252	-1.148216055	-1.149318533	40.70440881	-1.038373361	-1.040053435	40.85945594	0.12991119	0.13255648	0.15511311	0.15743421
1262	-1.778902543	-1.778103515	38.14887137	-1.775016194	-1.77480314	38.69449683	0.01657391	0.01222416	0.01317361	0.01031661
1264	-1.234803793	-1.238136634	36.45152736	-1.286747167	-1.289907307	37.33511313	0.47264989	0.47805461	0.50380110	0.50776411
1511	-1.683104546	-1.682775606	37.03368640	-1.77833731	-1.778611849	37.20074963	0.18810375	0.18755708	0.16358666	0.16275019
1516	-1.141192554	-1.143269845	36.09874162	-1.125723423	-1.128075475	36.53322084	0.58236854	0.58687731	0.43076719	0.43404829
1597	-1.187835075	-1.189689688	41.43014741	-1.170997921	-1.171297938	41.31845870	0.11105148	0.11238338	0.13963084	0.14069269
1713	-0.950259685	-0.951516152	40.74755489	-1.005959206	-1.008803237	40.77844424	0.76653205	0.76704938	0.83421920	0.83494442
1759	-1.407856135	-1.410769673	39.37556763	-1.421071646	-1.422644107	38.82738500	0.56330560	0.56613229	0.51412935	0.51638434
1873	-1.149326257	-1.151144395	38.69251119	-1.067148713	-1.069142472	38.68807499	0.36489101	0.36877927	0.39450638	0.39913392
2118	-1.458673843	-1.462805057	35.98398803	-1.432650294	-1.436110726	35.12470730	0.46432564	0.47018050	0.40644874	0.41251003
2134	-1.344217788	-1.34582636	40.12471233	-1.322760881	-1.323327702	39.27889671	0.56096633	0.56127060	0.50651132	0.50774926
2162	-0.953203429	-0.954341525	39.44805574	-0.969949625	-0.96969745	38.34783347	0.41425290	0.41412824	0.40748412	0.40843091
2345	-0.951596261	-0.949198945	39.09294067	-0.975635902	-0.974324687	38.98459471	0.49750491	0.49541459	0.43948114	0.43716200
2381	-1.61119582	-1.61073594	36.18986004	-1.661743732	-1.66170631	35.78083638	0.05137480	0.04938267	0.08797498	0.08680602
2430	-1.239822883	-1.239725833	36.85437071	-1.184253685	-1.184837765	35.92961336	0.16114949	0.16119483	0.13520299	0.13439379
2440	-1.026394949	-1.025223223	37.12221272	-0.983494425	-0.982087234	37.00030432	0.68815198	0.68758367	0.56254566	0.56245213
2520	-1.271993029	-1.271161314	37.57733274	-1.293801243	-1.294218366	36.09085041	0.01055907	0.01072386	0.06065123	0.06078952
2528	-1.551534347	-1.551638823	35.23678308	-1.507753912	-1.507778222	34.83961248	0.14818273	0.14677504	0.07602714	0.07494826
2589	-0.803549582	-0.798295902	36.26547285	-0.855810245	-0.85510225	35.21732202	0.65150823	0.65089014	0.64469375	0.64562360
2594	0.150224871	0.150812528	38.53203507	-0.007455725	-0.001855005	37.36034988	1.77315854	1.77419878	1.82898549	1.83182976
2695	-1.25081318	-1.250692005	38.63866491	-1.233485123	-1.232642993	37.59383075	0.15319628	0.14992237	0.09408374	0.09225546
2713	-0.584161393	-0.586635962	35.31058323	-0.754217229	-0.755655113	34.14972320	0.80179982	0.80486180	0.65370511	0.65695383
