position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
117	-1.298524655	-1.299138268	36.33503611	-1.306893944	-1.307717984	35.96591608	0.14692944	0.15088653	0.14068764	0.14446351
137	-1.396583684	-1.396531168	39.62931978	-1.337408522	-1.337762711	40.85569112	0.22048733	0.22164653	0.11785295	0.11919717
322	-1.575950247	-1.574520129	34.91711206	-1.618202201	-1.617247293	35.30319515	0.29650157	0.29353508	0.39969021	0.39740278
333	-1.203767618	-1.206741975	35.92534523	-1.186653511	-1.189459428	36.87905344	0.47805151	0.48292062	0.33388749	0.33862452
402	-1.656446795	-1.655389581	36.57096961	-1.776803125	-1.777623641	36.76281132	0.14575174	0.14656296	0.23021603	0.23166888
440	-1.286678186	-1.286414377	36.23600945	-1.264511456	-1.26487772	37.77253432	0.10627660	0.10915462	0.09092513	0.09224139
472	-1.38288456	-1.381255415	34.14257245	-1.385398769	-1.384873286	33.82151003	0.26383154	0.26274808	0.19853727	0.19742160
473	-1.518912571	-1.516720988	34.83931761	-1.489516461	-1.490118719	35.52704146	0.37011541	0.36776504	0.42670665	0.42469118
481	-1.092483584	-1.091765743	43.30813993	-1.115120655	-1.114499402	42.29479142	0.09608128	0.09278188	0.08504066	0.08205226
525	-1.208436952	-1.207744942	40.08203943	-1.221362898	-1.221135356	39.47319846	0.30482697	0.30196810	0.27654025	0.27524590
758	-1.120979563	-1.12015733	38.44084469	-1.093868125	-1.094178244	37.80788489	0.07862438	0.08151120	0.04716040	0.04504142
767	-1.220239823	-1.219297849	37.49531592	-1.199822352	-1.199500139	37.06444734	0.04657706	0.04241527	0.10030437	0.09785856
802	-1.609268367	-1.611205982	41.97427818	-1.539914975	-1.542341	42.45140351	0.20149928	0.20663535	0.19604770	0.20170517
807	-1.308262128	-1.30845363	40.26878886	-1.31666287	-1.316855649	40.48232580	0.02408681	0.02520599	0.16474539	0.16656270
824	-1.293199101	-1.293284801	41.41346302	-1.317066427	-1.317004827	40.71540529	0.07829004	0.07886326	0.16765483	0.16899240
865	-1.779284445	-1.778870369	36.86471436	-1.788861583	-1.788313446	36.05408759	0.00551424	0.00340737	0.01326249	0.01551336
920	-1.116908698	-1.117987201	39.54059904	-1.158176839	-1.159589329	38.47095302	0.95116252	0.95555220	0.65412219	0.65286163
1030	-1.654989387	-1.658436304	37.02011175	-1.654580792	-1.657232789	35.99465977	0.28664095	0.28955921	0.35650071	0.35993085
1056	-0.615198021	-0.609971142	38.64990919	-0.762929111	-0.760561887	37.71894220	1.01181605	1.00344525	0.69720172	0.69228090
1077	-1.647688805	-1.647393569	36.94077514	-1.657411623	-1.65786242	37.46107984	0.04092488	0.03955248	0.02395782	0.02450122
1156	-1.652505492	-1.652303506	37.23235038	-1.583829669	-1.583642742	38.15634169	0.05483502	0.05576456	0.05052904	0.05040433
1160	-0.848617777	-0.848681902	37.56024416	-0.799363017	-0.796151713	37.99929406	0.72535197	0.72375532	0.63014507	0.62701790
1205	-1.212673454	-1.212227932	40.88265001	-1.214326411	-1.213638303	41.37609850	0.23610880	0.23632218	0.23491912	0.23486176
1228	-1.46566337	-1.462640197	41.75064640	-1.380354799	-1.378626017	41.23549294	0.45860365	0.45659182	0.34164425	0.33824898
1238	-0.660474222	-0.657630847	41.24185758	-0.688164375	-0.684536438	40.79832838	1.11467869	1.10994483	0.86554807	0.86110839
1239	-1.12253673	-1.121689406	34.13693734	-1.095966844	-1.094799791	33.81514770	0.36620634	0.36630108	0.37642345	0.37500097
1282	-1.102732685	-1.102744104	36.39919110	-1.088732592	-1.087275952	35.85638299	0.17608362	0.17352488	0.09370475	0.09140855
1431	-1.135822703	-1.136932361	36.20132767	-1.159216031	-1.160473985	38.08122325	0.34911267	0.35234480	0.43155490	0.43547180
1517	-1.029432098	-1.031845985	37.13541479	-1.015564878	-1.016883355	37.02765446	0.34964022	0.35209812	0.30748277	0.30854127
1523	-1.068598091	-1.068643226	37.41665462	-1.038588637	-1.039395178	37.51390124	0.33051207	0.33253933	0.29751623	0.29853296
1539	-1.167075988	-1.166932909	37.68346386	-1.180376806	-1.179804071	36.46275653	0.07653951	0.07536181	0.05876346	0.05710946
1587	-0.669752732	-0.664269054	47.80300449	-0.54763887	-0.544995535	47.04433957	2.09014808	2.08859445	1.44986494	1.44210825
1592	-1.015775936	-1.014854906	38.91950030	-1.056296915	-1.055290879	37.13804768	0.41906079	0.41752398	0.37411325	0.37258146
1599	-1.441822448	-1.441981674	39.37120768	-1.45749701	-1.457371347	38.05957051	0.00802476	0.00782700	0.06733665	0.06697404
1603	-1.450140732	-1.449695833	38.34933503	-1.433759678	-1.43367576	38.05183085	0.02389584	0.02501630	0.02000286	0.01971409
1627	-1.00482353	-1.009612095	36.96945904	-1.060265558	-1.063469673	37.16107494	0.53975208	0.55057664	0.66380106	0.67450315
1644	-1.432846469	-1.432559722	38.09398111	-1.510797769	-1.510415479	36.98186987	0.11939489	0.11903765	0.14872961	0.14851317
1687	-0.745598854	-0.744187171	40.49087855	-0.696788344	-0.697611015	39.46408688	1.38434219	1.38107804	1.20693983	1.20072172
1742	0.059507782	0.059569382	45.30317397	0.061019235	0.05449636	44.47401261	2.16031810	2.16569332	1.92534141	1.93030672
1777	-1.344104077	-1.343843011	42.93372183	-1.321361701	-1.321064462	41.26788807	0.03254401	0.03024232	0.11715705	0.11626247
1848	-1.105723073	-1.104334751	45.53941100	-1.02084898	-1.019968177	44.17338898	1.37938926	1.37219836	0.73462591	0.72927522
1907	-1.325655412	-1.32566923	41.03105989	-1.327783622	-1.32755374	40.92238584	0.08000764	0.08038135	0.05701787	0.05861187
2015	-0.71457901	-0.713087681	41.72929700	-0.795023474	-0.796712035	41.47334127	1.49037622	1.48962790	1.30168361	1.30092858
2091	-1.136845245	-1.137039269	36.45016229	-1.197363105	-1.196717478	36.13903659	0.58498910	0.58258379	0.69090863	0.69096922
2108	-1.108922262	-1.109032909	37.59859303	-1.162482524	-1.162479278	36.15914734	0.78701616	0.78503230	0.73493944	0.73387822
2131	-1.018861236	-1.019646824	36.96285254	-1.093156535	-1.09348958	36.28961638	0.82977078	0.82913390	0.63623327	0.63421764
2256	-0.994526026	-0.993887747	38.41627519	-1.021770035	-1.022142665	38.65606991	0.46358957	0.46519054	0.40521962	0.40700956
2355	-1.598996147	-1.598518097	35.73203708	-1.557084379	-1.556644061	36.69316461	0.05002764	0.05039996	0.19119591	0.19076851
2466	-0.527941389	-0.536840426	39.94480744	-0.711962127	-0.718566015	39.54245899	1.84497574	1.85407216	1.49442898	1.49700761
2515	-1.0681414	-1.068322228	37.68037650	-1.086101408	-1.085480646	37.03166991	0.04241502	0.04226255	0.03235632	0.03191661
2559	-0.532962349	-0.543006441	40.95254469	-0.591993732	-0.596955965	39.66162421	1.94459418	1.94982215	1.70322781	1.70860328
2626	-0.284338073	-0.286673357	42.58480024	-0.444405641	-0.446339211	42.73882522	2.23429413	2.23399840	2.00647063	1.99917856
2628	0.480646244	0.491560315	42.95357763	-0.364246434	-0.372324404	41.25095140	2.47032855	2.46377136	1.71590635	1.70926809
2777	-1.262064516	-1.262672182	37.82562393	-1.258754561	-1.259682751	37.48927895	0.23823187	0.24278900	0.10362543	0.10642431
2790	-1.432356343	-1.431536608	38.55683675	-1.365094027	-1.364247868	39.97028898	0.47338955	0.47102636	0.33192293	0.32977805
2968	-1.220942421	-1.220835606	40.37548136	-1.215797228	-1.215604264	40.18766475	0.00002345	0.00558592	0.01716779	0.01325376
3009	-1.084877159	-1.08448118	39.80377482	-1.05943438	-1.058599195	39.25428868	0.05026209	0.04728670	0.08178795	0.07793896
3085	-1.554832797	-1.55559111	38.64110597	-1.63582134	-1.634979508	38.08314959	0.31643845	0.31566360	0.41736711	0.41579745
3090	-0.811776991	-0.806696341	37.92117603	-0.731193485	-0.725319304	37.87844127	0.86494679	0.85470903	0.58631126	0.57782586
3104	-0.846912169	-0.842225918	38.56721662	-0.662172645	-0.655168554	39.54832387	0.85058291	0.84035812	0.66809947	0.65842847
3169	-1.214977674	-1.214023743	36.91179560	-1.207017659	-1.206887213	36.06283195	0.30007634	0.29733663	0.22142187	0.21902804
3203	-1.207182977	-1.205673596	36.69474771	-1.201264865	-1.200238921	35.68679196	0.22447298	0.22235912	0.27863405	0.27556524
3241	-1.029967759	-1.028857703	38.89733198	-1.018365619	-1.017349305	37.92778364	0.65313035	0.65153380	0.46773126	0.46555620
3386	-1.135684314	-1.134440003	34.27222989	-1.194834612	-1.194379954	33.63216145	0.33543091	0.33363629	0.37787166	0.37460944
3428	-1.063501133	-1.068185707	38.80479990	-1.011978427	-1.014966999	37.10068819	1.02112360	1.02508814	0.82690024	0.82823793
3434	-1.126895275	-1.129699152	38.03163792	-1.150715918	-1.152146776	35.97299266	0.24086304	0.24749253	0.26723068	0.27357030
3498	-1.377649385	-1.381531189	36.27121573	-1.32986684	-1.329432404	36.46578315	0.56337198	0.56495207	0.47763402	0.47816016
3514	-1.084037537	-1.086836438	39.32573476	-0.987326711	-0.991575071	38.81109710	1.01989697	1.02168014	0.91745676	0.91654650
3531	-0.720646608	-0.721732943	38.59186685	-0.702634574	-0.704131348	38.38073948	1.06969540	1.06934874	0.79916920	0.80200198
3699	-1.059625573	-1.056693896	34.25720992	-1.105697682	-1.104666557	33.62189562	0.37712012	0.37385659	0.38558642	0.38115266
3807	-1.195811178	-1.193212533	36.17241543	-1.187926743	-1.185343242	34.76151617	0.36771235	0.36089556	0.33883921	0.33183155
3911	-1.45900652	-1.458535055	42.78843876	-1.417734191	-1.4180801	43.67035019	0.06186345	0.06322390	0.00463166	0.00349075
3991	-1.028826703	-1.029547401	31.67564885	-1.133948807	-1.132753563	31.49988844	0.69641086	0.69441503	0.63960268	0.63894337
4080	-0.844900043	-0.844910133	37.57873710	-0.94580237	-0.946428807	36.89125688	1.01787493	1.01708728	1.09349647	1.09311085
