position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
74	0.13097671	0.13100842	38.13505949	0.12589962	0.12598234	37.44052723
76	0.14625441	0.14635278	42.01455214	0.14165260	0.14145624	42.94184598
148	0.12883758	0.12901638	40.69913846	0.12408540	0.12403467	39.55166509
226	0.12922687	0.12923128	40.82904352	0.11975183	0.11982161	40.31280679
355	0.14930901	0.14937054	35.34464782	0.12862578	0.12844458	35.69083589
499	0.13414007	0.13406861	36.05187310	0.13645456	0.13641921	35.29256418
560	0.12828158	0.12836599	38.08697498	0.12673220	0.12673276	37.59368457
623	0.12617341	0.12611530	39.88045205	0.12784045	0.12787986	37.49123500
666	0.14890822	0.14886435	34.19947794	0.14721496	0.14712611	34.62830230
689	0.14746504	0.14743174	35.76363246	0.14132227	0.14134238	34.83289955
781	0.13657192	0.13668581	39.73063186	0.14004512	0.13994732	39.65410713
801	0.13782317	0.13782620	41.16807600	0.12998982	0.12986671	39.07129992
1100	0.13051970	0.13066826	35.78010957	0.12414390	0.12413442	36.32197155
1105	0.13584591	0.13583292	36.16439149	0.13131437	0.13135095	35.58115855
1308	0.13806345	0.13791653	34.29389331	0.14876596	0.14865123	33.18179515
1317	0.15734164	0.15722594	32.89444776	0.13878157	0.13885110	32.48938565
1397	0.13493726	0.13515896	35.46647242	0.13992824	0.14008353	35.01233426
1576	0.13174284	0.13189447	44.56031992	0.13138353	0.13148967	45.03165101
1611	0.14275641	0.14276021	34.38919005	0.13373370	0.13365283	35.53162450
1861	0.13705319	0.13712781	39.49606335	0.13088903	0.13103892	39.75644653
1877	0.13083897	0.13096709	38.88377886	0.11612711	0.11619233	38.18600157
2117	0.13268548	0.13266603	35.72590155	0.13261476	0.13275535	34.59369675
2448	0.13994741	0.14011591	36.64881368	0.13006347	0.13012542	37.37171204
2673	0.12450145	0.12446340	45.39349109	0.11805792	0.11806693	45.70461409
2697	0.13430128	0.13446064	36.08018205	0.12899052	0.12902022	34.31666409
2785	0.13086932	0.13092025	41.07430325	0.11899978	0.11909836	40.82315218
2822	0.12013002	0.12019351	43.07967850	0.12153836	0.12152430	42.51408688
2843	0.12909837	0.12888671	39.52858786	0.13436479	0.13405777	38.06106374
2940	0.12530215	0.12541489	37.41649720	0.13713111	0.13716874	36.13630036
