position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
150	0.12828886	0.12832021	35.75289824	0.12173970	0.12173324	35.74320668
158	0.12681533	0.12689780	38.20900192	0.12770868	0.12772832	37.15277953
218	0.12850522	0.12839912	39.37100928	0.11714101	0.11704220	39.22083340
244	0.12215669	0.12209921	40.38225221	0.11197467	0.11194268	40.71144879
299	0.12708351	0.12712041	38.46015139	0.10961759	0.10960304	37.88790891
454	0.13217154	0.13217686	38.82568116	0.11370709	0.11372738	37.84361384
483	0.13935956	0.13926890	36.47289690	0.13437067	0.13427847	36.48624564
497	0.11736228	0.11728616	36.76366778	0.12188649	0.12181696	37.15334374
530	0.11940043	0.11940052	40.56868056	0.10907749	0.10913481	40.31298163
532	0.12382899	0.12384448	39.34734827	0.10843111	0.10843617	39.88876396
559	0.11575201	0.11577580	40.16256387	0.10767370	0.10769155	40.10929207
697	0.11568773	0.11565264	38.16851539	0.10822240	0.10824043	37.07309886
699	0.12275462	0.12277418	34.74926352	0.12769823	0.12764990	34.45959522
839	0.13735008	0.13733734	40.46053713	0.12905056	0.12901810	39.97943664
999	0.12008543	0.12009104	40.27189974	0.11754843	0.11753782	38.30121795
1000	0.12909916	0.12909505	35.49352740	0.11963254	0.11967168	34.86640309
1011	0.13250553	0.13259889	36.07618845	0.12875076	0.12871569	34.82708270
1147	0.13318951	0.13323619	34.83345519	0.12066954	0.12072828	35.98292383
1329	0.12419743	0.12418125	32.67758449	0.12527918	0.12535316	32.79057122
1359	0.12450499	0.12451752	39.19839225	0.11882973	0.11885896	39.24442241
1416	0.12836322	0.12840037	35.70433978	0.13186687	0.13189823	34.86821679
1452	0.12984998	0.12975779	38.92296862	0.12185725	0.12183336	39.76079043
1476	0.13176799	0.13188192	37.50154161	0.12896180	0.12891810	36.94770648
1477	0.12642954	0.12648001	38.62777464	0.12604095	0.12605430	39.39570400
1531	0.12312752	0.12317819	40.18062091	0.11526849	0.11529497	39.54361093
1576	0.11464347	0.11465050	43.37461968	0.11529939	0.11529489	42.88090224
1660	0.12443815	0.12446823	39.28789072	0.10851438	0.10853081	38.81344460
1681	0.11537263	0.11544463	43.03009483	0.10756694	0.10757120	43.43126946
1717	0.12342555	0.12346960	35.81482757	0.11673104	0.11676862	35.25786714
1727	0.13084684	0.13086681	37.54624833	0.12351564	0.12353914	36.35981328
1936	0.11981574	0.11986932	38.06005072	0.12286771	0.12283560	37.74997218
2102	0.12940212	0.12951326	43.64865709	0.10575108	0.10586069	42.77881310
2105	0.13430648	0.13441896	36.26830323	0.12982652	0.12981182	36.31569184
2248	0.12972653	0.12980987	36.73804373	0.12633910	0.12630606	37.32496125
2305	0.12115321	0.12115270	40.44506940	0.10605287	0.10608718	39.04187858
2323	0.12977215	0.12974697	37.06634029	0.12070919	0.12069393	36.01778108
2330	0.12475276	0.12470389	36.39375707	0.11141350	0.11142388	35.71942674
2378	0.12104836	0.12110927	42.12201797	0.12157836	0.12155783	42.78449167
2413	0.13239797	0.13244578	38.34402035	0.12025373	0.12031695	36.46040133
2549	0.12036892	0.12042818	38.25520815	0.13284250	0.13283208	37.89266739
2568	0.12745197	0.12743104	36.63780295	0.12545051	0.12548851	37.37281565
2571	0.12568640	0.12565810	37.68290499	0.12617458	0.12619729	38.07882568
2575	0.12714917	0.12713346	37.02699118	0.12887734	0.12892242	36.08220387
2642	0.13036648	0.13045585	39.01653674	0.11724135	0.11726146	38.75402056
2657	0.12584087	0.12587934	35.96624283	0.13051657	0.13051615	34.47361850
2697	0.12719298	0.12721728	38.95718090	0.12299046	0.12293773	39.74546562
2713	0.12917268	0.12924764	35.93970551	0.12923714	0.12928818	35.79822309
2803	0.11095422	0.11097447	41.48039847	0.10779827	0.10785033	41.66696836
2809	0.12996568	0.13002571	39.02643221	0.11867818	0.11871418	39.09827578
2824	0.12160731	0.12169168	37.70327675	0.11539143	0.11543753	37.46171248
2851	0.13007641	0.13007928	37.05814832	0.12629594	0.12630662	37.31627931
2902	0.11408375	0.11410462	38.42641836	0.11142698	0.11136362	38.41305840
3110	0.12225475	0.12225396	39.19519372	0.12001939	0.12004347	37.51276476
3311	0.12127512	0.12120864	37.78141989	0.11836996	0.11843020	37.90106828
3314	0.12734082	0.12728792	39.57313416	0.12114429	0.12119095	37.33464862
3325	0.12771680	0.12761720	36.33620880	0.11366177	0.11361651	35.58394010
3327	0.12735554	0.12737927	37.53066183	0.11769402	0.11765256	37.55421510
3373	0.11771568	0.11772669	38.17370783	0.11968131	0.11972575	37.47372518
3399	0.12513852	0.12513553	39.63842342	0.12642414	0.12643374	37.20633894
3425	0.12388541	0.12401421	39.92435157	0.12105043	0.12103868	37.85273133
3461	0.11503015	0.11504478	40.62406456	0.12415502	0.12419807	41.22204564
3593	0.12602383	0.12601720	35.24014481	0.12521899	0.12523171	33.93344336
