position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
2	0.14255399	0.14257678	36.80629668	0.13175145	0.13171321	35.97889609
27	0.12442810	0.12440385	50.23817287	0.11243391	0.11248417	49.66693777
81	0.13995062	0.13982700	37.05951512	0.12972581	0.12971308	34.97878146
110	0.13440739	0.13443182	38.36275287	0.14272459	0.14278571	38.29046883
263	0.14102101	0.14106486	38.52001507	0.13600936	0.13590628	37.34414857
338	0.13174537	0.13186537	35.13348101	0.13825342	0.13823371	33.45135517
522	0.12373883	0.12391078	39.85071898	0.12108037	0.12109836	39.63698668
650	0.14672601	0.14678631	34.19729998	0.13517163	0.13509062	34.36572025
920	0.13738094	0.13729160	36.11222590	0.13350292	0.13342655	35.17206769
975	0.13285573	0.13289844	34.48064738	0.12314804	0.12311842	33.92504273
1018	0.14108298	0.14110183	30.66892701	0.14458654	0.14459736	30.35551444
1042	0.13047980	0.13051844	41.65734444	0.12950283	0.12952607	41.31417516
1063	0.13623074	0.13633911	42.38456885	0.12594181	0.12590518	41.55380867
1333	0.14047932	0.14054049	38.29769202	0.13209925	0.13213932	38.84111429
1353	0.13787479	0.13790620	35.58443955	0.13079890	0.13075798	35.73351417
1418	0.14109214	0.14117158	34.09325092	0.14749228	0.14745002	35.07856361
1563	0.13960768	0.13955696	35.67777196	0.13697926	0.13698949	35.99440278
1721	0.13206208	0.13202609	38.33146820	0.14624839	0.14622249	36.82466495
1769	0.11002763	0.11004616	42.13604462	0.11400682	0.11400619	41.67084958
1846	0.13663701	0.13666666	37.43636208	0.13820555	0.13826324	35.35879626
1898	0.12531014	0.12536388	39.56441656	0.12428011	0.12428676	38.63191243
1936	0.13393612	0.13385764	36.65686887	0.12976512	0.12984198	37.43864235
2025	0.12216499	0.12216163	40.88457526	0.11675457	0.11676902	39.04271828
2119	0.13725889	0.13722033	40.20356696	0.13332241	0.13336387	41.11342555
2131	0.16216280	0.16213343	36.67612608	0.13451693	0.13442249	37.22251990
2155	0.13438787	0.13447506	36.10948419	0.13465740	0.13460051	34.78807443
2226	0.14474259	0.14486037	32.83258151	0.14309197	0.14318421	33.56004312
2229	0.13478410	0.13473416	38.20698217	0.12944917	0.12957138	36.75911826
2428	0.13304940	0.13304773	42.15396281	0.12335942	0.12338697	42.75593137
2430	0.12144256	0.12136884	42.04597006	0.11992068	0.11990364	41.91831355
2443	0.13004554	0.13005813	34.94707554	0.13747795	0.13750572	35.09849896
2513	0.12636636	0.12632002	38.74141070	0.12874853	0.12876711	37.09305381
2597	0.14758581	0.14757782	35.41376974	0.14487888	0.14480674	36.27783946
2599	0.15251238	0.15249947	32.55342979	0.14084552	0.14089412	32.39911594
2616	0.12816720	0.12811630	42.57892754	0.11738330	0.11743379	42.60120983
2642	0.13730692	0.13727143	40.51317900	0.11967948	0.11965999	39.86897899
2670	0.12293881	0.12298013	41.58630069	0.12160850	0.12162241	40.27225083
2711	0.13130441	0.13127758	42.97003157	0.11947518	0.11947319	40.36696236
2879	0.13280198	0.13285160	39.27775254	0.12263354	0.12260852	39.87464351
2888	0.14153750	0.14153366	37.67825049	0.12758959	0.12756363	36.36160402
2988	0.13292797	0.13290590	35.10034270	0.14484478	0.14480878	34.62183373
3037	0.14847071	0.14843449	34.73788981	0.13660128	0.13654961	33.44376847
3137	0.13864289	0.13863668	34.32212448	0.12727104	0.12728281	33.29293296
3234	0.13441414	0.13437770	37.03485239	0.13322489	0.13328450	38.58228450
3422	0.13158462	0.13152723	36.20648624	0.12958569	0.12959810	35.99915218
3487	0.12496562	0.12500277	42.63600915	0.12395562	0.12410176	42.24114758
3553	0.13636199	0.13641617	37.31343411	0.12575401	0.12569176	36.92308595
3584	0.12356465	0.12345723	42.86033311	0.12270180	0.12267447	43.22966768
