position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
6	0.13372068	0.13365688	42.13402111	0.12576139	0.12572349	41.32933289
66	0.10649852	0.10645508	43.97140447	0.10845539	0.10842875	41.87915832
89	0.14097365	0.14103137	37.27376095	0.13314824	0.13317147	35.37059220
182	0.12570935	0.12569715	39.79146336	0.11303238	0.11306577	38.94217502
256	0.12883772	0.12873684	40.98293926	0.11339517	0.11334057	40.66635356
282	0.13121626	0.13121340	39.96888431	0.12158290	0.12153290	39.31260326
441	0.12251003	0.12250469	40.21394194	0.13234832	0.13232735	39.11665790
449	0.13813292	0.13823575	39.48319472	0.13084384	0.13082759	38.73017748
450	0.11595364	0.11595594	48.89156299	0.11041534	0.11038440	48.47661178
462	0.12036105	0.12030842	49.03721468	0.11768040	0.11771552	48.62104659
483	0.12647564	0.12650574	35.35497272	0.14005903	0.14002555	36.32726287
797	0.14821740	0.14827729	35.51408331	0.13331594	0.13343127	35.23705790
807	0.13423458	0.13430311	37.34489005	0.12222919	0.12227049	37.19401320
835	0.12716526	0.12719366	46.01477971	0.10874232	0.10870110	45.72706651
853	0.15273599	0.15277075	36.60497432	0.13663047	0.13664451	36.73394536
876	0.14517517	0.14519413	37.55143704	0.12229344	0.12232026	37.11446120
889	0.14810618	0.14811038	34.49231177	0.14112728	0.14115117	34.89831257
1010	0.13838911	0.13828462	38.78599345	0.12308888	0.12315674	39.66576591
1014	0.14357015	0.14362541	38.27663413	0.13731652	0.13729125	37.64403586
1077	0.11947214	0.11952455	50.31362311	0.11683751	0.11682164	48.75445941
1144	0.13885645	0.13884166	36.53622389	0.13422351	0.13420293	35.67559194
1160	0.13018404	0.13021333	41.83516367	0.12966656	0.12973037	42.32304944
1223	0.11580747	0.11582797	53.30671289	0.10953955	0.10945422	51.85565120
1254	0.13093873	0.13098202	38.93297726	0.12358582	0.12350192	39.34489186
1339	0.13748610	0.13742270	35.67634044	0.13940797	0.13939826	36.54522457
1398	0.13886200	0.13884375	35.86821738	0.13020280	0.13020803	36.14834279
1457	0.13278381	0.13280778	35.62457830	0.14276169	0.14277123	35.95331130
1468	0.13412442	0.13404124	38.07538412	0.13053683	0.13051511	36.57762170
1506	0.13820491	0.13829152	34.68417020	0.12998731	0.12996519	34.58512851
1546	0.13579885	0.13576244	42.28339656	0.12476607	0.12475290	42.20978823
1567	0.12828402	0.12824705	44.10660570	0.11873705	0.11865293	43.12490929
1585	0.12969054	0.12968112	42.38049933	0.12517946	0.12516885	40.63674103
1641	0.13683374	0.13694137	35.79458352	0.12536503	0.12538192	35.11522608
1728	0.14019359	0.14013815	40.01682998	0.12821019	0.12814535	38.32505620
1749	0.11583336	0.11583691	44.32520345	0.12839285	0.12832255	42.95707485
1768	0.12338174	0.12336317	41.01470131	0.11827781	0.11823225	39.81440015
1832	0.11737300	0.11732435	46.17051099	0.11710408	0.11703204	45.52584104
1880	0.12655764	0.12658114	40.39924775	0.12708181	0.12709017	40.47417455
1909	0.14341030	0.14344248	42.68852902	0.14932361	0.14929793	41.47956052
2052	0.13624816	0.13627247	35.44263001	0.13352427	0.13360545	35.70352722
2234	0.13744964	0.13743413	35.36337074	0.13736654	0.13743298	35.27386319
2425	0.13062319	0.13055378	36.60885960	0.13063030	0.13067915	36.33732519
2463	0.13793382	0.13783511	40.61451678	0.13910908	0.13915511	39.30059083
2576	0.12715634	0.12714452	41.03082724	0.12488189	0.12493405	40.87362047
2804	0.13717895	0.13724018	35.98016236	0.14212057	0.14206514	36.00455674
2893	0.13186429	0.13184711	37.86823603	0.13216126	0.13211067	36.99215428
2899	0.14508348	0.14506602	34.23311865	0.14299592	0.14303853	33.54895331
2907	0.14057417	0.14050794	37.00624950	0.12515772	0.12514437	37.81271475
2970	0.14880753	0.14879407	32.92767563	0.14970826	0.14972248	34.60345317
2999	0.15812023	0.15808794	35.01355964	0.13851482	0.13857640	34.86916758
3040	0.13044736	0.13039890	41.13171661	0.13396461	0.13399266	39.57113233
3339	0.12852660	0.12853611	39.83972503	0.12948547	0.12945978	40.95972940
3467	0.14529568	0.14532402	37.78263413	0.12200457	0.12196318	37.10837130
3470	0.12152261	0.12148707	37.90580347	0.13452961	0.13445592	38.58844973
3545	0.12785665	0.12788987	37.16204463	0.13362457	0.13362251	36.73882030
3666	0.13707893	0.13704186	38.24310019	0.12853453	0.12856119	37.83599111
3688	0.12976255	0.12979353	38.21968893	0.13495357	0.13492053	38.61223488
3719	0.13170341	0.13170787	38.65484172	0.11870119	0.11866829	38.60096121
3738	0.12757448	0.12754733	45.67533525	0.11414901	0.11413240	45.94903911
3749	0.11788163	0.11785444	45.59394929	0.12425960	0.12424531	44.02999022
4010	0.12575891	0.12584031	38.03988022	0.13144061	0.13145953	38.42892160
4015	0.13921828	0.13923687	35.17109247	0.12996694	0.12997879	35.63680354
4284	0.13801886	0.13798303	35.14789631	0.13048257	0.13050484	35.82482390
