position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
152	0.13009139	0.13022839	36.78514239	0.12545603	0.12537017	35.69705564
415	0.12419851	0.12402329	34.64563363	0.11709439	0.11704299	32.92935857
578	0.12292710	0.12281253	37.34682837	0.12530268	0.12522490	35.66674006
618	0.12636472	0.12641507	37.12651238	0.11872460	0.11884392	37.53628189
675	0.12150071	0.12152277	38.13906889	0.12249181	0.12255796	37.85886134
682	0.12156122	0.12164571	37.60058602	0.12018355	0.12028276	38.23236700
693	0.11787950	0.11809662	36.76629086	0.12370864	0.12398660	37.56099686
831	0.11544812	0.11542281	37.90573153	0.12543923	0.12541229	36.39463851
916	0.11156880	0.11141304	38.22145587	0.11075727	0.11063885	40.53951981
1034	0.12002168	0.12006765	40.89978495	0.11713970	0.11729512	39.14355596
1119	0.10785012	0.10790911	45.47213800	0.11052703	0.11062339	42.82418361
1197	0.11523492	0.11526322	42.01444925	0.11144260	0.11135937	40.29303356
1225	0.12315404	0.12316724	36.23498389	0.11433636	0.11444251	37.77456417
1327	0.09844191	0.09838180	45.37326816	0.10525385	0.10543864	44.98886819
1444	0.10980699	0.10973541	44.75308058	0.10347627	0.10353977	42.82917385
1480	0.11380122	0.11380668	39.91044989	0.12089889	0.12101017	38.82026180
1625	0.13830674	0.13815693	34.67630849	0.13671497	0.13658556	35.52272710
1660	0.12239473	0.12253457	34.96858195	0.13276880	0.13276815	35.13102613
2036	0.12215142	0.12230493	38.67878987	0.12314150	0.12320557	38.09047591
2145	0.10952152	0.10960192	40.34491484	0.11027691	0.11025778	39.42000477
2148	0.11096573	0.11103922	39.82016203	0.10666389	0.10669709	38.35772642
2157	0.12663682	0.12679030	42.20321218	0.10519900	0.10511504	41.08727806
2492	0.12722168	0.12732088	37.25053170	0.12187483	0.12197146	35.39619634
2661	0.11843564	0.11843830	37.55157819	0.12355736	0.12344021	34.58364153
2741	0.11136598	0.11133546	39.93021193	0.10939249	0.10943074	39.21596536
2760	0.11542710	0.11541826	39.70749244	0.11467458	0.11464589	39.38705498
2782	0.12984310	0.12996783	37.69254744	0.11954214	0.11965159	37.77457540
2795	0.11732367	0.11735417	37.57532887	0.11846486	0.11851125	37.07491803
2800	0.12041771	0.12050473	40.57173341	0.10926282	0.10919728	38.25888196
2904	0.11312473	0.11305039	42.19361755	0.10560750	0.10572325	42.20222859
2966	0.11713230	0.11714933	38.97606101	0.12241947	0.12247352	37.79478846
2968	0.12949498	0.12952140	37.21600576	0.12142373	0.12147284	36.83010592
2971	0.11828879	0.11844007	38.65170401	0.12522832	0.12518500	37.25429124
3084	0.11023550	0.11017269	41.94080956	0.10799074	0.10789995	39.81419419
3137	0.10567861	0.10563530	46.02097800	0.10525114	0.10524643	43.73563180
3163	0.13016023	0.13028706	34.41475691	0.12168044	0.12160501	33.55969130
3182	0.12229091	0.12221350	37.58852970	0.11987068	0.11991959	36.59808150
3199	0.12215807	0.12218421	38.12510871	0.11891789	0.11882226	36.70852466
3230	0.13030521	0.13053625	35.75703132	0.11849136	0.11855466	35.63059618
3249	0.12166747	0.12144128	39.34752818	0.12660455	0.12658505	37.63769527
3328	0.12437995	0.12415526	38.98835104	0.11242593	0.11250340	39.75202135
3482	0.11228758	0.11220956	42.06699089	0.12490551	0.12484970	40.87833903
3825	0.12723645	0.12724906	35.35092225	0.12812914	0.12802386	33.91227234
3831	0.14153847	0.14139546	35.17569297	0.12732264	0.12722546	35.52121608
