position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
66	0.14115228	0.14124634	38.64403589	0.12927943	0.12928032	38.54336844
153	0.14740567	0.14733093	35.73261806	0.14084304	0.14085467	35.89961153
174	0.14044635	0.14039616	35.57804750	0.13520873	0.13521226	36.84469201
233	0.13316849	0.13313454	39.84550099	0.12394512	0.12399598	39.11090460
276	0.15462619	0.15465798	37.98852703	0.13932585	0.13935430	37.59063284
360	0.13053305	0.13047552	43.43367697	0.12060838	0.12061667	43.47281824
413	0.14018296	0.14024561	39.09575598	0.13033196	0.13035361	39.26292933
436	0.15009518	0.15009858	33.18184040	0.13567851	0.13566641	32.05053806
569	0.14537165	0.14546989	38.53101539	0.12517663	0.12520465	38.63129005
645	0.13970752	0.13969644	41.89439592	0.12805051	0.12807721	41.33797531
663	0.13791908	0.13796696	38.53299669	0.14936761	0.14946957	37.92452921
682	0.14792755	0.14793284	36.62562218	0.14942808	0.14948362	35.10050341
702	0.14635699	0.14641714	36.59003360	0.15370566	0.15378611	35.32503119
757	0.13772644	0.13774790	39.75058046	0.12759962	0.12759283	40.18926237
794	0.13886302	0.13895964	38.36844692	0.13812800	0.13815216	37.34338117
805	0.15465257	0.15464493	37.12218238	0.13538437	0.13535568	36.53405766
854	0.13921991	0.13921624	36.75558375	0.13769197	0.13773642	36.55873706
890	0.13805374	0.13799042	44.88421300	0.13203409	0.13206893	42.57625847
943	0.13946289	0.13947523	39.62329155	0.12788346	0.12792035	38.84728524
953	0.13940350	0.13939750	41.85669876	0.13590208	0.13594640	41.91376581
1098	0.14094593	0.14092218	37.41458222	0.13331435	0.13330957	36.92272479
1146	0.15004020	0.15010699	35.27075717	0.13617484	0.13619339	34.78189879
1234	0.13957183	0.13964813	34.89292839	0.13224081	0.13224418	35.23088138
1416	0.13739432	0.13739903	41.16715181	0.12982515	0.12978684	41.21233220
1555	0.13933297	0.13935721	38.58078076	0.14128975	0.14128429	38.49637019
1573	0.13334531	0.13338094	38.49983383	0.12768999	0.12772008	38.07730631
1634	0.14394862	0.14395735	36.61596315	0.14010659	0.14016494	37.08940310
1658	0.13708090	0.13710410	37.75398194	0.12739096	0.12745514	37.63078634
1754	0.13283198	0.13275598	39.95019040	0.12440258	0.12435570	41.63561482
1785	0.14946253	0.14955932	37.35072186	0.12922248	0.12928133	36.78302600
1817	0.14012267	0.14019890	35.04922047	0.13578790	0.13576666	34.98302147
1963	0.14735671	0.14734373	42.46755988	0.13766048	0.13763097	43.46460352
2096	0.13633912	0.13642244	36.70385287	0.15874778	0.15871822	36.52892246
2228	0.13230045	0.13226536	40.91503873	0.14300859	0.14303876	39.85783976
2320	0.16322575	0.16327517	33.82173065	0.13783542	0.13787368	33.37346098
2346	0.15206194	0.15208169	33.18773896	0.13409937	0.13420848	33.19460682
2448	0.13406484	0.13409162	43.92989963	0.12202993	0.12207243	42.62140508
2621	0.13471110	0.13470818	42.90921330	0.12256658	0.12263016	42.42765325
2725	0.13384426	0.13388691	41.06371831	0.13404575	0.13401280	39.85515722
2861	0.13461808	0.13459884	39.48739939	0.12753104	0.12753361	38.56971945
2883	0.14599508	0.14603218	34.94939801	0.13966219	0.13970493	34.52887555
2885	0.14227549	0.14229705	38.86450408	0.13146191	0.13147843	39.21162530
