position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
18	0.13203938	0.13208140	34.18008570	0.12660373	0.12662059	34.80872904
40	0.13487577	0.13490002	36.27117783	0.13462719	0.13467669	35.35053446
87	0.14298661	0.14303585	40.34700512	0.12376465	0.12382983	39.91992751
127	0.12643266	0.12647598	38.24316102	0.12640526	0.12637021	38.30733175
208	0.14365971	0.14372979	33.32500211	0.14759957	0.14752297	32.97528936
273	0.13761741	0.13764341	35.37146365	0.13987405	0.13987252	34.96101658
280	0.14676153	0.14670696	33.03701739	0.13704916	0.13709077	32.87542516
322	0.13927104	0.13927383	34.70752402	0.13446527	0.13443157	35.72367474
323	0.12418855	0.12414828	38.78882959	0.13002789	0.13010220	38.24656004
426	0.13062176	0.13068054	44.46409386	0.12000768	0.12000186	43.21273921
643	0.12527041	0.12532247	44.97971072	0.11522653	0.11526104	42.45078871
715	0.13243036	0.13239777	41.36120288	0.12280470	0.12281243	41.17783693
799	0.13227732	0.13231854	39.78191063	0.12707225	0.12706668	37.32204314
844	0.13323914	0.13321850	36.54386538	0.12603980	0.12607539	33.74245367
941	0.12118524	0.12115984	44.45579923	0.12257526	0.12257662	44.11754297
946	0.12935220	0.12928555	41.03296289	0.13913392	0.13919581	39.39493633
950	0.12454230	0.12455870	45.12534845	0.13010892	0.13015028	42.90005736
988	0.13355239	0.13353601	39.85205137	0.12598700	0.12595959	38.41576872
1055	0.13043289	0.13049316	43.20036897	0.12540561	0.12543128	43.78147516
1132	0.13241010	0.13243178	37.80458934	0.13147112	0.13150186	37.60615842
1299	0.13473683	0.13465138	41.87660244	0.12179894	0.12176253	41.63418670
1324	0.14633759	0.14636860	35.61313943	0.14554412	0.14554466	35.43876316
1405	0.13973922	0.13977000	41.88537255	0.12300067	0.12301472	41.55889309
1413	0.13975720	0.13977546	37.99638243	0.13304281	0.13305303	36.90253092
1479	0.13843859	0.13842091	38.99795210	0.13684216	0.13677854	36.70166106
1527	0.14345255	0.14349893	37.05909536	0.14054249	0.14055668	36.07334917
1636	0.13493606	0.13492159	38.47506066	0.13375608	0.13375634	35.61686417
1651	0.14589888	0.14585908	37.34105372	0.13675965	0.13673327	36.39286242
1734	0.13854339	0.13855226	35.26246365	0.13827213	0.13817589	35.37823942
1799	0.14279643	0.14282651	36.53840155	0.14078394	0.14076139	36.68853237
1803	0.13245314	0.13248692	42.17276315	0.13575221	0.13574482	41.93702012
1833	0.13353558	0.13351800	37.06506950	0.13512325	0.13515890	37.60830421
1915	0.13689000	0.13693866	38.82394037	0.13946711	0.13954450	38.74674797
1936	0.12919031	0.12918734	38.90221559	0.13366924	0.13367669	37.02950187
1959	0.13381780	0.13385004	41.34319222	0.12286129	0.12283784	39.86976650
2069	0.13159676	0.13165674	41.71638653	0.12156464	0.12156308	40.88239119
2101	0.12271590	0.12276570	42.62778244	0.12744921	0.12744552	42.42222555
2220	0.13400052	0.13394346	36.59528991	0.13889908	0.13882545	36.84602200
2226	0.13093271	0.13094849	38.27063791	0.13155180	0.13156061	38.02892709
2303	0.13396502	0.13401408	42.23445806	0.11888804	0.11889468	40.46445016
2333	0.13828377	0.13830377	32.16539888	0.14268316	0.14276199	31.68794988
2336	0.12437603	0.12438214	45.27835886	0.12585899	0.12585758	43.10420491
2386	0.13436275	0.13446520	33.97936374	0.14080627	0.14086281	33.63091926
