position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
107	-1.241539154	-1.239826769	32.74954048	-1.282083877	-1.280980788	32.06720787	0.24576286	0.24290224	0.20040545	0.19752813
184	-0.689389318	-0.689044546	45.12837472	-0.738437077	-0.737733851	43.42156716	0.83823009	0.83670028	0.65455540	0.65222227
275	-1.617978927	-1.618355254	40.72524097	-1.528071807	-1.528657349	41.65617936	0.04349168	0.04405307	0.02902745	0.02993646
305	-0.922349915	-0.924751219	40.00796166	-0.728720556	-0.733287016	39.38380707	0.66803825	0.67144920	0.56057619	0.56370208
324	-1.547877373	-1.548176745	42.38334838	-1.572676926	-1.572826775	41.46631945	0.03412352	0.03479077	0.10720215	0.10806055
325	-1.322493645	-1.323213752	34.99093879	-1.319679183	-1.32062782	35.59286340	0.27040094	0.27231401	0.27946420	0.28040375
359	-0.824075928	-0.827757933	41.10667421	-0.97274945	-0.975359363	39.15637583	0.34067110	0.34580166	0.26954198	0.27364447
360	-0.957533902	-0.960703197	45.03393132	-0.87687961	-0.879440544	44.41842455	0.46506200	0.46886958	0.31113776	0.31419258
369	-1.540979488	-1.54181634	40.12310706	-1.595575269	-1.595571285	39.37477416	0.06166264	0.06320854	0.11028769	0.11228936
380	-1.018918917	-1.021801523	39.76639093	-0.930732952	-0.933090709	40.49569649	0.34753203	0.35182748	0.32669853	0.33174884
458	-1.148160953	-1.148805687	41.90114022	-1.195311209	-1.197110312	40.56541374	0.16823154	0.17021608	0.17868499	0.18131343
483	-1.110141615	-1.110518042	36.86907099	-0.869037083	-0.871848079	37.63147488	0.75233977	0.75175967	0.49998551	0.49954763
485	-1.544843246	-1.545945257	38.39756329	-1.508854593	-1.509031612	39.42440671	0.32587567	0.32783059	0.25184229	0.25273744
527	-1.11505303	-1.114996511	42.94398158	-1.127930455	-1.128325359	43.28092704	0.04344463	0.04756843	0.02091681	0.01784554
528	-1.633967556	-1.634905	38.48715696	-1.405093659	-1.405327918	38.69379018	0.28828578	0.28934667	0.16610221	0.16757426
576	-1.634140661	-1.63424496	40.08629470	-1.703989869	-1.703940248	39.16281263	0.05331428	0.05003190	0.01413800	0.01694072
633	-1.208933502	-1.207086783	38.45083938	-1.091970576	-1.086295164	39.93444083	0.27885007	0.27522640	0.21936662	0.21540146
726	-0.946342474	-0.948320728	38.98759542	-1.049278044	-1.051098525	37.24101992	0.41642678	0.42055988	0.31983539	0.32317382
