position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
21	0.13223918	0.13214864	38.08997505	0.12650668	0.12649732	37.57986237
32	0.15143854	0.15136092	35.06466935	0.13686752	0.13684644	35.18995298
171	0.12517503	0.12512924	39.58251309	0.13173601	0.13165953	39.78288406
207	0.12979059	0.12976017	39.07676394	0.12371529	0.12367095	38.15357313
220	0.14234269	0.14232329	36.85085932	0.12771352	0.12763829	35.80564074
223	0.13164738	0.13156733	37.00150453	0.11648142	0.11645959	36.23316981
310	0.11686320	0.11679215	42.98030615	0.11599947	0.11593340	42.84666155
347	0.12580634	0.12577506	42.75844485	0.11862443	0.11859157	43.07368535
429	0.12502114	0.12497764	42.40677654	0.12804772	0.12800008	40.22680048
518	0.12548474	0.12541705	43.01065550	0.12219924	0.12216639	42.99579902
600	0.12913227	0.12914110	41.60728146	0.12075988	0.12072704	42.89182408
648	0.11356654	0.11355766	48.25798808	0.11595102	0.11593825	46.95004476
661	0.13466116	0.13458051	35.38673687	0.13509004	0.13496737	34.93966816
668	0.12215968	0.12208407	48.52287676	0.11645247	0.11642583	48.21585553
671	0.11664670	0.11660607	47.60881615	0.11363713	0.11358882	48.40764743
736	0.13385682	0.13384777	41.70775049	0.11800919	0.11794050	41.74197640
750	0.13293810	0.13285491	34.85120252	0.14356191	0.14351966	35.48113768
756	0.12039047	0.12036511	46.45007265	0.11354476	0.11346536	46.07349804
785	0.13348523	0.13343847	39.62639721	0.12185719	0.12178343	37.28016192
892	0.15581147	0.15574179	35.85338278	0.12339080	0.12335686	34.91873225
1044	0.14460413	0.14457055	35.65905160	0.14845070	0.14847094	37.18287739
1080	0.12834357	0.12830987	37.40760688	0.13852670	0.13850908	36.61738859
1173	0.13854527	0.13848537	37.34891326	0.12215645	0.12214152	38.67385890
1214	0.13707732	0.13704546	34.53984540	0.12773028	0.12763382	33.97807261
1228	0.14359471	0.14355716	37.86995154	0.12999214	0.12991710	38.23427820
1229	0.12922560	0.12916276	39.75540938	0.12274101	0.12270715	38.45579321
1338	0.13531125	0.13525356	39.94895028	0.12317882	0.12316457	39.52255021
1362	0.13712087	0.13707501	36.68105532	0.13741015	0.13736209	36.60390515
1444	0.13300613	0.13296102	39.75859144	0.13402333	0.13394298	39.62865470
1527	0.13568440	0.13563144	36.07904939	0.12969981	0.12963385	36.15038758
1544	0.14674510	0.14671219	36.31188963	0.15301200	0.15294491	35.94541688
1572	0.12993158	0.12988618	40.50664810	0.12422484	0.12414415	39.49256491
1639	0.14134687	0.14131358	35.32868260	0.15190177	0.15187079	35.99892902
1657	0.12172547	0.12172768	39.07142040	0.12228774	0.12224575	39.93144040
1707	0.13240600	0.13234825	37.57769438	0.13486843	0.13484750	37.61839479
1983	0.12697090	0.12691127	38.67373423	0.12858771	0.12850711	37.47322754
2345	0.13177074	0.13174449	39.47953960	0.11593144	0.11590867	39.00874449
2355	0.14100532	0.14093618	36.36386323	0.13510909	0.13508756	35.65251974
2357	0.13919026	0.13912219	37.14866149	0.12941025	0.12930912	36.84412353
2515	0.12542732	0.12534211	47.02087721	0.11226554	0.11224362	42.82634117
2519	0.11876605	0.11873414	45.20265243	0.12195026	0.12189629	43.75997553
2572	0.14864980	0.14854737	32.74160527	0.12979535	0.12970073	32.17120071
2616	0.12069416	0.12068523	42.37088260	0.12317305	0.12311622	42.93748964
2667	0.12545442	0.12542306	37.02710818	0.13718198	0.13706291	36.96207274
2790	0.13022476	0.13020955	40.42196701	0.12522011	0.12519521	40.40033336
3002	0.13724272	0.13720373	35.66001491	0.13425392	0.13420096	34.85763724
3011	0.13920456	0.13913656	37.22805529	0.11584229	0.11577015	36.52054980
3045	0.13192254	0.13183371	37.37484851	0.12141765	0.12130821	36.59785656
3096	0.13116642	0.13112999	39.16723364	0.11989776	0.11986182	39.01583582
3156	0.13429474	0.13420461	37.31732135	0.11576781	0.11571498	37.41512112
3162	0.13575658	0.13569313	33.11423853	0.13330150	0.13321738	32.61171631
3175	0.12165711	0.12164527	38.50628185	0.11816772	0.11811169	39.05831947
3307	0.11989760	0.11983306	40.86762788	0.11509962	0.11505443	42.02275613
3419	0.13549254	0.13542502	37.81689866	0.12630391	0.12624444	37.45825821
3420	0.12770277	0.12765928	37.85313939	0.13612064	0.13606572	38.45594180
3421	0.11734348	0.11727345	39.06538671	0.13432763	0.13431713	38.39594520
3554	0.13162924	0.13154662	33.82200184	0.13935555	0.13935944	32.97210857
3689	0.13074318	0.13064129	36.01355529	0.13737076	0.13730120	35.22146646
3740	0.13695973	0.13692313	36.95282352	0.12907868	0.12903696	35.69457356
3779	0.12403178	0.12406218	37.30636608	0.13430796	0.13432181	35.60900218
3780	0.13407554	0.13405718	36.43285091	0.12558479	0.12549922	36.72374530
3795	0.12694729	0.12689662	39.08522538	0.14142315	0.14134410	39.21823720
3861	0.13982907	0.13977702	36.53828467	0.13267295	0.13268523	35.55097421
3879	0.13575256	0.13570534	37.59883438	0.13941002	0.13934744	37.33367202
3903	0.13494914	0.13490593	34.54609495	0.12071753	0.12062733	34.45240794
3947	0.13412032	0.13401680	39.17262396	0.12402951	0.12394798	37.29867665
3952	0.13646653	0.13644674	34.66328550	0.12688043	0.12685235	34.43817187
3954	0.14203655	0.14198517	35.20478653	0.14241308	0.14231039	35.78762797
4132	0.12549185	0.12537232	39.81812943	0.11350438	0.11349953	40.02051200
4147	0.14042571	0.14030318	35.81979746	0.13116186	0.13108173	34.95488918
4180	0.12223453	0.12212075	40.79004066	0.13047312	0.13043822	41.04997101
4218	0.13397706	0.13394752	32.15849326	0.13824288	0.13818494	32.71210647
4224	0.13487334	0.13483131	35.25698876	0.13643633	0.13642401	33.86648751
4332	0.12896180	0.12892174	36.74663410	0.13800679	0.13793755	35.26194617
4383	0.13082773	0.13074053	36.76981407	0.12671015	0.12667867	36.77754144
4461	0.12177627	0.12173765	42.58590142	0.11670579	0.11665931	40.74102472
4509	0.14674688	0.14664661	34.96175407	0.14123074	0.14118277	36.25505606
4554	0.13801181	0.13795509	34.96642352	0.13677166	0.13670901	34.57713396
4604	0.12753900	0.12754517	40.41911773	0.11385746	0.11380668	38.72504273
4626	0.14025271	0.14021691	33.91606119	0.12988325	0.12981607	32.80943300
4627	0.13494276	0.13497288	40.72403158	0.13668301	0.13671019	42.29902488
4684	0.13274982	0.13266480	40.59910891	0.11532937	0.11527060	39.70654993
4704	0.14354087	0.14344661	33.90559459	0.13933240	0.13926900	33.69436122
4766	0.13093979	0.13094508	42.84510762	0.12359189	0.12354128	41.38540902
4798	0.13447643	0.13441864	43.21432128	0.11714701	0.11707494	43.31006203
4831	0.12923798	0.12916211	39.95449449	0.12334605	0.12333317	39.04134770
4846	0.11853750	0.11847727	41.72978948	0.12468183	0.12461954	41.78776017
4905	0.14071138	0.14064340	37.41766758	0.13108587	0.13104377	38.85210100
4989	0.11908383	0.11903951	40.73842364	0.11805676	0.11799911	40.15055348
