position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
146	0.13501229	0.13505358	37.17495099	0.11940624	0.11936026	37.82354088
463	0.14007739	0.14025602	35.76054848	0.13578987	0.13574268	35.70520758
538	0.13601986	0.13600481	37.28371984	0.11883014	0.11886217	37.11189955
655	0.13585448	0.13593292	37.19350454	0.13197095	0.13200874	36.98794401
660	0.13796653	0.13807911	35.49380577	0.12705053	0.12710113	34.83599835
714	0.11982597	0.11982859	38.85181716	0.12310079	0.12308844	36.56643481
729	0.13776403	0.13783737	36.83404985	0.14148887	0.14152614	35.77571020
772	0.12892090	0.12902040	36.22205387	0.13064991	0.13073494	36.54855351
779	0.13558450	0.13570874	35.98678831	0.12466414	0.12475320	36.35101628
827	0.12817271	0.12822983	38.24156480	0.12436252	0.12439313	38.16170117
975	0.13909874	0.13932917	40.08659661	0.12930237	0.12931605	39.70529581
1103	0.11850320	0.11866565	40.52392910	0.11594986	0.11606557	39.23454343
1112	0.13566161	0.13564138	37.08586078	0.13049189	0.13054264	36.74669822
1260	0.14345593	0.14344271	34.74304399	0.12179509	0.12181591	34.99596661
1361	0.13868736	0.13861223	37.47190943	0.12671063	0.12679040	36.80887476
1385	0.12779673	0.12776623	38.18616914	0.12061954	0.12074402	39.57333320
1563	0.12435293	0.12438137	38.94019168	0.12083785	0.12095995	38.30341991
1632	0.13863771	0.13867684	37.48188478	0.12771969	0.12773531	36.86602327
1937	0.12733125	0.12734332	37.23165501	0.13222581	0.13232021	35.75213808
2127	0.13330931	0.13335030	40.81535985	0.13665812	0.13674252	41.35192684
2202	0.12067251	0.12076835	42.98124462	0.11609147	0.11618051	40.26207337
2268	0.11895982	0.11905522	39.49799905	0.12038662	0.12053990	40.44503055
2296	0.14199634	0.14198959	33.96767076	0.13574497	0.13569203	33.88567456
2327	0.13201035	0.13202269	36.20588594	0.13036473	0.13043323	34.13321443
2370	0.13167558	0.13168688	35.95835113	0.12842146	0.12832643	36.91997200
2493	0.12387842	0.12392492	39.16711449	0.11134130	0.11139912	36.80439773
2497	0.14044930	0.14059013	36.53906187	0.13569003	0.13573509	37.06302830
2546	0.14324091	0.14331648	35.23604411	0.12770285	0.12778833	35.29162828
2603	0.13151048	0.13156518	32.49746290	0.13832574	0.13841027	31.66586353
2619	0.12582389	0.12584611	39.96871600	0.12884208	0.12891658	40.38428822
2621	0.13398045	0.13408052	33.64777487	0.12989475	0.13004176	33.12132981
2667	0.13196818	0.13191185	38.90695445	0.12875993	0.12900817	36.70776965
2804	0.11155305	0.11161459	45.27173476	0.11691634	0.11694254	42.95177151
2808	0.12720129	0.12729359	41.31936786	0.11879936	0.11884805	40.98962947
2895	0.14757240	0.14756679	37.72616630	0.14276910	0.14270872	37.82758612
2959	0.14120400	0.14124225	33.51656930	0.12677433	0.12673457	33.37355631
2995	0.14105845	0.14115054	33.95962732	0.13838314	0.13849395	34.73420692
3033	0.11614557	0.11615897	42.88272098	0.11521038	0.11521495	42.28513200
3056	0.13442373	0.13454075	34.58899091	0.13119262	0.13115584	34.79640191
3461	0.11984459	0.11989077	38.51943591	0.12856422	0.12852641	36.84393191
3497	0.12881020	0.12882821	42.40149202	0.13492093	0.13493962	43.25282498
3566	0.13616883	0.13625919	38.66615325	0.13077061	0.13079576	38.48093282
3599	0.12107580	0.12115829	41.23977693	0.11521896	0.11523164	41.69076024
3612	0.12982186	0.12976975	39.26063440	0.11671473	0.11670994	40.01473769
3680	0.11865641	0.11873094	40.91760112	0.13325098	0.13314791	39.95604935
3709	0.13997635	0.13993979	35.72545218	0.13942943	0.13953421	36.52092844
3734	0.14213104	0.14217841	39.63129255	0.12374783	0.12382343	39.67133143
3816	0.13171246	0.13173709	36.98363333	0.14552393	0.14557548	36.87281341
3961	0.12199320	0.12187789	41.89066042	0.11706156	0.11714624	41.45665490
4026	0.13042524	0.13026447	38.82098623	0.12520264	0.12509512	38.71753793
4038	0.13277087	0.13282271	40.78756930	0.11683684	0.11699714	41.13752950
4098	0.13536686	0.13535630	35.67968567	0.13761147	0.13769268	34.71316330
4114	0.14297147	0.14300006	38.99328779	0.14802278	0.14813490	37.81857563
4158	0.12468489	0.12478334	43.00706142	0.10646762	0.10660534	42.94350029
4416	0.13355806	0.13376779	40.24693636	0.13572358	0.13589975	40.44659893
4533	0.12076093	0.12089304	39.87545783	0.12370654	0.12381206	39.33901477
4567	0.13882881	0.13879891	35.34953956	0.13306771	0.13309388	34.60795112
4631	0.12300305	0.12299273	43.69029222	0.13256935	0.13274305	43.12934129
4679	0.13973988	0.13989268	36.47048182	0.13189489	0.13197974	36.24224704
4689	0.12323001	0.12330196	41.75163433	0.10937211	0.10935765	41.07170772
4714	0.12801877	0.12809940	36.27435895	0.13233116	0.13230135	34.94545304
4770	0.12310832	0.12316394	45.61859167	0.11443116	0.11446463	42.56377546
4811	0.14733986	0.14745310	37.41819704	0.13448993	0.13447396	37.51235285
4829	0.11869064	0.11878652	40.44673877	0.12734095	0.12739193	39.01162419
4962	0.11591650	0.11600760	45.04626357	0.10908881	0.10918309	44.24895235
4983	0.11683529	0.11688317	46.70234048	0.11229603	0.11238788	45.96202779
4992	0.11623349	0.11634682	45.16203756	0.11188330	0.11201427	42.70941019
5015	0.11467963	0.11466054	45.15800609	0.11172229	0.11178895	44.23727399
5047	0.11983412	0.11994013	45.31358922	0.12121479	0.12128457	44.22735852
5158	0.12439236	0.12438294	44.86946316	0.10468866	0.10482182	43.93235040
5159	0.10743576	0.10748932	45.46002607	0.12083559	0.12085398	43.25289425
5182	0.13031901	0.13019607	43.98729337	0.13263336	0.13265088	42.60129963
5255	0.14486508	0.14482808	36.87278579	0.13505743	0.13509611	37.10285636
