position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
2	0.13255082	0.13255093	35.35691302	0.11875702	0.11880729	35.28629791
7	0.12777229	0.12775772	36.71825657	0.12012141	0.12004936	36.25042818
23	0.12800581	0.12795450	38.32926282	0.11873884	0.11873083	37.83350861
24	0.12938893	0.12929717	37.48290764	0.11141263	0.11144450	36.24578648
105	0.12308326	0.12312894	36.15521149	0.12612424	0.12608225	34.42530676
125	0.13093272	0.13093955	36.69351552	0.11373642	0.11372983	35.34352739
332	0.11649681	0.11646998	42.40346967	0.11002943	0.11006978	42.27422661
342	0.13193225	0.13193481	34.85551713	0.12177481	0.12179701	34.81592239
367	0.13591759	0.13580791	36.83846276	0.13047102	0.13034196	36.59741531
376	0.12438791	0.12432940	41.59601975	0.10432140	0.10431340	41.05619538
561	0.12612998	0.12610917	39.17618942	0.11464603	0.11467540	38.55048893
665	0.12144778	0.12134879	38.67432230	0.11139972	0.11134539	37.54321884
677	0.12382533	0.12378302	34.11974710	0.11558107	0.11562657	34.02907487
748	0.11626281	0.11623689	37.43294375	0.11294998	0.11298067	37.40721408
780	0.12058899	0.12056032	35.13587185	0.12406219	0.12403358	35.80490278
794	0.12395385	0.12393226	35.29579058	0.11786899	0.11786555	36.49722269
831	0.11738691	0.11731517	35.98127585	0.11848947	0.11838337	36.76367261
918	0.13334166	0.13336428	36.90284429	0.12450492	0.12464892	36.50953580
942	0.12856307	0.12851877	37.10197943	0.12403113	0.12407525	36.55166740
1034	0.12209864	0.12197265	35.91467449	0.13197218	0.13185451	34.95440727
1079	0.12289983	0.12283393	38.78488678	0.12151802	0.12147260	38.03128379
1093	0.12179903	0.12173450	39.01990268	0.12714111	0.12710377	38.87045509
1107	0.11952470	0.11947748	38.37955280	0.11751418	0.11751638	38.83453881
1142	0.13437114	0.13420731	32.54629206	0.12528947	0.12523265	32.75745699
1177	0.13111701	0.13113126	35.43782007	0.12724027	0.12729444	34.84023443
1198	0.11750986	0.11744688	37.84203245	0.11283016	0.11271870	36.85078156
1317	0.11502514	0.11499551	38.40913669	0.11661704	0.11662622	38.19120785
1404	0.13073568	0.13067418	33.75226569	0.12383447	0.12380444	33.58760200
1462	0.11625239	0.11621131	42.66080822	0.10182211	0.10185413	41.78962891
1513	0.11465331	0.11461824	35.86737793	0.10642118	0.10635048	35.99573693
1541	0.12517154	0.12515273	37.81706349	0.11474346	0.11475788	37.95183536
1584	0.12503245	0.12499342	37.97673028	0.11532720	0.11534358	36.54297811
1648	0.11693324	0.11693857	41.70290054	0.12286057	0.12284223	41.27239899
1672	0.14163730	0.14172314	34.41700727	0.11994506	0.12010190	33.91227754
1734	0.12535209	0.12540575	37.56145308	0.11739437	0.11733520	39.10086159
1780	0.12289854	0.12277506	34.78719468	0.12258562	0.12257317	34.62685638
1903	0.12258465	0.12259464	34.70944301	0.12496504	0.12492219	33.65381526
1927	0.12192113	0.12188165	37.31868369	0.11068923	0.11065238	36.07779403
1944	0.12773656	0.12762598	35.12691865	0.11815688	0.11818047	34.73180464
1963	0.12536338	0.12534314	32.86613174	0.12692638	0.12691077	32.36768687
2053	0.12539669	0.12530538	36.03551921	0.12746904	0.12736095	34.48279107
2151	0.12939399	0.12934942	36.38823679	0.11511911	0.11511345	37.60337771
2184	0.11679926	0.11677848	43.48897453	0.10579092	0.10580307	43.11493086
2192	0.12275813	0.12279552	41.06570531	0.11987158	0.11981590	39.81808889
2238	0.11062775	0.11073122	43.83228336	0.10818876	0.10818857	44.28569649
2242	0.12423028	0.12426371	35.94393957	0.11560756	0.11563487	36.27151425
2251	0.11882822	0.11872713	41.37292562	0.11066715	0.11058778	41.70945905
2265	0.12295493	0.12290684	37.45480094	0.11803710	0.11791697	37.51173518
2546	0.11949073	0.11949663	41.03440103	0.11072390	0.11080944	39.50178514
2588	0.11901851	0.11896499	36.88752762	0.11891606	0.11886322	35.81482101
2707	0.11959327	0.11950088	34.34324126	0.11788037	0.11783928	34.10864987
2754	0.12518155	0.12509371	40.80364624	0.12304860	0.12306507	39.83910240
2894	0.12487549	0.12487020	38.93331437	0.11512257	0.11514473	37.91120545
2907	0.11977614	0.11971945	38.14646618	0.10642535	0.10647286	36.89817905
2998	0.12055664	0.12060170	38.07744328	0.11588474	0.11586883	36.10520617
3022	0.12981603	0.12978170	38.27451426	0.12764509	0.12760264	38.47112381
3023	0.12785046	0.12773094	38.41763280	0.11867996	0.11871288	37.83732654
