position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
97	-1.788217827	-1.786497085	35.26738770	-1.727427673	-1.72178217	35.50410264	0.13426434	0.12881142	0.16774414	0.16148227
193	-1.71742519	-1.718704499	41.31029398	-1.713820823	-1.714509009	41.30220189	0.09901116	0.10238584	0.10502777	0.10848996
229	-1.522198193	-1.522378376	37.04868712	-1.51686059	-1.517210643	36.92668683	0.10617894	0.10692967	0.09935576	0.09981661
302	-1.288540945	-1.289589415	40.42055019	-1.286752309	-1.287025964	39.64217933	0.02102612	0.01797634	0.02244790	0.02528151
422	-1.158451851	-1.158629883	36.56063821	-1.188837722	-1.189946205	37.69826894	0.33635956	0.33797389	0.36903264	0.36930135
502	-0.849560268	-0.843513555	40.20677952	-0.957163457	-0.952007713	39.77702283	1.18270452	1.17346798	1.08103469	1.07188490
843	-1.183236214	-1.182658957	41.29395366	-1.193746735	-1.193781261	41.29099304	0.37806076	0.37817092	0.32963793	0.32877025
954	-1.299172919	-1.301142149	33.55110196	-1.353306026	-1.354295938	32.74585322	0.19974647	0.20245947	0.26813215	0.27067529
972	-1.270252578	-1.264444845	43.55971617	-1.229685445	-1.222727871	41.27899778	0.52272982	0.51258824	0.64788288	0.63891818
978	-0.737553932	-0.736623837	33.65445317	-0.808223738	-0.809153959	33.52646021	1.23771278	1.23250835	0.87287049	0.87207804
1061	-1.633013629	-1.631484694	37.44469566	-1.618342831	-1.619809975	38.32783365	0.31035526	0.30924445	0.32372741	0.32436972
1211	-1.133783211	-1.130272588	39.22390038	-1.157746414	-1.155135741	37.57801857	0.33913828	0.33238181	0.26082217	0.25742552
1471	-0.400347334	-0.395525289	38.88908149	-0.706734216	-0.704293003	39.98642719	0.86399146	0.86018050	0.89465815	0.89643189
1509	-1.32642803	-1.326357991	36.36595118	-1.294333995	-1.293589519	37.34409395	0.30096280	0.29884659	0.23061734	0.22905235
1533	-1.131330513	-1.132247926	41.55639399	-1.132584059	-1.133119624	40.29872366	0.04233987	0.04526322	0.10362522	0.10642751
1553	-1.236326838	-1.230074899	39.79705696	-1.14520754	-1.137725163	38.30303333	0.67508378	0.66195132	0.47505802	0.46626299
