position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
202	0.11447440	0.11441498	42.89500945	0.12106289	0.12107070	42.87897258
424	0.12979675	0.12990177	41.03768324	0.12087516	0.12086837	37.99897982
426	0.15575878	0.15579320	39.02824923	0.13527823	0.13515968	39.07500526
455	0.13057853	0.13043943	37.28276720	0.13037481	0.13039993	37.36717252
480	0.11644077	0.11635713	41.75080189	0.11385827	0.11379084	41.31688933
546	0.11604783	0.11604675	44.37572269	0.11533856	0.11533256	43.36190718
694	0.12395255	0.12387060	38.50363499	0.11612773	0.11622505	38.01222941
747	0.12488906	0.12494425	37.11429088	0.13385449	0.13380939	36.53793664
757	0.13248649	0.13244623	39.10625490	0.12573588	0.12569465	39.21838477
794	0.14252456	0.14254104	38.15299925	0.13836147	0.13842655	37.83009109
816	0.12670104	0.12676674	40.39073272	0.12043680	0.12040617	40.93888439
833	0.13288514	0.13295013	39.03160102	0.13171165	0.13169979	39.85027251
835	0.12643554	0.12637843	37.96240593	0.12112307	0.12108801	38.47920489
961	0.13351250	0.13348433	39.32674345	0.12865229	0.12869436	40.54021494
1070	0.11706306	0.11708448	44.36401498	0.10216316	0.10220787	43.84679243
1166	0.13336978	0.13331628	34.41421009	0.13603802	0.13597717	35.53177856
1293	0.14099591	0.14093760	37.76924052	0.13822575	0.13824398	38.07917550
1351	0.13278647	0.13278290	37.25716571	0.12092581	0.12098967	37.77599939
1366	0.11949044	0.11956127	39.23311692	0.11450077	0.11459564	39.28410401
1545	0.12552629	0.12548190	36.64669634	0.13413925	0.13422099	37.63578821
1565	0.12732640	0.12735465	42.90459689	0.11566273	0.11561793	40.78435375
1566	0.11685778	0.11688339	43.18587475	0.12749824	0.12758209	41.75384434
1605	0.12664814	0.12666270	44.65948518	0.11946754	0.11946323	44.13844555
1631	0.12106189	0.12099803	41.84121801	0.11959696	0.11960325	42.31212914
1645	0.12995212	0.13014304	37.43843758	0.13370531	0.13363457	37.82792561
1681	0.13113173	0.13118094	38.51651724	0.11844900	0.11846926	37.35988619
1691	0.14210161	0.14213183	38.05685793	0.12908828	0.12895994	38.26357498
1748	0.12446196	0.12442168	40.27766940	0.12501549	0.12505041	38.99880842
1793	0.12457270	0.12458187	38.56142445	0.11571389	0.11568128	37.58467757
1859	0.13264997	0.13264045	36.10641614	0.13020788	0.13022800	36.21536898
1938	0.12337866	0.12337854	37.00449614	0.12625281	0.12631529	35.60378957
2147	0.11514899	0.11512285	47.24596778	0.11964245	0.11963168	47.69544820
2162	0.14621402	0.14617007	36.09480365	0.12984843	0.12997580	36.73645117
2217	0.12070210	0.12054943	39.15614823	0.12985072	0.12981896	40.02326027
2284	0.12348860	0.12351221	41.92451892	0.12318880	0.12321529	43.77830008
2312	0.11688839	0.11686545	43.05601574	0.10448113	0.10444554	42.40655041
2381	0.13964309	0.13958470	39.43214169	0.12763469	0.12763412	37.03949984
2397	0.13084094	0.13079962	38.15035384	0.12964487	0.12958074	38.74307724
2455	0.13476842	0.13479736	32.81735228	0.13292457	0.13295178	32.98715599
2490	0.13294253	0.13285466	36.04553041	0.12280281	0.12284395	38.03535332
2495	0.14019077	0.14026846	36.62730975	0.14901364	0.14900939	36.24365589
2562	0.13921207	0.13917823	36.31799858	0.13054156	0.13047441	37.19629973
2611	0.12215481	0.12208120	36.43632539	0.12739638	0.12736836	36.13395862
2621	0.13744152	0.13748800	34.92735560	0.13186005	0.13183174	34.18858619
2900	0.13715728	0.13715927	33.82961419	0.13443621	0.13441315	32.62935098
2920	0.12322206	0.12323267	41.46430039	0.12198740	0.12191707	40.65865960
3080	0.12440770	0.12442626	42.80344177	0.11377533	0.11369700	43.34880632
3088	0.11574712	0.11575997	46.57445792	0.11071299	0.11067941	45.63950188
3109	0.13498510	0.13493842	36.11549483	0.13223721	0.13225856	37.05084393
3169	0.12080660	0.12087538	39.85270927	0.12778713	0.12779298	40.21017363
3184	0.10034311	0.10037465	47.34124718	0.10849061	0.10852219	46.04708879
3187	0.15249086	0.15246919	31.76792715	0.13581648	0.13577504	31.94197879
3230	0.12960469	0.12959083	39.12346909	0.11589162	0.11587655	40.37528601
3406	0.12740754	0.12731659	37.35885980	0.11603322	0.11606372	38.42338993
3439	0.13461542	0.13459981	35.58020391	0.13250116	0.13247738	36.74446806
3497	0.11786429	0.11788859	40.24683756	0.12206321	0.12206105	40.85587098
3629	0.14092701	0.14097418	34.28304829	0.13531979	0.13532714	35.20370312
3635	0.12074894	0.12081067	36.77869845	0.12065051	0.12066692	38.26074478
3644	0.14257604	0.14269685	36.90572833	0.14053663	0.14046457	37.08545519
3658	0.13778544	0.13774748	36.85485759	0.12795046	0.12791383	38.82183203
