position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
77	-1.242452893	-1.239208865	37.08636240	-1.349161047	-1.347879034	36.72695368	0.66781882	0.66568867	0.39627322	0.39457780
108	-1.108269935	-1.108476285	39.39874609	-1.125977247	-1.126264521	39.09852988	0.04927149	0.04986414	0.02080349	0.02147627
195	-1.162315903	-1.162420902	38.10476813	-1.14651556	-1.145724503	38.69810065	0.19217245	0.19114822	0.26044412	0.25946598
300	-1.387410591	-1.387709405	40.49462812	-1.304997042	-1.305921128	39.50219349	0.36811150	0.36950124	0.16896498	0.17020595
377	-1.221538984	-1.220632282	37.93930904	-1.081221265	-1.078895632	37.75915459	0.23436956	0.22996944	0.14727942	0.14389966
385	-1.019516736	-1.020824049	35.08239204	-1.056324051	-1.057140899	34.80014410	0.18272963	0.18422455	0.13065877	0.13196835
431	-1.201277491	-1.206038141	37.49486312	-1.186098226	-1.188379582	38.46733179	0.75237056	0.75491352	0.48325861	0.48490338
523	-1.225251719	-1.225895687	40.34298115	-1.137867449	-1.138607633	40.79494453	0.10875531	0.10954796	0.04109568	0.04233473
524	-1.23165377	-1.232100932	41.05743707	-1.148233938	-1.148950109	41.96046861	0.10531365	0.10597751	0.06007066	0.06134704
572	-1.120645844	-1.121609525	32.20660555	-1.167813355	-1.16840093	32.03204765	0.34347033	0.34400346	0.29938719	0.29985639
588	-1.154164794	-1.157098009	38.52891485	-1.057830882	-1.060707571	37.64973994	0.19579003	0.20059051	0.22680226	0.23217667
752	-1.24983496	-1.248607344	35.59426730	-1.229623191	-1.22865899	33.54728915	0.13451189	0.13201500	0.16826377	0.16550626
919	-1.23647817	-1.234161925	35.90518891	-1.224294248	-1.222625504	34.86917700	0.21364792	0.21017829	0.28830988	0.28496228
1004	-1.193364497	-1.195060216	36.37062606	-1.260300615	-1.260446545	36.30274272	0.03274858	0.03591005	0.11083214	0.11376988
1033	-1.162478784	-1.163627079	36.42796303	-1.316430551	-1.316608801	35.62366513	0.03104958	0.03386122	0.03273806	0.03504762
1068	-1.509920791	-1.508094986	40.81059748	-1.378294958	-1.377446955	42.23871680	0.23124798	0.22864792	0.35444876	0.35158499
1132	-1.005677883	-1.002105729	44.32715792	-1.01003852	-1.006884804	42.42918697	0.15879042	0.15281673	0.21325328	0.20785212
1169	-0.977772877	-0.974455899	38.53257456	-1.002539336	-1.000669786	36.42545446	0.27874340	0.27414930	0.35137492	0.34647028
1296	-1.450580455	-1.450020695	38.83202731	-1.368808914	-1.367174062	39.20711202	0.40263713	0.40088044	0.42552469	0.42549959
1297	-0.992838782	-0.993719659	37.01096147	-0.805300534	-0.802988906	34.95155704	0.60310521	0.60035822	0.39065369	0.38936234
1299	-0.987384259	-0.987940361	31.49409529	-1.070879213	-1.071575756	32.39537424	0.04974779	0.05165039	0.07994923	0.08131436
1368	-1.601007928	-1.601652215	34.66021789	-1.618220292	-1.618657562	34.56414128	0.01794043	0.01841937	0.01822380	0.01873137
1414	-1.22410179	-1.222877924	35.70947156	-1.190955953	-1.189726718	35.13379331	0.09714855	0.09412581	0.13773203	0.13467575
1604	-0.993084662	-0.991631292	36.37163004	-1.027544634	-1.02686436	36.45964773	0.11355844	0.11144315	0.18752200	0.18494598
1684	-1.046511101	-1.045942853	35.74035658	-1.017601406	-1.016285586	36.33212352	0.16397840	0.16108381	0.11784477	0.11541974
1693	-0.794103285	-0.790161897	37.35766720	-0.815728976	-0.811971632	36.92202546	0.62091209	0.61586623	0.46290678	0.45960116
