position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
35	0.14286782	0.14285370	34.94310513	0.14015334	0.14023290	34.52345454
236	0.13774143	0.13779802	35.02761750	0.13921617	0.13932814	34.09798593
253	0.14533765	0.14533955	37.30724042	0.13293196	0.13294526	36.72227404
273	0.15037160	0.15033668	33.43709960	0.13147789	0.13154241	33.40384007
451	0.13543148	0.13544232	39.73787960	0.13301343	0.13317840	39.99767998
588	0.14444128	0.14450584	35.56176066	0.12328500	0.12325286	35.48299295
639	0.14142812	0.14138436	34.92559388	0.13171215	0.13178451	33.61477021
704	0.14147180	0.14143753	34.16234115	0.13107911	0.13109619	34.20382850
754	0.14589117	0.14598501	35.88928985	0.12496560	0.12491226	35.11233456
805	0.13251584	0.13253852	38.45096852	0.13316460	0.13312789	38.18500829
871	0.13305162	0.13301744	38.57532009	0.12352734	0.12350934	38.02223147
921	0.14446902	0.14443505	38.78648540	0.13033719	0.13048099	37.30576218
958	0.13942105	0.13941646	35.98422099	0.13676274	0.13682490	35.41061043
1022	0.14153246	0.14150955	37.63111658	0.13508314	0.13513730	36.22525512
1049	0.13544437	0.13543619	37.86586643	0.12522257	0.12512618	36.31103860
1104	0.13933660	0.13936176	38.64775832	0.13836531	0.13832950	40.13356955
1216	0.14719920	0.14717846	29.89989375	0.16364868	0.16362143	30.69533360
1324	0.13948050	0.13946668	33.46362714	0.13328131	0.13331360	33.14179086
1333	0.14788325	0.14790366	33.66570784	0.13270792	0.13274175	33.07269318
1363	0.14004962	0.13999705	36.77878606	0.13678719	0.13664302	37.23179843
1402	0.13113023	0.13111120	41.83130038	0.12150688	0.12156672	42.09494839
1476	0.12830400	0.12829215	38.36987554	0.13298214	0.13303324	38.53037521
1646	0.15390199	0.15386811	34.73712559	0.12446519	0.12434831	33.93662203
1677	0.13820806	0.13821796	40.06190053	0.12580791	0.12584354	40.02436530
1790	0.13103785	0.13103326	36.93281885	0.11989653	0.11997937	36.16030314
1857	0.13523849	0.13535215	35.85179978	0.14116928	0.14120025	35.74866497
1949	0.15199637	0.15195127	35.27506349	0.13240117	0.13239642	33.45424240
2045	0.14144141	0.14149921	39.83566764	0.12962359	0.12977529	39.70067796
2051	0.13899058	0.13898616	33.64283934	0.13895060	0.13898944	34.46935715
2141	0.13721130	0.13722732	33.35594708	0.14227436	0.14228347	33.22668207
2202	0.15054895	0.15056795	33.87578742	0.13782599	0.13777831	32.97145208
2236	0.15907430	0.15908188	33.67233268	0.13678148	0.13680413	34.93313866
2398	0.14876522	0.14891885	34.15769793	0.13039313	0.13035991	34.46201250
2509	0.13377521	0.13380286	37.60400221	0.13210417	0.13211935	37.05560623
2595	0.15195758	0.15200213	36.69113989	0.14351019	0.14352022	36.51869201
2616	0.13263847	0.13267457	37.93922339	0.13327191	0.13328457	36.88669366
2644	0.13215405	0.13218108	43.26522766	0.12256190	0.12253246	44.25676040
2751	0.13209801	0.13206670	39.67743193	0.13153935	0.13161597	38.58579469
2758	0.14016965	0.14016813	35.02582413	0.13251951	0.13248989	34.88482262
3008	0.13104726	0.13103114	37.47880219	0.13072479	0.13064429	35.39043596
3045	0.14063092	0.14069922	39.69653047	0.13499972	0.13501943	38.43756721
3049	0.15134975	0.15135019	36.63166186	0.12999745	0.12997466	37.01834781
3085	0.13946849	0.13944077	35.48072257	0.13422177	0.13429726	35.07465467
3173	0.15732090	0.15734034	32.28817719	0.14278985	0.14276099	32.48524883
3187	0.13605604	0.13608794	35.94040323	0.12371265	0.12370973	35.64448112
3207	0.15200383	0.15202323	33.70142840	0.14876748	0.14886065	32.82692612
3258	0.13977022	0.13979905	40.33612582	0.12167240	0.12174805	39.17647832
3267	0.14768957	0.14775443	34.83541528	0.14683386	0.14681590	34.39852621
3365	0.16137069	0.16137641	31.54802000	0.14595591	0.14601194	31.72484531
