position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
93	-1.157331609	-1.157214412	44.93256928	-1.202482935	-1.202322841	41.58741831	0.11381394	0.11347761	0.11748461	0.11750859
397	-0.920620691	-0.922425673	40.33475713	-0.907582208	-0.909578229	40.45674200	0.52843481	0.53165202	0.47677227	0.47939891
519	-1.19391589	-1.193896777	39.53380421	-1.183863145	-1.183764336	37.98125725	0.01013464	0.01043995	0.07283486	0.07288723
594	-1.169896922	-1.169325178	44.28761490	-1.151958134	-1.151080929	43.28371003	0.10446414	0.10069700	0.08074833	0.07703022
638	-1.107090943	-1.10674114	42.54205148	-1.12012277	-1.120233761	41.06779786	1.04890960	1.04864832	0.98838634	0.98796275
642	-1.587391886	-1.587269369	43.25108133	-1.533475557	-1.533552343	43.52532167	0.04440039	0.04467302	0.05232000	0.05307907
656	-1.572945633	-1.572710827	42.88582636	-1.590090274	-1.590170594	41.84097965	0.03059776	0.03082535	0.03942437	0.03946873
658	-1.231314673	-1.230778629	38.30409066	-1.066172565	-1.066486985	37.42707287	0.43844328	0.43713305	0.37330948	0.37300384
673	-1.567652278	-1.56795153	43.76161044	-1.582431818	-1.58231763	42.57320176	0.00687781	0.00716430	0.03652910	0.03664395
763	-1.290277182	-1.290036571	39.38289421	-1.248489415	-1.248577563	38.80276843	0.06326234	0.06320425	0.07768446	0.07771899
778	-0.957491411	-0.959311182	38.96887368	-0.765379446	-0.762240783	38.90684720	1.07705978	1.07912915	0.94584968	0.94746674
821	-1.381773439	-1.381912491	38.58811932	-1.41655533	-1.416726693	39.62472495	0.22275780	0.22372066	0.22629399	0.22703285
1062	-0.545201471	-0.545004941	35.31852404	-0.219781029	-0.219282025	34.75203551	1.56407869	1.56393876	1.18931135	1.18930901
1092	-1.158272961	-1.155527744	38.36281357	-1.228064352	-1.226908735	38.52270782	0.35128314	0.34886367	0.33823181	0.33547612
1142	-1.399892976	-1.400235867	38.57816097	-1.432774105	-1.432878172	36.14715882	0.16480144	0.16656092	0.22526948	0.22674169
1277	-0.564617195	-0.557984996	38.69368873	-0.475638478	-0.472312579	38.28912960	1.28486154	1.27643413	1.03647678	1.03040916
1351	-1.258114975	-1.258553597	39.15276549	-1.301087446	-1.301113636	38.02168466	0.35784691	0.35914813	0.42805910	0.42882326
1356	-1.165107123	-1.165297394	37.38608765	-1.077945024	-1.078262109	36.48341973	0.27501156	0.27612218	0.23579421	0.23647370
1421	-1.60798932	-1.608484169	38.04431494	-1.681542922	-1.682024364	37.12250578	0.21939221	0.22063281	0.21635405	0.21779300
1469	-0.843012893	-0.845685192	38.40383903	-0.878444699	-0.879735853	37.53862782	0.68046390	0.68329412	0.52182998	0.52393373
1476	-1.165007775	-1.165274131	37.22438076	-1.144844614	-1.145376052	37.45352897	0.24763289	0.24891084	0.16649669	0.16697403
1477	-1.124008219	-1.124024534	37.62527606	-1.130569963	-1.131152534	36.96568572	0.21717008	0.21791252	0.19002921	0.19040246
1533	-0.893525693	-0.894342605	36.65547582	-0.888226736	-0.890053494	35.86327893	0.60907244	0.61056399	0.51014813	0.51156024
1568	-0.752449015	-0.755986714	43.15038460	-0.667770854	-0.672103752	42.30430821	0.90914443	0.91559990	0.69240370	0.69829026
1711	-1.195737489	-1.19553816	43.13704322	-1.221119021	-1.221073643	42.25312098	0.04658242	0.04720747	0.00081039	0.00162456
1919	-0.399435135	-0.405121814	34.34929095	-0.341799234	-0.344335639	33.38890568	1.38710570	1.38806722	1.03938766	1.04274690
1963	-1.11068712	-1.11027558	38.78459563	-1.096896787	-1.096376004	40.42054620	0.14407550	0.14293388	0.15884511	0.15761262
1977	-0.565852388	-0.562560051	42.58332365	-0.617867056	-0.614568864	42.47443840	0.98489763	0.98090502	0.97231715	0.96919885
2040	-1.429040488	-1.429684263	39.23435293	-1.422161948	-1.421849656	38.26574250	0.01453463	0.01503797	0.05577366	0.05642551
2130	-1.380766226	-1.381846695	39.09431034	-1.301116603	-1.302941107	37.21161870	0.41941174	0.42239941	0.31574743	0.31851897
2184	-1.192640482	-1.191025208	37.22392846	-1.176107542	-1.174677538	37.75175859	0.19816510	0.19530303	0.19540443	0.19306532
2231	-1.35834479	-1.356920878	43.40413893	-1.349180005	-1.347876164	42.66278867	0.38502518	0.38317119	0.31129932	0.31053879
2277	-1.1544049	-1.154596762	37.37377840	-1.130452426	-1.13014484	37.16509614	0.02991063	0.02733712	0.03028571	0.03294749
2290	-1.065546833	-1.06404562	38.16425315	-1.1687728	-1.168630882	36.88350691	0.02160617	0.01923084	0.02487293	0.02248126
2332	-1.168830247	-1.168981159	36.50873931	-1.146858057	-1.14717734	34.33385664	0.06555665	0.06964629	0.00819043	0.01243455
2347	-1.35473324	-1.355137181	31.95495201	-1.425664126	-1.426056465	31.53626131	0.19233487	0.19367358	0.40117693	0.40264205
2351	-1.129222236	-1.131397395	35.28643894	-1.101259775	-1.103075715	35.20985619	0.20526265	0.20996732	0.19026022	0.19578389
2395	-1.149774236	-1.149366003	32.00555848	-1.156247318	-1.155629912	31.03269889	0.13844882	0.13691318	0.15917920	0.15724572
