position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
31	0.14181249	0.14172986	39.43214359	0.12287771	0.12271966	39.47067240
84	0.12918089	0.12892388	41.56408936	0.14506868	0.14487931	40.84712993
183	0.13849901	0.13844922	36.98400402	0.11703035	0.11698415	36.43889616
253	0.13238428	0.13239669	37.18066313	0.13690583	0.13674859	35.85801960
383	0.14291640	0.14278319	36.79332618	0.13308676	0.13305184	38.47544089
422	0.13029272	0.13021812	37.92630595	0.12775722	0.12782144	34.78150225
443	0.13192242	0.13187944	35.76169874	0.13141468	0.13126869	35.08547245
526	0.13337584	0.13329361	41.30715669	0.13183216	0.13157426	39.90594138
635	0.14350999	0.14347713	39.60776164	0.13811909	0.13809080	39.03007912
687	0.12281380	0.12267670	38.86325588	0.11367083	0.11365373	39.40151667
1163	0.13211992	0.13199672	36.93649845	0.13170846	0.13166844	38.28288190
1216	0.14228060	0.14220571	33.94742403	0.11977442	0.11967172	34.03506055
1326	0.11875594	0.11871901	39.18999130	0.11835640	0.11823734	39.46890170
1376	0.12674290	0.12666907	40.55465472	0.11951357	0.11945089	39.87060782
1438	0.12308142	0.12285891	37.67420144	0.11830905	0.11825091	38.77401244
1483	0.11366401	0.11362281	39.38089361	0.12017735	0.11992933	39.60690392
1574	0.13303201	0.13302307	36.17957842	0.12705155	0.12709263	35.20099476
1667	0.11307418	0.11294323	48.48713000	0.11387361	0.11374324	46.81721992
1696	0.13100303	0.13080900	34.85592795	0.13892191	0.13887433	34.46393573
1763	0.12923088	0.12908191	37.73642515	0.13191238	0.13177899	37.27292407
1803	0.11698909	0.11687142	43.14417243	0.11724483	0.11706846	42.46562478
1868	0.14439013	0.14422977	35.44691494	0.12311715	0.12317124	35.08170903
1927	0.12910554	0.12895141	36.05340544	0.11913340	0.11903492	36.09913994
1941	0.13111757	0.13100024	37.65912342	0.12555154	0.12538721	37.84318311
1990	0.12511166	0.12484644	34.82987880	0.12975285	0.12971210	34.57270713
2306	0.14431363	0.14418966	38.17049353	0.14357429	0.14344659	38.09112422
2313	0.13450177	0.13442698	35.59158790	0.13055764	0.13039005	34.59519116
2316	0.14056711	0.14064948	36.28959106	0.12741576	0.12728939	34.96045756
2461	0.13990978	0.13981084	41.32103037	0.11892470	0.11889099	39.93186859
2515	0.14723783	0.14713564	33.51236951	0.14202695	0.14178336	32.29246505
2558	0.14473128	0.14452109	36.54660204	0.12121322	0.12122602	35.14810732
2599	0.12734571	0.12727069	40.89164061	0.11467230	0.11453092	39.29416908
2761	0.12860603	0.12852094	39.24720529	0.11783550	0.11780877	40.71118148
2785	0.12759071	0.12758253	40.90333886	0.11304761	0.11300341	40.33517088
2824	0.11304939	0.11296571	41.88175247	0.10969236	0.10969049	42.97397075
2890	0.14225146	0.14209370	36.03666358	0.11781040	0.11766257	34.75509075
2973	0.13511301	0.13507448	32.40897253	0.14137758	0.14134759	31.47501490
2998	0.11581129	0.11584693	39.76457466	0.12239478	0.12230602	39.36708250
3047	0.14359350	0.14365507	34.28365615	0.12219230	0.12202914	34.55048341
3059	0.13002936	0.12994464	39.99676204	0.12352396	0.12342600	40.05858508
3091	0.12885405	0.12879085	37.30846961	0.12471418	0.12453982	37.06507167
3117	0.13930239	0.13927180	35.41255778	0.13006613	0.12993809	35.82644438
3122	0.13811362	0.13807701	34.43637402	0.12674498	0.12678551	33.79842066
3142	0.12766945	0.12761239	36.36942155	0.13138834	0.13125521	36.83756317
3166	0.13273786	0.13254795	35.12937627	0.12753177	0.12738108	33.82682325
3267	0.14197798	0.14196328	36.29478910	0.12792502	0.12784157	35.54116440
3353	0.13813778	0.13811974	36.08184430	0.12180516	0.12174773	34.43406304
3359	0.13816020	0.13805404	36.32887086	0.11893299	0.11883459	33.65492768
3424	0.11919404	0.11906360	41.61174914	0.12214293	0.12203034	40.63709840
3512	0.12656428	0.12655378	37.27273480	0.12590131	0.12596985	37.42670468
3575	0.12904679	0.12899658	40.54735169	0.11677113	0.11684159	38.52805669
3702	0.11440618	0.11436360	44.04117904	0.11598114	0.11580281	42.93084978
3714	0.12552128	0.12533635	43.46100628	0.12028608	0.12021443	42.83403019
3751	0.12883235	0.12881800	33.93462323	0.14032849	0.14020347	34.52521675
3798	0.13016242	0.13016045	40.46814364	0.12704391	0.12705038	40.72686415
3924	0.13589199	0.13586276	34.74227802	0.13663417	0.13658700	34.23049554
4030	0.13224721	0.13209423	36.65477508	0.12921660	0.12901971	35.53033093
4300	0.13901045	0.13887406	36.28450042	0.13650291	0.13633787	35.60664922
4470	0.13412224	0.13408209	33.88442253	0.13041722	0.13048193	33.30729938
4568	0.13645433	0.13631470	35.89096337	0.13217290	0.13209230	35.19607432
4610	0.12805852	0.12790276	38.72281715	0.11760637	0.11759860	37.79304959
4611	0.13213445	0.13198821	37.87213119	0.13373013	0.13367828	39.22308994
4745	0.14890963	0.14883338	36.30072803	0.11689060	0.11681219	36.44601687
4813	0.13029018	0.13021572	37.22158629	0.13000571	0.12986699	36.54612484
4832	0.14415722	0.14424793	35.37009427	0.13032220	0.13026694	34.89469106
4833	0.12989177	0.12969063	38.94041281	0.11666699	0.11662886	38.21926969
4922	0.13666448	0.13669462	33.72284722	0.13777607	0.13765908	32.21801681
5010	0.12218257	0.12204140	37.03965052	0.12332549	0.12329794	36.01494849
5169	0.14596081	0.14588583	33.29728915	0.13196428	0.13183111	33.98947672
5184	0.12984124	0.12978663	33.96510912	0.12370713	0.12345878	33.93940339
5269	0.13836132	0.13814537	34.56485285	0.12654231	0.12658903	33.51476210
5319	0.14175287	0.14165683	34.43260390	0.13071254	0.13056592	33.27658198
5348	0.13534680	0.13525910	34.42288069	0.12742436	0.12744640	33.82422922
5544	0.14038357	0.14026231	37.74184291	0.13307383	0.13298926	36.84362070
5680	0.13709439	0.13703048	38.57309028	0.12957191	0.12945426	38.54799899
5687	0.12564252	0.12556220	40.13684862	0.11621619	0.11611756	38.31999724
5909	0.14207284	0.14195013	35.24090974	0.14157305	0.14145394	35.71007401
5913	0.13304691	0.13304181	35.32828524	0.12842688	0.12834460	34.80273946
6062	0.12959872	0.12942743	38.50904003	0.12869832	0.12863292	38.06078206
6074	0.13678101	0.13669358	33.85947575	0.13453815	0.13427007	32.59825574
6104	0.13217774	0.13209366	38.66309438	0.12816618	0.12813718	37.76624241
6214	0.12510143	0.12517307	41.19984556	0.12368413	0.12349512	40.99894105
6445	0.14441566	0.14430697	37.85879343	0.12771115	0.12761995	39.30736708
6603	0.14009262	0.13987553	33.17679021	0.13374025	0.13363660	33.34158197
6862	0.13720932	0.13703340	38.32823870	0.12764331	0.12745992	36.52590939
6921	0.13117838	0.13092737	36.82553514	0.13270096	0.13259760	35.86177784
6941	0.12778018	0.12763328	40.60328468	0.11799482	0.11783887	39.94152859
7014	0.12686584	0.12675478	35.21434493	0.13260800	0.13257232	35.87309389
7046	0.12948254	0.12947499	36.34737997	0.13002648	0.12988833	36.87034019
7078	0.13891839	0.13877656	36.25914725	0.12623318	0.12612838	35.16729928
7179	0.11827236	0.11822154	37.87428335	0.11244458	0.11221352	37.41896983
7225	0.13040254	0.13039310	34.91343641	0.12622810	0.12619961	35.83632840
7281	0.13183567	0.13181308	37.26414431	0.12474227	0.12463913	37.44523238
7285	0.14202859	0.14185879	35.00518545	0.12715634	0.12709465	36.22164871
7311	0.12883663	0.12887200	36.14433439	0.12252784	0.12241504	35.70185267
7323	0.13151299	0.13143093	34.85380447	0.12595545	0.12592233	34.69646966
7354	0.13329200	0.13327512	39.54865832	0.13638040	0.13632283	39.96798428
7519	0.14299972	0.14291036	35.79552791	0.12447382	0.12442224	33.90703718
7545	0.12558996	0.12559197	36.48639083	0.11968923	0.11955538	36.65758856
7559	0.12708208	0.12695659	36.53195293	0.12792884	0.12782173	37.18516847
7567	0.13841360	0.13832378	39.10925551	0.12675794	0.12669222	38.14151724
7608	0.13289300	0.13294239	36.98129990	0.12073348	0.12070419	36.96074731
7673	0.14566837	0.14560377	36.76235025	0.12126734	0.12124936	34.82616654
7680	0.14214181	0.14197636	33.63007259	0.13211232	0.13202080	32.95772984
7690	0.12920474	0.12902654	39.18903310	0.11891683	0.11885286	38.77401416
7706	0.12719290	0.12713667	35.44151036	0.13599100	0.13578295	35.63410338
7779	0.13151324	0.13148982	34.89733940	0.12830491	0.12823702	34.38180322
7859	0.13029717	0.13012138	35.10910358	0.12707281	0.12687930	35.48451227
7889	0.11617430	0.11619043	38.28166482	0.13124527	0.13114285	37.75735416
8103	0.13962413	0.13960882	36.26530777	0.12444279	0.12443087	36.55229149
8163	0.12383994	0.12372248	39.22593642	0.12240591	0.12228224	38.94119903
8519	0.12522321	0.12502570	35.79320402	0.13152050	0.13145343	36.11249731
8550	0.12665146	0.12656536	37.60259245	0.12722000	0.12722973	38.24648385
8579	0.11822090	0.11817758	45.64190272	0.11536579	0.11518973	45.36188730
8583	0.12464181	0.12447644	40.00932096	0.10606662	0.10591341	39.82802548
8642	0.12721969	0.12712866	37.48537287	0.12873450	0.12865605	38.33412016
8653	0.13621806	0.13610270	40.43575350	0.11870567	0.11863866	40.67144713
8710	0.12575552	0.12574928	38.80710635	0.12519513	0.12504780	37.86057184
