position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
31	-0.873656602	-0.871780792	44.12504421	-0.651954484	-0.649748979	42.96929462	0.78268552	0.77838655	0.58375212	0.58056890
32	-1.186659712	-1.186721287	37.04674739	-1.307619716	-1.3069571	37.76604007	0.76608279	0.76560784	0.59578875	0.59556962
65	-1.19757777	-1.196860768	44.96500300	-1.236639185	-1.235677527	43.74962807	0.20145972	0.19764501	0.11088714	0.10834617
141	-1.689549427	-1.6901793	36.17483273	-1.688488274	-1.688820549	36.21268410	0.16875179	0.16908219	0.19396691	0.19413497
145	-1.252575836	-1.25212188	34.70146132	-1.244579039	-1.243956501	34.45880236	0.15980910	0.15875192	0.11452454	0.11397746
166	-1.259905308	-1.259622324	41.36294343	-1.199300301	-1.197999176	40.52499720	0.14589043	0.14320419	0.05671547	0.05466189
179	-1.326159865	-1.325652278	33.79224724	-1.374754205	-1.373739809	32.20889144	0.09725649	0.09400766	0.08499706	0.08238474
198	-1.344903936	-1.345693016	34.65917080	-1.3652086	-1.36567583	34.50265796	0.04669227	0.05030206	0.04938528	0.05229237
353	-1.518606048	-1.52140431	42.13388401	-1.643832451	-1.64445243	40.68094851	0.02444555	0.02473328	0.03149136	0.03160885
693	-1.717052282	-1.718082885	37.91637693	-1.471779474	-1.471489778	37.51208331	0.34457286	0.34680549	0.21457674	0.21677533
697	-1.274312305	-1.273847733	40.06328811	-1.288379327	-1.288142136	39.59585769	0.03543596	0.03347568	0.10856375	0.10657994
913	-1.578672724	-1.578401827	42.45368258	-1.629608549	-1.629808997	41.30042109	0.17005642	0.17058801	0.04914385	0.04938433
962	-1.325587487	-1.324885047	38.05548998	-1.235349179	-1.235167873	38.09643730	0.29723642	0.29663664	0.14346098	0.14244337
994	-1.179292681	-1.179854376	34.97416485	-1.1611455	-1.160948203	34.51318383	0.07278482	0.07269058	0.10422503	0.10407752
1059	-1.738630039	-1.738591567	37.39786506	-1.749085343	-1.749432878	37.54303377	0.04354518	0.04389578	0.06408602	0.06466128
1126	-1.348073208	-1.350027866	38.08525819	-1.551441506	-1.55273356	38.77662146	0.32585396	0.32797603	0.32350340	0.32490957
1162	-1.194146895	-1.193329123	38.38231733	-1.235763019	-1.234235355	37.17288836	0.67068399	0.66894400	0.46695884	0.46545761
1169	-1.145747253	-1.145891268	38.12964443	-1.164068104	-1.164400791	37.27398748	0.07374937	0.07529420	0.01545957	0.01680789
1245	-1.738421931	-1.739513476	37.83866181	-1.682393468	-1.683518089	36.88209290	0.25027670	0.25263910	0.23784794	0.23968737
1381	-1.265977195	-1.264806307	35.72254501	-1.311597893	-1.309848517	35.36206287	0.28951015	0.28733751	0.29977035	0.29702252
1478	-1.430176236	-1.43005944	38.07007792	-1.433823341	-1.432817749	37.67996289	0.53673157	0.53519887	0.36351569	0.36288461
1488	-1.059105554	-1.060722337	36.12786757	-1.165220501	-1.164533414	35.64937140	0.62219803	0.62148424	0.49341567	0.49296850
1630	-1.689974837	-1.689864284	36.88248536	-1.58018136	-1.580445526	37.67605727	0.19963534	0.20004756	0.20216768	0.20244790
1681	-1.625992388	-1.626063995	37.74692189	-1.602870057	-1.603159834	37.19882629	0.04737905	0.04741916	0.06362731	0.06328049
1727	-1.683304924	-1.683813508	35.36223921	-1.676945335	-1.677272826	35.64895738	0.11881653	0.12223887	0.22608306	0.22857035
1881	-1.1113515	-1.11146312	32.82737346	-1.135430802	-1.13555039	32.39685297	0.05879081	0.05894096	0.02780292	0.02810948
1988	-1.083489595	-1.083777396	38.41198577	-0.955443083	-0.954919426	38.78918544	0.67226806	0.67196061	0.56032662	0.55895968
1997	-0.504395615	-0.499631247	37.36717528	-0.799459761	-0.797594047	37.28631581	1.11226178	1.11039690	0.78092601	0.78071468
2020	-1.179198881	-1.180695194	38.08186898	-1.067087316	-1.068200155	38.68921617	0.35381702	0.35717754	0.25766801	0.26004998
2130	-1.224944288	-1.224798519	38.34030513	-1.20570755	-1.20565643	38.85834276	0.05047950	0.05100215	0.01451592	0.01502674
2222	-1.062117899	-1.062100314	39.20007535	-1.112225103	-1.112265133	36.89272107	0.08227242	0.08269879	0.12690800	0.12731181
2234	-1.577749359	-1.578630586	36.75867293	-1.544849898	-1.54566076	37.74200115	0.12440142	0.12697982	0.19992406	0.20136882
2274	-0.864285712	-0.860887484	36.10914845	-1.032553526	-1.032596033	36.25389106	0.67681220	0.67359016	0.64808455	0.64535884
2312	-1.715136005	-1.715348046	36.22783530	-1.617584812	-1.614391874	36.09830421	0.16587929	0.16445244	0.01863153	0.01771430
2352	-1.125005467	-1.125303499	35.07869056	-1.136760861	-1.136811738	35.62668524	0.12536473	0.12595932	0.09601063	0.09622551
2370	-1.686679817	-1.686045456	39.39599743	-1.615890799	-1.615143173	38.56371011	0.18364018	0.18311280	0.11140886	0.11097668
2394	-1.248674174	-1.246766024	36.75755839	-1.471826392	-1.470061432	35.80586011	0.37621672	0.37479753	0.51038638	0.50851742
2452	-1.435088029	-1.433053134	37.54437334	-1.436002904	-1.434265965	38.38221353	0.19520428	0.19199823	0.14865436	0.14564395
2505	-1.115263535	-1.11461561	34.92183893	-1.122360466	-1.121792391	35.10804098	0.54550391	0.54501376	0.44317799	0.44271617
2553	-1.090512896	-1.087319053	38.19812794	-0.288629058	-0.287424368	38.69593466	0.81424645	0.81283061	0.71398312	0.71159312
2578	-1.115278664	-1.117288557	37.53618037	-1.169545808	-1.169767923	37.98800397	0.35308176	0.35404683	0.31257604	0.31303387
2612	-1.092637244	-1.093341938	32.61410073	-1.04150926	-1.04264413	33.03893472	0.35263650	0.35510619	0.21526884	0.21703272
2648	-1.143795354	-1.143275717	35.55641091	-1.14901112	-1.149098653	34.38571583	0.14103362	0.14035622	0.04365140	0.04309174
2688	-1.162529912	-1.160412653	37.83000207	-1.286111107	-1.286077266	37.92340297	0.53091674	0.53138633	0.36640790	0.36651671
2803	-1.347996991	-1.349103441	35.76238156	-1.212246065	-1.211906937	36.01669733	0.48115170	0.48085672	0.41681655	0.41517777
2805	-1.257471939	-1.257907282	38.21388441	-0.836482332	-0.833355673	37.92671062	0.66827103	0.66904767	0.48543648	0.48610345
2870	-1.138809833	-1.139224152	39.65756279	-1.074551744	-1.07508428	37.87931762	0.04564969	0.04810836	0.02128239	0.02306054
2994	-1.176911439	-1.176349324	35.51278019	-1.137887395	-1.137895688	35.17740882	0.03612926	0.03401620	0.07722285	0.07505517
3045	-0.988730895	-0.987623174	38.59770856	-1.093867338	-1.093278181	36.77166790	0.11164300	0.11080059	0.19457315	0.19397574
3075	-0.973614877	-0.971455504	39.85451074	-0.788495452	-0.787094456	40.34918982	0.60021068	0.59814606	0.49515118	0.49364114
3120	-1.075618336	-1.07507389	40.47560589	-0.926264632	-0.926036969	39.34992544	0.49931778	0.49846935	0.35724893	0.35633583
3379	-0.935085028	-0.932878624	37.28590782	-0.937659007	-0.935499552	35.27782845	0.45515821	0.45267688	0.33239906	0.33055180
3402	-0.909962288	-0.907958984	37.03106832	-0.898039435	-0.896212056	36.57713052	0.57223999	0.56946442	0.47355257	0.47163545
3414	-1.157821276	-1.157969904	34.80220032	-1.173121555	-1.172783529	34.94791783	0.35711247	0.35722706	0.26784204	0.26739684
3532	-1.001232689	-1.000833589	36.99185736	-0.955270699	-0.953997207	37.32358680	0.49626221	0.49405737	0.34671174	0.34552543
3536	-0.976606574	-0.977091836	35.58102952	-1.098036913	-1.097945035	34.16485062	0.17506960	0.17505036	0.17733188	0.17736390
3584	-0.762943448	-0.761618607	39.87399919	-0.672069051	-0.669443042	38.66789704	1.23500072	1.23129457	0.79017762	0.78783606
3609	-1.427702249	-1.426918283	39.62516829	-1.541672716	-1.54017002	38.47066570	0.25555328	0.25489188	0.29625400	0.29543706
3756	-1.788137035	-1.788425769	37.86968811	-1.586498123	-1.587765517	37.24213488	0.15243592	0.15326068	0.11346442	0.11397109
3757	-1.370086641	-1.368328859	38.38303451	-1.172675302	-1.172150116	37.21294202	0.73020601	0.72927307	0.56294286	0.56055909
3950	-1.2213668	-1.221674723	32.53592368	-1.189415157	-1.189717588	31.89436063	0.23818303	0.23930596	0.11418590	0.11494406
3956	-1.21008647	-1.210323742	31.50072613	-1.187189353	-1.187133899	30.58411976	0.25269942	0.25190103	0.17255935	0.17243462
4009	-1.394676292	-1.391265025	38.65460607	-1.443472053	-1.442343563	38.95843025	0.17539917	0.17277162	0.22356603	0.22120726
4033	-1.731387384	-1.731573438	36.36856444	-1.741751579	-1.742446169	36.92255405	0.19092311	0.19171465	0.18937152	0.19064462
4107	-1.485027619	-1.483789644	37.73575619	-1.453201685	-1.451671812	37.08814687	0.22342921	0.22110534	0.20862786	0.20625377
4112	-1.4726774	-1.471041688	38.04877574	-1.462072801	-1.460589312	37.75268120	0.25023578	0.24729873	0.19929237	0.19733637
4137	-1.19476846	-1.193794013	39.00960149	-1.197110598	-1.196465967	39.16697495	0.59430181	0.59243276	0.54433256	0.54285695
4171	-1.193419431	-1.193167241	33.35589042	-1.160254262	-1.160480495	32.67891746	0.03842144	0.03856127	0.00325094	0.00400777
4183	-1.305710046	-1.305446443	33.85723581	-1.336022044	-1.336093008	32.81720482	0.22581182	0.22569951	0.17751636	0.17765846
4210	-1.014426868	-1.014115618	32.77509297	-0.844837018	-0.842811114	32.61004848	0.35960218	0.35925237	0.31133797	0.31111120
4232	-1.256553818	-1.257559248	34.30677358	-1.355300928	-1.355902147	32.93962617	0.18499687	0.18569587	0.10822221	0.10872283
4250	-1.144665472	-1.145113471	38.41242512	-1.128813866	-1.128703421	36.87023327	0.03211624	0.03149038	0.00344825	0.00305136
4398	-1.045138005	-1.044964743	39.40928750	-0.905905365	-0.906118451	39.54649367	0.58507120	0.58514635	0.43012728	0.43050914
4737	-1.10195376	-1.102720012	36.93680815	-1.031176351	-1.031810899	36.54257351	0.37781654	0.37944318	0.22375631	0.22458058
4806	-1.113085664	-1.113945263	36.32051193	-1.145477284	-1.145335549	35.77918884	0.01204208	0.01313199	0.13801399	0.13875722
4964	-1.767036345	-1.766481566	36.21817211	-1.734382017	-1.733671404	37.07001243	0.19034333	0.18902323	0.09173893	0.09068983
5095	-1.511326024	-1.51095007	36.66769684	-1.505895868	-1.505376264	36.38075870	0.27887098	0.27765858	0.21236131	0.21140066
5211	-1.16904964	-1.168282731	36.31410809	-1.281182871	-1.280879349	35.48408367	0.10119434	0.10019475	0.04625648	0.04558870
5281	-0.697298592	-0.699890397	38.65431922	-0.800601903	-0.801695351	37.49101922	0.83412490	0.83603068	0.71677872	0.71725405
5317	-1.315983436	-1.317041206	35.30743318	-1.225975556	-1.226925072	34.36283226	0.28054016	0.28179596	0.21045382	0.21135426
5413	-1.186925848	-1.186667946	40.14724760	-1.195696734	-1.195430115	38.02238388	0.05271323	0.05170063	0.00160603	0.00221641
5427	-1.108498115	-1.108106515	39.36486992	-1.098288928	-1.098637738	39.34169657	0.26263780	0.26237159	0.20094303	0.20126832
5568	0.122826592	0.123372833	36.41145419	0.768862191	0.771672849	36.31474191	1.75567025	1.75594139	1.52847064	1.52805553
5634	-1.021136835	-1.020330061	34.28820679	-0.93080036	-0.930040292	33.01986120	0.43113134	0.42939973	0.27997654	0.27849397
5640	-1.083940838	-1.083236383	35.06654030	-1.070140051	-1.070476955	34.55767589	0.22990359	0.22981719	0.21481269	0.21449696
5669	-1.424828815	-1.42415446	36.22309786	-1.376523977	-1.375579098	34.77970440	0.14914519	0.14840640	0.19104343	0.19041490
5733	-0.957809766	-0.956057861	35.13911964	-0.912183194	-0.908205549	34.83460821	0.74263110	0.74228961	0.39614414	0.39560149
5752	-1.452849222	-1.45291971	39.86960826	-1.397531882	-1.397222208	39.53459732	0.05465649	0.05465037	0.04105064	0.04147891
5830	-1.377502877	-1.37958214	39.23558796	-1.188244249	-1.188720688	38.32191011	0.61523436	0.61641547	0.54078817	0.54255306
5841	-0.730588702	-0.737355798	46.44602672	-0.596126083	-0.604467353	45.84870345	0.97805658	0.98260405	0.80795201	0.81201883
5845	-0.831599352	-0.833257471	32.69538870	-1.036822974	-1.037215714	31.82275072	0.20642417	0.20699711	0.25852609	0.25957084
5988	-1.7104772	-1.710085608	39.39341953	-1.659918159	-1.660002542	38.70686672	0.03083364	0.03272355	0.03328417	0.03484906
6065	-1.636566825	-1.636964056	37.70448171	-1.654955938	-1.656473521	37.29441350	0.21220183	0.21526565	0.19120398	0.19395254
6066	-1.029427914	-1.029165768	39.19622310	-1.049750628	-1.049784042	38.48604094	0.14175966	0.14163382	0.10908064	0.10923823
6227	-1.656514385	-1.656603851	35.76517529	-1.484217228	-1.484297699	36.03320006	0.31664323	0.31689880	0.11966196	0.11985862
6360	-1.430991145	-1.431157977	38.36471305	-1.384312016	-1.384706207	38.73322504	0.11547474	0.11593566	0.10650242	0.10690840
6365	-1.233034817	-1.232360162	33.48585409	-1.293416805	-1.29259276	34.58503658	0.11833703	0.11729331	0.12766792	0.12697078
6419	-1.016133575	-1.019899226	39.24199650	-1.111945367	-1.11524742	38.51079888	0.66491525	0.66960556	0.57173382	0.57511150
6563	-1.504685269	-1.504207372	39.48037676	-1.486662792	-1.486833892	39.15752876	0.11318314	0.11349376	0.04654921	0.04677924
6573	-1.397881212	-1.401824741	38.68218776	-1.533201622	-1.534201247	38.21709340	0.39564091	0.39709194	0.29659171	0.29824036
6714	-1.062619904	-1.061891576	40.06847353	-1.133233068	-1.13289476	37.75569154	0.17040394	0.17018797	0.15093123	0.15067290
6757	-1.41923767	-1.418727063	40.00946578	-1.368331572	-1.368016042	40.36569188	0.14017792	0.13892935	0.13822370	0.13702320
6808	-1.087861901	-1.086923175	37.60026469	-1.133294536	-1.133396482	37.83358526	0.09314126	0.09244285	0.08340744	0.08315385
7077	-1.613635572	-1.613796741	38.25361042	-1.638678145	-1.63921732	37.38867652	0.35341224	0.35386858	0.29152669	0.29210038
7141	-0.86356709	-0.864990375	33.69203931	-1.305285628	-1.304955362	33.17124315	0.17848528	0.17819418	0.13167299	0.13128397
7147	-0.328214749	-0.32508215	42.55852163	-0.671604601	-0.66851442	40.31849426	0.91250523	0.90786735	0.60650649	0.60331417
7164	0.218216672	0.22184893	40.79102454	-0.621658597	-0.618937785	39.31710527	0.79478415	0.79101402	0.99803680	0.99270353
7198	-0.57958824	-0.575399575	43.00649178	-0.714259651	-0.711981688	40.96945664	0.80956793	0.80466135	0.65090052	0.64826138
7285	-1.511424737	-1.511358603	35.73089362	-1.333184819	-1.333476882	37.14635690	0.31137236	0.31170542	0.22225438	0.22273752
