position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX
1	0.13001152	0.12992660	34.38084121	0.13069947	0.13063194	34.92336365
10	0.12467423	0.12460102	37.78368822	0.12417435	0.12416891	36.61413029
126	0.14420860	0.14410561	32.70318104	0.12955964	0.12950929	33.60590861
445	0.11064420	0.11052487	46.23408844	0.10183941	0.10178527	45.44692216
450	0.12786838	0.12782629	36.35869124	0.12324597	0.12317526	35.84963851
453	0.14167020	0.14157469	35.31187152	0.13872372	0.13867524	35.88165307
569	0.14269648	0.14264514	37.97079438	0.13143931	0.13136566	37.85295484
610	0.13836724	0.13830234	33.45435980	0.13598260	0.13600754	33.46173484
645	0.12265622	0.12261246	41.97889810	0.11708207	0.11705024	41.26461546
698	0.15226899	0.15215530	31.12613509	0.13593023	0.13582688	32.70126466
716	0.14160066	0.14150731	32.85889407	0.14056303	0.14049926	32.26175328
805	0.12876546	0.12869409	38.44541799	0.12350572	0.12350332	38.72819400
825	0.12634772	0.12628419	35.55863610	0.12195276	0.12185369	36.19912288
839	0.11428953	0.11423172	44.86801349	0.10145608	0.10138416	43.73430585
879	0.15009456	0.15008543	36.68349694	0.14381199	0.14375318	35.66908068
880	0.13865118	0.13858804	38.31142087	0.14274326	0.14283766	36.77330698
909	0.14078493	0.14079196	33.11211327	0.13214399	0.13210759	32.02224713
923	0.13483536	0.13479377	36.02902190	0.13127764	0.13125918	36.03374748
955	0.14348680	0.14334137	37.08231352	0.13076681	0.13068627	36.61438248
985	0.15361555	0.15351744	31.87922760	0.13377231	0.13372946	33.82637711
1143	0.13501919	0.13493672	33.91645300	0.12443334	0.12434912	33.48802363
1255	0.12915788	0.12907928	39.07605088	0.11384476	0.11371253	38.07381891
1324	0.13761116	0.13751209	34.78386705	0.14087459	0.14077007	33.42856140
1549	0.13158165	0.13150762	36.79719056	0.14543797	0.14538876	36.88184055
1658	0.13482549	0.13472171	35.85631477	0.13359162	0.13359974	35.85773532
1758	0.13808793	0.13795510	34.77317306	0.12525898	0.12521118	34.69036375
1783	0.11361349	0.11349241	45.35365422	0.10641095	0.10637494	44.60031471
1812	0.13078386	0.13077679	39.25558274	0.12959958	0.12949731	38.85284268
1841	0.14379170	0.14366944	40.56401384	0.10986923	0.10982548	39.32774700
1951	0.10924795	0.10925764	44.01570912	0.12131603	0.12119872	42.01478684
1988	0.14265639	0.14257528	34.25110700	0.13031215	0.13026800	35.06533087
2093	0.12197799	0.12190493	44.77544612	0.11283441	0.11285063	44.47969170
2239	0.13237729	0.13232532	40.83082361	0.11847805	0.11840926	38.44888550
2271	0.13978183	0.13971057	36.14285935	0.13437337	0.13428054	36.61078246
2275	0.13591361	0.13580509	35.23995448	0.14035750	0.14024393	36.14541157
2279	0.14089984	0.14095335	35.00311765	0.13465322	0.13462387	34.83674072
2301	0.10949458	0.10943325	43.87726488	0.11578522	0.11582747	42.73884403
2306	0.12942948	0.12940135	36.52059249	0.13508244	0.13506462	35.56444351
2351	0.14430145	0.14419326	35.46085689	0.13126301	0.13122044	34.77966864
2393	0.12469915	0.12467306	41.65113673	0.11952572	0.11948268	41.02392527
2507	0.14059922	0.14057747	34.70889155	0.12731355	0.12736442	34.93398948
2538	0.13831182	0.13825126	36.03163678	0.12262759	0.12254228	34.99605514
2605	0.12994116	0.12985481	40.96892812	0.11734268	0.11730172	38.19719043
2799	0.13606478	0.13601912	33.59645993	0.13717172	0.13703493	34.17680032
2954	0.12604155	0.12596246	38.53233147	0.11715849	0.11706280	38.93167512
3166	0.11850588	0.11842202	40.20620842	0.12519299	0.12498389	41.17102891
3263	0.11379538	0.11377331	38.59866309	0.11900118	0.11894868	39.42465220
3367	0.13021487	0.13018932	38.90919149	0.13113687	0.13112926	38.54145204
3415	0.14459681	0.14449153	34.44575671	0.13427217	0.13421674	35.26355711
3556	0.11569248	0.11560134	41.41988775	0.12412769	0.12404520	37.86354463
3643	0.13664609	0.13658122	36.18542848	0.12378299	0.12372649	36.53645382
3673	0.12505396	0.12497689	45.77562592	0.12037946	0.12039801	44.26552843
3698	0.13904831	0.13895674	34.90189619	0.14010088	0.14009541	35.52672256
3723	0.12871308	0.12867740	35.89287308	0.12960217	0.12959267	34.30428512
3854	0.12650382	0.12635341	37.94471894	0.12603367	0.12594545	38.23513823
3915	0.13550273	0.13544187	31.88928892	0.13626560	0.13619258	32.50870881
3964	0.11791566	0.11791004	41.91646798	0.12114879	0.12115244	41.10855563
4079	0.13267350	0.13255321	34.15377778	0.13683088	0.13678931	32.98180309
4246	0.12281902	0.12277579	41.13432747	0.12291384	0.12289929	41.15518213
4264	0.12624916	0.12616747	43.57969962	0.12427584	0.12421598	43.51127612
4359	0.11666827	0.11660702	42.72663678	0.11390684	0.11386220	43.67412002
4458	0.13650385	0.13640991	34.26091729	0.13241491	0.13245538	33.70140814
4568	0.11134662	0.11131095	47.29563559	0.10701575	0.10694454	47.04590100
4579	0.11928485	0.11926702	38.60425633	0.12851400	0.12847662	36.50300800
4594	0.11307584	0.11300729	38.16436652	0.12189114	0.12181463	37.64698718
4598	0.11635715	0.11626958	40.18328647	0.11735086	0.11727886	39.22988061
4631	0.13393997	0.13385146	37.81005653	0.12702444	0.12696140	38.06379222
4728	0.13640772	0.13631818	37.04767083	0.11113853	0.11111440	36.48889121
4801	0.13397641	0.13385886	39.19033982	0.13308417	0.13296671	39.96389467
4827	0.13685346	0.13674424	35.40553944	0.12982921	0.12979415	35.56250012
4837	0.12719919	0.12714552	38.02931184	0.12199522	0.12191620	36.60378739
4874	0.12090821	0.12090461	38.62016918	0.12451564	0.12449992	37.83625664
4929	0.13398333	0.13383390	37.24111997	0.12394666	0.12386836	36.02422217
4974	0.13624948	0.13618090	34.69538939	0.12589904	0.12585841	34.03141481
5040	0.14804849	0.14803052	43.35045449	0.12152415	0.12157031	44.83044718
5043	0.13352356	0.13345325	35.77783769	0.13170067	0.13168223	35.24768861
5105	0.13019112	0.13009281	38.67938515	0.12115043	0.12111997	37.71953886
5126	0.12625531	0.12617633	37.90729495	0.11955238	0.11951353	36.98139857
5261	0.13341522	0.13337986	40.54625111	0.12255317	0.12244559	39.66971153
5366	0.12213256	0.12206939	41.56852335	0.11317584	0.11309910	40.36760344
5576	0.11965801	0.11959494	45.90410322	0.11269141	0.11262045	46.84378403
5675	0.11266995	0.11259972	43.98491576	0.11298057	0.11291969	43.48931483
5770	0.13326334	0.13320170	33.89613467	0.12829411	0.12819611	35.11104965
5830	0.14155135	0.14151834	39.53346643	0.12086205	0.12082149	39.31490357
5840	0.13658780	0.13647863	33.18364908	0.13933192	0.13926606	32.28429949
5973	0.13719502	0.13723710	36.31705157	0.11953302	0.11952514	36.11753315
5992	0.12113099	0.12103890	38.23133176	0.12301961	0.12297342	37.75672518
6022	0.12816671	0.12814539	37.54733013	0.11813193	0.11814849	37.49604218
6053	0.11885471	0.11882070	38.85388431	0.13375903	0.13376440	37.21415180
6145	0.13658367	0.13656073	32.70476132	0.13966945	0.13965660	31.13229646
6244	0.12838696	0.12829342	36.12223082	0.12927336	0.12922340	34.92557200
6248	0.13375049	0.13374243	36.94461159	0.11745963	0.11737478	35.97791219
6322	0.12491389	0.12489390	38.55078037	0.11747080	0.11740193	37.35436800
6343	0.13234624	0.13225525	35.46697550	0.12608931	0.12606418	34.44383453
6376	0.14028502	0.14021815	32.22737031	0.13908186	0.13903363	31.46810281
6416	0.14695153	0.14690057	36.36461500	0.14197193	0.14191144	35.68579683
6460	0.14433378	0.14425522	31.06517000	0.13567403	0.13560886	30.93912030
6568	0.12429359	0.12421689	38.44911752	0.12610103	0.12609412	36.63311972
6730	0.14176162	0.14161903	32.68589186	0.13131271	0.13127916	32.31333333
6792	0.13091495	0.13084900	37.59364281	0.12947158	0.12941395	38.01345267
