position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
41	-1.331257377	-1.329754372	40.18471955	-1.377626323	-1.376615938	40.60810384	0.20246720	0.20087996	0.24669484	0.24566746
61	-1.304994603	-1.305818215	34.06846487	-1.298456469	-1.298490514	34.12574604	0.02069539	0.02147062	0.00944200	0.00848729
75	-0.772132362	-0.777762411	43.05694665	-0.649594805	-0.646614503	42.81917679	1.04896771	1.05424454	0.89970344	0.90516133
268	-0.665366548	-0.661743022	35.89363523	-0.531916957	-0.52780505	36.07940795	1.32357482	1.31919286	1.15380603	1.15190279
377	-1.614977453	-1.611675689	37.39510568	-1.593426847	-1.590987271	38.24145409	0.16569761	0.16262892	0.11430526	0.11193639
391	-1.296085115	-1.296590886	32.54505074	-1.362220083	-1.362474469	31.32220121	0.06254200	0.06414708	0.16314227	0.16476493
462	-0.977911429	-0.977449598	37.13004888	-1.086434896	-1.086537977	36.14319287	0.39694069	0.39740339	0.30076204	0.30145900
469	-1.051934528	-1.052915237	42.62406852	-0.569072622	-0.568491132	41.93110713	0.70724715	0.70742327	0.46381595	0.46497814
532	-1.18234163	-1.181831861	33.38704105	-1.265298078	-1.265123216	33.10465016	0.12316536	0.12337583	0.29287074	0.29376997
596	-0.708348979	-0.708334595	39.43930977	-0.503419101	-0.502221072	39.99320846	1.39185351	1.39243888	1.05689361	1.05779692
638	-1.668243531	-1.670817486	37.09865468	-1.594685236	-1.595608596	36.97073562	0.23039427	0.23216287	0.12566968	0.12714986
702	-0.899879916	-0.899079678	33.29330764	-0.843334675	-0.842833834	34.30859420	0.43200798	0.43212221	0.34602962	0.34537080
761	-1.291288719	-1.29270686	35.42725142	-1.107321499	-1.105269167	35.47526026	0.68345282	0.68371278	0.52423603	0.52469355
778	-1.528749454	-1.528346229	36.14580254	-1.608210243	-1.608330369	35.36878404	0.00635686	0.00622961	0.05843149	0.05839851
857	-1.593165453	-1.593264328	39.20509688	-1.531227087	-1.531318469	37.75133572	0.29165387	0.29253506	0.33090376	0.33099292
858	-1.566919552	-1.56632865	35.47961057	-1.574273461	-1.573961702	35.22798506	0.07450953	0.07399023	0.04323627	0.04309007
963	-0.592903663	-0.594341651	34.24194026	-0.283726853	-0.285363205	35.38461351	1.51178477	1.51293050	1.33067876	1.33210159
999	-0.958130088	-0.959117229	37.87699761	-0.996249496	-0.998996078	37.80644203	0.58309723	0.58480874	0.41175475	0.41374627
