position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
77	-1.043960539	-1.046088282	42.20438072	-0.983832096	-0.986695604	41.58361812	0.65475331	0.65747350	0.52131104	0.52251343
183	-1.237598691	-1.238500133	37.95567043	-1.117535966	-1.117827699	38.42610689	0.38274331	0.38291013	0.32119446	0.32153490
259	-1.705582531	-1.705818299	38.42899294	-1.67384224	-1.673779036	38.73838096	0.00205773	0.00390457	0.03681030	0.03835878
281	-1.28639396	-1.287589893	35.59934355	-1.250748776	-1.251923638	35.93730613	0.24748114	0.24991152	0.17981122	0.18166116
407	-1.114082015	-1.11399297	37.56470955	-1.086254735	-1.086590254	36.11798852	0.11727127	0.11740097	0.07837369	0.07804885
426	-1.128585345	-1.128696533	36.78876645	-1.071459845	-1.072300576	37.37770007	0.19260724	0.19324875	0.07792084	0.07832494
453	-1.497997437	-1.49937642	37.91477282	-1.742416032	-1.743660991	37.04733086	0.29556652	0.29670033	0.31607703	0.31677617
499	-1.586820976	-1.587445116	36.55610042	-1.550862736	-1.550685484	36.78293903	0.02458766	0.02416432	0.02476015	0.02406070
521	-0.964849875	-0.965444683	35.83987320	-0.979379726	-0.979573899	36.51943267	0.73674423	0.73635083	0.59977170	0.59854949
603	-1.125525578	-1.12563424	37.47518001	-1.119246386	-1.118888182	39.26103690	0.40789803	0.40757393	0.34481059	0.34387491
931	-1.381101443	-1.384645134	42.76238285	-1.50031028	-1.503182586	41.25152159	0.35770836	0.36288552	0.32872309	0.33146969
976	-1.556124798	-1.556010097	40.37295999	-1.541548781	-1.541956457	39.89349939	0.00133390	0.00150297	0.00791013	0.00536212
977	-0.951293565	-0.94550087	39.92924690	-0.066531179	-0.062390545	40.64533750	0.88830741	0.88609779	0.78244881	0.78145472
1053	-1.12959783	-1.128848464	39.03245081	-1.16148019	-1.160958348	38.03979236	0.10863245	0.10831130	0.11499167	0.11573322
1083	-1.647187429	-1.647519567	35.55946815	-1.601955312	-1.602130122	36.30189786	0.03910664	0.03922568	0.00048470	0.00006490
1134	-1.054096121	-1.055862756	32.20562680	-1.123574292	-1.124276765	31.87026461	0.15448608	0.15615534	0.19431144	0.19670450
1276	-1.078262811	-1.077579562	35.69683577	-1.058651469	-1.058624654	35.38662521	0.25800651	0.25589633	0.22467477	0.22374582
1298	-1.640086588	-1.640975976	36.93573681	-1.630477753	-1.63191373	37.43564946	0.36791463	0.36861079	0.22754457	0.22749685
1345	-1.081378443	-1.081602235	32.71335520	-1.091428578	-1.092008432	32.26714025	0.14243681	0.14346127	0.18490454	0.18658943
1360	-1.249035367	-1.249865944	36.66582944	-1.288948987	-1.288843615	36.70557903	0.05972593	0.05958870	0.20749089	0.20772136
1494	-1.264414425	-1.261077617	34.14842997	-1.314153121	-1.312805913	34.30568076	0.39233300	0.38904406	0.30118463	0.29862942
1496	0.086553654	0.107085397	40.18977884	0.042118363	0.042554457	38.68571096	1.29835647	1.29268926	1.10782076	1.10560054
1509	-1.677531029	-1.681557233	37.81115505	-1.735645949	-1.736112366	38.31781033	0.19011705	0.19085843	0.22843850	0.22935579
1641	-0.869363973	-0.878125142	39.79426838	-0.641683012	-0.637812585	39.07094974	0.84302241	0.84407713	0.67971541	0.67986162
1752	-1.494329873	-1.494890384	37.03204173	-1.511174461	-1.511675854	36.88526951	0.06058648	0.06050919	0.12184067	0.12220552
1760	-1.512521369	-1.512531692	37.29073137	-1.519605753	-1.520033057	36.92858203	0.11001854	0.11015104	0.10941331	0.10888195
1768	-1.387215772	-1.385946875	38.20164386	-1.358728092	-1.357609284	38.41374071	0.31590569	0.31289123	0.22864431	0.22647465
1772	-1.515756259	-1.516408263	37.01719393	-1.487537904	-1.487922165	37.18058752	0.06552102	0.06513475	0.14351991	0.14416201
1773	-1.370095431	-1.368088877	37.75928677	-1.380155551	-1.378458151	37.54931648	0.28141601	0.27615679	0.23773417	0.23514842
1816	-1.346494754	-1.347113158	34.67644839	-1.332406893	-1.332394901	33.57242219	0.11373771	0.11511080	0.07152906	0.07253055
1869	-1.788369368	-1.788097492	36.81740768	-1.765760303	-1.766762699	36.71140951	0.12080563	0.12014280	0.07441944	0.07381082
1874	-1.702431788	-1.703003585	36.25115337	-1.694638216	-1.694584101	36.94086484	0.03729240	0.03665639	0.04903274	0.04843784
1924	-1.101621063	-1.100379686	33.33874311	-1.099436706	-1.098100801	32.03665097	0.32865659	0.32497210	0.20499953	0.20264324
1933	-1.530563976	-1.531722383	37.60490806	-1.504897269	-1.505500723	38.10254845	0.16540257	0.16720721	0.16410482	0.16597028
1980	-0.954396247	-0.955139756	42.66123381	-0.817173058	-0.816597281	41.01959388	0.63942086	0.63947167	0.54210163	0.54158885
2086	-1.258483137	-1.260087571	36.47157932	-1.278012134	-1.279478775	36.74470205	0.22709064	0.23135567	0.21520316	0.21923079
2121	-1.565355211	-1.563040006	36.99674914	-1.411966759	-1.407131648	36.35831194	0.45355991	0.45021125	0.33265632	0.32952428
2124	-1.558055202	-1.556875143	35.35104454	-1.53009234	-1.529672145	34.69472921	0.14964288	0.14722458	0.14016351	0.13757105
2217	-1.185663869	-1.186570371	43.09718156	-1.186619968	-1.187123884	41.73007597	0.00393011	0.00055303	0.10088007	0.10516028
2267	-1.032834316	-1.035444871	39.57230356	-1.08829594	-1.090147065	37.38909015	0.27472858	0.27845889	0.25200126	0.25468746
2315	-1.600668331	-1.603337007	36.87260672	-1.492678605	-1.495541703	37.09623240	0.29529763	0.30050005	0.15228792	0.15710058
2422	-1.334934875	-1.334929103	40.04475827	-1.258833702	-1.25832806	39.35993388	0.03268577	0.02880253	0.04375339	0.03948233
2427	-1.158168305	-1.158419942	33.11988345	-1.088253644	-1.088663023	33.01903307	0.06164617	0.06373204	0.01713235	0.01930180
2452	-1.166201889	-1.165861475	35.15115067	-1.170275818	-1.169269376	34.45942185	0.04087371	0.03737657	0.01201485	0.01565239
2502	-1.134005621	-1.131297383	37.29045731	-1.167541721	-1.164598861	36.69487092	0.50132952	0.49718902	0.39402256	0.39011093
2531	-1.678796238	-1.67798586	37.07409092	-1.646102804	-1.646314144	36.43386108	0.02693834	0.02486930	0.02243363	0.01893661
2628	-1.675107756	-1.677110478	42.77547352	-1.658038164	-1.659473066	43.12661193	0.35328408	0.35608845	0.23443925	0.23629916
2654	-1.294984396	-1.292686392	36.05247818	-1.327125449	-1.323747945	37.18495843	0.36392648	0.35892592	0.42178210	0.41813988
2673	-0.7221791	-0.725580074	32.81542392	-0.906831254	-0.909461818	33.08991200	0.38118232	0.38397773	0.48535314	0.48674324
2733	-0.583519649	-0.583996021	33.71870166	-0.77908824	-0.778512994	33.54727558	0.72864255	0.72696897	0.88372931	0.88231079
2740	-0.682577559	-0.683355156	34.77454044	-0.77568198	-0.775450814	32.94791698	0.98207218	0.97949873	0.90966280	0.90866460
2763	-0.811841779	-0.812387098	34.36134152	-0.982201761	-0.984402744	32.73389876	0.47912728	0.48021559	0.59475646	0.59615414
2821	-1.619290133	-1.619084355	34.42481463	-1.582073532	-1.58361386	34.18038044	0.07649158	0.07845693	0.02073648	0.01836138
2911	-0.587148781	-0.58857641	33.33527578	-0.609056896	-0.610621052	33.39226542	0.99793708	1.00068572	0.79779805	0.79962821
2925	-1.742578002	-1.742261496	41.70211041	-1.690253597	-1.69035192	40.81506218	0.02848310	0.02883392	0.03305656	0.03326967
2929	-0.445897157	-0.446260664	34.36062855	-0.629551024	-0.631280436	33.78447239	1.02133328	1.02288134	0.77388495	0.77637925
3051	-0.957490576	-0.951082927	39.60036660	-1.204127709	-1.202395198	38.67976093	0.43156165	0.42646642	0.56342827	0.55931548
3054	-1.156429652	-1.15401847	39.76091710	-1.152239148	-1.14923347	39.66544960	0.39457424	0.39082017	0.36207091	0.35807026
3131	-1.720724217	-1.7206191	38.28722096	-1.713103139	-1.713858175	39.12413451	0.07081658	0.07089955	0.00222901	0.00268056
3217	-1.527502286	-1.527495648	37.31928603	-1.544563051	-1.544686232	36.18894641	0.12323394	0.12269172	0.06682711	0.06521475
3330	-1.024017876	-1.023558413	39.28841165	-0.926690041	-0.926279049	37.92958900	0.45636588	0.45593763	0.32883794	0.32799861
3369	-0.341516232	-0.345311052	38.89736033	-0.308429104	-0.309730228	37.97340191	1.03489333	1.03354205	0.95699809	0.95669810
3394	-0.392647085	-0.401447668	41.03206006	-0.402391077	-0.406972224	39.61340594	1.74995814	1.75625657	1.54458738	1.55209731
3455	-0.968066998	-0.962625687	40.88886885	-1.238288746	-1.235224466	41.31397321	0.81300424	0.81191403	0.62343461	0.62243199
3536	-1.732808471	-1.733107802	38.05151225	-1.709017815	-1.709200898	38.12344097	0.07309221	0.07337782	0.14317972	0.14321943
3620	-1.126760887	-1.127232881	37.66589094	-1.15105448	-1.151238961	37.60303442	0.08493755	0.08430857	0.12001459	0.11986048
3756	-1.223521279	-1.225530888	37.10923776	-1.047578664	-1.049970227	39.17758197	0.77927627	0.78288000	0.62057826	0.62418648
3848	-0.979545636	-0.979973179	35.69092224	-0.916155396	-0.915844959	35.72149093	0.48845263	0.48803186	0.33761326	0.33659955
4052	-1.22543821	-1.226192723	37.92961125	-1.223713485	-1.223884872	37.57037392	0.00099190	0.00059653	0.01919035	0.01901969
4055	-1.179181082	-1.177682609	36.50495516	-1.039334681	-1.036615665	36.24702751	0.78179114	0.77833970	0.67095422	0.66790216
4237	-1.667086287	-1.667935076	36.96648146	-1.611192717	-1.611422981	35.92907012	0.39193932	0.39136884	0.34681322	0.34644485
4238	-0.118181013	-0.116284755	36.79147777	-0.392626689	-0.393134782	36.75946874	1.28738093	1.28632144	1.02618357	1.02574331
4250	-0.258101371	-0.254740948	37.32969396	-0.421766397	-0.423315922	36.52736638	1.15305281	1.15341534	1.04201163	1.04109829
