position	baypass_2.1_ALL_BF_pheno	baypass_2.1_ALL_BF_env	baypass_2.1_ALL_XTX	baypass_2.1_PRUNED_BF_pheno	baypass_2.1_PRUNED_BF_env	baypass_2.1_PRUNED_XTX	baypass_2.1_PRUNED_eBPis_env	baypass_2.1_PRUNED_eBPis_pheno	baypass_2.1_ALL_eBPis_env	baypass_2.1_ALL_eBPis_pheno
56	-1.27311618	-1.274853761	37.35586427	-1.307682704	-1.307025834	36.40181766	0.29215586	0.29014816	0.23259640	0.23154328
68	-1.096213776	-1.097636311	41.87655946	-0.703794605	-0.70452287	40.33590921	0.60865354	0.60773456	0.56426444	0.56375926
100	-0.760384944	-0.760189697	34.32156395	-0.508331278	-0.50801093	35.40380042	0.39863909	0.39506730	0.50557894	0.50222715
124	-0.334672542	-0.326336109	42.70982829	-0.284080852	-0.280528073	41.70952003	0.42779051	0.42602413	0.41688266	0.41577473
125	-1.224500325	-1.224844691	38.91193213	-1.096953171	-1.09715266	39.26037131	0.47017127	0.47098826	0.32052486	0.32078685
155	-0.999436835	-0.995211243	36.32851931	-0.884312997	-0.88267498	35.98285469	0.63127700	0.62658592	0.47912548	0.47444712
158	-0.901655622	-0.90616059	39.10876541	-0.89950554	-0.900355097	38.94750586	0.97412309	0.97582328	0.59882462	0.59966907
235	-0.56156162	-0.561600772	40.56518391	-0.594270121	-0.591610337	38.85372588	0.99607519	0.99079190	0.70222797	0.69918099
287	-1.470293477	-1.470234192	37.34886858	-1.42879598	-1.428638613	37.95052001	0.03404024	0.03137887	0.01141210	0.01348973
340	-1.445580244	-1.445788656	36.81913941	-1.316730305	-1.317060844	35.63681588	0.08925302	0.08961803	0.00656319	0.00643475
446	-1.200903057	-1.200892317	38.74207954	-1.103263562	-1.103452807	39.02536990	0.03327742	0.03457912	0.03865582	0.03984990
550	-1.12487735	-1.122858987	42.72029203	-1.071088652	-1.067791921	42.60878830	0.38919194	0.38555550	0.30035064	0.29777127
583	-1.148153453	-1.147307811	40.87592850	-1.119246149	-1.119473128	39.53567044	0.21311139	0.21339396	0.17432350	0.17436607
718	-0.922671842	-0.930864246	36.83063983	-0.80349738	-0.806788624	37.11955279	0.60668514	0.60764468	0.60708298	0.60981043
722	-1.458271909	-1.459694136	35.57497194	-1.497533029	-1.497716038	34.29556557	0.09063719	0.08944721	0.11556108	0.11440934
734	-1.244563677	-1.247416404	36.07048672	-1.211108426	-1.213399118	34.61304745	0.37714142	0.37847417	0.22369080	0.22549921
841	-0.846529	-0.843251419	40.05057731	-0.89177847	-0.889367428	39.14474245	0.46199322	0.46010612	0.46130810	0.45992633
914	-1.728224597	-1.73002037	39.42367876	-1.667950956	-1.665981432	38.38988327	0.03053778	0.02910554	0.02044432	0.02174345
947	-1.203952462	-1.204079035	38.43578144	-1.144588751	-1.145616289	37.54105440	0.35790683	0.35787092	0.31176246	0.31319110
1142	-1.047893045	-1.047013236	39.51223729	-0.879721306	-0.878041324	39.77115656	0.33701379	0.33727867	0.30021320	0.30019187
1144	-1.756368004	-1.75476917	39.77610445	-1.765924907	-1.764652233	39.60680726	0.08560408	0.08407687	0.09730136	0.09577756
1170	-1.04005923	-1.037413523	41.83703864	-0.895538768	-0.894793374	39.75075444	0.24941653	0.24922531	0.19048773	0.19045065
1250	-1.401852946	-1.398020976	36.19731660	-1.424994337	-1.421855535	35.76564120	0.25833759	0.25311625	0.29915164	0.29406296
1397	-1.02415026	-1.022728146	40.19774690	-0.942346844	-0.944135277	39.35325918	0.38409358	0.38689710	0.28455118	0.28692377
1446	-0.955736039	-0.958056352	39.66752838	-1.100371892	-1.101088298	39.21601953	0.29311694	0.29534791	0.19560982	0.19655706
1574	-1.538448339	-1.538095003	36.36449446	-1.510899824	-1.510490111	36.30230127	0.19794437	0.19549771	0.14069755	0.13958224
1629	-1.16051892	-1.160686841	38.84036847	-0.643667825	-0.648719138	37.26735520	0.31602510	0.31648597	0.23252287	0.23242224
1789	-1.695219712	-1.694956596	37.24873649	-1.645068859	-1.647087532	37.28577808	0.01140258	0.01406980	0.05082120	0.05341201
1853	-0.965862376	-0.965804368	40.39012813	-0.979657226	-0.981804444	40.98852703	0.46512869	0.46700390	0.30565770	0.30734123
1870	-1.204747521	-1.206892516	37.40532885	-1.383010404	-1.382012188	36.06673325	0.24478054	0.24386338	0.38151707	0.38177048
1899	-1.410418242	-1.408920539	39.84383668	-1.183254677	-1.182217162	37.83420098	0.22327451	0.22133282	0.16043768	0.15938461
1974	-1.77071972	-1.768940152	35.75586839	-1.754950825	-1.754626453	36.04634001	0.15432137	0.15341231	0.15164601	0.15052482
